risk_pct,entry_timestamp,year,month,net_r,risk_usd,lot,pnl_usd,equity_before,equity_after
0.01,2019-06-12 20:00:00+00:00,2019,2019-06,-1.0470008952551462,50.0,0.0783348254252437,-52.35004476275731,5000.0,4947.6499552372425
0.01,2019-06-21 14:00:00+00:00,2019,2019-06,0.979507996760312,49.476499552372424,0.033795752970521384,48.46262696325679,4947.6499552372425,4996.1125822005
0.01,2019-06-27 16:00:00+00:00,2019,2019-06,-1.0402029290705463,49.961125822004995,0.06695278659022352,-51.969709419711705,4996.1125822005,4944.142872780788
0.01,2019-08-05 19:00:00+00:00,2019,2019-08,0.9653041668043475,50.0,0.05782638865942077,48.26520834021738,5000.0,5048.265208340217
0.01,2019-08-15 15:00:00+00:00,2019,2019-08,-1.0367402638300844,50.48265208340217,0.061824865212885126,-52.33739803978873,5048.265208340217,4995.927810300428
0.01,2019-08-15 18:00:00+00:00,2019,2019-08,-1.0311434079786446,49.95927810300428,0.05186340600934759,-51.51518028328471,4995.927810300428,4944.412630017144
0.01,2019-08-23 16:00:00+00:00,2019,2019-08,0.964395917398529,49.44412630017144,0.0586804252316289,47.683713543222574,4944.412630017144,4992.096343560366
0.01,2019-09-10 16:00:00+00:00,2019,2019-09,-1.0343625742477052,50.0,0.05727095707950861,-51.71812871238526,5000.0,4948.281871287615
0.01,2019-09-11 18:00:00+00:00,2019,2019-09,0.9660600575362834,49.48281871287615,0.055981467335251146,47.80337469281862,4948.281871287615,4996.085245980434
0.01,2019-10-01 17:05:00+00:00,2019,2019-10,0.9800537598662651,50.0,0.03324373355622483,49.00268799331325,5000.0,5049.002687993313
0.01,2019-10-02 17:25:00+00:00,2019,2019-10,0.9687792694349052,50.49002687993313,0.052544517514759435,48.913691354490346,5049.002687993313,5097.916379347804
0.01,2019-10-04 19:15:00+00:00,2019,2019-10,0.9570218165445535,50.97916379347804,0.07303306179737847,48.78817193955668,5097.916379347804,5146.70455128736
0.01,2020-01-08 17:25:00+00:00,2020,2020-01,-1.0445566612208528,50.0,0.07426110203475478,-52.22783306104264,5000.0,4947.7721669389575
0.01,2020-01-10 15:35:00+00:00,2020,2020-01,-0.5159088627923363,49.477721669389574,0.049661469105077405,-25.52599512001051,4947.7721669389575,4922.246171818947
0.01,2020-01-31 19:45:00+00:00,2020,2020-01,-1.0429430289149735,49.22246171818947,0.07045871989434632,-51.33622331501986,4922.246171818947,4870.909948503927
0.01,2020-02-05 16:35:00+00:00,2020,2020-02,0.9574915995303832,50.0,0.07084733411602795,47.87457997651916,5000.0,5047.874579976519
0.01,2020-02-21 18:25:00+00:00,2020,2020-02,-1.0484719785800025,50.47874579976519,0.08156015617172037,-52.925550484916805,5047.874579976519,4994.949029491602
0.01,2020-02-27 11:40:00+00:00,2020,2020-02,0.9516763697448063,49.949490294916025,0.0804580233482302,47.53574959446912,4994.949029491602,5042.484779086071
0.01,2020-02-28 16:10:00+00:00,2020,2020-02,-1.0365923783303428,50.42484779086072,0.061505503587104264,-52.270012898473844,5042.484779086071,4990.214766187598
0.01,2020-03-02 18:20:00+00:00,2020,2020-03,0.9637793645865671,50.0,0.06036772568905487,48.18896822932835,5000.0,5048.188968229329
0.01,2020-03-02 19:30:00+00:00,2020,2020-03,-1.0430230890577947,50.481889682293286,0.07239622785356892,-52.65377651790036,5048.188968229329,4995.5351917114285
0.01,2020-03-03 20:50:00+00:00,2020,2020-03,-1.0207370541533356,49.955351917114285,0.03453089459847129,-50.99127875506842,4995.5351917114285,4944.54391295636
0.01,2020-03-04 21:50:00+00:00,2020,2020-03,0.9544735187634138,49.4454391295636,0.07503589522556145,47.19436227279676,4944.54391295636,4991.738275229157
0.01,2020-03-06 16:05:00+00:00,2020,2020-03,0.9631559555766094,49.91738275229157,0.06130527558749418,48.07822448466675,4991.738275229157,5039.816499713824
0.01,2020-03-06 16:40:00+00:00,2020,2020-03,0.9729660144181258,50.39816499713824,0.045415442196185166,49.035701731252686,5039.816499713824,5088.852201445076
0.01,2020-03-09 10:50:00+00:00,2020,2020-03,-1.02695383193644,50.888522014450764,0.04572135566237757,-52.2601626843221,5088.852201445076,5036.592038760754
0.01,2020-03-09 15:35:00+00:00,2020,2020-03,-1.0374812593703142,50.36592038760754,0.0629259375157505,-52.25369851308005,5036.592038760754,4984.338340247674
0.01,2020-03-10 16:50:00+00:00,2020,2020-03,-1.031702898550725,49.84338340247674,0.052672657581120275,-51.423563129910356,4984.338340247674,4932.914777117763
0.01,2020-03-11 09:05:00+00:00,2020,2020-03,-1.041705558755189,49.32914777117763,0.06857665569047508,-51.38644744189189,4932.914777117763,4881.528329675872
0.01,2020-03-11 15:45:00+00:00,2020,2020-03,-1.0466345406497746,48.815283296758714,0.07588261044109866,-51.09176160999167,4881.528329675872,4830.43656806588
0.01,2020-03-11 16:10:00+00:00,2020,2020-03,0.9622878692646131,48.304365680658805,0.06072201845463136,46.48270512701986,4830.43656806588,4876.9192731929
0.01,2020-03-13 05:55:00+00:00,2020,2020-03,0.9544636468113729,48.769192731928996,0.07402570616551159,46.54842154696365,4876.9192731929,4923.467694739863
0.01,2020-03-13 12:10:00+00:00,2020,2020-03,-1.0415356316382836,49.23467694739863,0.06816644685056815,-51.27967035291567,4923.467694739863,4872.188024386947
0.01,2020-03-16 14:45:00+00:00,2020,2020-03,-1.0165916093861103,48.72188024386947,0.026945813518771008,-49.53025464943259,4872.188024386947,4822.657769737515
0.01,2020-03-17 15:50:00+00:00,2020,2020-03,0.9763949462704017,48.22657769737515,0.03794636525803952,47.08818673963396,4822.657769737515,4869.745956477149
