risk_pct,entry_timestamp,year,month,net_r,risk_usd,lot,pnl_usd,equity_before,equity_after
0.01,2019-06-12 20:00:00+00:00,2019,2019-06,-1.0470008952551462,50.0,0.0783348254252437,-52.35004476275731,5000.0,4947.6499552372425
0.01,2019-06-18 20:00:00+00:00,2019,2019-06,0.9637280641149653,49.476499552372424,0.05982028065265334,47.68189113279282,4947.6499552372425,4995.331846370035
0.01,2019-06-21 14:00:00+00:00,2019,2019-06,0.979507996760312,49.953318463700356,0.034121452126377266,48.92967489990904,4995.331846370035,5044.261521269944
0.01,2019-06-21 19:00:00+00:00,2019,2019-06,0.9779458097038437,50.44261521269944,0.037082367831222006,49.330144177762776,5044.261521269944,5093.591665447707
0.01,2019-06-27 16:00:00+00:00,2019,2019-06,-1.0402029290705463,50.93591665447707,0.06825910148010665,-52.98368969888027,5093.591665447707,5040.607975748827
0.01,2019-08-15 15:00:00+00:00,2019,2019-08,-1.0367402638300844,50.0,0.0612337730501406,-51.83701319150422,5000.0,4948.162986808496
0.01,2019-08-15 18:00:00+00:00,2019,2019-08,-1.0311434079786446,49.48162986808496,0.05136755288100186,-51.022656454515015,4948.162986808496,4897.140330353981
0.01,2019-08-23 16:00:00+00:00,2019,2019-08,0.964395917398529,48.97140330353981,0.05811939627763932,47.22782141521063,4897.140330353981,4944.368151769191
0.01,2019-09-10 16:00:00+00:00,2019,2019-09,-1.0343625742477052,50.0,0.05727095707950861,-51.71812871238526,5000.0,4948.281871287615
0.01,2019-09-11 18:00:00+00:00,2019,2019-09,0.9660600575362834,49.48281871287615,0.055981467335251146,47.80337469281862,4948.281871287615,4996.085245980434
0.01,2019-09-13 17:00:00+00:00,2019,2019-09,-1.03654652720976,49.960852459804336,0.06086318846150137,-51.78674811364938,4996.085245980434,4944.298497866785
0.01,2019-09-20 18:00:00+00:00,2019,2019-09,0.954217445333448,49.442984978667845,0.07545420542211244,47.17935881600447,4944.298497866785,4991.477856682789
0.01,2019-10-01 17:05:00+00:00,2019,2019-10,0.9800537598662651,50.0,0.03324373355622483,49.00268799331325,5000.0,5049.002687993313
0.01,2019-10-02 17:25:00+00:00,2019,2019-10,0.9687792694349052,50.49002687993313,0.052544517514759435,48.913691354490346,5049.002687993313,5097.916379347804
0.01,2019-10-11 18:30:00+00:00,2019,2019-10,-1.0485122897800778,50.97916379347804,0.082437198889842,-53.4522797601733,5097.916379347804,5044.464099587631
0.01,2020-01-10 15:35:00+00:00,2020,2020-01,-0.5159088627923363,50.0,0.05018568704205464,-25.795443139616815,5000.0,4974.2045568603835
0.01,2020-02-05 16:35:00+00:00,2020,2020-02,0.9574915995303832,50.0,0.07084733411602795,47.87457997651916,5000.0,5047.874579976519
0.01,2020-03-02 18:20:00+00:00,2020,2020-03,0.9637793645865671,50.0,0.06036772568905487,48.18896822932835,5000.0,5048.188968229329
0.01,2020-03-06 16:05:00+00:00,2020,2020-03,0.9631559555766094,50.481889682293286,0.061998566201037345,48.62193269626217,5048.188968229329,5096.81090092559
0.01,2020-03-06 16:40:00+00:00,2020,2020-03,0.9729660144181258,50.968109009255905,0.04592903746972065,49.590237885164285,5096.81090092559,5146.401138810755
0.01,2020-03-11 16:10:00+00:00,2020,2020-03,0.9622878692646131,51.46401138810755,0.06469391752119173,49.5231938624718,5146.401138810755,5195.924332673227
0.01,2020-03-17 15:50:00+00:00,2020,2020-03,0.9763949462704017,51.95924332673227,0.04088335768255951,50.732742596255484,5195.924332673227,5246.657075269482
0.01,2020-03-18 13:20:00+00:00,2020,2020-03,0.9768938768773728,52.46657075269483,0.040409968121126516,51.25427170906103,5246.657075269482,5297.911346978543
0.01,2020-03-20 14:20:00+00:00,2020,2020-03,0.9728215150064066,52.97911346978543,0.04799640134708162,51.53922142937299,5297.911346978543,5349.450568407917
