ote,tp,mss_lb,entry,sl,n,is_pf,is_net,is_pos,is_yrs,oos_pf,oos_net,oos_pos,oos_yrs,full_net,full_pf,pass_
"(0.62, 0.79)",nl2.0,5,ce,fvg,1746,0.5812674616148653,-532.9020862395853,1,10,0.7107928038841681,-370.90458209719884,1,11,-903.8066683367842,0.6462793429512953,False
"(0.62, 0.79)",nl2.0,8,edge,sweep,718,1.498494129075495,96.63557843782007,8,10,1.6145266845430764,129.51707976950559,10,11,226.15265820732566,1.5589342275900273,True
"(0.62, 0.79)",nl2.0,8,edge,fvg,718,0.7531924052686297,-95.63073012740122,3,10,0.694675584225094,-132.74995714329836,1,11,-228.38068727069964,0.7222504649066189,False
"(0.62, 0.79)",nl2.0,8,ce,sweep,946,1.4153689030822698,112.9231898629958,8,10,1.5563106035787582,150.76020907413533,10,11,263.68339893713113,1.4857278095629352,True
"(0.62, 0.79)",nl2.0,8,ce,fvg,946,0.4668500286115894,-378.7392056294523,0,10,0.5840752782850751,-292.30245878585197,1,11,-671.0416644153042,0.5251473117140918,False
"(0.62, 0.79)",rr1.5,2,edge,sweep,2739,1.2201568864233443,164.7703467952557,7,10,1.4070942408007259,300.7349153460109,11,11,465.5052621412666,1.313016728186841,False
"(0.62, 0.79)",rr1.5,2,edge,fvg,2739,0.6453770234962302,-363.5136679157946,0,10,0.7443823055436335,-261.17841500814825,0,11,-624.692082923943,0.6947994480084921,False
"(0.62, 0.79)",rr1.5,2,ce,sweep,4041,1.1008168675782963,121.82805268128628,7,10,1.3158057455952337,340.8742283136131,10,11,462.70228099489935,1.2022486816875209,False
"(0.62, 0.79)",rr1.5,2,ce,fvg,4041,0.32606413708587445,-1418.8622193490087,0,10,0.38899397332515573,-1183.2213967368036,0,11,-2602.0836160858125,0.35621479981658505,False
"(0.62, 0.79)",rr1.5,3,edge,sweep,2006,1.5916673933425862,276.82809664804427,10,10,1.80407646168901,377.87294995644817,11,11,654.7010466044924,1.698106191994754,True
"(0.62, 0.79)",rr1.5,3,edge,fvg,2006,0.6677518249635873,-242.91545884787735,0,10,0.7889681438908847,-154.5690972796392,2,11,-397.4845561275165,0.7284145577280259,False
"(0.62, 0.79)",rr1.5,3,ce,sweep,2927,1.2500785795492804,202.2436308630374,10,10,1.6367332868961542,446.046474437585,11,11,648.2901053006224,1.4295463719769164,False
"(0.62, 0.79)",rr1.5,3,ce,fvg,2927,0.31305956889339404,-1045.11525834219,0,10,0.3992301729345335,-854.7639777176519,0,11,-1899.8792360598418,0.35470159313584637,False
"(0.62, 0.79)",rr1.5,5,edge,sweep,1267,1.7895732026984774,216.35042739257983,10,10,1.9339104750708251,263.1216300749195,10,11,479.4720574674993,1.8627459617589908,True
"(0.62, 0.79)",rr1.5,5,edge,fvg,1267,0.6636767473915725,-158.30096472692878,0,10,0.7686343207676183,-107.01853794690392,2,11,-265.31950267383274,0.7156983841219721,False
"(0.62, 0.79)",rr1.5,5,ce,sweep,1746,1.3276761001457553,148.20128203393483,9,10,1.6897185457078985,288.8498196517281,11,11,437.05110168566296,1.5017384555551245,True
"(0.62, 0.79)",rr1.5,5,ce,fvg,1746,0.29698266941470597,-639.519188982892,0,10,0.39622957423329175,-522.9307003939092,0,11,-1162.4498893768011,0.3453886025367621,False
"(0.62, 0.79)",rr1.5,8,edge,sweep,718,1.6683553053401179,104.7550948872888,9,10,1.885523899917338,145.22645294097867,10,11,249.98154782826745,1.7793991347783966,True
"(0.62, 0.79)",rr1.5,8,edge,fvg,718,0.5839942054790008,-114.74193340022838,1,10,0.7310672406891459,-74.16821384778777,4,11,-188.91014724801613,0.6575266024880688,False
"(0.62, 0.79)",rr1.5,8,ce,sweep,946,1.3435367028715002,83.84809756778193,9,10,1.6907784747840644,153.5997088656345,9,11,237.44780643341642,1.5090742571134426,True
"(0.62, 0.79)",rr1.5,8,ce,fvg,946,0.289760380904069,-362.87852035952517,0,10,0.4262233691398246,-259.8706867622088,0,11,-622.749207121734,0.3538851554316147,False
"(0.62, 0.79)",rr2.0,2,edge,sweep,2739,1.1955945695357006,170.19866426711815,7,10,1.3740927927709519,323.45597075272656,11,11,493.65463501984465,1.2845597250078697,False
"(0.62, 0.79)",rr2.0,2,edge,fvg,2739,0.7379220938234163,-297.01366791579204,0,10,0.8101394834237502,-218.17841500815183,0,11,-515.1920829239439,0.7742815074827438,False
"(0.62, 0.79)",rr2.0,2,ce,sweep,4041,1.0900503007643263,126.00823561785323,7,10,1.2280492852533436,294.83009302936154,10,11,420.8383286472148,1.1563208593661427,False
"(0.62, 0.79)",rr2.0,2,ce,fvg,4041,0.43897006420146195,-1265.3622193490087,0,10,0.5068079048969663,-1019.5716889334394,0,11,-2284.933908282448,0.47141274412172335,False
"(0.62, 0.79)",rr2.0,3,edge,sweep,2006,1.5972836802291288,323.38423859161304,10,10,1.741813619872433,416.9687167172401,11,11,740.3529553088531,1.6709021642549353,True
"(0.62, 0.79)",rr2.0,3,edge,fvg,2006,0.7676368017666421,-187.9154588478754,0,10,0.8388641880439711,-134.5690972796386,2,11,-322.484556127514,0.8038227527459719,False
"(0.62, 0.79)",rr2.0,3,ce,sweep,2927,1.2448387585787188,229.29801528830188,8,10,1.5235994365581704,446.9382203681049,11,11,676.2362356564067,1.3777614070043953,False
"(0.62, 0.79)",rr2.0,3,ce,fvg,2927,0.42863020942585095,-924.1152583421872,0,10,0.4988013077882504,-767.2639777176496,0,11,-1691.3792360598368,0.4627516419881075,False
"(0.62, 0.79)",rr2.0,5,edge,sweep,1267,1.8272601173901597,258.9725372071032,10,10,1.8499620261709073,288.8425063234263,10,11,547.8150435305295,1.8390766935897984,True
"(0.62, 0.79)",rr2.0,5,edge,fvg,1267,0.7312975096698228,-141.30096472692742,0,10,0.7790829171968456,-118.51853794690558,2,11,-259.81950267383303,0.7554290681585193,False
"(0.62, 0.79)",rr2.0,5,ce,sweep,1746,1.3716620122247705,189.3360068888571,10,10,1.6640225033493579,328.8363468186828,11,11,518.17235370754,1.5157743679160636,True
"(0.62, 0.79)",rr2.0,5,ce,fvg,1746,0.4104877056612298,-567.5191889828925,0,10,0.49124973772847413,-475.43070039391046,0,11,-1042.9498893768027,0.45026880270964464,False
"(0.62, 0.79)",rr2.0,8,edge,sweep,718,1.6756559954177408,121.80647342667609,9,10,1.8402356189531321,161.7538288163406,11,11,283.5603022430166,1.760645746324291,True
"(0.62, 0.79)",rr2.0,8,edge,fvg,718,0.6441763449212176,-108.74193340022654,1,10,0.813380379089368,-57.168213847788735,2,11,-165.91014724801525,0.728879181129715,False
"(0.62, 0.79)",rr2.0,8,ce,sweep,946,1.379073274020277,103.60220773753727,9,10,1.6155512656322317,163.925942724761,10,11,267.5281504622983,1.4957792337805682,True
"(0.62, 0.79)",rr2.0,8,ce,fvg,946,0.39087806404994324,-328.87852035952386,0,10,0.5191858821477965,-236.37068676220645,0,11,-565.2492071217303,0.4520269771733406,False
"(0.62, 0.79)",rr3.0,2,edge,sweep,2739,1.1681022548631756,170.1330269931305,6,10,1.3478975657495342,352.7935907082973,11,11,522.9266177014277,1.2580883193748245,False
"(0.62, 0.79)",rr3.0,2,edge,fvg,2739,0.7785756962713121,-291.29641811920953,0,10,0.9115881722364456,-115.13601942875972,3,11,-406.43243754796924,0.844744347088027,False
"(0.62, 0.79)",rr3.0,2,ce,sweep,4041,1.0924379162217854,149.63232429980923,8,10,1.1852393952465086,282.5157815414542,9,11,432.1481058412634,1.137457285413008,False
"(0.62, 0.79)",rr3.0,2,ce,fvg,4041,0.5444757053966335,-1148.5853451431635,0,10,0.641773767264912,-817.9576076293607,0,11,-1966.5429527725241,0.5907139277496144,False
"(0.62, 0.79)",rr3.0,3,edge,sweep,2006,1.5379839674711278,349.38907597838835,10,10,1.6104609458989805,419.5793422241036,11,11,768.968418202492,1.5752491978064311,True
"(0.62, 0.79)",rr3.0,3,edge,fvg,2006,0.8557353109321395,-133.9154588478754,1,10,0.9547153610992456,-42.71813027167507,4,11,-176.6335891195505,0.9056236375609762,False
"(0.62, 0.79)",rr3.0,3,ce,sweep,2927,1.2679023290229292,290.625255509452,9,10,1.386258995138326,402.1712928296829,10,11,692.7965483391349,1.3258664279625416,False
"(0.62, 0.79)",rr3.0,3,ce,fvg,2927,0.5388546240069272,-828.338384136342,0,10,0.6139278317650343,-654.6498964135708,0,11,-1482.9882805499128,0.575309869813938,False
"(0.62, 0.79)",rr3.0,5,edge,sweep,1267,1.7529193521709538,280.19341701583954,10,10,1.664756954305684,278.4514920786613,10,11,558.6449090945009,1.7062337790857987,True
"(0.62, 0.79)",rr3.0,5,edge,fvg,1267,0.8474405561315864,-90.30096472692739,4,10,0.8771768063111557,-74.66757093894205,4,11,-164.96853566586944,0.8625072047927194,False
"(0.62, 0.79)",rr3.0,5,ce,sweep,1746,1.437943498043935,253.06597213463985,10,10,1.4488828393648923,276.89358720485757,10,11,529.9595593394974,1.4435917201853772,True
"(0.62, 0.79)",rr3.0,5,ce,fvg,1746,0.529497157990303,-496.74231477704734,0,10,0.6094636992345316,-403.53083709931025,0,11,-900.2731518763576,0.5690498768745175,False
"(0.62, 0.79)",rr3.0,8,edge,sweep,718,1.5443923677027565,115.13936649362594,7,10,1.7852892287005873,178.99253829476095,11,11,294.1319047883869,1.669344612924082,True
"(0.62, 0.79)",rr3.0,8,edge,fvg,718,0.7889547742716079,-70.74193340022653,2,10,0.9187369905533626,-28.168213847788728,4,11,-98.91014724801525,0.8549339129844572,False
"(0.62, 0.79)",rr3.0,8,ce,sweep,946,1.4645883201272427,141.99348720425505,9,10,1.5363556808508898,167.9625165214025,11,11,309.9560037256576,1.5009082133584044,True
"(0.62, 0.79)",rr3.0,8,ce,fvg,946,0.5034757330211256,-292.1016461536788,0,10,0.6270865926419418,-204.47082346760635,1,11,-496.57246962128517,0.563106805018344,False
"(0.705, 0.79)",nl2.0,2,edge,sweep,1094,1.3853792456633502,112.79001608970988,7,10,1.2469511996855887,81.7086519154213,8,11,194.49866800513115,1.311925322711682,False
"(0.705, 0.79)",nl2.0,2,edge,fvg,1094,0.9062320984589588,-45.91336960836123,1,10,0.9331713605701522,-37.371253778547555,4,11,-83.28462338690876,0.9205950444000925,False
"(0.705, 0.79)",nl2.0,2,ce,sweep,1582,1.090022822384929,46.76571152375636,6,10,1.1977603163207529,95.13706701614119,7,11,141.90277853989755,1.1418233756782648,False
"(0.705, 0.79)",nl2.0,2,ce,fvg,1582,0.6233033540894433,-431.2131076416372,0,10,0.5533763493464897,-497.9013369741873,0,11,-929.1144446158245,0.5888026813617724,False
"(0.705, 0.79)",nl2.0,3,edge,sweep,794,1.8359667542395308,154.91649731079897,9,10,1.6413416147366193,144.63282784680604,9,11,299.54932515760504,1.7291316456367969,True
"(0.705, 0.79)",nl2.0,3,edge,fvg,794,0.8999330887312466,-36.38132937564655,3,10,0.9228857377408197,-34.328363139360434,3,11,-70.70969251500696,0.9125672494059486,False
"(0.705, 0.79)",nl2.0,3,ce,sweep,1173,1.533186608680508,179.92630759106584,9,10,1.5597996795590054,185.55570836063038,11,11,365.4820159516962,1.5463740555045455,True
"(0.705, 0.79)",nl2.0,3,ce,fvg,1173,0.6357857386195752,-312.3305000408411,0,10,0.7320351148699904,-225.5603305004202,1,11,-537.8908305412614,0.6834631716670471,False
"(0.705, 0.79)",nl2.0,5,edge,sweep,530,2.1944760288026948,151.43623316557833,10,10,1.8345523273641968,127.3659016585126,10,11,278.80213482409096,1.9978733702166274,True
"(0.705, 0.79)",nl2.0,5,edge,fvg,530,1.0585364461891644,15.859611609576827,6,10,1.0259375568165716,7.767085012709142,6,11,23.626696622285976,1.0414220834711212,False
"(0.705, 0.79)",nl2.0,5,ce,sweep,722,1.528318053323365,114.05227227993286,9,10,1.9547074793023498,199.57075746019535,11,11,313.62302974012823,1.7380812100890628,True
"(0.705, 0.79)",nl2.0,5,ce,fvg,722,0.5626475212323802,-233.10087721758873,1,10,0.7905667346710182,-115.90278077120212,3,11,-349.0036579887908,0.6787501560625779,False
"(0.705, 0.79)",nl2.0,8,edge,sweep,300,1.9924910157864428,72.71742720170073,9,10,1.4988254512212738,50.40161996188511,7,11,123.11904716358585,1.7063296888827137,False
"(0.705, 0.79)",nl2.0,8,edge,fvg,300,0.9615696982880134,-5.714519594272151,5,10,0.659063701941809,-65.33592911502181,3,11,-71.05044870929396,0.7912338128306465,False
"(0.705, 0.79)",nl2.0,8,ce,sweep,409,1.583334011945284,72.15278742645725,8,10,1.8561052417011255,109.47671340896079,9,11,181.62950083541807,1.7219897311351864,True
"(0.705, 0.79)",nl2.0,8,ce,fvg,409,0.5015132543230076,-149.1934460875891,1,10,0.7926840891530319,-66.08439444728012,4,11,-215.27784053486923,0.6516847033502511,False
"(0.705, 0.79)",rr1.5,2,edge,sweep,1094,1.4220119487223437,111.08274724222518,8,10,1.4281474046203066,132.3236107848761,9,11,243.4063580271013,1.425325397524847,True
"(0.705, 0.79)",rr1.5,2,edge,fvg,1094,0.6468954270027988,-136.34162821743146,0,10,0.7376420304060278,-113.06129083364186,0,11,-249.40291905107335,0.6947576926110424,False
"(0.705, 0.79)",rr1.5,2,ce,sweep,1582,1.1572287876983176,71.65742019650351,9,10,1.4154173201140818,173.3815829184411,10,11,245.0390031149446,1.2806476333328884,False
"(0.705, 0.79)",rr1.5,2,ce,fvg,1582,0.27704694538522895,-621.326913553733,0,10,0.35254397372563495,-522.9933326391515,0,11,-1144.3202461928845,0.31362571993026545,False
"(0.705, 0.79)",rr1.5,3,edge,sweep,794,2.0145350587118154,152.34832687955526,10,10,2.0158328384663142,190.5104816156234,10,11,342.85880849517866,2.0152557641085047,True
"(0.705, 0.79)",rr1.5,3,edge,fvg,794,0.7332559589752353,-68.29260210378851,2,10,0.7454286679449951,-81.403457247087,2,11,-149.69605935087552,0.7400161140208548,False
"(0.705, 0.79)",rr1.5,3,ce,sweep,1173,1.474342557812647,138.7866450736135,10,10,1.9219794475105594,241.6105101246814,11,11,380.39715519829485,1.685840621483555,True
"(0.705, 0.79)",rr1.5,3,ce,fvg,1173,0.2560326106269931,-477.0299865119497,0,10,0.3659600192624099,-382.2754244345458,0,11,-859.3054109464956,0.30930526360878374,False
"(0.705, 0.79)",rr1.5,5,edge,sweep,530,2.5287367048067777,137.351322115901,10,10,2.344919065416033,144.73445048577304,10,11,282.0857726016741,2.4285570874143114,True
"(0.705, 0.79)",rr1.5,5,edge,fvg,530,0.7648580971127396,-41.91508607513944,1,10,0.7886700029199046,-41.651325822408126,5,11,-83.56641189754757,0.7773615579502628,False
"(0.705, 0.79)",rr1.5,5,ce,sweep,722,1.4228485953444294,75.32266256219818,9,10,2.255871932015959,187.30849362556557,11,11,262.63115618776374,1.8024719127289117,True
"(0.705, 0.79)",rr1.5,5,ce,fvg,722,0.2756929653192692,-275.8163649203601,0,10,0.34887049893312494,-249.17106871693989,0,11,-524.9874336373,0.3123715796596441,False
"(0.705, 0.79)",rr1.5,8,edge,sweep,300,2.2794130508511836,65.91598455687858,9,10,2.1727218664483487,76.5077380803969,9,11,142.4237226372755,2.219799499667614,True
"(0.705, 0.79)",rr1.5,8,edge,fvg,300,0.6107475714371925,-42.329901876854294,1,10,0.7539260198708764,-29.413955206826735,5,11,-71.74385708368104,0.6857194186021104,False
"(0.705, 0.79)",rr1.5,8,ce,sweep,409,1.4841592781993367,46.91062928918189,8,10,2.2379770138343305,105.55414057094224,10,11,152.46476986012414,1.8370088457158529,True
"(0.705, 0.79)",rr1.5,8,ce,fvg,409,0.25733820557792425,-164.08973438039322,0,10,0.41763332373173107,-121.7811291634643,0,11,-285.8708635438575,0.3352803579851589,False
"(0.705, 0.79)",rr2.0,2,edge,sweep,1094,1.3508503431754642,112.08189325341398,8,10,1.3952651113465344,144.67010201294372,9,11,256.7519952663577,1.3745658293906535,True
"(0.705, 0.79)",rr2.0,2,edge,fvg,1094,0.768468648864261,-97.34162821742936,0,10,0.838219213891923,-77.06129083363928,3,11,-174.40291905106866,0.8055181522180782,False
"(0.705, 0.79)",rr2.0,2,ce,sweep,1582,1.1898857019244866,100.311976126974,7,10,1.3980665338914353,196.31945263490016,11,11,296.63142876187413,1.2904000039987482,False
"(0.705, 0.79)",rr2.0,2,ce,fvg,1582,0.39199898601784344,-551.3269135537319,0,10,0.4673626730692488,-455.9933326391552,0,11,-1007.3202461928872,0.4285975121216337,False
"(0.705, 0.79)",rr2.0,3,edge,sweep,794,2.1535910749126193,198.33242872069286,10,10,1.9876703839520593,222.6900704391676,10,11,421.0224991598605,2.059452911160536,True
"(0.705, 0.79)",rr2.0,3,edge,fvg,794,0.879025173649806,-33.79260210378756,3,10,0.8010619124296235,-71.90345724708399,2,11,-105.69605935087154,0.8350489241536188,False
"(0.705, 0.79)",rr2.0,3,ce,sweep,1173,1.5651177946381674,189.97691297216136,9,10,1.8910108313141336,282.1593173411417,11,11,472.1362303133031,1.7231974831125945,True
"(0.705, 0.79)",rr2.0,3,ce,fvg,1173,0.3557272199825062,-437.029986511947,0,10,0.47967999103412123,-333.2754244345405,0,11,-770.3054109464875,0.41592678398849026,False
"(0.705, 0.79)",rr2.0,5,edge,sweep,530,2.5033994419332983,162.3401348943193,10,10,2.2294369104088756,163.2635100764972,11,11,325.6036449708165,2.3523015703022727,True
"(0.705, 0.79)",rr2.0,5,edge,fvg,530,0.8553526321447416,-28.915086075139985,3,10,0.8090233680965104,-43.65132582240571,6,11,-72.56641189754569,0.8306380810249924,False
"(0.705, 0.79)",rr2.0,5,ce,sweep,722,1.579520712167851,114.99961967387357,9,10,2.2531512702262404,225.0286647400104,11,11,340.02828441388397,1.8995233079823897,True
"(0.705, 0.79)",rr2.0,5,ce,fvg,722,0.3805646456335414,-249.81636492036176,0,10,0.4638514105121756,-218.17106871693437,1,11,-467.9874336372961,0.42239438864378326,False
"(0.705, 0.79)",rr2.0,8,edge,sweep,300,2.3468796481769236,81.32781161137126,10,10,1.9177922593814982,75.00356181882029,9,11,156.3313734301915,2.100118597377103,True
"(0.705, 0.79)",rr2.0,8,edge,fvg,300,0.7093774444208809,-34.32990187685422,2,10,0.903583527563174,-12.413955206823491,6,11,-46.7438570836777,0.810660750799694,False
"(0.705, 0.79)",rr2.0,8,ce,sweep,409,1.5462325303552276,60.51462351334552,8,10,2.1238688928051825,118.52254827863555,9,11,179.03717179198108,1.8279371956514296,True
"(0.705, 0.79)",rr2.0,8,ce,fvg,409,0.37457297294821745,-142.08973438039195,0,10,0.5764720125161491,-92.78112916346015,1,11,-234.8708635438521,0.47368539114371233,False
"(0.705, 0.79)",rr3.0,2,edge,sweep,1094,1.4435216592875324,164.7288544121181,8,10,1.2509778618577958,111.97766841069766,8,11,276.7065228228157,1.3384472179145923,False
"(0.705, 0.79)",rr3.0,2,edge,fvg,1094,0.8309929875849089,-82.34162821742937,1,10,0.9428435303514924,-31.061290833639276,4,11,-113.40291905106865,0.8899696737880582,False
"(0.705, 0.79)",rr3.0,2,ce,sweep,1582,1.1659881480538479,104.36935228968682,7,10,1.2854645925380228,172.23105192205207,9,11,276.6004042117389,1.2244929278790557,False
"(0.705, 0.79)",rr3.0,2,ce,fvg,1582,0.49482156718639403,-507.32691355373197,0,10,0.601583606073635,-373.99333263915514,0,11,-881.3202461928871,0.5464015649650932,False
"(0.705, 0.79)",rr3.0,3,edge,sweep,794,2.182797644203242,250.0710050178513,9,10,1.6689367694525077,195.99479848997476,8,11,446.06580350782605,1.8843180794476415,False
"(0.705, 0.79)",rr3.0,3,edge,fvg,794,0.9882655925616691,-3.792602103787562,6,10,0.9456394175691563,-21.903457247084,4,11,-25.69605935087155,0.9646124415192034,False
"(0.705, 0.79)",rr3.0,3,ce,sweep,1173,1.5780328948263282,232.49987556768542,9,10,1.6109327645907405,250.97577609305824,9,11,483.47565166074367,1.5946564572748,True
"(0.705, 0.79)",rr3.0,3,ce,fvg,1173,0.4691885552847278,-391.029986511947,0,10,0.6114322194810605,-274.2754244345405,0,11,-665.3054109464875,0.5387917330443159,False
"(0.705, 0.79)",rr3.0,5,edge,sweep,530,2.186554915769795,166.60518844992794,10,10,1.8322421456782916,144.54054770850337,11,11,311.1457361584313,1.9906357439009772,True
"(0.705, 0.79)",rr3.0,5,edge,fvg,530,1.0225585448574064,5.084913924860006,7,10,0.9051605979428508,-24.65132582240571,7,11,-19.566411897545695,0.95968487119798,False
"(0.705, 0.79)",rr3.0,5,ce,sweep,722,1.6368588947790057,148.09687186791703,10,10,1.8732644287110318,209.40171293201325,10,11,357.4985847999303,1.756875789237741,True
"(0.705, 0.79)",rr3.0,5,ce,fvg,722,0.4943773597278889,-220.81636492036176,0,10,0.6253206273736127,-165.17106871693437,2,11,-385.9874336372961,0.5601557342817025,False
"(0.705, 0.79)",rr3.0,8,edge,sweep,300,2.081151781025773,80.30281300859411,8,10,1.6118015384550837,63.22325569960806,6,11,143.5260687082022,1.808075260913995,False
"(0.705, 0.79)",rr3.0,8,edge,fvg,300,0.9422325673070158,-7.3299018768542155,6,10,1.0315011201511481,4.58604479317651,7,11,-2.7438570836777085,0.9899296892563423,False
"(0.705, 0.79)",rr3.0,8,ce,sweep,409,1.7281923259871736,90.84156079033451,9,10,1.7951389086637883,108.60313250373491,10,11,199.44469329406942,1.763181450895586,True
"(0.705, 0.79)",rr3.0,8,ce,fvg,409,0.5017197712982556,-122.08973438039195,1,10,0.7179606258995261,-68.78112916346015,4,11,-190.8708635438521,0.6095855247100701,False
"(0.38, 0.79)",nl2.0,2,edge,sweep,13324,0.8880640615204758,-373.0250343251497,1,10,1.0622727260620057,195.4440467967795,5,11,-177.5809875283702,0.972557430455977,False
"(0.38, 0.79)",nl2.0,2,edge,fvg,13324,0.645996218561874,-2164.4570873830653,0,10,0.7854044288180853,-1324.4364971446466,1,11,-3488.893584527711,0.7160268823992416,False
"(0.38, 0.79)",nl2.0,2,ce,sweep,20432,0.8260966255299287,-954.3247671640466,0,10,0.9913475230175325,-43.42519249769131,4,11,-997.7499596617379,0.9050348810087585,False
"(0.38, 0.79)",nl2.0,2,ce,fvg,20432,0.4803584744329816,-6970.933992858761,0,10,0.6097731855805696,-5039.476322966231,0,11,-12010.410315824993,0.5438353741612857,False
"(0.38, 0.79)",nl2.0,3,edge,sweep,9838,1.0098954590857494,22.709855463076316,5,10,1.2075721773303911,446.7909878765073,10,11,469.5008433395835,1.105566577947545,False
"(0.38, 0.79)",nl2.0,3,edge,fvg,9838,0.670490763440291,-1495.4749315924616,0,10,0.778068949597497,-1019.6547668547547,0,11,-2515.1296984472165,0.7246095232006317,False
"(0.38, 0.79)",nl2.0,3,ce,sweep,15013,0.9176225449795763,-315.12332901187136,2,10,1.059424720543508,210.1123800233377,8,11,-105.0109489885337,0.9857344037730488,False
"(0.38, 0.79)",nl2.0,3,ce,fvg,15013,0.4816290313580191,-5107.090092561986,0,10,0.6127139600398283,-3640.373459504632,0,11,-8747.46355206662,0.5456310100546599,False
"(0.38, 0.79)",nl2.0,5,edge,sweep,5869,1.1801556540079192,230.30436689715015,9,10,1.1678889067108047,225.0203068367269,8,11,455.3246737338771,1.1738772297771491,False
"(0.38, 0.79)",nl2.0,5,edge,fvg,5869,0.6577482280291502,-950.3267857952549,0,10,0.7175184561999277,-814.0609420683531,0,11,-1764.3877278636082,0.6881885846493633,False
"(0.38, 0.79)",nl2.0,5,ce,sweep,8821,1.018954572076132,39.77949464525959,5,10,1.1428968027519988,281.0747582449542,8,11,320.8542528902138,1.0789182646458637,False
"(0.38, 0.79)",nl2.0,5,ce,fvg,8821,0.4593611377389345,-3141.8418461387123,0,10,0.6304248385489469,-2014.265357638674,0,11,-5156.1072037773865,0.542150183625121,False
"(0.38, 0.79)",nl2.0,8,edge,sweep,3178,1.0734719529011199,53.6930786688767,5,10,1.1613074812475817,118.69237567583014,8,11,172.38545434470686,1.1175399665928298,False
"(0.38, 0.79)",nl2.0,8,edge,fvg,3178,0.5931837474165038,-625.6351754129666,1,10,0.6051193776834141,-640.0535305707499,0,11,-1265.6887059837168,0.5993083681460234,False
"(0.38, 0.79)",nl2.0,8,ce,sweep,4710,1.047034542866704,50.126519335543925,5,10,1.1160701559555306,121.09821869228215,8,11,171.22473802782605,1.0811854256649565,False
"(0.38, 0.79)",nl2.0,8,ce,fvg,4710,0.4445473096212025,-1719.8629033659622,0,10,0.5813440930433975,-1213.3751940846182,0,11,-2933.238097450581,0.5106857998595116,False
"(0.38, 0.79)",rr1.5,2,edge,sweep,13324,0.9497855351425369,-196.4137931892135,3,10,1.0771931242791222,306.26129156169446,8,11,109.84749837248097,1.0139418658437722,False
"(0.38, 0.79)",rr1.5,2,edge,fvg,13324,0.6645764696676161,-1642.0570664754173,0,10,0.7763971746937051,-1089.5607593032735,0,11,-2731.6178257786905,0.7203567610542813,False
"(0.38, 0.79)",rr1.5,2,ce,sweep,20432,0.8826169645023405,-748.1409767818152,0,10,1.0006629521100008,4.095519667108164,5,11,-744.045457114707,0.940719188700146,False
"(0.38, 0.79)",rr1.5,2,ce,fvg,20432,0.3814012249921812,-6093.219298554723,0,10,0.46711595230943065,-4982.774019110733,0,11,-11075.993317665454,0.4231437608455704,False
"(0.38, 0.79)",rr1.5,3,edge,sweep,9838,1.0454421566150598,125.61973151716575,6,10,1.1757926255314006,486.2501750720792,11,11,611.869906589245,1.1106369147347694,False
"(0.38, 0.79)",rr1.5,3,edge,fvg,9838,0.6750591819838981,-1171.8470270389485,0,10,0.7726530546822648,-812.665080022938,0,11,-1984.5121070618866,0.7236401555688844,False
"(0.38, 0.79)",rr1.5,3,ce,sweep,15013,0.9396328619166331,-274.9744036317406,2,10,1.0599117490239431,261.19560093071556,8,11,-13.778802701025057,0.9984543740340822,False
"(0.38, 0.79)",rr1.5,3,ce,fvg,15013,0.37509896109449725,-4587.919108767748,0,10,0.4758172731331052,-3538.226402002493,0,11,-8126.145510770241,0.4233430683033529,False
"(0.38, 0.79)",rr1.5,5,edge,sweep,5869,1.114440417016467,180.24857192750477,10,10,1.19390041216759,314.8765195151599,11,11,495.1250914426647,1.1547773092696565,False
"(0.38, 0.79)",rr1.5,5,edge,fvg,5869,0.6714472240095034,-707.3754486547641,0,10,0.7533337428009879,-532.064471832528,0,11,-1239.439920487292,0.7124286495734253,False
"(0.38, 0.79)",rr1.5,5,ce,sweep,8821,0.9489500735655526,-135.20664565933814,3,10,1.077470778107647,193.52968615919082,8,11,58.32304049985271,1.0113323061297792,False
"(0.38, 0.79)",rr1.5,5,ce,fvg,8821,0.37769566455228837,-2703.085280737957,0,10,0.4856029306789044,-2012.4757964441987,0,11,-4715.561077182156,0.428830245103917,False
"(0.38, 0.79)",rr1.5,8,edge,sweep,3178,1.0513129412991364,44.85938467001241,7,10,1.1581185061141952,138.00887330756,10,11,182.86825797757245,1.1046725573635632,False
"(0.38, 0.79)",rr1.5,8,edge,fvg,3178,0.6555702335108545,-408.96631056795513,0,10,0.7017021633729882,-357.0237093289778,0,11,-765.9900198969331,0.6787280831822099,False
"(0.38, 0.79)",rr1.5,8,ce,sweep,4710,0.9407991237669336,-83.06536322970223,4,10,1.064367779863011,84.68815503547108,7,11,1.6227918057687987,1.000596877504502,False
"(0.38, 0.79)",rr1.5,8,ce,fvg,4710,0.3882044835491603,-1415.7912700947247,0,10,0.485724681792399,-1070.8839590839561,0,11,-2486.6752291786806,0.4343932951165791,False
"(0.38, 0.79)",rr2.0,2,edge,sweep,13324,0.9585126454652776,-179.88628430023664,3,10,1.0649584194034671,289.7660734567258,8,11,109.87978915648927,1.0124909902580645,False
"(0.38, 0.79)",rr2.0,2,edge,fvg,13324,0.6961980476291154,-1688.6578169737318,0,10,0.8134381840585254,-1033.6394526506015,0,11,-2722.2972696243332,0.7547233091303458,False
