ote,tp,mss_lb,entry,sl,n,is_pf,is_net,is_pos,is_yrs,oos_pf,oos_net,oos_pos,oos_yrs,full_net,full_pf,pass_
"(0.38, 0.79)",rr2.0,2,ce,sweep,20432,0.8868729103857124,-800.2345222135071,1,10,0.9889506566784824,-76.67517305762644,4,11,-876.9096952711335,0.9374221827642334,False
"(0.38, 0.79)",rr2.0,2,ce,fvg,20432,0.46795403254078344,-5727.2615270870165,0,10,0.5784923181582045,-4268.070991286018,0,11,-9995.332518373036,0.5215329188463419,False
"(0.38, 0.79)",rr2.0,3,edge,sweep,9838,1.0634249942933163,193.62574218201343,7,10,1.1709830434557362,531.6675121203104,11,11,725.2932543023238,1.1176983635229976,False
"(0.38, 0.79)",rr2.0,3,edge,fvg,9838,0.7199959235500449,-1141.8410475629526,0,10,0.8118014231574938,-763.7969888812537,0,11,-1905.6380364442061,0.7657887671496375,False
"(0.38, 0.79)",rr2.0,3,ce,sweep,15013,0.9451802154907744,-276.573844693815,3,10,1.045970276305615,225.48396438272616,7,11,-51.08988031108882,0.9948654115647684,False
"(0.38, 0.79)",rr2.0,3,ce,fvg,15013,0.46155642964199806,-4299.398228612847,0,10,0.5886268089076555,-3008.7466960261418,0,11,-7308.144924638988,0.5223051798941939,False
"(0.38, 0.79)",rr2.0,5,edge,sweep,5869,1.157187560356094,270.98717865257186,9,10,1.157051256237831,287.8278227153846,10,11,558.8150013679565,1.1571173249083289,False
"(0.38, 0.79)",rr2.0,5,edge,fvg,5869,0.7002540541586647,-735.2036794334597,0,10,0.7724255124942441,-561.0809960754602,0,11,-1296.28467550892,0.7364331615045671,False
"(0.38, 0.79)",rr2.0,5,ce,sweep,8821,0.9743035642895385,-74.4589212733346,3,10,1.0930858252304343,257.4992538559499,9,11,183.04033258261535,1.0323170562886732,False
"(0.38, 0.79)",rr2.0,5,ce,fvg,8821,0.45025383949813536,-2617.4260057354013,0,10,0.5875299577640404,-1757.4960904678537,0,11,-4374.922096203255,0.5150861120592982,False
"(0.38, 0.79)",rr2.0,8,edge,sweep,3178,1.0724106199211223,69.60720524738414,7,10,1.1572065865852648,152.20378285024447,8,11,221.8109880976286,1.114960056855689,False
"(0.38, 0.79)",rr2.0,8,edge,fvg,3178,0.6708394235338712,-447.2649360834895,0,10,0.7372040428045572,-353.90532289310005,0,11,-801.1702589765895,0.7038731788502929,False
"(0.38, 0.79)",rr2.0,8,ce,sweep,4710,0.9615007423474403,-58.758272589896336,4,10,1.0861385864633686,124.96999331014354,9,11,66.21172072024721,1.0222409402147212,False
"(0.38, 0.79)",rr2.0,8,ce,fvg,4710,0.46519825214011257,-1352.9986736708947,0,10,0.5762405507667558,-965.904253107602,0,11,-2318.902926778497,0.517827044556371,False
"(0.38, 0.79)",rr3.0,2,edge,sweep,13324,0.9716857671983529,-135.68544123093292,3,10,1.073547281497934,366.0921430818954,8,11,230.4067018509625,1.0235836316282338,False
"(0.38, 0.79)",rr3.0,2,edge,fvg,13324,0.7062366131921235,-1890.8827395586213,0,10,0.8318067816989981,-1083.5910138530755,1,11,-2974.4737534116966,0.7690498869856365,False
"(0.38, 0.79)",rr3.0,2,ce,sweep,20432,0.9143239922753618,-668.1576690000323,2,10,0.9818083519542208,-141.2153505740582,4,11,-809.3730195740907,0.9479880944837464,False
"(0.38, 0.79)",rr3.0,2,ce,fvg,20432,0.5476333809614621,-5492.467754538743,0,10,0.6680256284550745,-3813.115746761059,0,11,-9305.583501299803,0.6061596161899536,False
"(0.38, 0.79)",rr3.0,3,edge,sweep,9838,1.0636904597089167,216.33402816821172,6,10,1.1792825019467632,622.0020435282377,11,11,838.3360716964495,1.1220988569093808,False
"(0.38, 0.79)",rr3.0,3,edge,fvg,9838,0.7340834712073139,-1259.2061963055555,0,10,0.8250729345837082,-824.8393234736802,0,11,-2084.0455197792357,0.779481871345077,False
"(0.38, 0.79)",rr3.0,3,ce,sweep,15013,0.97185068514427,-156.41612666307265,4,10,1.049836587593315,272.26881184858763,8,11,115.85268518551496,1.0105130529443578,False
"(0.38, 0.79)",rr3.0,3,ce,fvg,15013,0.5436851396061871,-4092.7991755365206,0,10,0.6748176357625992,-2707.3707313495725,0,11,-6800.1699068860935,0.6068116711122804,False
"(0.38, 0.79)",rr3.0,5,edge,sweep,5869,1.1522551525931333,290.9805951686043,9,10,1.136986846937857,279.91903583438625,9,11,570.8996310029905,1.144365669040957,False
"(0.38, 0.79)",rr3.0,5,edge,fvg,5869,0.7072450103013779,-833.8539662542285,0,10,0.7718024244688659,-652.7483010761921,0,11,-1486.6022673304203,0.739592431414304,False
"(0.38, 0.79)",rr3.0,5,ce,sweep,8821,0.9960027395371236,-12.693948126311753,6,10,1.0641846308552247,198.95758822237815,8,11,186.26364009606647,1.0296814056167591,False
"(0.38, 0.79)",rr3.0,5,ce,fvg,8821,0.5282367227905542,-2513.649131529556,0,10,0.6647366909080777,-1626.5877199243187,0,11,-4140.236851453876,0.5932918719764959,False
"(0.38, 0.79)",rr3.0,8,edge,sweep,3178,1.0651879386660672,68.65571777132999,7,10,1.185590435775695,196.0426925135841,9,11,264.6984102849141,1.125478291366187,False
"(0.38, 0.79)",rr3.0,8,edge,fvg,3178,0.6640330235362385,-530.9968324724836,0,10,0.7490537342764415,-388.93083033120274,1,11,-919.9276628036863,0.7061272050496655,False
"(0.38, 0.79)",rr3.0,8,ce,sweep,4710,0.9640801234707175,-60.18513933697071,5,10,1.107620935473955,170.71041026705393,8,11,110.52527093008321,1.0338851848964439,False
"(0.38, 0.79)",rr3.0,8,ce,fvg,4710,0.5353595430312463,-1319.381338148375,0,10,0.6408111672409822,-932.7101005735457,0,11,-2252.091438721921,0.585729865684175,False
"(0.62, 1.0)",nl2.0,2,edge,sweep,3779,0.6818176218604418,-557.240254966373,1,10,0.643419155984827,-767.1247635552501,2,11,-1324.3650185216231,0.6606505223533605,False
"(0.62, 1.0)",nl2.0,2,edge,fvg,3789,0.8030853039320647,-357.17009873101,1,10,0.9101302122452849,-168.63714862557174,3,11,-525.8072473565817,0.8575161080645176,False
"(0.62, 1.0)",nl2.0,2,ce,sweep,5247,9.984581590656365e-06,-200000400.14828902,3,10,0.7820017565392314,-529.0254465131753,3,11,-200000929.17373553,1.947281328613881e-05,False
"(0.62, 1.0)",nl2.0,2,ce,fvg,5255,0.6196400746852717,-1434.3630557305862,0,10,0.6847022348930174,-1119.7723823021374,1,11,-2554.135438032724,0.6511955970532523,False
"(0.62, 1.0)",nl2.0,3,edge,sweep,2678,0.9899926925377683,-10.037876222784671,5,10,0.7548004771861089,-388.7993600301096,6,11,-398.83723625289423,0.8459314271372147,False
"(0.62, 1.0)",nl2.0,3,edge,fvg,2682,0.8271685409299978,-225.70813423291006,2,10,0.9732141537193668,-37.48331750054284,5,11,-263.19145173345294,0.9027131547803816,False
"(0.62, 1.0)",nl2.0,3,ce,sweep,3739,7.5133796200054965e-06,-200000037.09716076,3,10,0.8961082707082578,-179.1064287598321,5,11,-200000216.20358953,1.5237516491565249e-05,False
"(0.62, 1.0)",nl2.0,3,ce,fvg,3743,0.6519327537250325,-937.4786266771451,0,10,0.6829773870805671,-833.1612026713074,1,11,-1770.6398293484526,0.6672645883622476,False
"(0.62, 1.0)",nl2.0,5,edge,sweep,1653,1.2854467706102897,163.63297043841192,9,10,0.9433531335150745,-46.48511788190102,4,11,117.14785255651091,1.0840453676807895,False
"(0.62, 1.0)",nl2.0,5,edge,fvg,1656,0.8610922370083723,-119.70121939981098,4,10,0.9620029372850172,-35.59965094977075,5,11,-155.30087034958171,0.9136563581181073,False
"(0.62, 1.0)",nl2.0,5,ce,sweep,2235,1.1988843706916876,162.12650158605805,8,10,0.9752513261204029,-26.74860149869518,8,11,135.37790008736283,1.0714022532902197,False
"(0.62, 1.0)",nl2.0,5,ce,fvg,2236,0.6224455727975943,-623.6829539618157,1,10,0.7739208392519865,-373.6096231316202,2,11,-997.2925770934357,0.6981983096535856,False
"(0.62, 1.0)",nl2.0,8,edge,sweep,921,1.1680625011954349,54.20894956992974,7,10,1.1557520452138303,64.51444992826329,6,11,118.72339949819303,1.1611415071170528,False
"(0.62, 1.0)",nl2.0,8,edge,fvg,923,0.7322865178846147,-131.6943495723623,4,10,0.7251404218513654,-155.4837728891917,3,11,-287.17812246155404,0.728464271548462,False
"(0.62, 1.0)",nl2.0,8,ce,sweep,1209,1.0415874514323118,19.067684053964406,5,10,0.862539753752752,-97.67319378208128,8,11,-78.60550972811689,0.932761324761422,False
"(0.62, 1.0)",nl2.0,8,ce,fvg,1209,0.5022658286500332,-448.816474015533,1,10,0.6438226931392222,-326.2072816997524,1,11,-775.0237557152855,0.5735947798183708,False
"(0.62, 1.0)",rr1.5,2,edge,sweep,3779,0.6750867070650437,-530.1703311081864,0,10,0.6298609722065502,-748.5136991215763,2,11,-1278.6840302297626,0.6500570739880386,False
"(0.62, 1.0)",rr1.5,2,edge,fvg,3789,0.6463254591754037,-500.19288049411944,0,10,0.721847992450178,-398.98345326826757,0,11,-899.176333762387,0.6843536089490723,False
"(0.62, 1.0)",rr1.5,2,ce,sweep,5247,7.93763064193108e-06,-200000574.97154516,1,10,0.8013190699088247,-433.8119885959775,2,11,-200001008.78353375,1.6685597094414443e-05,False
"(0.62, 1.0)",rr1.5,2,ce,fvg,5255,0.31219848320334437,-1894.5287765455048,0,10,0.3836938444546037,-1573.1014622895345,0,11,-3467.6302388350396,0.34658546838744064,False
"(0.62, 1.0)",rr1.5,3,edge,sweep,2678,0.9371068422840289,-58.0081071587129,2,10,0.703968467445349,-430.3384013952374,6,11,-488.34650855395023,0.7944685909004527,False
"(0.62, 1.0)",rr1.5,3,edge,fvg,2682,0.6646763678527033,-324.4297232061665,0,10,0.7519506446486579,-252.01380818275902,1,11,-576.4435313889255,0.7093798582086895,False
"(0.62, 1.0)",rr1.5,3,ce,sweep,3739,6.025139262798866e-06,-200000189.87383747,1,10,0.9593428573453601,-59.990134676836476,7,11,-200000249.86397216,1.3102606596190872e-05,False
"(0.62, 1.0)",rr1.5,3,ce,fvg,3743,0.30392378593048597,-1352.4783263560587,0,10,0.38890114143041826,-1126.4602386745846,0,11,-2478.938565030643,0.3452940353830622,False
"(0.62, 1.0)",rr1.5,5,edge,sweep,1653,1.155920065994594,78.8620801065187,9,10,0.9459728702765596,-37.034264264061434,4,11,41.82781584245727,1.035112228484935,False
"(0.62, 1.0)",rr1.5,5,edge,fvg,1656,0.6548615846309103,-212.77109235527902,0,10,0.7672784354085751,-142.06206915211263,2,11,-354.83316150739165,0.7107931848655057,False
"(0.62, 1.0)",rr1.5,5,ce,sweep,2235,1.0519570028172482,37.526674856751924,6,10,0.9400820052541922,-54.64431777626775,8,11,-17.117642919515795,0.9895256833272577,False
"(0.62, 1.0)",rr1.5,5,ce,fvg,2236,0.2927418170436922,-834.50275862855,0,10,0.38842664121808035,-674.6842358567606,0,11,-1509.1869944853106,0.3389766023844513,False
"(0.62, 1.0)",rr1.5,8,edge,sweep,921,1.230814301101797,58.70648100619587,8,10,1.084646231309936,28.11558414699304,7,11,86.82206515318893,1.1480344453496412,False
"(0.62, 1.0)",rr1.5,8,edge,fvg,923,0.577557360217712,-148.61968118886472,1,10,0.7661077783652699,-81.9356436761835,3,11,-230.55532486504825,0.6716316122831768,False
"(0.62, 1.0)",rr1.5,8,ce,sweep,1209,1.062863256597973,24.12523950123055,5,10,0.77732022160999,-135.34171741338386,7,11,-111.21647791215335,0.8878368195064127,False
"(0.62, 1.0)",rr1.5,8,ce,fvg,1209,0.29547393220414825,-451.43339300861265,0,10,0.44191026644412573,-318.71783721541493,0,11,-770.1512302240276,0.3644824528782268,False
"(0.62, 1.0)",rr2.0,2,edge,sweep,3779,0.7225989192880832,-494.2420136363246,1,10,0.6857008810295385,-683.7926437148676,2,11,-1178.0346573511922,0.7023134187324552,False
"(0.62, 1.0)",rr2.0,2,edge,fvg,3789,0.7320853686484035,-419.6928804941205,0,10,0.7739246149784136,-366.4834532682672,0,11,-786.1763337623877,0.7533629967293639,False
"(0.62, 1.0)",rr2.0,2,ce,sweep,5247,9.313050218827876e-06,-200000521.0897931,1,10,0.8318506195736028,-408.35612388023185,3,11,-200000929.44591698,1.941357267208939e-05,False
"(0.62, 1.0)",rr2.0,2,ce,fvg,5255,0.42673654048107323,-1683.201014242811,0,10,0.5074709211278985,-1337.9517544861706,0,11,-3021.1527687289818,0.46553493306335975,False
"(0.62, 1.0)",rr2.0,3,edge,sweep,2678,1.015103747806239,15.252018194820423,6,10,0.7786762669413179,-344.54667263919043,6,11,-329.29465444436994,0.871698603855699,False
"(0.62, 1.0)",rr2.0,3,edge,fvg,2682,0.7576603844311891,-259.9297232061666,0,10,0.7972129543366163,-234.51380818275862,1,11,-494.44353138892524,0.7781807654507571,False
"(0.62, 1.0)",rr2.0,3,ce,sweep,3739,7.04934139402117e-06,-200000141.26056233,3,10,1.00350147688342,5.772036159036077,7,11,-200000135.48852617,1.5320299123936455e-05,False
"(0.62, 1.0)",rr2.0,3,ce,fvg,3743,0.42152054846662035,-1192.1505640533655,0,10,0.4995213875625547,-985.9602386745817,0,11,-2178.110802727947,0.45964243791480636,False
"(0.62, 1.0)",rr2.0,5,edge,sweep,1653,1.2468160836435707,137.34557605965585,10,10,1.0115354429765204,8.686611984445967,4,11,146.03218804410184,1.1115170041945888,False
"(0.62, 1.0)",rr2.0,5,edge,fvg,1656,0.7334637731949837,-182.27109235527837,0,10,0.8003318987559612,-140.06206915211223,3,11,-322.3331615073906,0.767323165417105,False
"(0.62, 1.0)",rr2.0,5,ce,sweep,2235,1.1235291675929615,98.76827825714541,8,10,1.0079511949688238,7.992866254618463,9,11,106.76114451176386,1.0591541605112496,False
"(0.62, 1.0)",rr2.0,5,ce,fvg,2236,0.40223432687746574,-747.6749963258574,0,10,0.49620341899978254,-595.6842358567665,0,11,-1343.3592321826238,0.44789821711168765,False
"(0.62, 1.0)",rr2.0,8,edge,sweep,921,1.2803008206262136,80.25785954558229,8,10,1.1306420015618697,48.142960022358224,8,11,128.40081956794052,1.1960802291291541,False
"(0.62, 1.0)",rr2.0,8,edge,fvg,923,0.649580532502868,-135.61968118886261,1,10,0.8483383909335448,-59.43564367618183,3,11,-195.05532486504444,0.7495815028013211,False
"(0.62, 1.0)",rr2.0,8,ce,sweep,1209,1.1297940859164897,54.74169425357775,6,10,0.819985467853606,-120.01548355425935,8,11,-65.2737893006816,0.9400308900058193,False
"(0.62, 1.0)",rr2.0,8,ce,fvg,1209,0.39900517224821636,-406.1056307059185,0,10,0.5606045950574273,-270.71783721541465,0,11,-676.8234679213331,0.47607662299936826,False
"(0.62, 1.0)",rr3.0,2,edge,sweep,3779,0.7678638670901765,-456.5179696957495,1,10,0.741798488685685,-613.9576447062279,3,11,-1070.4756144019775,0.7535975487364721,False
"(0.62, 1.0)",rr3.0,2,edge,fvg,3789,0.7595221525870202,-439.11694806280724,0,10,0.8384914580589587,-299.39111197769165,0,11,-738.5080600404989,0.7993040195157722,False
"(0.62, 1.0)",rr3.0,2,ce,sweep,5247,1.107526757844312e-05,-200000444.97516003,1,10,0.8569816621028405,-392.2875037078667,4,11,-200000837.26266375,2.282794823527495e-05,False
"(0.62, 1.0)",rr3.0,2,ce,fvg,5255,0.5369525663057673,-1514.5615182199272,0,10,0.6419202969696115,-1076.337673182092,0,11,-2590.8991914020194,0.5872206255182937,False
"(0.62, 1.0)",rr3.0,3,edge,sweep,2678,1.0558353822414697,63.93450743241847,7,10,0.8290671968233282,-291.9291751213442,6,11,-227.9946676889257,0.9200835518002975,False
"(0.62, 1.0)",rr3.0,3,edge,fvg,2682,0.8437856440985715,-191.9982715932634,1,10,0.8904196493348285,-143.6628411747951,3,11,-335.6611127680585,0.8678549868247057,False
"(0.62, 1.0)",rr3.0,3,ce,sweep,3739,8.497698716741876e-06,-200000031.55454737,4,10,0.9985133972560086,-2.8134517925819864,7,11,-200000034.36799914,1.794606854275346e-05,False
"(0.62, 1.0)",rr3.0,3,ce,fvg,3743,0.5440234981010078,-1038.3736898475204,0,10,0.6178600099522832,-835.3461573705029,0,11,-1873.7198472180235,0.5801866864410281,False
"(0.62, 1.0)",rr3.0,5,edge,sweep,1653,1.29566594822381,185.6590043409072,10,10,1.0551720817119734,46.43201529602759,6,11,232.0910196369348,1.1579365790827356,False
"(0.62, 1.0)",rr3.0,5,edge,fvg,1656,0.8523640025048711,-113.41240972054766,3,10,0.8693832896516154,-105.21110214414867,3,11,-218.62351186469635,0.8610753745583236,False
"(0.62, 1.0)",rr3.0,5,ce,sweep,2235,1.237441225151328,210.86959314775837,9,10,1.0054289086108243,6.249379608407409,8,11,217.11897275616576,1.1064714869755445,False
"(0.62, 1.0)",rr3.0,5,ce,fvg,2236,0.5211599327295012,-657.8981221200123,0,10,0.6025577063697569,-525.7843725621664,0,11,-1183.6824946821787,0.5610888478641385,False
"(0.62, 1.0)",rr3.0,8,edge,sweep,921,1.2634406372842888,85.62571023965074,8,10,1.210782530171026,86.23595001079687,10,11,171.8616602504476,1.2340956861825922,False
"(0.62, 1.0)",rr3.0,8,edge,fvg,923,0.7681240535268523,-99.61968118886261,2,10,0.9476344051680693,-23.43564367618184,4,11,-123.05532486504441,0.8597122722259846,False
"(0.62, 1.0)",rr3.0,8,ce,sweep,1209,1.2135723696046044,100.39967929368339,7,10,0.8508492212739343,-109.97890975761786,9,11,-9.579230463934465,0.992066653888155,False
"(0.62, 1.0)",rr3.0,8,ce,fvg,1209,0.5088698029244736,-364.3287565000734,0,10,0.6759743587586368,-225.81797392081458,2,11,-590.1467304208879,0.589814393329441,False
