direction,trend_tf,pullback,pullback_tol,confirm,session,swing_lookback,tp,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
long,H1,ema20,0.3,close,london,10,1.0,783,-301.2323948998991,-44.90274439950656,0.454661558109834,0.46583751464310935,-300.5351896483715,-0.14940927367621448,0/8,"{2019: -25.84, 2020: -22.96, 2021: -54.01, 2022: -48.31, 2023: -61.0, 2024: -54.33, 2025: -28.97, 2026: -5.8}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw10_TP1.0R
long,H1,ema20,0.3,close,london,10,2.0,783,-196.28512187559443,-29.258940294036627,0.36270753512132825,0.7054871675683224,-206.49555039925002,-0.14169283666144747,1/8,"{2019: -18.84, 2020: -22.12, 2021: -34.01, 2022: -36.31, 2023: -36.0, 2024: -42.22, 2025: -7.97, 2026: 1.2}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw10_TP2.0R
long,H1,ema20,0.3,close,london,10,3.0,783,-138.03720781824185,-20.5763044255044,0.2950191570881226,0.8118996825431454,-176.3322768096099,-0.11669051632402568,1/8,"{2019: -21.84, 2020: -20.2, 2021: -30.42, 2022: -25.45, 2023: -18.52, 2024: -32.9, 2025: -2.91, 2026: 14.2}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw10_TP3.0R
long,H1,ema20,0.3,close,london,10,4.0,783,-71.99674594787183,-10.732084382782901,0.25925925925925924,0.906738797676563,-120.88993719328394,-0.08877566348325577,3/8,"{2019: -25.16, 2020: -6.47, 2021: -42.42, 2022: -10.65, 2023: 2.48, 2024: -10.9, 2025: 10.93, 2026: 10.2}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw10_TP4.0R
long,H1,ema20,0.3,close,london,20,1.0,783,-244.8192316250123,-36.49360283907899,0.47126436781609193,0.536956608710264,-248.835886249271,-0.14665731454233083,0/8,"{2019: -24.31, 2020: -16.47, 2021: -48.36, 2022: -32.68, 2023: -45.7, 2024: -53.52, 2025: -23.32, 2026: -0.46}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw20_TP1.0R
long,H1,ema20,0.3,close,london,20,2.0,783,-141.50933871647317,-21.09387228634725,0.37292464878671777,0.7767173524716978,-164.68427743619134,-0.1280867403660941,2/8,"{2019: -15.31, 2020: -22.75, 2021: -34.7, 2022: -18.61, 2023: -28.7, 2024: -31.66, 2025: 1.68, 2026: 8.54}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw20_TP2.0R
long,H1,ema20,0.3,close,london,20,3.0,783,-65.86876638367485,-9.81862651863793,0.3103448275862069,0.9054644120559348,-119.81275891786713,-0.08194975733234469,3/8,"{2019: -22.31, 2020: -12.36, 2021: -35.1, 2022: -12.72, 2023: 0.79, 2024: -24.35, 2025: 19.24, 2026: 20.94}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw20_TP3.0R
long,H1,ema20,0.3,close,london,20,4.0,783,-9.243987402687395,-1.3779407879191206,0.2707535121328225,0.987435133576278,-90.21723418552732,-0.015273587140628285,4/8,"{2019: -26.63, 2020: -12.31, 2021: -40.06, 2022: 6.95, 2023: 14.79, 2024: -1.97, 2025: 32.04, 2026: 17.94}",116.71669269335088,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confclose_sesslondon_sw20_TP4.0R
long,H1,ema20,0.3,engulf,london,10,1.0,600,-86.08325895318573,-12.83201428385682,0.515,0.7484661632906191,-95.5251567740292,-0.1343312559456119,1/8,"{2019: -3.69, 2020: -3.59, 2021: -16.49, 2022: -16.19, 2023: -22.79, 2024: -14.31, 2025: -12.52, 2026: 3.49}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw10_TP1.0R
long,H1,ema20,0.3,engulf,london,10,2.0,600,-14.859624087478915,-2.215052158364129,0.385,0.9655150537963363,-51.76655040515085,-0.0427892556299005,5/8,"{2019: 4.04, 2020: 6.25, 2021: -10.72, 2022: 4.01, 2023: -9.79, 2024: -12.19, 2025: 0.07, 2026: 3.49}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw10_TP2.0R
long,H1,ema20,0.3,engulf,london,10,3.0,600,45.24736740902583,6.744805807309063,0.32,1.0945187213850134,-31.844723195229427,0.2118029340672518,5/8,"{2019: -1.96, 2020: 19.19, 2021: -22.78, 2022: 16.46, 2023: 3.7, 2024: -4.12, 2025: 25.27, 2026: 9.49}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw10_TP3.0R
long,H1,ema20,0.3,engulf,london,10,4.0,600,64.59156267760082,9.628351261031497,0.2733333333333333,1.1260342337965208,-26.344811584591916,0.36547428817683236,5/8,"{2019: -15.81, 2020: 17.07, 2021: -12.78, 2022: 16.45, 2023: 9.47, 2024: -5.77, 2025: 39.47, 2026: 16.49}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw10_TP4.0R
long,H1,ema20,0.3,engulf,london,20,1.0,600,-72.47383930876204,-10.80332404378101,0.515,0.7834735201785488,-84.24443746833349,-0.12823783229417202,2/8,"{2019: -8.26, 2020: 1.21, 2021: -13.84, 2022: -7.97, 2023: -17.39, 2024: -16.82, 2025: -13.17, 2026: 3.76}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw20_TP1.0R
long,H1,ema20,0.3,engulf,london,20,2.0,600,0.5426059308005886,0.08088363683262836,0.3883333333333333,1.0012923662707538,-45.63284363318937,0.0017724873225695853,4/8,"{2019: -0.53, 2020: 19.93, 2021: -18.58, 2022: 12.23, 2023: -11.39, 2024: -12.29, 2025: 7.42, 2026: 3.76}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw20_TP2.0R
long,H1,ema20,0.3,engulf,london,20,3.0,600,71.4905427719385,10.656748793735604,0.33,1.1547355091451768,-31.01795516965092,0.3435670963946246,5/8,"{2019: -8.53, 2020: 29.53, 2021: -22.58, 2022: 16.82, 2023: 5.1, 2024: -1.21, 2025: 42.62, 2026: 9.76}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw20_TP3.0R
long,H1,ema20,0.3,engulf,london,20,4.0,600,128.36726929758981,19.13508681289776,0.29833333333333334,1.264779122519083,-25.01162031458405,0.7650478686396924,6/8,"{2019: -19.38, 2020: 33.49, 2021: -9.92, 2022: 20.8, 2023: 15.87, 2024: 1.51, 2025: 69.24, 2026: 16.76}",89.43909261731271,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confengulf_sesslondon_sw20_TP4.0R
long,H1,ema20,0.3,strong_body,london,10,1.0,676,-123.46544395288305,-18.413867534777616,0.49556213017751477,0.6903731351910354,-125.68167455178978,-0.1465119525216844,0/8,"{2019: -6.15, 2020: -16.51, 2021: -22.33, 2022: -26.84, 2023: -24.28, 2024: -11.5, 2025: -15.6, 2026: -0.26}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw10_TP1.0R
long,H1,ema20,0.3,strong_body,london,10,2.0,676,-47.72440413221606,-7.117707009600068,0.371301775147929,0.9044855534225817,-54.53023894833431,-0.13052770622083412,2/8,"{2019: -4.15, 2020: -15.88, 2021: -11.56, 2022: -3.84, 2023: -13.05, 2024: 4.62, 2025: 0.4, 2026: -4.26}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw10_TP2.0R
long,H1,ema20,0.3,strong_body,london,10,3.0,676,22.952975859747966,3.4232498056026146,0.3091715976331361,1.0417710631105048,-23.69900833300577,0.14444696408815685,4/8,"{2019: -1.73, 2020: -7.38, 2021: -4.62, 2022: 7.29, 2023: 5.95, 2024: 12.37, 2025: 15.32, 2026: -4.26}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw10_TP3.0R
long,H1,ema20,0.3,strong_body,london,10,4.0,676,55.53547033514653,8.282664051515612,0.26331360946745563,1.09486126791901,-32.74980115003737,0.25290730815646983,5/8,"{2019: -3.97, 2020: -6.38, 2021: -16.62, 2022: 12.29, 2023: 13.07, 2024: 22.73, 2025: 29.69, 2026: 4.74}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw10_TP4.0R
long,H1,ema20,0.3,strong_body,london,20,1.0,676,-93.76018705298166,-13.983569889307965,0.507396449704142,0.7544154796303949,-101.88988598999474,-0.13724198190467213,1/8,"{2019: -9.47, 2020: -13.84, 2021: -16.06, 2022: -18.73, 2023: -14.4, 2024: -13.23, 2025: -13.9, 2026: 5.87}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw20_TP1.0R
long,H1,ema20,0.3,strong_body,london,20,2.0,676,-2.887107612529995,-0.43058863625083155,0.3875739644970414,0.9939362554546562,-38.02561643619357,-0.011323646441691563,2/8,"{2019: -7.48, 2020: -4.51, 2021: -6.63, 2022: -1.73, 2023: -11.17, 2024: 14.05, 2025: 15.7, 2026: -1.13}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw20_TP2.0R
long,H1,ema20,0.3,strong_body,london,20,3.0,676,78.86992606018322,11.762808478655343,0.32840236686390534,1.151067932001832,-21.47552268720832,0.5477309516504454,5/8,"{2019: -1.48, 2020: 12.57, 2021: -4.96, 2022: 3.53, 2023: 15.83, 2024: 18.81, 2025: 38.7, 2026: -4.13}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw20_TP3.0R
long,H1,ema20,0.3,strong_body,london,20,4.0,676,135.58092034221508,20.22079237310746,0.28994082840236685,1.245922985729498,-28.909082619243293,0.6994615719714162,6/8,"{2019: -3.73, 2020: 12.97, 2021: -12.17, 2022: 16.53, 2023: 29.1, 2024: 33.09, 2025: 54.91, 2026: 4.87}",100.81990599944706,False,False,False,False,False,long_trendH1_pbema20_tol0.3_confstrong_body_sesslondon_sw20_TP4.0R
long,H1,ema20,0.5,close,london,10,1.0,825,-353.56198942881105,-52.70317505518813,0.43393939393939396,0.42595978218526304,-353.6520182198369,-0.14902551757085356,0/8,"{2019: -23.92, 2020: -28.96, 2021: -64.65, 2022: -75.28, 2023: -63.27, 2024: -51.36, 2025: -37.28, 2026: -8.84}",122.97735820180648,False,False,False,False,False,long_trendH1_pbema20_tol0.5_confclose_sesslondon_sw10_TP1.0R
