risk_pct,month,year,entry_timestamp,direction,r,risk_usd,pnl_usd,equity_after,lot,risk_units,entry_price,stop_price
0.01,2019-09,2019,2019-09-27 23:30:00+00:00,supply,0.8738965952080777,50.0,43.694829760403884,5043.694829760404,0.21017234131987056,2.379000000000133,1497.43,1499.8090000000002
0.01,2019-09,2019,2019-09-30 09:10:00+00:00,supply,0.9017222014226932,50.43694829760404,45.48011605195807,5089.174945812362,0.16522774152153244,3.052571428571582,1492.26,1495.3125714285716
0.01,2019-09,2019,2019-09-30 10:35:00+00:00,supply,0.8788508134302531,50.89174945812363,44.72625540816059,5133.901201220523,0.20551646833210116,2.476285714285723,1491.97,1494.4462857142858
0.01,2019-09,2019,2019-09-30 10:55:00+00:00,supply,0.906666666666662,51.33901201220523,46.54737089106583,5180.448572111589,0.15972137070464656,3.214285714285552,1490.14,1493.3542857142857
0.01,2019-09,2019,2019-09-30 16:50:00+00:00,demand,-1.0763303285838914,51.80448572111589,-55.758739138328174,5124.68983297326,0.13180844724040963,3.9302857142856737,1485.53,1481.5997142857143
0.01,2019-10,2019,2019-10-01 23:05:00+00:00,supply,0.8938589840788469,50.0,44.69294920394235,5044.692949203943,0.17690169320192198,2.82642857142855,1480.19,1483.0164285714286
0.01,2019-10,2019,2019-10-02 08:20:00+00:00,demand,-1.1964452759588555,50.44692949203943,-60.356990477380045,4984.335958726562,0.33033536617802084,1.527142857142735,1477.32,1475.7928571428572
0.01,2019-10,2019,2019-10-04 19:15:00+00:00,demand,0.9570218165445536,49.843359587265624,47.70118253488834,5032.03714126145,0.07140590174590963,6.980285714285628,1505.56,1498.5797142857143
0.01,2019-10,2019,2019-10-08 08:25:00+00:00,demand,0.8905508938343665,50.320371412614506,44.81285173958115,5076.849993001031,0.1835839891011119,2.7409999999999854,1491.2,1488.459
0.01,2019-10,2019,2019-10-08 10:05:00+00:00,demand,0.92341077355119,50.768499930010314,46.880179792404356,5123.7301727934355,0.1296106712535319,3.917000000000144,1492.4,1488.483
0.01,2019-10,2019,2019-10-08 17:30:00+00:00,supply,0.8514221027309915,51.23730172793436,43.62457117546013,5167.3547439688955,0.25375768508247415,2.019142857142697,1505.38,1507.3991428571428
0.01,2019-10,2019,2019-10-09 09:05:00+00:00,supply,-1.086569379173884,51.67354743968895,-56.146894361255065,5111.20784960764,0.14911156405220366,3.465428571428447,1506.03,1509.4954285714284
0.01,2019-10,2019,2019-10-09 11:45:00+00:00,supply,0.9204304334646836,51.1120784960764,47.04511256542453,5158.252962173065,0.13556553102172872,3.770285714285592,1505.04,1508.8102857142856
0.01,2019-10,2019,2019-10-10 03:40:00+00:00,supply,0.9306656101426334,51.58252962173065,48.00608640310841,5206.259048576173,0.11921477395407451,4.326857142857307,1512.02,1516.3468571428573
0.01,2019-10,2019,2019-10-11 11:20:00+00:00,supply,0.9210882308732904,52.06259048576173,47.954239365210874,5254.213287941384,0.1369450373516951,3.801714285714297,1500.72,1504.5217142857143
0.01,2019-10,2019,2019-10-11 19:25:00+00:00,demand,0.9265554506347692,52.54213287941384,48.68319960739721,5302.896487548781,0.1286311090672209,4.084714285714199,1482.78,1478.6952857142858
0.01,2019-10,2019,2019-10-14 05:20:00+00:00,demand,0.8776152456436814,53.02896487548781,46.539028035431386,5349.435515584212,0.21633122800188073,2.451285714285632,1486.16,1483.7087142857144
0.01,2019-10,2019,2019-10-14 10:45:00+00:00,demand,0.8703303488731158,53.49435515584212,46.55776078552643,5395.993276369739,0.2312198123438563,2.3135714285715494,1489.41,1487.0964285714283
0.01,2019-10,2019,2019-10-14 11:25:00+00:00,demand,0.8930590212354214,53.95993276369739,48.189404739876736,5444.182681109615,0.19235093412735507,2.8052857142856737,1490.3,1487.4947142857145
0.01,2019-10,2019,2019-10-15 01:25:00+00:00,demand,-1.2443280977312383,54.441826811096156,-67.74349479286481,5376.43918631675,0.44338893272562174,1.2278571428571468,1492.76,1491.5321428571428
0.01,2019-10,2019,2019-10-15 22:00:00+00:00,demand,0.8869934886724459,53.7643918631675,47.688665505063405,5424.127851821813,0.20252421193680337,2.654714285714362,1481.57,1478.9152857142856
0.01,2019-10,2019,2019-10-16 03:10:00+00:00,demand,0.6675637169543346,54.24127851821813,36.209509499976996,5460.33736132179,0.6010589672747044,0.9024285714287998,1481.64,1480.7375714285713
0.01,2019-10,2019,2019-10-16 16:40:00+00:00,supply,-1.0474533375514086,54.603373613217904,-57.19448593273161,5403.142875389059,0.08637041065045692,6.321999999999889,1485.39,1491.712
0.01,2019-10,2019,2019-10-16 17:40:00+00:00,supply,-1.0708741140735722,54.03142875389059,-57.86085839895192,5345.282016990107,0.12764765483537766,4.232857142857256,1483.05,1487.2828571428572
0.01,2019-10,2019,2019-10-17 03:05:00+00:00,supply,0.7367101303911398,53.452820169901074,39.37923411714196,5384.661251107249,0.46911953509197035,1.1394285714284251,1489.96,1491.0994285714285
0.01,2019-10,2019,2019-10-17 04:40:00+00:00,supply,0.93651945225356,53.84661251107249,50.428400054579306,5435.089651161828,0.11394041521643945,4.725857142857194,1488.32,1493.0458571428571
0.01,2019-10,2019,2019-10-17 11:40:00+00:00,supply,0.9210229409552516,54.35089651161829,50.0584225486852,5485.148073710514,0.14308246543110312,3.7985714285716767,1487.6,1491.3985714285716
0.01,2019-10,2019,2019-10-18 08:35:00+00:00,supply,0.8214892893573461,54.85148073710514,45.059903930922665,5530.207977641437,0.32638589353941605,1.6805714285712838,1491.9,1493.5805714285714
0.01,2019-10,2019,2019-10-18 08:35:00+00:00,supply,0.7031382527565095,55.30207977641437,38.885007747789096,5569.092985389226,0.547235734287509,1.010571428571211,1491.9,1492.9105714285713
0.01,2019-10,2019,2019-10-22 02:40:00+00:00,demand,-1.243676026920433,55.69092985389226,-69.26147437619325,5499.8315110130325,0.45235148407669995,1.231142857142686,1483.8,1482.5688571428573
0.01,2019-10,2019,2019-10-22 04:20:00+00:00,demand,0.893746205221617,54.99831511013033,49.1545354232617,5548.986046436295,0.1947926562289544,2.8234285714286216,1483.52,1480.6965714285714
0.01,2019-10,2019,2019-10-22 08:15:00+00:00,demand,0.7205588822354989,55.48986046436295,39.98371183160517,5588.9697582679,0.5168716210919261,1.073571428571313,1484.89,1483.8164285714288
0.01,2019-10,2019,2019-10-22 10:05:00+00:00,demand,-1.1363193768257125,55.889697582679,-63.50854632812733,5525.4612119397725,0.25396162484827717,2.2007142857141844,1486.85,1484.6492857142855
0.01,2019-10,2019,2019-10-23 06:15:00+00:00,demand,-1.2522825564632574,55.25461211939773,-69.19438692126506,5456.266825018507,0.4646591600622448,1.1891428571427696,1489.37,1488.1808571428571
