risk_pct,month,year,trades,start_equity,end_equity,pnl_usd,return_pct,max_dd_usd
0.01,2022-01,2022,36,5000.0,5533.405369006283,533.4053690062829,10.668107380125647,-193.6813793666397
0.01,2022-02,2022,24,5000.0,5327.21683707927,327.2168370792697,6.544336741585388,-316.0134455106654
0.01,2022-03,2022,39,5000.0,5637.63767550806,637.63767550806,12.752753510161208,-254.83901540057013
0.01,2022-04,2022,35,5000.0,5481.398218141557,481.39821814155675,9.627964362831133,-289.8050076662312
0.01,2022-05,2022,33,5000.0,5389.048677467644,389.04867746764376,7.780973549352876,-288.77905338128403
0.01,2022-06,2022,41,5000.0,5506.878550556687,506.8785505566866,10.137571011133728,-274.1614228607432
0.01,2022-07,2022,37,5000.0,5588.125162209269,588.1251622092686,11.762503244185375,-116.14694257191422
0.01,2022-08,2022,43,5000.0,5358.160421048458,358.1604210484584,7.163208420969158,-218.73629902895027
0.01,2022-09,2022,38,5000.0,5289.434080427407,289.434080427407,5.78868160854813,-246.5343939561817
0.01,2022-10,2022,29,5000.0,5637.064464290699,637.0644642906991,12.741289285813973,-128.73774132582002
0.01,2022-11,2022,27,5000.0,5414.909332223256,414.90933222325566,8.298186644465112,-173.2925933598599
0.01,2022-12,2022,39,5000.0,6020.415248160324,1020.4152481603242,20.40830496320649,-189.65368671044143
0.01,2023-01,2023,26,5000.0,5503.14713307011,503.1471330701097,10.062942661402197,-110.72149972185525
0.01,2023-02,2023,29,5000.0,5284.284055727694,284.28405572769407,5.6856811145538755,-192.1664558414168
0.01,2023-03,2023,30,5000.0,5946.979609430229,946.9796094302292,18.939592188604593,-125.14999390761659
0.01,2023-04,2023,35,5000.0,5929.146862443018,929.1468624430181,18.582937248860354,-72.91262427890251
0.01,2023-05,2023,26,5000.0,5431.519990013713,431.51999001371314,8.630399800274269,-128.20525189539512
0.01,2023-06,2023,26,5000.0,5100.428907261979,100.42890726197857,2.0085781452395812,-228.16563775699979
0.01,2023-07,2023,25,5000.0,5273.7373815002775,273.7373815002775,5.47474763000555,-174.60157816123865
0.01,2023-08,2023,31,5000.0,5509.67849970174,509.6784997017403,10.193569994034801,-125.12457737821569
0.01,2023-09,2023,31,5000.0,5300.714768473022,300.71476847302165,6.014295369460432,-150.02579292128394
0.01,2023-10,2023,35,5000.0,5932.844091941017,932.8440919410168,18.656881838820325,-200.2507703855581
0.01,2023-11,2023,35,5000.0,5665.300642062706,665.3006420627062,13.306012841254123,-117.18188134411957
0.01,2023-12,2023,26,5000.0,5906.53734665817,906.5373466581696,18.130746933163387,-63.94130725210562
0.01,2024-01,2024,36,5000.0,5956.498053995681,956.4980539956814,19.129961079913627,-169.74746804254937
0.01,2024-02,2024,32,5000.0,5455.921252254728,455.92125225472773,9.118425045094547,-249.9751772677091
0.01,2024-03,2024,28,5000.0,5130.0500004425285,130.05000044252847,2.6010000088505736,-170.63319386861258
0.01,2024-04,2024,43,5000.0,6035.666371652217,1035.666371652217,20.71332743304435,-174.68386230267424
0.01,2024-05,2024,38,5000.0,5791.5460041589595,791.5460041589595,15.83092008317919,-256.53252443738893
