year,trades,net_r,wr,pf
2019,96,23.932341181286876,0.71875,1.7444204025278423
2020,359,94.10354405391709,0.6768802228412256,1.745563203695807
2021,373,100.76907469836856,0.6916890080428955,1.7990312283765113
2022,421,118.95972872409912,0.6983372921615202,1.8448332485301526
2023,355,128.51853516800608,0.7436619718309859,2.247660863786972
2024,391,139.99328582960396,0.7212276214833759,2.2073230199383214
2025,351,161.86795317081425,0.7549857549857549,2.7864566965283792
2026,162,82.77534995860303,0.7654320987654321,3.1387627586454943
