direction,pivot_lb,impulse_atr,fib,tol,wait_h,session,atr_pad,tp,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
short,3,1.0,0.382,0.2,72,all,0.5,4.0,2437,-180.91849699108604,-26.962645002707887,0.3323758719737382,0.8791018411481932,-213.9231406287623,-0.1260389358694873,2/8,"{2019: -43.78, 2020: -13.83, 2021: -15.08, 2022: 9.29, 2023: -13.24, 2024: -53.79, 2025: -65.81, 2026: 15.32}",363.1909780614449,True,False,False,False,False,short_lb3_imp1.0_fib0.382_tol0.2_wait72h_sessall_pad0.5_TP4.0R
short,3,1.0,0.382,0.2,72,london_ny,0.5,2.0,2318,-183.21946279748846,-27.314888917129974,0.365832614322692,0.8648000133641859,-195.55956764732608,-0.13967554359902193,1/8,"{2019: -39.81, 2020: -22.39, 2021: -24.73, 2022: 12.64, 2023: -8.26, 2024: -50.51, 2025: -48.51, 2026: -1.66}",345.5741630456041,True,False,False,False,False,short_lb3_imp1.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.382,0.2,72,london_ny,0.5,3.0,2318,-207.55640857368536,-30.943111379466252,0.34210526315789475,0.8523737447083136,-228.14126524953303,-0.1356313657050238,2/8,"{2019: -46.15, 2020: -16.06, 2021: -19.86, 2022: 23.65, 2023: -21.03, 2024: -61.03, 2025: -67.7, 2026: 0.62}",345.5741630456041,True,False,False,False,False,short_lb3_imp1.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.382,0.2,72,london_ny,0.5,4.0,2318,-163.30434823604793,-24.345885877213178,0.3364969801553063,0.8846591729442382,-183.58157660152222,-0.132616171665514,3/8,"{2019: -44.02, 2020: -7.39, 2021: 3.59, 2022: 7.18, 2023: -11.01, 2024: -50.22, 2025: -64.73, 2026: 3.31}",345.5741630456041,True,False,False,False,False,short_lb3_imp1.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.5,0.2,24,all,0.5,2.0,2225,-210.1781887097976,-31.32811321498858,0.3510112359550562,0.8505525838911884,-218.41844799334038,-0.14343162632463985,2/8,"{2019: -28.46, 2020: -24.79, 2021: -55.88, 2022: -6.72, 2023: 8.01, 2024: -57.12, 2025: -46.22, 2026: 1.01}",331.64740990129314,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP2.0R
short,3,1.0,0.5,0.2,24,all,0.5,3.0,2225,-179.82217284924758,-26.803396794730606,0.31910112359550563,0.8780622864143272,-205.1734536451066,-0.1306377424493379,3/8,"{2019: -35.8, 2020: -12.08, 2021: -35.13, 2022: 7.85, 2023: 13.56, 2024: -78.08, 2025: -57.88, 2026: 17.75}",331.64740990129314,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP3.0R
short,3,1.0,0.5,0.2,24,all,0.5,4.0,2225,-165.45179503501672,-24.661419904217045,0.30786516853932583,0.889432689638825,-204.29415738504065,-0.12071524814944544,2/8,"{2019: -33.17, 2020: -8.2, 2021: -21.96, 2022: 9.11, 2023: -2.09, 2024: -59.35, 2025: -65.06, 2026: 15.26}",331.64740990129314,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP4.0R
short,3,1.0,0.5,0.2,24,london_ny,0.5,2.0,2080,-218.32759444604113,-32.53613806909189,0.35144230769230766,0.8347315798443636,-218.1527396854807,-0.14914384351074622,0/8,"{2019: -30.31, 2020: -25.87, 2021: -39.95, 2022: -10.55, 2023: -7.63, 2024: -46.0, 2025: -45.99, 2026: -12.03}",309.9707453628213,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.5,0.2,24,london_ny,0.5,3.0,2080,-219.35135957189001,-32.688704049445654,0.31875,0.8416155810659391,-224.76235511427464,-0.14543673931885046,0/8,"{2019: -34.75, 2020: -16.84, 2021: -24.95, 2022: -5.12, 2023: -7.2, 2024: -61.64, 2025: -66.5, 2026: -2.35}",309.9707453628213,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.5,0.2,24,london_ny,0.5,4.0,2080,-209.32559821915893,-31.194621011303436,0.30817307692307694,0.8508441581776821,-220.67150995525355,-0.1413622493344469,1/8,"{2019: -33.11, 2020: -16.1, 2021: -17.77, 2022: 0.82, 2023: -15.08, 2024: -47.22, 2025: -77.17, 2026: -3.68}",309.9707453628213,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.5,0.2,72,all,0.5,2.0,2442,-225.05397895848037,-33.54456878783308,0.3525798525798526,0.8527681369901258,-235.5628253803796,-0.14240179338003076,1/8,"{2019: -33.14, 2020: -28.67, 2021: -59.04, 2022: -0.65, 2023: 0.68, 2024: -49.53, 2025: -54.37, 2026: -0.33}",363.9830646806774,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sessall_pad0.5_TP2.0R
short,3,1.0,0.5,0.2,72,all,0.5,3.0,2442,-208.60386002375424,-31.092658589543454,0.3202293202293202,0.8699218005515488,-234.70406768651844,-0.13247601073140428,3/8,"{2019: -40.49, 2020: -21.41, 2021: -38.83, 2022: 15.64, 2023: 3.61, 2024: -73.58, 2025: -68.01, 2026: 14.46}",363.9830646806774,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sessall_pad0.5_TP3.0R
short,3,1.0,0.5,0.2,72,all,0.5,4.0,2442,-184.2484147182766,-27.462449898327087,0.30999180999181,0.8866418267622932,-213.52161354002772,-0.12861672147854417,2/8,"{2019: -37.85, 2020: -15.6, 2021: -22.19, 2022: 18.62, 2023: -12.37, 2024: -53.64, 2025: -74.18, 2026: 12.97}",363.9830646806774,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sessall_pad0.5_TP4.0R
short,3,1.0,0.5,0.2,72,london_ny,0.5,2.0,2329,-220.09463033627253,-32.799469526773564,0.35766423357664234,0.8488477326643005,-221.1363288223854,-0.14832239325596197,1/8,"{2019: -34.91, 2020: -28.2, 2021: -40.58, 2022: 0.81, 2023: -10.12, 2024: -44.89, 2025: -50.09, 2026: -12.11}",347.0778201682744,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.5,0.2,72,london_ny,0.5,3.0,2329,-244.2372235035279,-36.39730491093005,0.32374409617861744,0.8402733590989349,-247.55363112882318,-0.14702795812350433,1/8,"{2019: -39.35, 2020: -19.81, 2021: -25.26, 2022: 7.11, 2023: -11.67, 2024: -71.31, 2025: -75.46, 2026: -8.48}",347.0778201682744,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.5,0.2,72,london_ny,0.5,4.0,2329,-221.6835908179138,-33.036263404103565,0.3142979819665092,0.8567534660517144,-228.32437449396392,-0.14469004230197474,1/8,"{2019: -37.71, 2020: -16.15, 2021: -13.07, 2022: 16.76, 2023: -18.88, 2024: -58.69, 2025: -84.14, 2026: -9.82}",347.0778201682744,True,False,False,False,False,short_lb3_imp1.0_fib0.5_tol0.2_wait72h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.618,0.2,24,all,0.5,2.0,2147,-161.86772146688577,-24.12429015210113,0.35072193758733117,0.8868279738879342,-180.4366744668357,-0.13369948334164836,2/8,"{2019: -31.75, 2020: -3.86, 2021: -44.17, 2022: -15.08, 2023: 13.84, 2024: -26.94, 2025: -69.33, 2026: 15.42}",319.9825789056844,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sessall_pad0.5_TP2.0R
short,3,1.0,0.618,0.2,24,all,0.5,3.0,2147,-154.1702671745028,-22.97708415513544,0.30041918956683744,0.899538029796964,-196.22846987032216,-0.117093529651023,3/8,"{2019: -41.11, 2020: -3.17, 2021: -40.8, 2022: 7.14, 2023: 12.67, 2024: -52.4, 2025: -70.64, 2026: 34.15}",319.9825789056844,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sessall_pad0.5_TP3.0R
short,3,1.0,0.618,0.2,24,all,0.5,4.0,2147,-132.36908937301325,-19.727900598497346,0.28365160689333957,0.915747769903382,-193.06522290771505,-0.1021825697107928,3/8,"{2019: -41.07, 2020: 9.78, 2021: -37.48, 2022: 19.49, 2023: -8.52, 2024: -47.77, 2025: -66.55, 2026: 39.76}",319.9825789056844,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sessall_pad0.5_TP4.0R
short,3,1.0,0.618,0.2,24,london_ny,0.5,2.0,2000,-211.45258886288934,-31.512665956878834,0.341,0.8440867455162685,-218.18597943145636,-0.14443029767079332,0/8,"{2019: -22.37, 2020: -4.8, 2021: -38.69, 2022: -25.1, 2023: -1.87, 2024: -40.06, 2025: -76.9, 2026: -1.66}",298.0589277846332,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.618,0.2,24,london_ny,0.5,3.0,2000,-235.383595595466,-35.079091060638156,0.2895,0.8383176330801131,-251.52009918383632,-0.13946834139485134,1/8,"{2019: -32.93, 2020: -4.62, 2021: -30.09, 2022: -5.19, 2023: -12.19, 2024: -64.24, 2025: -89.53, 2026: 3.41}",298.0589277846332,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.618,0.2,24,london_ny,0.5,4.0,2000,-220.6397396495541,-32.881822113313355,0.2745,0.8515346708493932,-250.4654141428205,-0.13128288480805364,2/8,"{2019: -35.89, 2020: -4.14, 2021: -32.38, 2022: 10.1, 2023: -31.93, 2024: -47.58, 2025: -84.62, 2026: 5.8}",298.0589277846332,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait24h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.618,0.2,72,all,0.5,2.0,2390,-176.1687909178518,-26.25567957177016,0.35355648535564854,0.8882562623222263,-193.65166869178972,-0.1355819949765469,2/8,"{2019: -37.65, 2020: -11.55, 2021: -43.06, 2022: -22.06, 2023: 19.56, 2024: -10.43, 2025: -80.3, 2026: 9.31}",356.1985857403753,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sessall_pad0.5_TP2.0R
short,3,1.0,0.618,0.2,72,all,0.5,3.0,2390,-177.64228192307382,-26.475284346733023,0.30460251046025105,0.8949145373483136,-213.32954647792383,-0.12410509835060653,3/8,"{2019: -47.01, 2020: -17.43, 2021: -38.37, 2022: 4.36, 2023: 17.4, 2024: -40.04, 2025: -80.29, 2026: 23.73}",356.1985857403753,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sessall_pad0.5_TP3.0R
short,3,1.0,0.618,0.2,72,all,0.5,4.0,2390,-142.63918418341655,-21.25852538798907,0.2891213389121339,0.9174559769479654,-184.93674284526844,-0.1149502530482842,2/8,"{2019: -46.97, 2020: -0.48, 2021: -35.04, 2022: 20.31, 2023: -1.51, 2024: -34.32, 2025: -74.97, 2026: 30.34}",356.1985857403753,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sessall_pad0.5_TP4.0R
short,3,1.0,0.618,0.2,72,london_ny,0.5,2.0,2264,-215.03498398271083,-32.04654838103628,0.3458480565371025,0.8580816664172963,-215.32007490333194,-0.14883214393931266,1/8,"{2019: -27.09, 2020: -7.17, 2021: -36.21, 2022: -32.08, 2023: 9.01, 2024: -29.21, 2025: -84.18, 2026: -8.09}",337.4027062522048,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.618,0.2,72,london_ny,0.5,3.0,2264,-258.90571737435704,-38.58458025895607,0.2946113074204947,0.8408639266011075,-259.8294051245658,-0.1484996674662673,0/8,"{2019: -37.66, 2020: -9.03, 2021: -28.94, 2022: -7.0, 2023: -4.0, 2024: -64.81, 2025: -97.45, 2026: -10.02}",337.4027062522048,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.618,0.2,72,london_ny,0.5,4.0,2264,-226.84597997198816,-33.80673478135258,0.28136042402826855,0.8631184018346153,-244.80704992443293,-0.1380954298162085,1/8,"{2019: -40.62, 2020: -2.55, 2021: -25.22, 2022: 12.88, 2023: -21.46, 2024: -51.54, 2025: -90.7, 2026: -7.63}",337.4027062522048,True,False,False,False,False,short_lb3_imp1.0_fib0.618_tol0.2_wait72h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.786,0.2,24,all,0.5,2.0,1927,-222.52362665392727,-33.17028373218558,0.32952776336274003,0.8407919036010737,-235.86133523378203,-0.14063468138729784,0/8,"{2019: -19.7, 2020: -37.48, 2021: -41.26, 2022: -41.78, 2023: -16.01, 2024: -43.32, 2025: -18.57, 2026: -4.4}",287.24651720390034,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sessall_pad0.5_TP2.0R
short,3,1.0,0.786,0.2,24,all,0.5,3.0,1927,-202.86970640332447,-30.240589834215235,0.26310326933056566,0.8677817113733773,-217.95332269736141,-0.13874801017007543,1/8,"{2019: -26.64, 2020: -26.31, 2021: -35.73, 2022: -9.99, 2023: -29.3, 2024: -52.29, 2025: -27.88, 2026: 5.27}",287.24651720390034,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sessall_pad0.5_TP3.0R
short,3,1.0,0.786,0.2,24,all,0.5,4.0,1927,-100.00981938617204,-14.907873536517402,0.23975090814737934,0.9368164111982027,-108.86439763983651,-0.13693984314172328,2/8,"{2019: -35.04, 2020: -13.44, 2021: -9.48, 2022: 30.21, 2023: -22.1, 2024: -37.76, 2025: -15.3, 2026: 2.91}",287.24651720390034,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sessall_pad0.5_TP4.0R
short,3,1.0,0.786,0.2,24,london_ny,0.5,2.0,1808,-211.16548815261837,-31.479423481824448,0.3290929203539823,0.8390774848951275,-220.81939160105264,-0.14255733273052992,0/8,"{2019: -15.76, 2020: -16.9, 2021: -26.73, 2022: -48.41, 2023: -6.71, 2024: -74.52, 2025: -13.72, 2026: -8.43}",269.5269864079486,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.786,0.2,24,london_ny,0.5,3.0,1808,-229.3101720026814,-34.184336068899924,0.25663716814159293,0.8421515173313595,-238.9875175475205,-0.1430381654226049,0/8,"{2019: -24.83, 2020: -17.97, 2021: -11.35, 2022: -19.5, 2023: -31.21, 2024: -74.81, 2025: -42.02, 2026: -7.62}",269.5269864079486,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.786,0.2,24,london_ny,0.5,4.0,1808,-159.18376985689162,-23.73026646824361,0.230641592920354,0.8941447015503083,-173.45060529584634,-0.13681282015573273,3/8,"{2019: -38.23, 2020: -16.36, 2021: 5.17, 2022: 16.25, 2023: -23.16, 2024: -72.09, 2025: -31.24, 2026: 0.48}",269.5269864079486,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait24h_sesslondon_ny_pad0.5_TP4.0R
short,3,1.0,0.786,0.2,72,all,0.5,2.0,2232,-248.33882559440147,-37.01751132482114,0.33064516129032256,0.8456524634706807,-259.3978147981134,-0.14270556347450916,0/8,"{2019: -27.91, 2020: -44.0, 2021: -46.94, 2022: -61.07, 2023: -3.18, 2024: -39.36, 2025: -19.11, 2026: -6.78}",332.7030522885079,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sessall_pad0.5_TP2.0R
short,3,1.0,0.786,0.2,72,all,0.5,3.0,2232,-235.72032108676973,-35.136590641575005,0.26523297491039427,0.866458896546429,-247.52521800466394,-0.14195155921815186,1/8,"{2019: -37.85, 2020: -52.2, 2021: -36.77, 2022: -20.58, 2023: -15.49, 2024: -46.74, 2025: -28.98, 2026: 2.89}",332.7030522885079,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sessall_pad0.5_TP3.0R
short,3,1.0,0.786,0.2,72,all,0.5,4.0,2232,-119.51472061707145,-17.814924884725777,0.24372759856630824,0.9342254017743361,-136.13881813956402,-0.13085852461612113,1/8,"{2019: -46.25, 2020: -43.17, 2021: -6.84, 2022: 28.39, 2023: -11.18, 2024: -31.19, 2025: -8.94, 2026: -0.33}",332.7030522885079,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sessall_pad0.5_TP4.0R
short,3,1.0,0.786,0.2,72,london_ny,0.5,2.0,2119,-220.95422998366917,-32.93867684822298,0.33317602642756017,0.8549227911601817,-228.11674117497225,-0.14439394793457114,1/8,"{2019: -18.55, 2020: -24.66, 2021: -25.02, 2022: -63.15, 2023: 2.86, 2024: -67.39, 2025: -13.23, 2026: -11.81}",315.8892058619707,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sesslondon_ny_pad0.5_TP2.0R
short,3,1.0,0.786,0.2,72,london_ny,0.5,3.0,2119,-236.99982543447751,-35.330668544560076,0.26285983954695613,0.859180936760689,-240.62057699317776,-0.14683145134990594,0/8,"{2019: -30.72, 2020: -33.1, 2021: -3.64, 2022: -21.2, 2023: -22.38, 2024: -70.09, 2025: -42.12, 2026: -13.76}",315.8892058619707,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sesslondon_ny_pad0.5_TP3.0R
short,3,1.0,0.786,0.2,72,london_ny,0.5,4.0,2119,-147.24179358187,-21.95002040786651,0.2387918829636621,0.9152726718883974,-153.4105691079804,-0.14308023583705404,2/8,"{2019: -44.12, 2020: -32.83, 2021: 17.31, 2022: 26.32, 2023: -19.17, 2024: -64.89, 2025: -22.33, 2026: -7.53}",315.8892058619707,True,False,False,False,False,short_lb3_imp1.0_fib0.786_tol0.2_wait72h_sesslondon_ny_pad0.5_TP4.0R
long,3,2.0,0.382,0.2,24,all,0.5,2.0,1648,134.39470561098912,20.02562174043097,0.4508495145631068,1.1651804486588062,-38.96156982322755,0.5139839547351192,6/8,"{2019: -4.8, 2020: 37.96, 2021: -30.42, 2022: 17.03, 2023: 6.53, 2024: 45.69, 2025: 57.51, 2026: 4.89}",245.56193994543585,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sessall_pad0.5_TP2.0R
long,3,2.0,0.382,0.2,24,all,0.5,3.0,1648,208.57763529229237,31.079325698790605,0.4362864077669903,1.250066948979598,-36.67254515834527,0.8474821031536214,6/8,"{2019: -2.61, 2020: 51.7, 2021: -24.24, 2022: 29.12, 2023: 22.2, 2024: 66.16, 2025: 62.74, 2026: 3.52}",245.56193994543585,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sessall_pad0.5_TP3.0R
long,3,2.0,0.382,0.2,24,all,0.5,4.0,1648,245.30535092866302,36.551976852571855,0.433252427184466,1.2927225154733915,-34.3450368870716,1.064257900574013,6/8,"{2019: -4.58, 2020: 53.26, 2021: -22.67, 2022: 39.05, 2023: 26.4, 2024: 71.0, 2025: 72.2, 2026: 10.64}",245.56193994543585,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sessall_pad0.5_TP4.0R
long,3,2.0,0.382,0.2,24,london_ny,0.5,2.0,1517,127.07050801169089,18.934889017778957,0.45418589321028346,1.169063719917548,-42.168054203835375,0.4490339754888843,5/8,"{2019: -1.25, 2020: 34.79, 2021: -32.36, 2022: 16.34, 2023: 6.67, 2024: 45.58, 2025: 57.72, 2026: -0.41}",226.04951447371215,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sesslondon_ny_pad0.5_TP2.0R
long,3,2.0,0.382,0.2,24,london_ny,0.5,3.0,1517,196.0731748192517,29.217037553863634,0.4396835860250494,1.254654700637572,-37.20471235703286,0.7853047558460883,6/8,"{2019: 2.08, 2020: 51.36, 2021: -26.02, 2022: 27.91, 2023: 19.56, 2024: 58.84, 2025: 65.93, 2026: -3.57}",226.04951447371215,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sesslondon_ny_pad0.5_TP3.0R
long,3,2.0,0.382,0.2,24,london_ny,0.5,4.0,1517,227.1035313574273,33.840898482934676,0.4357284113381674,1.2932720932789246,-39.75503160778568,0.8512356075276576,7/8,"{2019: 0.32, 2020: 52.25, 2021: -26.55, 2022: 38.96, 2023: 24.96, 2024: 60.08, 2025: 76.57, 2026: 0.52}",226.04951447371215,True,False,False,True,False,long_lb3_imp2.0_fib0.382_tol0.2_wait24h_sesslondon_ny_pad0.5_TP4.0R
long,3,2.0,0.382,0.2,72,all,0.5,2.0,1841,133.84066000840656,19.943065603908877,0.4524714828897338,1.1489758863791155,-45.96947124837146,0.4338328256193591,5/8,"{2019: -5.11, 2020: 31.4, 2021: -29.65, 2022: 20.97, 2023: 2.55, 2024: 52.9, 2025: 61.04, 2026: -0.26}",274.3201040288516,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sessall_pad0.5_TP2.0R
long,3,2.0,0.382,0.2,72,all,0.5,3.0,1841,220.73464962521481,32.89079415967465,0.4388919065725149,1.2399455239077173,-45.70220261653418,0.7196763454848321,5/8,"{2019: -1.92, 2020: 46.14, 2021: -25.12, 2022: 37.05, 2023: 22.64, 2024: 74.36, 2025: 69.2, 2026: -1.62}",274.3201040288516,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sessall_pad0.5_TP3.0R
long,3,2.0,0.382,0.2,72,all,0.5,4.0,1841,265.2596020610839,39.525280625773114,0.43617599130907114,1.2871201845801137,-43.08845510072206,0.9173055876192406,6/8,"{2019: -3.79, 2020: 48.25, 2021: -24.47, 2022: 49.98, 2023: 28.91, 2024: 80.2, 2025: 80.67, 2026: 5.49}",274.3201040288516,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sessall_pad0.5_TP4.0R
long,3,2.0,0.382,0.2,72,london_ny,0.5,2.0,1731,115.11735507962312,17.153739105633967,0.45002888503755056,1.136078602244504,-57.233201166827,0.29971657632137594,5/8,"{2019: -4.14, 2020: 29.89, 2021: -41.34, 2022: 21.84, 2023: 1.42, 2024: 53.52, 2025: 57.53, 2026: -3.6}",257.9378441357915,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP2.0R
long,3,2.0,0.382,0.2,72,london_ny,0.5,3.0,1731,195.9602584765691,29.200211789565973,0.43674176776429807,1.2266947624021303,-44.839785415206386,0.6512121215384629,5/8,"{2019: -0.81, 2020: 48.46, 2021: -33.74, 2022: 35.29, 2023: 18.74, 2024: 68.09, 2025: 65.7, 2026: -5.76}",257.9378441357915,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP3.0R
long,3,2.0,0.382,0.2,72,london_ny,0.5,4.0,1731,232.5260390908461,34.64891116610493,0.43327556325823224,1.2676267184606993,-46.85077597691555,0.7395589602011553,5/8,"{2019: -2.57, 2020: 50.89, 2021: -35.19, 2022: 49.34, 2023: 26.21, 2024: 68.72, 2025: 76.34, 2026: -1.22}",257.9378441357915,True,False,False,False,False,long_lb3_imp2.0_fib0.382_tol0.2_wait72h_sesslondon_ny_pad0.5_TP4.0R
long,3,2.0,0.5,0.2,24,all,0.5,2.0,1572,143.9518169573807,21.449233227589144,0.43384223918575066,1.1712115952784394,-45.97936678216746,0.46649692522316266,5/8,"{2019: -6.1, 2020: 36.85, 2021: -24.65, 2022: -4.29, 2023: 24.19, 2024: 47.85, 2025: 66.65, 2026: 3.44}",234.23250464252882,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP2.0R
long,3,2.0,0.5,0.2,24,all,0.5,3.0,1572,193.09096074993036,28.771106463287794,0.4077608142493639,1.2204513607392873,-41.56187702726744,0.6922475239607676,6/8,"{2019: -9.06, 2020: 55.83, 2021: -26.58, 2022: 5.68, 2023: 23.23, 2024: 72.49, 2025: 58.56, 2026: 12.94}",234.23250464252882,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP3.0R
long,3,2.0,0.5,0.2,24,all,0.5,4.0,1572,250.4982522934428,37.32495740665979,0.4033078880407125,1.2837654891824706,-38.53115981134259,0.9686954036528191,6/8,"{2019: -9.51, 2020: 56.97, 2021: -26.73, 2022: 19.25, 2023: 40.92, 2024: 80.99, 2025: 72.98, 2026: 15.62}",234.23250464252882,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sessall_pad0.5_TP4.0R
long,3,2.0,0.5,0.2,24,london_ny,0.5,2.0,1462,132.5178898531012,19.74554532457675,0.43365253077975374,1.168673781338041,-34.907623575566255,0.5656513764631554,5/8,"{2019: -6.08, 2020: 38.12, 2021: -11.2, 2022: 0.78, 2023: 24.49, 2024: 35.19, 2025: 52.96, 2026: -1.74}",217.84218943217377,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP2.0R
long,3,2.0,0.5,0.2,24,london_ny,0.5,3.0,1462,179.69661450570337,26.77531049074674,0.4097127222982216,1.2199752804034207,-38.04934976190819,0.7036995548752303,6/8,"{2019: -7.95, 2020: 55.77, 2021: -14.49, 2022: 9.67, 2023: 28.65, 2024: 51.71, 2025: 52.63, 2026: 3.71}",217.84218943217377,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP3.0R
long,3,2.0,0.5,0.2,24,london_ny,0.5,4.0,1462,231.39100908410194,34.477923415732405,0.4049247606019152,1.2808925856239362,-37.31182819193103,0.9240480857271026,6/8,"{2019: -8.4, 2020: 57.97, 2021: -15.33, 2022: 22.5, 2023: 45.38, 2024: 54.91, 2025: 67.51, 2026: 6.86}",217.84218943217377,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait24h_sesslondon_ny_pad0.5_TP4.0R
long,3,2.0,0.5,0.2,72,all,0.5,2.0,1798,124.15323085455253,18.499187164455424,0.43103448275862066,1.1297886683544511,-48.67006879063024,0.3800937131203893,4/8,"{2019: -9.26, 2020: 22.72, 2021: -22.75, 2022: -6.25, 2023: 16.14, 2024: 59.11, 2025: 67.72, 2026: -3.28}",267.90715225653105,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait72h_sessall_pad0.5_TP2.0R
long,3,2.0,0.5,0.2,72,all,0.5,3.0,1798,173.8149702659568,25.8989286448866,0.407119021134594,1.1749024561933672,-57.1645482442087,0.45305927258001905,5/8,"{2019: -11.22, 2020: 43.06, 2021: -27.02, 2022: -1.95, 2023: 17.19, 2024: 84.28, 2025: 63.26, 2026: 6.22}",267.90715225653105,True,False,False,False,False,long_lb3_imp2.0_fib0.5_tol0.2_wait72h_sessall_pad0.5_TP3.0R
