direction,pivot_lb,max_hold_h,session,ext,sl_buf,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
long,3,6,london,0.5,0.1,1155,40.65689960250035,6.060733139734512,0.42943722943722945,1.0646302437124573,-61.0639403158548,0.09925224458797147,4/8,"{2019: -17.67, 2020: -13.86, 2021: -22.52, 2022: 33.81, 2023: -13.81, 2024: 18.0, 2025: 49.02, 2026: 7.67}",172.1761089712522,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.5_sl0.1_v2
long,3,6,london,1.0,0.02,1162,107.30231284600092,15.995579835013375,0.37865748709122204,1.1512457902386424,-79.29676569172756,0.2017179350945719,4/8,"{2019: -19.33, 2020: -5.27, 2021: -41.52, 2022: 55.81, 2023: -13.45, 2024: 39.42, 2025: 72.28, 2026: 19.37}",173.21960054077493,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.0_sl0.02_v2
long,3,6,london,1.0,0.05,1159,91.61975541269737,13.657777482126455,0.38740293356341676,1.1328223764847487,-77.99554156120573,0.17510972048842993,4/8,"{2019: -19.88, 2020: -5.73, 2021: -43.8, 2022: 52.52, 2023: -12.99, 2024: 42.19, 2025: 62.2, 2026: 17.11}",172.77238986812233,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.0_sl0.05_v2
long,3,6,london,1.0,0.1,1155,92.85719502061369,13.8422428819342,0.40606060606060607,1.1421345974375674,-65.18704652008972,0.21234652620238312,4/8,"{2019: -20.68, 2020: -4.26, 2021: -29.34, 2022: 46.46, 2023: -18.91, 2024: 36.14, 2025: 66.41, 2026: 17.03}",172.1761089712522,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.0_sl0.1_v2
long,3,6,london,1.618,0.02,1162,124.03379003559235,18.48974489115633,0.3657487091222031,1.1718283260196782,-80.63963978947788,0.2292885352591683,4/8,"{2019: -16.61, 2020: -7.06, 2021: -35.75, 2022: 56.38, 2023: -11.86, 2024: 43.36, 2025: 68.13, 2026: 27.45}",173.21960054077493,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.618_sl0.02_v2
long,3,6,london,1.618,0.05,1159,110.83109927898522,16.52161681979414,0.37532355478861085,1.158092291577026,-78.80069487841405,0.20966333920387703,4/8,"{2019: -17.31, 2020: -7.27, 2021: -38.46, 2022: 53.02, 2023: -9.46, 2024: 47.26, 2025: 58.39, 2026: 24.66}",172.77238986812233,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.618_sl0.05_v2
long,3,6,london,1.618,0.1,1155,106.18620264415964,15.82920103697342,0.3930735930735931,1.1595947391927468,-61.85758389368034,0.25589749939442114,4/8,"{2019: -18.31, 2020: -5.5, 2021: -25.23, 2022: 46.51, 2023: -16.16, 2024: 40.44, 2025: 59.56, 2026: 24.88}",172.1761089712522,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext1.618_sl0.1_v2
long,3,6,ny,0.27,0.02,1168,35.11305637230003,5.230834608014446,0.4409246575342466,1.060422885033968,-47.39463433398499,0.11036765409251406,5/8,"{2019: -4.23, 2020: -26.92, 2021: 2.75, 2022: 4.51, 2023: 3.88, 2024: 37.13, 2025: 19.48, 2026: -1.49}",173.99837705328957,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.27_sl0.02_v2
long,3,6,ny,0.27,0.05,1167,32.113476457958775,4.783983548993022,0.4524421593830334,1.0575262197801436,-43.70613969379672,0.10945792930946084,4/8,"{2019: -5.5, 2020: -21.39, 2021: -0.59, 2022: 5.76, 2023: 1.85, 2024: 39.24, 2025: 13.91, 2026: -1.15}",173.849405840059,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.27_sl0.05_v2
long,3,6,ny,0.27,0.1,1164,37.340143160999155,5.562606428896697,0.47079037800687284,1.0716093322748452,-36.51760486424435,0.15232670514881544,3/8,"{2019: -7.24, 2020: -17.3, 2021: 5.36, 2022: -1.11, 2023: -1.76, 2024: 37.69, 2025: 21.98, 2026: -0.28}",173.40249220036736,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.27_sl0.1_v2
long,3,6,ny,0.5,0.02,1169,73.20723961500596,10.90577130270747,0.42771599657827203,1.1231026441103082,-45.263425801811835,0.24094003291882793,5/8,"{2019: -8.31, 2020: -16.69, 2021: -0.74, 2022: 14.49, 2023: 4.8, 2024: 41.62, 2025: 34.09, 2026: 3.94}",174.14734826652014,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.5_sl0.02_v2
long,3,6,ny,0.5,0.05,1168,70.73061937136083,10.536826180300299,0.4392123287671233,1.1237612879977572,-40.60514205219111,0.25949487300788093,5/8,"{2019: -9.27, 2020: -10.66, 2021: -3.57, 2022: 15.38, 2023: 2.86, 2024: 44.48, 2025: 27.65, 2026: 3.86}",173.99837705328957,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.5_sl0.05_v2
long,3,6,ny,0.5,0.1,1165,75.61183703355788,11.263987097480213,0.4575107296137339,1.1414803790233004,-34.33562602581913,0.3280553873987941,5/8,"{2019: -10.6, 2020: -7.41, 2021: 4.12, 2022: 7.41, 2023: -0.82, 2024: 42.36, 2025: 36.34, 2026: 4.21}",173.5514634135979,False,False,False,False,False,long_lb3_hold6h_sessny_ext0.5_sl0.1_v2
long,3,6,ny,1.0,0.02,1169,150.39804303903463,22.40497893902639,0.41830624465355004,1.2494753225624609,-33.555798276554334,0.6676932181548159,6/8,"{2019: -6.52, 2020: 1.79, 2021: -3.27, 2022: 31.48, 2023: 6.02, 2024: 59.71, 2025: 45.46, 2026: 15.73}",174.14734826652014,False,False,False,False,False,long_lb3_hold6h_sessny_ext1.0_sl0.02_v2
long,3,6,ny,1.0,0.05,1168,147.03538978348166,21.904040403872983,0.4297945205479452,1.2536774333818297,-29.293234309680113,0.7477508346230881,6/8,"{2019: -7.56, 2020: 7.43, 2021: -6.07, 2022: 31.81, 2023: 4.86, 2024: 63.72, 2025: 38.1, 2026: 14.75}",173.99837705328957,False,False,False,False,False,long_lb3_hold6h_sessny_ext1.0_sl0.05_v2
long,3,6,ny,1.0,0.1,1165,144.3932291566755,21.51043452974766,0.4472103004291845,1.2656453275408457,-31.174162944928696,0.6900084075311764,6/8,"{2019: -9.02, 2020: 8.88, 2021: 4.1, 2022: 21.97, 2023: -1.62, 2024: 59.09, 2025: 47.0, 2026: 13.98}",173.5514634135979,False,False,False,False,False,long_lb3_hold6h_sessny_ext1.0_sl0.1_v2
long,3,6,ny,1.618,0.02,1169,153.2955853653521,22.83662933476479,0.40975192472198463,1.2498831322982202,-33.916531849677256,0.6733185290282592,7/8,"{2019: -6.81, 2020: 7.32, 2021: 4.36, 2022: 35.41, 2023: 9.12, 2024: 48.96, 2025: 37.05, 2026: 17.88}",174.14734826652014,False,False,False,True,False,long_lb3_hold6h_sessny_ext1.618_sl0.02_v2
long,3,6,ny,1.618,0.05,1168,153.14516919521157,22.81422165540946,0.4220890410958904,1.2599489633560816,-27.9082991591021,0.8174708722071571,7/8,"{2019: -7.83, 2020: 13.0, 2021: 1.07, 2022: 35.47, 2023: 10.13, 2024: 54.27, 2025: 30.39, 2026: 16.64}",173.99837705328957,False,False,False,True,False,long_lb3_hold6h_sessny_ext1.618_sl0.05_v2
long,3,6,ny,1.618,0.1,1165,148.45981189155754,22.11623829346547,0.4386266094420601,1.2679486754357465,-28.85114814751848,0.7665635412630092,7/8,"{2019: -9.27, 2020: 13.91, 2021: 12.02, 2022: 24.97, 2023: 2.97, 2024: 50.21, 2025: 36.73, 2026: 16.93}",173.5514634135979,False,False,False,True,False,long_lb3_hold6h_sessny_ext1.618_sl0.1_v2
long,3,6,london_ny,0.27,0.02,1676,10.34213825052823,1.5406917920936238,0.43556085918854415,1.0117523507057016,-84.84802443568441,0.018158251795968243,3/8,"{2019: -6.12, 2020: -35.21, 2021: -23.68, 2022: 21.99, 2023: -7.81, 2024: 25.21, 2025: 40.02, 2026: -4.05}",249.67752132079906,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.27_sl0.02_v2
long,3,6,london_ny,0.27,0.05,1672,-0.21266964245269548,-0.031681878990315986,0.4449760765550239,0.9997497956298792,-80.84193824897396,-0.00039189905235502057,3/8,"{2019: -7.64, 2020: -28.43, 2021: -28.3, 2022: 18.93, 2023: -10.31, 2024: 28.42, 2025: 31.09, 2026: -3.97}",249.0816322484344,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.27_sl0.05_v2
long,3,6,london_ny,0.27,0.1,1667,-2.472281118566009,-0.36830132559175044,0.46010797840431916,0.9969211856766451,-71.06650831767523,-0.005182487986400041,3/8,"{2019: -9.76, 2020: -26.97, 2021: -15.31, 2022: 11.43, 2023: -16.87, 2024: 24.02, 2025: 35.18, 2026: -4.2}",248.33677090797855,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.27_sl0.1_v2
long,3,6,london_ny,0.5,0.02,1677,63.67244035955271,9.485427855262248,0.4203935599284436,1.0704796095739515,-78.11003036499227,0.12143674520338521,4/8,"{2019: -13.11, 2020: -16.69, 2021: -29.72, 2022: 32.69, 2023: -10.94, 2024: 35.99, 2025: 64.32, 2026: 1.13}",249.82649358889023,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.5_sl0.02_v2
long,3,6,london_ny,0.5,0.05,1673,52.8193826882777,7.8686232382481505,0.42976688583383144,1.0604902920975223,-72.79768483884979,0.10808892144944861,4/8,"{2019: -14.23, 2020: -9.77, 2021: -33.77, 2022: 28.94, 2023: -13.09, 2024: 40.07, 2025: 53.85, 2026: 0.81}",249.23060451652557,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.5_sl0.05_v2
long,3,6,london_ny,0.5,0.1,1668,50.05092144746837,7.456199288082293,0.4448441247002398,1.0606033925617104,-59.25344712904109,0.12583570491425278,4/8,"{2019: -15.82, 2020: -9.68, 2021: -18.28, 2022: 20.8, 2023: -19.38, 2024: 34.32, 2025: 57.99, 2026: 0.1}",248.48574317606972,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext0.5_sl0.1_v2
long,3,6,london_ny,1.0,0.02,1677,135.44952377077266,20.178222768000698,0.40310077519379844,1.1456980778792865,-78.77632043230736,0.25614578920755615,5/8,"{2019: -15.34, 2020: 0.23, 2021: -35.29, 2022: 44.14, 2023: -17.27, 2024: 58.04, 2025: 87.95, 2026: 12.98}",249.82649358889023,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.0_sl0.02_v2
long,3,6,london_ny,1.0,0.05,1673,124.41099293950067,18.533787793671817,0.41243275552898984,1.1384139979581505,-69.92993089434835,0.2650336923923615,5/8,"{2019: -16.46, 2020: 6.67, 2021: -39.16, 2022: 39.94, 2023: -17.98, 2024: 63.9, 2025: 75.63, 2026: 11.87}",249.23060451652557,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.0_sl0.05_v2
long,3,6,london_ny,1.0,0.1,1668,114.61781085481181,17.074875246685913,0.4274580335731415,1.1347578561194618,-56.81584410445834,0.30053016928329057,5/8,"{2019: -18.06, 2020: 6.54, 2021: -24.04, 2022: 31.92, 2023: -25.93, 2024: 55.25, 2025: 78.77, 2026: 10.16}",248.48574317606972,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.0_sl0.1_v2
long,3,6,london_ny,1.618,0.02,1677,153.91760774634048,22.92945512513921,0.3935599284436494,1.163202760872508,-76.86551966172603,0.2983061225117375,5/8,"{2019: -13.28, 2020: 1.97, 2021: -29.75, 2022: 44.11, 2023: -14.7, 2024: 57.34, 2025: 87.33, 2026: 20.89}",249.82649358889023,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.618_sl0.02_v2
long,3,6,london_ny,1.618,0.05,1673,144.69249286544232,21.555168837930218,0.40346682606096834,1.1588026503902515,-67.69725537526305,0.3184053580672429,5/8,"{2019: -14.51, 2020: 8.81, 2021: -34.05, 2022: 39.86, 2023: -13.51, 2024: 63.67, 2025: 75.17, 2026: 19.26}",249.23060451652557,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.618_sl0.05_v2
long,3,6,london_ny,1.618,0.1,1668,129.28589254799172,19.260012645065476,0.41786570743405277,1.1496993049400543,-49.960034513144386,0.38550839351398375,5/8,"{2019: -16.27, 2020: 8.61, 2021: -20.13, 2022: 31.42, 2023: -22.31, 2024: 54.75, 2025: 75.01, 2026: 18.2}",248.48574317606972,True,False,False,False,False,long_lb3_hold6h_sesslondon_ny_ext1.618_sl0.1_v2
long,3,6,overlap,0.27,0.02,652,26.997410596874808,4.031480047110808,0.4171779141104294,1.074314949137649,-39.62045729480236,0.10175248652770298,5/8,"{2019: -6.91, 2020: -21.45, 2021: -3.86, 2022: 13.58, 2023: 3.88, 2024: 20.37, 2025: 14.08, 2026: 7.3}",97.3621148326174,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.27_sl0.02_v2
long,3,6,overlap,0.27,0.05,652,21.61937937890914,3.2283872664099267,0.4294478527607362,1.0615065803551456,-40.77478368124043,0.07917607341949519,5/8,"{2019: -7.69, 2020: -21.58, 2021: -5.58, 2022: 15.9, 2023: 3.21, 2024: 20.74, 2025: 10.23, 2026: 6.37}",97.3621148326174,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.27_sl0.05_v2
long,3,6,overlap,0.27,0.1,650,34.7261035338144,5.185593374154292,0.45692307692307693,1.1063913428974945,-30.973539029016784,0.16742011202840912,5/8,"{2019: -8.73, 2020: -17.08, 2021: -0.26, 2022: 11.21, 2023: 1.93, 2024: 21.43, 2025: 18.61, 2026: 7.62}",97.06345803865231,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.27_sl0.1_v2
long,3,6,overlap,0.5,0.02,652,55.68282483805547,8.315026972526498,0.3987730061349693,1.1484945724306337,-40.69497905922621,0.20432562357201522,5/8,"{2019: -11.41, 2020: -15.45, 2021: -5.75, 2022: 24.44, 2023: 5.32, 2024: 24.38, 2025: 22.18, 2026: 11.98}",97.3621148326174,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.5_sl0.02_v2
long,3,6,overlap,0.5,0.05,652,50.024403500536856,7.470063984743032,0.4110429447852761,1.1378307283335032,-41.063682810642064,0.1819141263872974,5/8,"{2019: -11.85, 2020: -15.73, 2021: -7.04, 2022: 26.32, 2023: 4.72, 2024: 25.1, 2025: 17.83, 2026: 10.67}",97.3621148326174,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.5_sl0.05_v2
long,3,6,overlap,0.5,0.1,650,64.14128680598319,9.578115539134942,0.43846153846153846,1.189977288384843,-30.857865276980796,0.3103946255893462,5/8,"{2019: -12.44, 2020: -11.58, 2021: -0.12, 2022: 20.42, 2023: 3.33, 2024: 25.39, 2025: 27.37, 2026: 11.78}",97.06345803865231,False,False,False,False,False,long_lb3_hold6h_sessoverlap_ext0.5_sl0.1_v2
long,3,6,overlap,1.0,0.02,652,120.0471196305424,17.926443936800347,0.38496932515337423,1.3137215834628881,-32.946607392532336,0.5441059142515398,5/8,"{2019: -10.51, 2020: -3.71, 2021: -9.51, 2022: 43.15, 2023: 8.48, 2024: 40.24, 2025: 29.79, 2026: 22.11}",97.3621148326174,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.0_sl0.02_v2
long,3,6,overlap,1.0,0.05,652,112.18676112687164,16.752669201739103,0.39723926380368096,1.302737248703003,-33.06107324118229,0.5067188557227857,5/8,"{2019: -10.99, 2020: -4.96, 2021: -10.7, 2022: 44.38, 2023: 8.56, 2024: 41.24, 2025: 24.67, 2026: 19.98}",97.3621148326174,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.0_sl0.05_v2
long,3,6,overlap,1.0,0.1,650,120.77717621302267,18.03546211596868,0.4230769230769231,1.348749789638732,-26.050550514376482,0.6923255654814463,5/8,"{2019: -11.64, 2020: -1.92, 2021: -1.2, 2022: 36.51, 2023: 4.21, 2024: 39.32, 2025: 34.64, 2026: 20.85}",97.06345803865231,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.0_sl0.1_v2
long,3,6,overlap,1.618,0.02,652,121.20805517088351,18.099804580039546,0.37116564417177916,1.3090389466866035,-28.996371041231168,0.6242093037884867,5/8,"{2019: -10.14, 2020: -1.72, 2021: -1.65, 2022: 47.67, 2023: 10.6, 2024: 34.13, 2025: 17.85, 2026: 24.45}",97.3621148326174,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.618_sl0.02_v2
long,3,6,overlap,1.618,0.05,652,117.22638447894767,17.505228078300398,0.38496932515337423,1.3092700977744967,-29.35222837771965,0.5963849781023121,5/8,"{2019: -10.63, 2020: -3.08, 2021: -3.34, 2022: 48.63, 2023: 12.89, 2024: 37.1, 2025: 13.61, 2026: 22.04}",97.3621148326174,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.618_sl0.05_v2
long,3,6,overlap,1.618,0.1,650,123.50468487827077,18.44275661270617,0.40923076923076923,1.3471451924669202,-23.79946857303444,0.7749230431809895,6/8,"{2019: -11.31, 2020: -0.2, 2021: 6.91, 2022: 40.06, 2023: 7.93, 2024: 35.23, 2025: 21.29, 2026: 23.6}",97.06345803865231,False,True,False,False,False,long_lb3_hold6h_sessoverlap_ext1.618_sl0.1_v2
long,3,12,all,0.27,0.02,2348,118.40760266851672,17.639449128766877,0.4425042589437819,1.0906704305308867,-84.5468372735068,0.20863523341155535,5/8,"{2019: 9.99, 2020: -14.35, 2021: -22.85, 2022: 24.24, 2023: 28.84, 2024: 52.52, 2025: 42.6, 2026: -2.57}",349.78688547806456,True,False,False,False,False,long_lb3_hold12h_sessall_ext0.27_sl0.02_v2
long,3,12,all,0.27,0.05,2344,83.65754514735464,12.462654243540781,0.45051194539249145,1.0657608668198384,-80.38276579309212,0.1550413713758004,5/8,"{2019: 6.78, 2020: -11.87, 2021: -28.69, 2022: 20.78, 2023: 21.4, 2024: 48.57, 2025: 33.34, 2026: -6.65}",349.1909964056999,True,False,False,False,False,long_lb3_hold12h_sessall_ext0.27_sl0.05_v2
long,3,12,all,0.27,0.1,2335,78.73858005360331,11.729864856863356,0.46809421841541754,1.0653495805405777,-59.45970484047717,0.1972741857419759,5/8,"{2019: 6.31, 2020: -8.88, 2021: -12.84, 2022: 15.88, 2023: 8.67, 2024: 37.77, 2025: 41.3, 2026: -9.47}",347.85024599287937,True,False,False,False,False,long_lb3_hold12h_sessall_ext0.27_sl0.1_v2
long,3,12,all,0.5,0.02,2349,196.12696305296853,29.217478519833605,0.4154959557258408,1.143208360883466,-85.44329697350511,0.34195167502599505,7/8,"{2019: 6.79, 2020: 20.78, 2021: -44.49, 2022: 35.62, 2023: 25.13, 2024: 73.24, 2025: 75.48, 2026: 3.59}",349.93585774615576,True,False,False,True,False,long_lb3_hold12h_sessall_ext0.5_sl0.02_v2
long,3,12,all,0.5,0.05,2345,159.98804290225604,23.833781618616317,0.423454157782516,1.1198628989115906,-78.4614752330008,0.30376412816403253,6/8,"{2019: 3.74, 2020: 22.24, 2021: -48.41, 2022: 32.3, 2023: 17.75, 2024: 69.4, 2025: 64.09, 2026: -1.12}",349.3399686737911,True,False,False,False,False,long_lb3_hold12h_sessall_ext0.5_sl0.05_v2
long,3,12,all,0.5,0.1,2336,154.02652016747987,22.945680055539643,0.4413527397260274,1.121719840399714,-51.33520470330204,0.4469774726361168,6/8,"{2019: 0.43, 2020: 23.22, 2021: -28.49, 2022: 28.49, 2023: 4.57, 2024: 57.4, 2025: 73.29, 2026: -4.89}",347.99921826097057,True,False,False,False,False,long_lb3_hold12h_sessall_ext0.5_sl0.1_v2
long,3,12,all,1.0,0.02,2349,329.9184896802415,49.14870569287848,0.38612175393784587,1.2302782090518363,-71.54498465528653,0.6869622787632653,6/8,"{2019: -2.23, 2020: 55.32, 2021: -41.35, 2022: 46.06, 2023: 20.63, 2024: 118.46, 2025: 110.23, 2026: 22.8}",349.93585774615576,True,False,False,False,False,long_lb3_hold12h_sessall_ext1.0_sl0.02_v2
long,3,12,all,1.0,0.05,2345,290.56842102432074,43.286636715662745,0.3936034115138593,1.2081067779951309,-70.29147348777849,0.6158163226324875,6/8,"{2019: -5.06, 2020: 54.56, 2021: -49.62, 2022: 46.96, 2023: 15.99, 2024: 114.66, 2025: 96.16, 2026: 16.93}",349.3399686737911,True,False,False,False,False,long_lb3_hold12h_sessall_ext1.0_sl0.05_v2
