direction,pivot_lb,max_hold_h,session,ext,sl_buf,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
long,3,6,all,0.27,0.02,2115,28.190553566170784,4.199610703498052,0.44397163120567373,1.0265575993309106,-75.41268423114248,0.0556883864606397,5/8,"{2019: -3.34, 2020: -29.09, 2021: -13.5, 2022: 5.07, 2023: 6.35, 2024: 26.1, 2025: 34.27, 2026: 2.34}",315.0763470128222,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.27_sl0.02_v2
long,3,6,all,0.27,0.05,2112,9.980779335043323,1.4868593348588723,0.45170454545454547,1.0097026649327332,-72.60848243412109,0.020477763547915015,5/8,"{2019: -5.28, 2020: -23.89, 2021: -17.31, 2022: 2.64, 2023: 1.74, 2024: 27.57, 2025: 24.01, 2026: 0.49}",314.6294302085487,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.27_sl0.05_v2
long,3,6,all,0.27,0.1,2107,4.415859368003794,0.6578405856231608,0.4655908875177978,1.0045436337883888,-66.6782642638703,0.009865892474642783,3/8,"{2019: -4.66, 2020: -23.86, 2021: -6.09, 2022: -2.08, 2023: -7.22, 2024: 21.52, 2025: 26.24, 2026: 0.57}",313.88456886809286,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.27_sl0.1_v2
long,3,6,all,0.5,0.02,2116,95.90221552801088,14.286770562175898,0.43005671077504726,1.088129429681232,-67.87664668809626,0.21048138438284716,4/8,"{2019: -6.11, 2020: -4.07, 2021: -24.07, 2022: 18.14, 2023: -2.89, 2024: 39.31, 2025: 66.59, 2026: 9.0}",315.22531928091337,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.5_sl0.02_v2
long,3,6,all,0.5,0.05,2113,77.21705158756654,11.503199310312581,0.43776620918125886,1.0731856911116557,-58.586640853539386,0.1963450906678436,5/8,"{2019: -7.85, 2020: 0.85, 2021: -26.54, 2022: 14.89, 2023: -6.58, 2024: 41.46, 2025: 54.34, 2026: 6.65}",314.7784024766399,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.5_sl0.05_v2
long,3,6,all,0.5,0.1,2108,67.94919152535684,10.12254517649364,0.45113851992409865,1.0680629228311753,-45.971641164927576,0.22019107693323497,4/8,"{2019: -9.4, 2020: -1.1, 2021: -12.3, 2022: 9.44, 2023: -14.57, 2024: 33.79, 2025: 55.99, 2026: 6.11}",314.03354113618406,True,False,False,False,False,long_lb3_hold6h_sessall_ext0.5_sl0.1_v2
long,3,6,all,1.0,0.02,2116,177.7741918591793,26.483424569336552,0.41493383742911155,1.1592070494525282,-74.19187949321109,0.35695853441426717,5/8,"{2019: -10.43, 2020: 10.39, 2021: -23.24, 2022: 27.94, 2023: -7.49, 2024: 64.37, 2025: 89.64, 2026: 26.6}",315.22531928091337,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.0_sl0.02_v2
long,3,6,all,1.0,0.05,2113,157.41785332515883,23.450894647891865,0.42262186464742074,1.1453181288607488,-65.5562127460895,0.3577219254370477,5/8,"{2019: -12.07, 2020: 14.98, 2021: -26.38, 2022: 24.34, 2023: -10.15, 2024: 68.05, 2025: 75.51, 2026: 23.14}",314.7784024766399,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.0_sl0.05_v2
long,3,6,all,1.0,0.1,2108,140.5937635914026,20.944571841684848,0.4364326375711575,1.137130487467856,-50.81970419836628,0.41213486327923493,5/8,"{2019: -13.46, 2020: 13.0, 2021: -13.02, 2022: 19.0, 2023: -19.3, 2024: 57.14, 2025: 76.1, 2026: 21.14}",314.03354113618406,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.0_sl0.1_v2
long,3,6,all,1.618,0.02,2116,203.40669444933175,30.301956617044326,0.40784499054820417,1.1802723371782224,-68.47032378539888,0.44255605847603924,5/8,"{2019: -8.83, 2020: 12.72, 2021: -14.39, 2022: 30.83, 2023: -8.33, 2024: 63.35, 2025: 91.0, 2026: 37.06}",315.22531928091337,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.618_sl0.02_v2
long,3,6,all,1.618,0.05,2113,184.65032994237185,27.50777845529781,0.41599621391386654,1.1688112039353258,-58.067977299549746,0.4737168355872989,5/8,"{2019: -10.56, 2020: 17.64, 2021: -18.1, 2022: 27.16, 2023: -8.86, 2024: 67.5, 2025: 76.93, 2026: 32.94}",314.7784024766399,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.618_sl0.05_v2
long,3,6,all,1.618,0.1,2108,161.72876335214588,24.093100692149086,0.4293168880455408,1.1559994124038673,-48.650538014429905,0.4952278366377571,5/8,"{2019: -12.1, 2020: 15.5, 2021: -6.17, 2022: 21.36, 2023: -18.69, 2024: 56.34, 2025: 74.07, 2026: 31.41}",314.03354113618406,True,False,False,False,False,long_lb3_hold6h_sessall_ext1.618_sl0.1_v2
long,3,6,london,0.27,0.02,1162,4.278357054130446,0.6377756453418953,0.4208261617900172,1.00646113701983,-80.25945175502028,0.00794642414563967,4/8,"{2019: -8.81, 2020: -29.74, 2021: -30.29, 2022: 31.07, 2023: -6.61, 2024: 9.29, 2025: 34.62, 2026: 4.74}",173.21960054077493,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.27_sl0.02_v2
long,3,6,london,0.27,0.05,1159,-8.79362217942041,-1.3108672299704838,0.4296807592752373,0.9863291750127017,-80.69570313013502,-0.01624457287219489,4/8,"{2019: -9.83, 2020: -28.62, 2021: -33.28, 2022: 29.07, 2023: -7.8, 2024: 10.69, 2025: 27.41, 2026: 3.56}",172.77238986812233,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.27_sl0.05_v2
long,3,6,london,0.27,0.1,1155,-3.3640222980681287,-0.5014755582458013,0.4484848484848485,0.9944666598898693,-64.51039764549043,-0.007773561728786781,4/8,"{2019: -11.24, 2020: -26.75, 2021: -20.94, 2022: 23.76, 2023: -12.12, 2024: 8.43, 2025: 31.81, 2026: 3.7}",172.1761089712522,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.27_sl0.1_v2
long,3,6,london,0.5,0.02,1162,48.603898078502525,7.24539398440856,0.4018932874354561,1.0710880384716972,-77.09420978625973,0.09398103962017502,4/8,"{2019: -16.21, 2020: -15.45, 2021: -34.73, 2022: 42.64, 2023: -8.81, 2024: 19.58, 2025: 52.41, 2026: 9.16}",173.21960054077493,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.5_sl0.02_v2
long,3,6,london,0.5,0.05,1159,34.41009514331944,5.129520598361319,0.41069887834339946,1.0517740740721078,-77.34294605633032,0.06632176377953579,4/8,"{2019: -16.8, 2020: -14.84, 2021: -37.24, 2022: 39.88, 2023: -9.69, 2024: 21.46, 2025: 44.03, 2026: 7.62}",172.77238986812233,False,False,False,False,False,long_lb3_hold6h_sesslondon_ext0.5_sl0.05_v2
