segment,entry_session,trades,net_r,wr_pct,pf,max_dd_r,positive_years,total_years,positive_months,total_months
pre_0930,asia_late,160,116.89498658106382,88.125,6.9611698231120585,-3.095599853648622,7,7,41,48
pre_0930,london_ny_overlap,51,15.344290793580035,66.66666666666666,1.8731922932609377,-4.068992093905412,5,7,16,25
pre_0930,post_close,101,70.09796481309954,86.13861386138613,5.860713455649151,-2.0829292366425847,7,7,35,37
post_0930,london_ny_overlap,221,7.045486436235278,53.39366515837104,1.067051847085464,-14.177395554464784,3,8,27,63
post_0930,ny_main,499,46.72394634973649,55.91182364729459,1.2144487583499228,-12.725693792449153,5,8,36,78
all,asia_late,160,116.89498658106382,88.125,6.9611698231120585,-3.095599853648622,7,7,41,48
all,london_ny_overlap,272,22.389777229815316,55.88235294117647,1.182553376693349,-12.553345208056523,5,8,32,64
all,ny_main,499,46.72394634973649,55.91182364729459,1.2144487583499228,-12.725693792449153,5,8,36,78
all,post_close,101,70.09796481309954,86.13861386138613,5.860713455649151,-2.0829292366425847,7,7,35,37
