win_start,win_end,anchor,minor_lb,sl_buf,rr,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
19,22,19:45,5,1.0,1.5,3564,-346.6320732609578,-17.097591031970623,0.42536475869809204,0.8493335124315351,-365.142476613496,-0.046824437382749245,2/21,"{2006: -5.06, 2007: -24.39, 2008: -20.06, 2009: -35.7, 2010: -10.71, 2011: -4.26, 2012: -4.39, 2013: 19.87, 2014: -30.76, 2015: -9.1, 2016: -23.7, 2017: -18.96, 2018: -17.19, 2019: -0.84, 2020: -11.9, 2021: -60.74, 2022: -13.07, 2023: -29.1, 2024: -40.06, 2025: -8.96, 2026: 2.44}",175.79393004428792,False,False,False,False,False,w19-22_anc19:45_ml5_sl1.0_RR1.5
19,22,19:45,5,1.0,2.0,3564,-198.51286831515455,-9.791626623312352,0.3824354657687991,0.9193182927640526,-240.29963420003867,-0.04074757190500449,6/21,"{2006: -1.2, 2007: -18.93, 2008: -27.52, 2009: -33.22, 2010: -5.12, 2011: -2.2, 2012: -2.17, 2013: 18.45, 2014: -23.04, 2015: 4.02, 2016: -13.18, 2017: -20.92, 2018: -6.72, 2019: 15.29, 2020: 3.35, 2021: -52.01, 2022: -8.51, 2023: -15.75, 2024: -29.73, 2025: 4.19, 2026: 16.43}",175.79393004428792,False,False,False,False,False,w19-22_anc19:45_ml5_sl1.0_RR2.0
19,22,19:45,5,1.0,3.0,3564,-26.35258814380103,-1.299838674701821,0.3425925925925926,0.9899035655200663,-114.83666171352986,-0.011319021776724777,11/21,"{2006: 7.41, 2007: -5.14, 2008: -19.44, 2009: -19.04, 2010: -8.36, 2011: 7.88, 2012: 8.74, 2013: 15.23, 2014: 2.48, 2015: 21.73, 2016: -8.29, 2017: -20.95, 2018: -9.7, 2019: 20.36, 2020: 10.68, 2021: -52.68, 2022: 1.15, 2023: -6.22, 2024: -31.99, 2025: 31.01, 2026: 28.79}",175.79393004428792,False,False,False,True,False,w19-22_anc19:45_ml5_sl1.0_RR3.0
19,22,19:45,10,0.2,1.5,2826,-465.90123246380017,-22.980529929093382,0.4295824486907289,0.7629740200878277,-484.01266074501876,-0.04747919175031598,1/21,"{2006: -26.72, 2007: -53.07, 2008: -22.75, 2009: -50.99, 2010: -27.97, 2011: -7.46, 2012: -17.22, 2013: -8.97, 2014: -24.18, 2015: -36.0, 2016: -9.95, 2017: -30.6, 2018: -27.4, 2019: -29.06, 2020: -32.11, 2021: -19.94, 2022: -4.87, 2023: -15.52, 2024: -13.51, 2025: -14.69, 2026: 7.1}",139.3921566512788,False,False,False,False,False,w19-22_anc19:45_ml10_sl0.2_RR1.5
19,22,19:45,10,0.2,2.0,2826,-305.4028779847922,-15.063965254708968,0.3842887473460722,0.8559283490114712,-332.7922709879668,-0.04526536992577468,3/21,"{2006: -17.45, 2007: -39.32, 2008: -14.8, 2009: -44.21, 2010: -17.81, 2011: -2.32, 2012: -5.19, 2013: 4.04, 2014: -20.65, 2015: -15.05, 2016: -7.98, 2017: -21.8, 2018: -17.11, 2019: -24.05, 2020: -21.74, 2021: -24.38, 2022: 4.0, 2023: -13.65, 2024: -14.04, 2025: -5.52, 2026: 13.62}",139.3921566512788,False,False,False,False,False,w19-22_anc19:45_ml10_sl0.2_RR2.0
19,22,19:45,10,0.2,3.0,2826,-111.27627880563345,-5.488690901219474,0.3273177636234961,0.9518358732392537,-195.70906957543934,-0.02804515351856888,6/21,"{2006: -12.7, 2007: -26.66, 2008: -9.76, 2009: -48.28, 2010: 6.51, 2011: 9.08, 2012: 5.87, 2013: -10.52, 2014: -14.82, 2015: 9.53, 2016: -19.79, 2017: -0.78, 2018: -0.26, 2019: -24.4, 2020: -0.18, 2021: -25.91, 2022: -2.42, 2023: -0.06, 2024: -2.71, 2025: 27.62, 2026: 29.36}",139.3921566512788,False,False,False,False,False,w19-22_anc19:45_ml10_sl0.2_RR3.0
19,22,19:45,10,0.5,1.5,2827,-318.2441181585915,-15.697358093315808,0.4297842235585426,0.8295849653921288,-332.33041187775524,-0.04723419083020888,2/21,"{2006: -21.57, 2007: -27.43, 2008: -21.21, 2009: -35.97, 2010: -16.01, 2011: -12.11, 2012: -2.81, 2013: 4.27, 2014: -31.04, 2015: -5.81, 2016: -10.51, 2017: -29.93, 2018: -20.92, 2019: -20.89, 2020: -26.54, 2021: -19.24, 2022: -3.8, 2023: -1.89, 2024: -6.22, 2025: -13.28, 2026: 4.66}",139.4414815474753,False,False,False,False,False,w19-22_anc19:45_ml10_sl0.5_RR1.5
19,22,19:45,10,0.5,2.0,2827,-191.8048152055569,-9.46075260000091,0.38273788468340997,0.9048387203577235,-223.61448923932966,-0.042308316568320736,5/21,"{2006: -14.5, 2007: -19.27, 2008: -12.98, 2009: -31.17, 2010: 1.08, 2011: -0.86, 2012: 13.42, 2013: 9.77, 2014: -23.99, 2015: 8.24, 2016: -15.62, 2017: -18.27, 2018: -9.19, 2019: -15.61, 2020: -14.52, 2021: -25.41, 2022: -4.28, 2023: -15.05, 2024: -12.98, 2025: -4.28, 2026: 13.67}",139.4414815474753,False,False,False,False,False,w19-22_anc19:45_ml10_sl0.5_RR2.0
19,22,19:45,10,0.5,3.0,2827,-3.9056733391804563,-0.19264693203247182,0.3363990095507605,0.9981910245762873,-85.09180501891781,-0.0022639892524273296,10/21,"{2006: -13.76, 2007: -3.63, 2008: 2.34, 2009: -34.37, 2010: 7.03, 2011: 15.13, 2012: 19.15, 2013: -6.51, 2014: -18.69, 2015: 25.91, 2016: -11.3, 2017: -7.25, 2018: -3.07, 2019: 1.61, 2020: 7.56, 2021: -15.37, 2022: -16.5, 2023: 6.09, 2024: -10.71, 2025: 23.22, 2026: 29.19}",139.4414815474753,False,False,False,True,False,w19-22_anc19:45_ml10_sl0.5_RR3.0
19,22,19:45,10,1.0,1.5,2827,-199.33350581614803,-9.832104482863802,0.43155288291475064,0.8866167154202497,-213.32104468634677,-0.04609064472434157,4/21,"{2006: -17.54, 2007: -14.79, 2008: -12.33, 2009: -26.92, 2010: -6.16, 2011: -7.15, 2012: 3.81, 2013: 9.97, 2014: -15.78, 2015: 8.81, 2016: -14.77, 2017: -7.77, 2018: -17.79, 2019: -3.68, 2020: -13.53, 2021: -33.94, 2022: -1.15, 2023: -9.14, 2024: -11.75, 2025: -14.98, 2026: 7.24}",139.4414815474753,False,False,False,False,False,w19-22_anc19:45_ml10_sl1.0_RR1.5
19,22,19:45,10,1.0,2.0,2827,-84.20068710752116,-4.153190151251557,0.39228864520693313,0.954925635701852,-118.59450141740227,-0.035020090321338695,7/21,"{2006: -13.66, 2007: -3.56, 2008: -12.85, 2009: -21.06, 2010: 6.41, 2011: -0.7, 2012: 6.99, 2013: -6.55, 2014: -13.45, 2015: 17.48, 2016: -3.51, 2017: -6.56, 2018: -10.75, 2019: 6.06, 2020: 1.06, 2021: -21.68, 2022: -7.99, 2023: -3.75, 2024: -14.21, 2025: 1.32, 2026: 16.74}",139.4414815474753,False,False,False,True,False,w19-22_anc19:45_ml10_sl1.0_RR2.0
19,22,19:45,10,1.0,3.0,2827,38.32489513458206,1.8903714742545985,0.35691545808277325,1.0194004613117944,-64.52172043899441,0.02929821866795932,10/21,"{2006: -6.23, 2007: 3.6, 2008: -9.86, 2009: -4.78, 2010: -0.75, 2011: 9.14, 2012: 18.29, 2013: -7.5, 2014: 4.22, 2015: 31.28, 2016: -3.52, 2017: -8.44, 2018: -24.27, 2019: 20.39, 2020: 5.94, 2021: -29.78, 2022: -5.24, 2023: 13.35, 2024: -11.13, 2025: 14.72, 2026: 28.91}",139.4414815474753,False,False,False,True,False,w19-22_anc19:45_ml10_sl1.0_RR3.0
19,23,19:55,3,0.2,1.5,4127,-2638827907727.313,-130160645022.42145,0.42088684274291255,7.777174151829336e-10,-2638827907741.1377,-0.04932517374118581,0/21,"{2006: -29.87, 2007: -2638827906762.24, 2008: -75.9, 2009: -80.05, 2010: -65.18, 2011: -22.97, 2012: -55.95, 2013: -33.72, 2014: -49.49, 2015: -77.23, 2016: -32.75, 2017: -65.96, 2018: -47.04, 2019: -50.88, 2020: -14.28, 2021: -98.4, 2022: -32.82, 2023: -70.4, 2024: -49.27, 2025: -10.82, 2026: -2.06}",203.5649920309403,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.2_RR1.5
19,23,19:55,3,0.2,2.0,4127,-2638827907491.936,-130160645010.81143,0.37242549067118974,9.62639828121951e-10,-2638827907511.609,-0.04932517374107649,2/21,"{2006: -23.31, 2007: -2638827906748.13, 2008: -65.89, 2009: -75.55, 2010: -47.07, 2011: 5.03, 2012: -51.39, 2013: -13.17, 2014: -27.99, 2015: -56.06, 2016: -15.82, 2017: -54.5, 2018: -27.94, 2019: -45.09, 2020: -17.87, 2021: -87.9, 2022: -23.06, 2023: -62.84, 2024: -46.27, 2025: -10.54, 2026: 3.44}",203.5649920309403,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.2_RR2.0
19,23,19:55,3,0.2,3.0,4127,-2638827907130.594,-130160644992.98819,0.3111218803004604,1.224381822934123e-09,-2638827907193.6353,-0.04932517374026585,5/21,"{2006: 9.89, 2007: -2638827906732.59, 2008: -54.81, 2009: -48.18, 2010: -31.56, 2011: 29.88, 2012: -32.78, 2013: 18.99, 2014: -12.44, 2015: -33.3, 2016: -13.72, 2017: -43.47, 2018: -27.8, 2019: -28.71, 2020: -11.84, 2021: -89.56, 2022: -2.1, 2023: -46.15, 2024: -22.5, 2025: 29.95, 2026: 12.22}",203.5649920309403,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.2_RR3.0
19,23,19:55,3,0.5,1.5,4131,-877.5045495778782,-43.28306436683659,0.41999515855725006,0.7130766520990254,-885.5629507150558,-0.04887632700971432,0/21,"{2006: -22.07, 2007: -55.2, 2008: -64.27, 2009: -54.35, 2010: -32.49, 2011: -4.34, 2012: -192.86, 2013: -17.88, 2014: -28.76, 2015: -52.72, 2016: -14.46, 2017: -54.79, 2018: -32.1, 2019: -26.01, 2020: -12.26, 2021: -75.99, 2022: -33.61, 2023: -49.22, 2024: -32.83, 2025: -14.47, 2026: -6.84}",203.76229272590606,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.5_RR1.5
19,23,19:55,3,0.5,2.0,4131,-745.6250586588769,-36.77808556432364,0.36528685548293394,0.7759299044318637,-765.7964608052332,-0.04802592783681916,3/21,"{2006: -11.05, 2007: -47.51, 2008: -49.77, 2009: -31.35, 2010: -28.17, 2011: 5.16, 2012: -184.97, 2013: -3.31, 2014: -23.93, 2015: -43.29, 2016: -17.6, 2017: -48.79, 2018: -21.6, 2019: -21.55, 2020: -27.19, 2021: -79.11, 2022: -37.35, 2023: -48.32, 2024: -31.83, 2025: 2.26, 2026: 3.66}",203.76229272590606,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.5_RR2.0
19,23,19:55,3,0.5,3.0,4131,-403.36997679778085,-19.896294187632865,0.31227305737109656,0.8874411572531427,-466.6264052584115,-0.04263859473750647,5/21,"{2006: -5.93, 2007: -15.76, 2008: -36.76, 2009: -43.55, 2010: -12.58, 2011: 18.87, 2012: -154.94, 2013: 20.03, 2014: -19.87, 2015: -20.37, 2016: -14.58, 2017: -35.03, 2018: -15.96, 2019: -8.11, 2020: 7.66, 2021: -61.36, 2022: -11.59, 2023: -26.72, 2024: -8.92, 2025: 33.77, 2026: 8.33}",203.76229272590606,True,False,False,False,False,w19-23_anc19:55_ml3_sl0.5_RR3.0
19,23,19:55,3,1.0,1.5,4131,-462.8935650484403,-22.832305519810827,0.4212055192447349,0.8294802730488947,-480.54620384264746,-0.04751323668199688,2/21,"{2006: 3.79, 2007: -26.93, 2008: -31.61, 2009: -35.15, 2010: -26.07, 2011: -0.98, 2012: -27.86, 2013: 4.26, 2014: -20.96, 2015: -27.52, 2016: -19.71, 2017: -33.02, 2018: -25.29, 2019: -10.81, 2020: -12.83, 2021: -79.64, 2022: -16.97, 2023: -36.71, 2024: -28.82, 2025: -4.46, 2026: -5.61}",203.76229272590606,True,False,False,False,False,w19-23_anc19:55_ml3_sl1.0_RR1.5
19,23,19:55,3,1.0,2.0,4131,-249.51079305427464,-12.30716321776763,0.37981118373275236,0.9137271916149976,-286.19563905348303,-0.043002623165294705,6/21,"{2006: 1.37, 2007: -20.52, 2008: -27.18, 2009: -26.38, 2010: -22.22, 2011: 6.7, 2012: -5.99, 2013: 10.22, 2014: -17.82, 2015: -12.52, 2016: -9.25, 2017: -27.2, 2018: -14.28, 2019: 0.92, 2020: -1.21, 2021: -70.46, 2022: -7.94, 2023: -19.11, 2024: -8.02, 2025: 16.5, 2026: 4.89}",203.76229272590606,True,False,False,False,False,w19-23_anc19:55_ml3_sl1.0_RR2.0
19,23,19:55,3,1.0,3.0,4131,-86.55353427439827,-4.269268116020742,0.32946017913338177,0.9721890328686192,-168.6951468600257,-0.025307592989400902,8/21,"{2006: 15.51, 2007: -5.44, 2008: -23.92, 2009: -13.12, 2010: -9.83, 2011: 16.72, 2012: -14.5, 2013: -2.58, 2014: 13.82, 2015: 7.24, 2016: -2.82, 2017: -25.08, 2018: -14.41, 2019: 14.12, 2020: 10.2, 2021: -81.47, 2022: -0.36, 2023: -11.97, 2024: -8.38, 2025: 32.33, 2026: 17.38}",203.76229272590606,True,False,False,True,False,w19-23_anc19:55_ml3_sl1.0_RR3.0
19,23,19:55,5,0.2,1.5,3822,-2638827907491.6533,-130159912617.42491,0.42569335426478283,7.459427806479991e-10,-2638827907506.9614,-0.04932489619620318,0/21,"{2006: -27.32, 2007: -2638827906759.68, 2008: -54.36, 2009: -83.76, 2010: -30.56, 2011: -25.67, 2012: -40.37, 2013: -8.39, 2014: -45.64, 2015: -70.28, 2016: -17.03, 2017: -61.23, 2018: -48.3, 2019: -35.44, 2020: -11.86, 2021: -62.52, 2022: -15.45, 2023: -34.74, 2024: -50.22, 2025: -8.67, 2026: -0.18}",188.51975326298216,False,False,False,False,False,w19-23_anc19:55_ml5_sl0.2_RR1.5
19,23,19:55,5,0.2,2.0,3822,-2638827907299.0425,-130159912607.92441,0.3757195185766614,9.084393349335582e-10,-2638827907323.381,-0.04932489619603438,3/21,"{2006: -22.84, 2007: -2638827906744.58, 2008: -47.86, 2009: -73.26, 2010: -19.9, 2011: 5.33, 2012: -41.17, 2013: 8.53, 2014: -27.61, 2015: -57.29, 2016: -7.71, 2017: -50.31, 2018: -37.05, 2019: -29.85, 2020: -23.58, 2021: -64.52, 2022: -9.03, 2023: -25.41, 2024: -36.07, 2025: -3.71, 2026: 8.85}",188.51975326298216,False,False,False,False,False,w19-23_anc19:55_ml5_sl0.2_RR2.0
19,23,19:55,5,0.2,3.0,3822,-2638827907008.6943,-130159912593.60301,0.31475667189952905,1.129950492647348e-09,-2638827907084.5566,-0.0493248961950713,7/21,"{2006: 3.92, 2007: -2638827906719.16, 2008: -37.99, 2009: -54.24, 2010: -7.85, 2011: 15.19, 2012: -32.99, 2013: 30.23, 2014: -30.47, 2015: -32.41, 2016: -13.05, 2017: -27.23, 2018: -38.16, 2019: -15.16, 2020: 0.96, 2021: -77.0, 2022: 7.44, 2023: -18.25, 2024: -24.01, 2025: 39.86, 2026: 21.67}",188.51975326298216,False,False,False,True,False,w19-23_anc19:55_ml5_sl0.2_RR3.0
19,23,19:55,5,0.5,1.5,3825,-745.6053297641054,-36.776905494163685,0.42169934640522877,0.7332798850318182,-757.4184522164101,-0.04855559748583438,1/21,"{2006: -22.31, 2007: -54.01, 2008: -51.75, 2009: -54.99, 2010: -24.53, 2011: -8.46, 2012: -179.9, 2013: 7.8, 2014: -35.19, 2015: -53.44, 2016: -6.72, 2017: -48.57, 2018: -40.45, 2019: -23.51, 2020: -13.48, 2021: -55.0, 2022: -12.46, 2023: -14.92, 2024: -40.59, 2025: -10.61, 2026: -2.52}",188.66772795157164,False,False,False,False,False,w19-23_anc19:55_ml5_sl0.5_RR1.5
19,23,19:55,5,0.5,2.0,3825,-635.109736442442,-31.32672182340314,0.36705882352941177,0.7909020070491454,-662.4536155993462,-0.04728892874267235,3/21,"{2006: -16.6, 2007: -43.47, 2008: -38.9, 2009: -39.99, 2010: -12.91, 2011: -0.46, 2012: -176.76, 2013: 16.47, 2014: -41.64, 2015: -37.99, 2016: -22.47, 2017: -35.34, 2018: -24.76, 2019: -13.05, 2020: -24.2, 2021: -65.53, 2022: -18.06, 2023: -24.2, 2024: -32.51, 2025: 8.26, 2026: 9.0}",188.66772795157164,False,False,False,False,False,w19-23_anc19:55_ml5_sl0.5_RR2.0
19,23,19:55,5,0.5,3.0,3825,-388.8739450982357,-19.181166975489763,0.3150326797385621,0.8809968551773071,-463.099890697222,-0.04141907040101321,6/21,"{2006: -10.19, 2007: -12.96, 2008: -36.99, 2009: -47.12, 2010: -18.03, 2011: 19.59, 2012: -172.72, 2013: 23.82, 2014: -36.83, 2015: -17.95, 2016: -12.37, 2017: -32.47, 2018: -22.57, 2019: 2.8, 2020: 16.71, 2021: -43.32, 2022: -6.43, 2023: -14.76, 2024: -23.34, 2025: 34.61, 2026: 21.64}",188.66772795157164,False,False,False,False,False,w19-23_anc19:55_ml5_sl0.5_RR3.0
19,23,19:55,5,1.0,1.5,3825,-384.8368160168093,-18.982036002616574,0.4232679738562091,0.8444234787965619,-401.705984010505,-0.04725355548131485,2/21,"{2006: 0.28, 2007: -30.15, 2008: -24.0, 2009: -35.14, 2010: -14.61, 2011: -1.06, 2012: -15.25, 2013: 17.58, 2014: -39.1, 2015: -15.7, 2016: -17.7, 2017: -27.02, 2018: -22.24, 2019: -5.28, 2020: -13.49, 2021: -65.9, 2022: -9.78, 2023: -21.85, 2024: -37.27, 2025: -4.87, 2026: -2.29}",188.66772795157164,False,False,False,False,False,w19-23_anc19:55_ml5_sl1.0_RR1.5
19,23,19:55,5,1.0,2.0,3825,-233.13796257752443,-11.499505803597403,0.3801307189542484,0.9119094640608667,-273.52680722915863,-0.042041604331538904,8/21,"{2006: 4.13, 2007: -23.19, 2008: -29.96, 2009: -34.17, 2010: -13.01, 2011: 3.0, 2012: -14.14, 2013: 18.15, 2014: -33.38, 2015: 0.92, 2016: -4.12, 2017: -28.81, 2018: -14.59, 2019: 8.85, 2020: 2.97, 2021: -55.17, 2022: -2.69, 2023: -15.0, 2024: -25.94, 2025: 10.79, 2026: 12.2}",188.66772795157164,False,False,False,True,False,w19-23_anc19:55_ml5_sl1.0_RR2.0
19,23,19:55,5,1.0,3.0,3825,-48.402067980542164,-2.3874269788356615,0.34065359477124185,0.9827472440616655,-145.87159610712342,-0.016366633687084714,10/21,"{2006: 15.75, 2007: -9.82, 2008: -18.88, 2009: -21.99, 2010: -16.09, 2011: 12.32, 2012: -3.23, 2013: 12.73, 2014: -10.86, 2015: 15.6, 2016: 4.76, 2017: -28.48, 2018: -16.43, 2019: 14.93, 2020: 12.9, 2021: -56.48, 2022: 7.29, 2023: -7.53, 2024: -21.2, 2025: 40.73, 2026: 25.56}",188.66772795157164,False,False,False,True,False,w19-23_anc19:55_ml5_sl1.0_RR3.0
19,23,19:55,10,0.2,1.5,3168,-494.15603959941535,-24.374195358109425,0.4321338383838384,0.7740263354639412,-512.2944497492061,-0.047578488055144495,1/21,"{2006: -21.06, 2007: -58.63, 2008: -22.22, 2009: -48.83, 2010: -34.61, 2011: -11.0, 2012: -16.77, 2013: -3.49, 2014: -30.5, 2015: -46.21, 2016: -3.97, 2017: -45.67, 2018: -29.66, 2019: -31.95, 2020: -27.85, 2021: -18.41, 2022: -4.37, 2023: -10.8, 2024: -17.39, 2025: -16.25, 2026: 5.49}",156.26127115047817,False,False,False,False,False,w19-23_anc19:55_ml10_sl0.2_RR1.5
19,23,19:55,10,0.2,2.0,3168,-310.3332246820357,-15.307154093763206,0.3873106060606061,0.8683264789320361,-337.9331367134074,-0.04529639869778387,4/21,"{2006: -9.79, 2007: -41.38, 2008: -11.76, 2009: -38.06, 2010: -25.45, 2011: -6.86, 2012: -8.75, 2013: 14.48, 2014: -24.51, 2015: -27.77, 2016: 1.0, 2017: -35.36, 2018: -17.06, 2019: -26.43, 2020: -18.2, 2021: -24.35, 2022: 3.99, 2023: -3.79, 2024: -16.49, 2025: -6.3, 2026: 12.51}",156.26127115047817,False,False,False,False,False,w19-23_anc19:55_ml10_sl0.2_RR2.0
19,23,19:55,10,0.2,3.0,3168,-115.29986075173105,-5.687153663048806,0.32891414141414144,0.9552686260875164,-197.1568134552054,-0.028845838819265276,9/21,"{2006: -8.98, 2007: -31.82, 2008: -5.73, 2009: -34.81, 2010: -6.13, 2011: 5.57, 2012: -6.56, 2013: 4.06, 2014: -20.47, 2015: 1.82, 2016: -6.37, 2017: -12.33, 2018: 1.4, 2019: -24.78, 2020: 5.36, 2021: -31.96, 2022: 0.22, 2023: 2.89, 2024: -3.16, 2025: 29.83, 2026: 26.63}",156.26127115047817,False,False,False,True,False,w19-23_anc19:55_ml10_sl0.2_RR3.0
19,23,19:55,10,0.5,1.5,3169,-338.83818047994964,-16.71315807958083,0.4323130325023667,0.8372386199208336,-352.22557696973456,-0.047450154595152894,3/21,"{2006: -16.72, 2007: -31.25, 2008: -20.32, 2009: -30.8, 2010: -22.82, 2011: -12.57, 2012: -6.7, 2013: 9.32, 2014: -36.84, 2015: -17.55, 2016: -2.6, 2017: -42.46, 2018: -23.35, 2019: -20.3, 2020: -24.55, 2021: -19.71, 2022: -6.13, 2023: 5.7, 2024: -9.95, 2025: -12.31, 2026: 3.05}",156.31059604667465,False,False,False,False,False,w19-23_anc19:55_ml10_sl0.5_RR1.5
19,23,19:55,10,0.5,2.0,3169,-206.28984553395827,-10.175225217352308,0.3843483748816661,0.9083922943761179,-235.0795024874002,-0.0432841873055167,3/21,"{2006: -11.15, 2007: -26.75, 2008: -12.59, 2009: -21.5, 2010: -10.23, 2011: -1.82, 2012: 7.52, 2013: 17.74, 2014: -30.49, 2015: -3.51, 2016: -4.7, 2017: -29.29, 2018: -8.2, 2019: -17.02, 2020: -10.78, 2021: -25.05, 2022: -5.51, 2023: -5.21, 2024: -18.28, 2025: -2.04, 2026: 12.56}",156.31059604667465,False,False,False,False,False,w19-23_anc19:55_ml10_sl0.5_RR2.0
19,23,19:55,10,0.5,3.0,3169,1.8448431245320123,0.09099669561634852,0.3385926159671821,1.0007651397808806,-81.58546415858304,0.0011153542675135396,10/21,"{2006: -9.78, 2007: -7.7, 2008: 4.81, 2009: -17.4, 2010: -3.28, 2011: 16.1, 2012: 7.24, 2013: 6.89, 2014: -24.14, 2015: 19.17, 2016: 4.0, 2017: -16.68, 2018: -1.86, 2019: -4.37, 2020: 8.08, 2021: -17.01, 2022: -15.14, 2023: 9.17, 2024: -12.18, 2025: 29.46, 2026: 26.46}",156.31059604667465,False,False,False,True,False,w19-23_anc19:55_ml10_sl0.5_RR3.0
19,23,19:55,10,1.0,1.5,3169,-206.24184652156532,-10.17285767104849,0.4338908172925213,0.894802206372081,-220.4051965078495,-0.046155253289076575,3/21,"{2006: -10.79, 2007: -18.63, 2008: -11.07, 2009: -21.22, 2010: -10.22, 2011: -7.11, 2012: -4.43, 2013: 13.13, 2014: -23.6, 2015: -2.01, 2016: -6.81, 2017: -19.44, 2018: -15.36, 2019: -0.11, 2020: -10.05, 2021: -33.9, 2022: 1.72, 2023: -3.87, 2024: -14.17, 2025: -13.95, 2026: 5.64}",156.31059604667465,False,False,False,False,False,w19-23_anc19:55_ml10_sl1.0_RR1.5
19,23,19:55,10,1.0,2.0,3169,-67.57438134965774,-3.333099345613852,0.39570842537077944,0.9675296450163379,-100.26343125907744,-0.033243419896544654,10/21,"{2006: -2.41, 2007: -5.83, 2008: -12.1, 2009: -10.86, 2010: 1.86, 2011: 1.84, 2012: -6.47, 2013: 0.42, 2014: -19.7, 2015: 8.06, 2016: 6.74, 2017: -17.56, 2018: -8.32, 2019: 10.63, 2020: 5.05, 2021: -20.95, 2022: -4.18, 2023: 3.1, 2024: -16.13, 2025: 3.58, 2026: 15.64}",156.31059604667465,False,False,False,True,False,w19-23_anc19:55_ml10_sl1.0_RR2.0
19,23,19:55,10,1.0,3.0,3169,67.09909784880351,3.309656036270313,0.3606816030293468,1.0305079764823213,-58.31100489445185,0.05675868632792536,13/21,"{2006: 6.45, 2007: 3.84, 2008: -11.31, 2009: 6.1, 2010: -3.14, 2011: 9.32, 2012: 6.84, 2013: 5.42, 2014: -5.18, 2015: 24.0, 2016: 8.45, 2017: -17.44, 2018: -19.9, 2019: 25.62, 2020: 8.9, 2021: -31.05, 2022: -2.38, 2023: 15.87, 2024: -8.61, 2025: 19.11, 2026: 26.18}",156.31059604667465,False,False,False,True,False,w19-23_anc19:55_ml10_sl1.0_RR3.0
19,23,19:45,3,0.2,1.5,4127,-2638827907727.313,-130160645022.42145,0.42088684274291255,7.777174151829336e-10,-2638827907741.1377,-0.04932517374118581,0/21,"{2006: -29.87, 2007: -2638827906762.24, 2008: -75.9, 2009: -80.05, 2010: -65.18, 2011: -22.97, 2012: -55.95, 2013: -33.72, 2014: -49.49, 2015: -77.23, 2016: -32.75, 2017: -65.96, 2018: -47.04, 2019: -50.88, 2020: -14.28, 2021: -98.4, 2022: -32.82, 2023: -70.4, 2024: -49.27, 2025: -10.82, 2026: -2.06}",203.5649920309403,True,False,False,False,False,w19-23_anc19:45_ml3_sl0.2_RR1.5
19,23,19:45,3,0.2,2.0,4127,-2638827907491.936,-130160645010.81143,0.37242549067118974,9.62639828121951e-10,-2638827907511.609,-0.04932517374107649,2/21,"{2006: -23.31, 2007: -2638827906748.13, 2008: -65.89, 2009: -75.55, 2010: -47.07, 2011: 5.03, 2012: -51.39, 2013: -13.17, 2014: -27.99, 2015: -56.06, 2016: -15.82, 2017: -54.5, 2018: -27.94, 2019: -45.09, 2020: -17.87, 2021: -87.9, 2022: -23.06, 2023: -62.84, 2024: -46.27, 2025: -10.54, 2026: 3.44}",203.5649920309403,True,False,False,False,False,w19-23_anc19:45_ml3_sl0.2_RR2.0
19,23,19:45,3,0.2,3.0,4127,-2638827907130.594,-130160644992.98819,0.3111218803004604,1.224381822934123e-09,-2638827907193.6353,-0.04932517374026585,5/21,"{2006: 9.89, 2007: -2638827906732.59, 2008: -54.81, 2009: -48.18, 2010: -31.56, 2011: 29.88, 2012: -32.78, 2013: 18.99, 2014: -12.44, 2015: -33.3, 2016: -13.72, 2017: -43.47, 2018: -27.8, 2019: -28.71, 2020: -11.84, 2021: -89.56, 2022: -2.1, 2023: -46.15, 2024: -22.5, 2025: 29.95, 2026: 12.22}",203.5649920309403,True,False,False,False,False,w19-23_anc19:45_ml3_sl0.2_RR3.0
19,23,19:45,3,0.5,1.5,4131,-877.5045495778782,-43.28306436683659,0.41999515855725006,0.7130766520990254,-885.5629507150558,-0.04887632700971432,0/21,"{2006: -22.07, 2007: -55.2, 2008: -64.27, 2009: -54.35, 2010: -32.49, 2011: -4.34, 2012: -192.86, 2013: -17.88, 2014: -28.76, 2015: -52.72, 2016: -14.46, 2017: -54.79, 2018: -32.1, 2019: -26.01, 2020: -12.26, 2021: -75.99, 2022: -33.61, 2023: -49.22, 2024: -32.83, 2025: -14.47, 2026: -6.84}",203.76229272590606,True,False,False,False,False,w19-23_anc19:45_ml3_sl0.5_RR1.5
