win_start,win_end,anchor,minor_lb,sl_buf,rr,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
19,22,19:55,10,0.2,3.0,2826,-111.27627880563345,-5.488690901219474,0.3273177636234961,0.9518358732392537,-195.70906957543934,-0.02804515351856888,6/21,"{2006: -12.7, 2007: -26.66, 2008: -9.76, 2009: -48.28, 2010: 6.51, 2011: 9.08, 2012: 5.87, 2013: -10.52, 2014: -14.82, 2015: 9.53, 2016: -19.79, 2017: -0.78, 2018: -0.26, 2019: -24.4, 2020: -0.18, 2021: -25.91, 2022: -2.42, 2023: -0.06, 2024: -2.71, 2025: 27.62, 2026: 29.36}",139.3921566512788,False,False,False,False,False,w19-22_anc19:55_ml10_sl0.2_RR3.0
19,22,19:55,10,0.5,1.5,2827,-318.2441181585915,-15.697358093315808,0.4297842235585426,0.8295849653921288,-332.33041187775524,-0.04723419083020888,2/21,"{2006: -21.57, 2007: -27.43, 2008: -21.21, 2009: -35.97, 2010: -16.01, 2011: -12.11, 2012: -2.81, 2013: 4.27, 2014: -31.04, 2015: -5.81, 2016: -10.51, 2017: -29.93, 2018: -20.92, 2019: -20.89, 2020: -26.54, 2021: -19.24, 2022: -3.8, 2023: -1.89, 2024: -6.22, 2025: -13.28, 2026: 4.66}",139.4414815474753,False,False,False,False,False,w19-22_anc19:55_ml10_sl0.5_RR1.5
19,22,19:55,10,0.5,2.0,2827,-191.8048152055569,-9.46075260000091,0.38273788468340997,0.9048387203577235,-223.61448923932966,-0.042308316568320736,5/21,"{2006: -14.5, 2007: -19.27, 2008: -12.98, 2009: -31.17, 2010: 1.08, 2011: -0.86, 2012: 13.42, 2013: 9.77, 2014: -23.99, 2015: 8.24, 2016: -15.62, 2017: -18.27, 2018: -9.19, 2019: -15.61, 2020: -14.52, 2021: -25.41, 2022: -4.28, 2023: -15.05, 2024: -12.98, 2025: -4.28, 2026: 13.67}",139.4414815474753,False,False,False,False,False,w19-22_anc19:55_ml10_sl0.5_RR2.0
19,22,19:55,10,0.5,3.0,2827,-3.9056733391804563,-0.19264693203247182,0.3363990095507605,0.9981910245762873,-85.09180501891781,-0.0022639892524273296,10/21,"{2006: -13.76, 2007: -3.63, 2008: 2.34, 2009: -34.37, 2010: 7.03, 2011: 15.13, 2012: 19.15, 2013: -6.51, 2014: -18.69, 2015: 25.91, 2016: -11.3, 2017: -7.25, 2018: -3.07, 2019: 1.61, 2020: 7.56, 2021: -15.37, 2022: -16.5, 2023: 6.09, 2024: -10.71, 2025: 23.22, 2026: 29.19}",139.4414815474753,False,False,False,True,False,w19-22_anc19:55_ml10_sl0.5_RR3.0
19,22,19:55,10,1.0,1.5,2827,-199.33350581614803,-9.832104482863802,0.43155288291475064,0.8866167154202497,-213.32104468634677,-0.04609064472434157,4/21,"{2006: -17.54, 2007: -14.79, 2008: -12.33, 2009: -26.92, 2010: -6.16, 2011: -7.15, 2012: 3.81, 2013: 9.97, 2014: -15.78, 2015: 8.81, 2016: -14.77, 2017: -7.77, 2018: -17.79, 2019: -3.68, 2020: -13.53, 2021: -33.94, 2022: -1.15, 2023: -9.14, 2024: -11.75, 2025: -14.98, 2026: 7.24}",139.4414815474753,False,False,False,False,False,w19-22_anc19:55_ml10_sl1.0_RR1.5
19,22,19:55,10,1.0,2.0,2827,-84.20068710752116,-4.153190151251557,0.39228864520693313,0.954925635701852,-118.59450141740227,-0.035020090321338695,7/21,"{2006: -13.66, 2007: -3.56, 2008: -12.85, 2009: -21.06, 2010: 6.41, 2011: -0.7, 2012: 6.99, 2013: -6.55, 2014: -13.45, 2015: 17.48, 2016: -3.51, 2017: -6.56, 2018: -10.75, 2019: 6.06, 2020: 1.06, 2021: -21.68, 2022: -7.99, 2023: -3.75, 2024: -14.21, 2025: 1.32, 2026: 16.74}",139.4414815474753,False,False,False,True,False,w19-22_anc19:55_ml10_sl1.0_RR2.0
19,22,19:55,10,1.0,3.0,2827,38.32489513458206,1.8903714742545985,0.35691545808277325,1.0194004613117944,-64.52172043899441,0.02929821866795932,10/21,"{2006: -6.23, 2007: 3.6, 2008: -9.86, 2009: -4.78, 2010: -0.75, 2011: 9.14, 2012: 18.29, 2013: -7.5, 2014: 4.22, 2015: 31.28, 2016: -3.52, 2017: -8.44, 2018: -24.27, 2019: 20.39, 2020: 5.94, 2021: -29.78, 2022: -5.24, 2023: 13.35, 2024: -11.13, 2025: 14.72, 2026: 28.91}",139.4414815474753,False,False,False,True,False,w19-22_anc19:55_ml10_sl1.0_RR3.0
19,22,19:45,3,0.2,1.5,3945,-2638827907674.1562,-130160645019.79948,0.4223067173637516,7.450563607855454e-10,-2638827907688.625,-0.04932517374117377,1/21,"{2006: -30.89, 2007: -2638827906761.38, 2008: -72.82, 2009: -78.83, 2010: -63.23, 2011: -21.6, 2012: -51.33, 2013: -35.22, 2014: -47.87, 2015: -74.36, 2016: -33.04, 2017: -60.16, 2018: -44.46, 2019: -46.16, 2020: -10.47, 2021: -85.34, 2022: -29.85, 2023: -67.05, 2024: -52.81, 2025: -7.9, 2026: 0.63}",194.58781040999745,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.2_RR1.5
19,22,19:45,3,0.2,2.0,3945,-2638827907460.052,-130160645009.23874,0.3726235741444867,9.200041034540479e-10,-2638827907479.8687,-0.0493251737410738,2/21,"{2006: -23.33, 2007: -2638827906749.28, 2008: -63.81, 2009: -74.83, 2010: -46.11, 2011: 5.4, 2012: -44.77, 2013: -16.18, 2014: -25.38, 2015: -56.18, 2016: -18.12, 2017: -50.69, 2018: -28.36, 2019: -40.86, 2020: -11.32, 2021: -75.34, 2022: -22.58, 2023: -62.99, 2024: -52.81, 2025: -8.13, 2026: 5.63}",194.58781040999745,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.2_RR2.0
19,22,19:45,3,0.2,3.0,3945,-2638827907091.8555,-130160644991.0774,0.31254752851711026,1.176328333638352e-09,-2638827907157.504,-0.04932517374021711,5/21,"{2006: 6.87, 2007: -2638827906725.73, 2008: -54.73, 2009: -44.46, 2010: -28.61, 2011: 32.25, 2012: -26.16, 2013: 16.98, 2014: -8.83, 2015: -35.42, 2016: -19.48, 2017: -40.61, 2018: -26.21, 2019: -25.49, 2020: -3.3, 2021: -78.0, 2022: -3.52, 2023: -45.15, 2024: -27.04, 2025: 31.36, 2026: 13.41}",194.58781040999745,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.2_RR3.0
19,22,19:45,3,0.5,1.5,3949,-831.4975114104934,-41.01375921590108,0.4218789566978982,0.7156447670771905,-840.1895106948957,-0.04881489080002894,0/21,"{2006: -24.12, 2007: -53.23, 2008: -61.76, 2009: -53.28, 2010: -31.18, 2011: -3.3, 2012: -186.11, 2013: -19.57, 2014: -25.31, 2015: -50.75, 2016: -16.92, 2017: -51.08, 2018: -28.27, 2019: -22.0, 2020: -6.21, 2021: -65.88, 2022: -31.06, 2023: -49.15, 2024: -36.57, 2025: -11.59, 2026: -4.16}",194.78511110496322,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.5_RR1.5
19,22,19:45,3,0.5,2.0,3949,-697.4066358242289,-34.39970348046621,0.3671815649531527,0.7807932217379653,-717.7116361178122,-0.047929700104262354,3/21,"{2006: -15.1, 2007: -44.05, 2008: -48.26, 2009: -27.78, 2010: -24.87, 2011: 6.2, 2012: -178.46, 2013: -3.5, 2014: -18.98, 2015: -41.32, 2016: -22.06, 2017: -45.78, 2018: -20.27, 2019: -18.03, 2020: -17.9, 2021: -69.99, 2022: -35.91, 2023: -49.25, 2024: -32.57, 2025: 4.64, 2026: 5.84}",194.78511110496322,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.5_RR2.0
19,22,19:45,3,0.5,3.0,3949,-381.31161863236383,-18.808261838672664,0.31299063053937703,0.8888741171272118,-448.78349464495335,-0.04190943308544016,5/21,"{2006: -9.98, 2007: -14.29, 2008: -37.25, 2009: -39.97, 2010: -10.27, 2011: 18.91, 2012: -148.43, 2013: 18.15, 2014: -16.92, 2015: -19.4, 2016: -22.32, 2017: -33.11, 2018: -14.1, 2019: -1.6, 2020: 15.95, 2021: -54.24, 2022: -13.15, 2023: -30.28, 2024: -13.67, 2025: 35.15, 2026: 9.51}",194.78511110496322,False,False,False,False,False,w19-22_anc19:45_ml3_sl0.5_RR3.0
19,22,19:45,3,1.0,1.5,3949,-439.30568278038976,-21.668829128746506,0.42162572803241327,0.8306806218344244,-457.5813620274128,-0.047355139275642895,1/21,"{2006: -1.46, 2007: -25.89, 2008: -29.56, 2009: -31.72, 2010: -22.69, 2011: -4.51, 2012: -21.37, 2013: 4.89, 2014: -18.06, 2015: -28.86, 2016: -22.41, 2017: -29.95, 2018: -22.48, 2019: -9.81, 2020: -8.31, 2021: -74.99, 2022: -14.88, 2023: -39.89, 2024: -32.79, 2025: -1.63, 2026: -2.94}",194.78511110496322,False,False,False,False,False,w19-22_anc19:45_ml3_sl1.0_RR1.5
19,22,19:45,3,1.0,2.0,3949,-234.8150151583123,-11.582291419783612,0.38009622689288425,0.9150463493989026,-276.0010512148689,-0.04196466415182858,7/21,"{2006: -3.37, 2007: -20.98, 2008: -26.13, 2009: -22.95, 2010: -19.34, 2011: 1.67, 2012: 0.5, 2013: 9.85, 2014: -13.42, 2015: -17.35, 2016: -13.95, 2017: -24.8, 2018: -9.92, 2019: 3.92, 2020: 4.8, 2021: -67.81, 2022: -6.89, 2023: -22.53, 2024: -12.0, 2025: 18.83, 2026: 7.06}",194.78511110496322,False,False,False,True,False,w19-22_anc19:45_ml3_sl1.0_RR2.0
19,22,19:45,3,1.0,3.0,3949,-83.06331134091218,-4.0971122634301675,0.3294504937958977,0.9721013707606778,-158.4445920396895,-0.025858328206013265,8/21,"{2006: 6.77, 2007: -5.95, 2008: -22.73, 2009: -9.69, 2010: -7.95, 2011: 10.19, 2012: -8.01, 2013: -0.3, 2014: 20.22, 2015: 4.81, 2016: -6.94, 2017: -21.94, 2018: -11.62, 2019: 16.12, 2020: 14.21, 2021: -78.83, 2022: -2.01, 2023: -14.28, 2024: -17.35, 2025: 33.66, 2026: 18.55}",194.78511110496322,False,False,False,True,False,w19-22_anc19:45_ml3_sl1.0_RR3.0
19,22,19:45,5,0.2,1.5,3561,-2638827907433.54,-130159912614.55849,0.42740803145183937,6.958668219601245e-10,-2638827907450.795,-0.04932489619616679,1/21,"{2006: -22.98, 2007: -2638827906753.49, 2008: -51.78, 2009: -88.53, 2010: -22.98, 2011: -23.39, 2012: -36.21, 2013: -10.4, 2014: -37.75, 2015: -63.87, 2016: -20.21, 2017: -49.64, 2018: -42.78, 2019: -31.97, 2020: -13.38, 2021: -56.66, 2022: -13.89, 2023: -35.71, 2024: -49.8, 2025: -12.7, 2026: 4.57}",175.64595535569845,False,False,False,False,False,w19-22_anc19:45_ml5_sl0.2_RR1.5
19,22,19:45,5,0.2,2.0,3561,-2638827907259.983,-130159912605.9978,0.37629879247402415,8.470758942980094e-10,-2638827907285.479,-0.04932489619601275,3/21,"{2006: -20.0, 2007: -2638827906740.38, 2008: -44.28, 2009: -80.53, 2010: -13.32, 2011: 6.61, 2012: -33.02, 2013: 6.51, 2014: -21.22, 2015: -48.87, 2016: -14.89, 2017: -39.72, 2018: -34.68, 2019: -27.89, 2020: -19.72, 2021: -57.66, 2022: -9.24, 2023: -31.38, 2024: -39.16, 2025: -10.24, 2026: 13.1}",175.64595535569845,False,False,False,False,False,w19-22_anc19:45_ml5_sl0.2_RR2.0
19,22,19:45,5,0.2,3.0,3561,-2638827906965.995,-130159912591.49687,0.3164841336703173,1.0603965917146282e-09,-2638827907033.5806,-0.04932489619522601,8/21,"{2006: 3.77, 2007: -2638827906710.96, 2008: -37.42, 2009: -58.52, 2010: 4.73, 2011: 14.47, 2012: -20.34, 2013: 27.22, 2014: -19.08, 2015: -25.99, 2016: -25.99, 2017: -17.66, 2018: -26.36, 2019: -12.19, 2020: 1.82, 2021: -72.93, 2022: 4.35, 2023: -18.06, 2024: -30.09, 2025: 28.33, 2026: 24.93}",175.64595535569845,False,False,False,True,False,w19-22_anc19:45_ml5_sl0.2_RR3.0
19,22,19:45,5,0.5,1.5,3564,-696.1836286577125,-34.33918521723693,0.42368125701459036,0.733507805578881,-709.6474511555199,-0.04838907708513909,2/21,"{2006: -19.25, 2007: -52.03, 2008: -47.28, 2009: -60.18, 2010: -17.61, 2011: -8.92, 2012: -171.14, 2013: 5.44, 2014: -27.98, 2015: -45.73, 2016: -12.27, 2017: -38.94, 2018: -33.62, 2019: -20.9, 2020: -10.32, 2021: -46.98, 2022: -13.96, 2023: -21.64, 2024: -40.41, 2025: -14.66, 2026: 2.22}",175.79393004428792,False,False,False,False,False,w19-22_anc19:45_ml5_sl0.5_RR1.5
19,22,19:45,5,0.5,2.0,3564,-580.5508845806239,-28.635612118719326,0.36924803591470257,0.7953268747367659,-605.6119453399485,-0.04728376370225868,3/21,"{2006: -15.03, 2007: -38.0, 2008: -35.93, 2009: -41.68, 2010: -3.98, 2011: -2.42, 2012: -166.0, 2013: 17.12, 2014: -29.93, 2015: -27.78, 2016: -31.22, 2017: -26.71, 2018: -15.61, 2019: -8.95, 2020: -20.59, 2021: -59.01, 2022: -20.42, 2023: -36.5, 2024: -32.83, 2025: 1.7, 2026: 13.24}",175.79393004428792,False,False,False,False,False,w19-22_anc19:45_ml5_sl0.5_RR2.0
19,22,19:45,5,0.5,3.0,3564,-357.2890343867703,-17.623244533271347,0.3164983164983165,0.8829901750905685,-423.2003183332365,-0.041642796023122194,6/21,"{2006: -7.63, 2007: -10.48, 2008: -37.02, 2009: -47.81, 2010: -6.1, 2011: 14.63, 2012: -160.41, 2013: 22.06, 2014: -26.12, 2015: -8.74, 2016: -27.4, 2017: -24.44, 2018: -11.42, 2019: 8.9, 2020: 17.31, 2021: -39.41, 2022: -13.79, 2023: -17.69, 2024: -29.66, 2025: 23.05, 2026: 24.89}",175.79393004428792,False,False,False,False,False,w19-22_anc19:45_ml5_sl0.5_RR3.0
