zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped
607,15min,m15_3c_1p5atr,demand,1550.76,1549.6,2020-01-16 21:30:00+00:00,2020-01-16 20:30:00+00:00,2020-01-16 20:45:00+00:00,2020-01-16 21:15:00+00:00,3,1.94419208306282,1.0538611291369928,0.7155172413791971,2020-01-17 02:50:00+00:00,2020-01-17 03:15:00+00:00,1551.04,1549.472714285714,1.5672857142858447,5.333333333333333,True,23312,23313,4,1551.03,0.5399999999999636,6.527208094065643,46.539057515263686,4.421657095979985,1.0,tp1,2020,2020-01,2020-01-17,0.1914137270986988,0.8085862729013011,0.10-0.20R,2,1,1,1.0,12,4,2,1.0,9,4,1.0,18,4,1.0,True,True,True,True,True,20,6,48,7
608,15min,m15_3c_1p5atr,supply,1554.0,1552.72,2020-01-17 00:00:00+00:00,2020-01-16 22:45:00+00:00,2020-01-16 23:00:00+00:00,2020-01-16 23:45:00+00:00,4,1.519658119658092,1.531623931623893,0.4921874999999181,2020-01-17 02:10:00+00:00,2020-01-17 02:20:00+00:00,1551.8,1554.1088571428572,2.3088571428572777,2.1666666666666665,True,23301,23302,1,1551.83,0.7283950617286238,1.035144165325958,1.017819576785051,-2.7026358123993015,1.0,tp1,2020,2020-01,2020-01-17,0.1299344140576585,0.8700655859423414,0.10-0.20R,7,4,2,1.0,24,4,2,1.0,7,4,1.0,8,4,1.0,True,True,True,True,True,21,7,40,7
610,15min,m15_3c_1p5atr,demand,1552.1,1549.87,2020-01-17 03:45:00+00:00,2020-01-17 02:45:00+00:00,2020-01-17 03:00:00+00:00,2020-01-17 03:30:00+00:00,3,3.093667546174088,2.0593667546174506,0.8385650224214689,2020-01-17 04:10:00+00:00,2020-01-17 04:20:00+00:00,1553.43,1549.7315714285712,3.698428571428849,0.4166666666666667,True,23325,23326,1,1553.43,0.8700000000001182,2.1198192282434745,20.368110008110065,1.2437714859591698,1.0,tp1,2020,2020-01,2020-01-17,0.0811155316929909,0.9188844683070092,0.05-0.10R,10,4,2,1.0,28,4,2,1.0,10,4,0.811659192825183,19,4,1.0,True,True,True,True,True,30,7,66,7
612,15min,m15_3c_1p5atr,supply,1556.95,1555.8,2020-01-17 08:30:00+00:00,2020-01-17 07:30:00+00:00,2020-01-17 07:45:00+00:00,2020-01-17 08:15:00+00:00,3,2.7482993197278156,1.5646258503402308,0.6,2020-01-17 08:35:00+00:00,2020-01-17 08:45:00+00:00,1554.87,1557.090428571429,2.2204285714287835,0.0833333333333333,True,23378,23379,1,1554.88,0.5901639344259423,0.3377726307662291,1.0268287975294266,-3.2516245255095777,-1.0,stop,2020,2020-01,2020-01-17,0.1351090523064916,-1.1351090523064915,0.10-0.20R,5,4,2,1.0,13,4,2,1.0,2,2,0.8608695652173312,2,2,0.8608695652173312,True,True,True,True,True,9,7,17,7
614,15min,m15_3c_1p5atr,demand,1555.54,1554.35,2020-01-17 13:00:00+00:00,2020-01-17 12:00:00+00:00,2020-01-17 12:15:00+00:00,2020-01-17 12:45:00+00:00,3,2.414191419141796,1.374587458745924,0.6302521008403072,2020-01-17 15:45:00+00:00,2020-01-17 16:20:00+00:00,1556.76,1554.0795714285714,2.6804285714285925,2.75,True,23469,23470,6,1556.76,0.4819277108433883,1.682566753717406,29.346053402973737,1.466183446144019,1.0,tp1,2020,2020-01,2020-01-17,0.1119224004690072,0.8880775995309927,0.10-0.20R,7,4,2,1.0,22,4,2,1.0,3,1,1.0,7,4,1.0,True,True,True,True,True,13,7,36,7
616,15min,m15_3c_1p5atr,supply,1560.72,1558.42,2020-01-17 16:00:00+00:00,2020-01-17 15:00:00+00:00,2020-01-17 15:15:00+00:00,2020-01-17 15:45:00+00:00,3,3.1417076441662344,1.4394278050960605,0.6217391304348225,2020-01-17 16:50:00+00:00,2020-01-17 17:05:00+00:00,1557.34,1560.971142857143,3.631142857143004,0.8333333333333334,True,23478,23479,2,1557.33,0.3059701492538111,0.8950350145565772,1.0630262019041543,-0.950114092375456,-1.0,stop,2020,2020-01,2020-01-17,0.0826186167282994,-1.0826186167282994,0.05-0.10R,2,2,2,1.0,5,2,2,1.0,0,0,0.0,6,4,1.0,True,True,True,False,True,2,2,17,7
620,15min,m15_3c_1p5atr,demand,1557.59,1556.76,2020-01-20 03:45:00+00:00,2020-01-20 02:45:00+00:00,2020-01-20 03:00:00+00:00,2020-01-20 03:30:00+00:00,3,1.7120743034055144,0.8993808049534923,0.8192771084336096,2020-01-20 03:45:00+00:00,2020-01-20 04:20:00+00:00,1557.97,1555.5271428571427,2.4428571428572923,0.0,True,23601,23602,6,1557.97,0.7931034482760243,4.363742690058246,0.3561403508772196,2.517543859648913,1.0,tp1,2020,2020-01,2020-01-20,0.1228070175438521,0.8771929824561479,0.10-0.20R,2,1,1,1.0,9,4,2,1.0,1,1,1.0,5,4,1.0,True,True,True,True,True,4,4,19,7
621,15min,m15_3c_1p5atr,demand,1559.77,1559.46,2020-01-20 07:45:00+00:00,2020-01-20 06:30:00+00:00,2020-01-20 06:45:00+00:00,2020-01-20 07:30:00+00:00,4,2.7308641975310857,0.5358024691356992,0.2580645161288429,2020-01-20 10:35:00+00:00,2020-01-20 11:00:00+00:00,1560.23,1559.36,0.8699999999998909,2.8333333333333335,True,23681,23682,4,1560.21,0.631578947368715,0.632183908046004,1.0000000000002611,-9.724137931035743,-1.0,stop,2020,2020-01,2020-01-20,0.3448275862069398,-1.34482758620694,>0.20R,1,1,1,1.0,1,1,1,1.0,0,0,0.0,4,4,1.0,True,True,True,False,True,1,1,9,5
622,15min,m15_3c_1p5atr,supply,1562.76,1561.49,2020-01-20 09:15:00+00:00,2020-01-20 08:00:00+00:00,2020-01-20 08:15:00+00:00,2020-01-20 09:00:00+00:00,4,2.0631578947368294,1.7014354066985695,0.3070866141731325,2020-01-20 09:35:00+00:00,2020-01-20 10:05:00+00:00,1560.91,1562.878,1.9679999999998472,0.3333333333333333,True,23670,23671,5,1560.89,0.6947368421050767,1.316056910569282,2.820121951219708,2.8760162601628667,1.0,tp1,2020,2020-01,2020-01-20,0.1524390243902557,0.8475609756097443,0.10-0.20R,1,1,1,1.0,1,1,1,1.0,0,0,0.0,2,1,1.0,True,True,True,False,True,1,1,5,5
623,15min,m15_3c_1p5atr,supply,1560.67,1560.34,2020-01-20 14:30:00+00:00,2020-01-20 13:30:00+00:00,2020-01-20 13:45:00+00:00,2020-01-20 14:15:00+00:00,3,1.934314835787049,0.5232163080409926,0.9393939393940228,2020-01-20 15:05:00+00:00,2020-01-20 15:25:00+00:00,1559.87,1560.7711428571429,0.901142857142986,0.5833333333333334,True,23734,23735,3,1559.87,0.9591836734694256,0.05548509828783,1.2206721623335215,1.0986049460997909,-1.0,stop,2020,2020-01,2020-01-20,0.3329105897272827,-1.3329105897272828,>0.20R,1,1,1,1.0,7,3,2,1.0,0,0,0.0,6,4,1.0,True,True,True,False,True,1,1,19,7
624,15min,m15_3c_1p5atr,demand,1560.67,1560.13,2020-01-21 02:15:00+00:00,2020-01-21 01:15:00+00:00,2020-01-21 01:30:00+00:00,2020-01-21 02:00:00+00:00,3,1.8289786223276732,0.8978622327790533,0.0185185185185029,2020-01-21 02:35:00+00:00,2020-01-21 03:05:00+00:00,1561.34,1560.0384285714288,1.301571428571151,0.3333333333333333,True,23814,23815,5,1561.29,0.6384615384615048,5.600921962464298,2.304906157392655,-7.137526067392559,1.0,tp1,2020,2020-01,2020-01-21,0.2304906157392654,0.7695093842607346,>0.20R,3,1,1,1.0,3,1,1,1.0,0,0,0.0,4,4,1.0,True,True,True,False,True,3,3,11,7
628,15min,m15_3c_1p5atr,supply,1561.57,1559.42,2020-01-21 11:00:00+00:00,2020-01-21 10:00:00+00:00,2020-01-21 10:15:00+00:00,2020-01-21 10:45:00+00:00,3,2.085677749360652,0.9622762148336994,0.0325581395348561,2020-01-21 20:35:00+00:00,2020-01-21 21:05:00+00:00,1558.09,1561.7951428571428,3.705142857142846,9.583333333333334,True,24029,24030,5,1558.18,0.5454545454545037,2.129472547809966,0.4291332510796211,-0.1322486119679239,1.0,tp1,2020,2020-01,2020-01-21,0.0809685379395437,0.9190314620604564,0.05-0.10R,4,2,1,1.0,17,3,2,1.0,0,0,0.0,6,4,1.0,True,True,True,False,True,4,3,29,7
630,15min,m15_3c_1p5atr,demand,1550.92,1547.83,2020-01-21 17:15:00+00:00,2020-01-21 16:15:00+00:00,2020-01-21 16:30:00+00:00,2020-01-21 17:00:00+00:00,3,1.7043805428647991,1.1625907014243948,0.6731391585759965,2020-01-22 04:50:00+00:00,2020-01-22 05:30:00+00:00,1551.75,1547.669571428571,4.080428571428683,11.583333333333334,True,24101,24102,7,1551.75,0.3846153846153308,2.950670447782006,0.2842838637398155,1.6566887231732883,1.0,tp1,2020,2020-01,2020-01-22,0.0735216888982229,0.926478311101777,0.05-0.10R,3,3,2,1.0,17,4,2,1.0,0,0,0.0,23,4,1.0,True,True,True,False,True,3,3,63,7
631,15min,m15_3c_1p5atr,demand,1557.17,1554.41,2020-01-21 21:00:00+00:00,2020-01-21 20:00:00+00:00,2020-01-21 20:15:00+00:00,2020-01-21 20:45:00+00:00,3,2.090410958904154,1.7643835616438774,0.6159420289855257,2020-01-21 21:10:00+00:00,2020-01-21 21:25:00+00:00,1558.38,1554.2257142857145,4.154285714285834,0.1666666666666666,True,24033,24034,2,1558.38,0.6585365853661377,0.31292984869324,1.2733837689133518,0.0746217331499159,-1.0,stop,2020,2020-01,2020-01-21,0.0722145804676733,-1.0722145804676733,0.05-0.10R,3,1,1,1.0,33,4,2,1.0,0,0,0.0,12,4,1.0,True,True,True,False,True,3,3,57,7
633,15min,m15_3c_1p5atr,supply,1555.41,1553.08,2020-01-22 04:30:00+00:00,2020-01-22 03:30:00+00:00,2020-01-22 03:45:00+00:00,2020-01-22 04:15:00+00:00,3,1.5170068027210726,1.585034013605518,0.7296137339055505,2020-01-22 04:30:00+00:00,2020-01-22 04:50:00+00:00,1553.05,1555.595285714286,2.54528571428591,0.0,True,24093,24094,3,1553.05,0.4117647058824316,1.1197171240948436,1.1786496043103991,-2.137284615816212,1.0,tp1,2020,2020-01,2020-01-22,0.1178649604310399,0.8821350395689601,0.10-0.20R,4,2,1,1.0,27,4,2,1.0,0,0,0.0,10,4,0.8240343347639251,True,True,True,False,True,4,3,47,7
634,15min,m15_3c_1p5atr,demand,1552.67,1550.59,2020-01-22 08:45:00+00:00,2020-01-22 07:45:00+00:00,2020-01-22 08:00:00+00:00,2020-01-22 08:30:00+00:00,3,1.6554744525546274,2.1255474452556253,0.8124999999999658,2020-01-22 08:45:00+00:00,2020-01-22 09:25:00+00:00,1552.94,1550.4664285714284,2.4735714285716313,0.0,True,24148,24149,7,1552.93,0.5500000000002558,4.38637019924881,0.0,1.1238810280102924,1.0,tp1,2020,2020-01,2020-01-22,0.1212821253248529,0.8787178746751471,0.10-0.20R,7,4,2,1.0,26,4,2,1.0,0,0,0.0,18,4,1.0,True,True,True,False,True,7,3,62,7
636,15min,m15_3c_1p5atr,demand,1555.03,1553.92,2020-01-22 11:15:00+00:00,2020-01-22 10:15:00+00:00,2020-01-22 10:30:00+00:00,2020-01-22 11:00:00+00:00,3,2.4871508379888008,0.8681564245809009,0.3243243243244683,2020-01-22 15:30:00+00:00,2020-01-22 15:45:00+00:00,1556.23,1553.7340000000002,2.495999999999867,4.25,True,24224,24225,2,1556.24,0.6597222222222288,3.028846153846293,1.129807692307727,2.8806089743591494,1.0,tp1,2020,2020-01,2020-01-22,0.120192307692314,0.879807692307686,0.10-0.20R,4,3,2,1.0,32,4,2,1.0,0,0,0.0,8,4,1.0,True,True,True,False,True,4,3,48,7
637,15min,m15_3c_1p5atr,supply,1559.28,1558.47,2020-01-22 14:00:00+00:00,2020-01-22 13:00:00+00:00,2020-01-22 13:15:00+00:00,2020-01-22 13:45:00+00:00,3,2.61772853185599,0.7853185595567308,0.0123456790123352,2020-01-22 16:50:00+00:00,2020-01-22 17:05:00+00:00,1556.44,1559.515,3.074999999999818,2.8333333333333335,True,24240,24241,2,1556.43,0.793969849246191,0.4943089430894542,1.19349593495937,-2.396747967479781,-1.0,stop,2020,2020-01,2020-01-22,0.0975609756097618,-1.097560975609762,0.05-0.10R,4,2,2,1.0,8,3,2,1.0,0,0,0.0,5,4,1.0,True,True,True,False,True,4,3,18,7
638,15min,m15_3c_1p5atr,supply,1558.95,1557.12,2020-01-22 17:45:00+00:00,2020-01-22 16:45:00+00:00,2020-01-22 17:00:00+00:00,2020-01-22 17:30:00+00:00,3,1.8709976798142929,1.1888631090488144,0.3114754098360044,2020-01-22 17:55:00+00:00,2020-01-22 18:35:00+00:00,1556.51,1559.0972857142858,2.5872857142858265,0.1666666666666666,True,24258,24259,7,1556.52,0.9736842105263394,0.3903704930704891,1.0049141405774709,-3.7065871569762305,-1.0,stop,2020,2020-01,2020-01-22,0.1159516316050968,-1.1159516316050968,0.10-0.20R,10,3,2,1.0,18,4,2,1.0,1,1,0.2732240437158239,2,1,1.0,True,True,True,True,True,12,5,22,7
640,15min,m15_3c_1p5atr,demand,1558.96,1558.71,2020-01-23 01:30:00+00:00,2020-01-22 23:15:00+00:00,2020-01-22 23:30:00+00:00,2020-01-23 01:15:00+00:00,4,3.2414414414413213,0.3153153153153114,0.7200000000002547,2020-01-23 03:25:00+00:00,2020-01-23 03:45:00+00:00,1561.23,1558.4745714285714,2.755428571428638,1.9166666666666667,True,24356,24357,3,1561.24,0.4215686274510503,0.0145167980091112,1.858150145167978,0.0943591870593059,-1.0,stop,2020,2020-01,2020-01-23,0.1088759850684337,-1.1088759850684338,0.10-0.20R,3,3,2,1.0,3,3,2,1.0,0,0,0.0,4,4,1.0,True,True,True,False,True,3,3,11,7
642,15min,m15_3c_1p5atr,supply,1557.5,1556.67,2020-01-23 09:45:00+00:00,2020-01-23 08:45:00+00:00,2020-01-23 09:00:00+00:00,2020-01-23 09:30:00+00:00,3,1.5730337078649712,0.5934627170581454,0.6746987951809902,2020-01-23 10:50:00+00:00,2020-01-23 11:05:00+00:00,1555.24,1557.6944285714285,2.4544285714284797,1.0833333333333333,True,24444,24445,2,1555.24,0.4795321637426426,1.3445084686572697,1.083755311099544,-2.8601361969618595,1.0,tp1,2020,2020-01,2020-01-23,0.1222280426052079,0.877771957394792,0.10-0.20R,6,3,2,1.0,23,4,2,1.0,1,1,1.0,5,2,1.0,True,True,True,True,True,8,5,33,7
643,15min,m15_3c_1p5atr,demand,1554.31,1552.92,2020-01-23 14:45:00+00:00,2020-01-23 13:45:00+00:00,2020-01-23 14:00:00+00:00,2020-01-23 14:30:00+00:00,3,2.048536759457486,1.389007851534492,0.9064748201439614,2020-01-23 14:45:00+00:00,2020-01-23 14:55:00+00:00,1555.27,1552.7764285714286,2.4935714285713857,0.0,True,24490,24491,1,1555.26,0.841463414634045,5.093096533944534,0.2646806072758895,2.4743626468061444,1.0,tp1,2020,2020-01,2020-01-23,0.1203093669435712,0.8796906330564288,0.10-0.20R,2,1,1,1.0,19,4,2,1.0,4,4,0.46043165467620956,11,4,1.0,True,True,True,True,True,10,6,41,7
644,15min,m15_3c_1p5atr,demand,1557.26,1554.61,2020-01-23 16:45:00+00:00,2020-01-23 15:30:00+00:00,2020-01-23 15:45:00+00:00,2020-01-23 16:30:00+00:00,4,3.745192307692333,1.27403846153852,0.5132075471698417,2020-01-23 19:00:00+00:00,2020-01-23 19:20:00+00:00,1564.65,1554.2844285714284,10.365571428571684,2.25,True,24543,24544,3,1564.63,0.69230769230775,1.0824294711889175,0.7804683085488998,0.7602089334196697,1.0,tp1,2020,2020-01,2020-01-23,0.0289419644702924,0.9710580355297076,<=0.03R,8,3,2,1.0,39,4,2,1.0,8,4,0.46037735849056055,20,4,1.0,True,True,True,True,True,24,7,79,7
645,15min,m15_3c_1p5atr,demand,1563.35,1560.25,2020-01-23 18:30:00+00:00,2020-01-23 17:00:00+00:00,2020-01-23 17:15:00+00:00,2020-01-23 18:15:00+00:00,5,2.1773533424284155,1.1841746248294451,0.7741935483871488,2020-01-23 19:00:00+00:00,2020-01-23 19:20:00+00:00,1564.65,1559.9244285714285,4.725571428571584,0.5,True,24543,24544,3,1564.63,0.69230769230775,0.7025605368964839,1.0496085129538109,1.6675232020314206,-1.0,stop,2020,2020-01,2020-01-23,0.0634843858641413,-1.0634843858641414,0.05-0.10R,2,2,2,1.0,8,3,2,1.0,2,1,0.5258064516129538,6,4,1.0,True,True,True,True,True,6,6,20,7
647,15min,m15_3c_1p5atr,supply,1563.23,1562.73,2020-01-24 01:45:00+00:00,2020-01-23 23:30:00+00:00,2020-01-23 23:45:00+00:00,2020-01-24 01:30:00+00:00,4,1.7783538561244323,0.4536616979909182,0.599999999999909,2020-01-24 03:45:00+00:00,2020-01-24 04:20:00+00:00,1561.7,1563.3465714285717,1.6465714285714057,2.0,True,24639,24640,6,1561.7,0.622641509433857,3.1216380357453755,2.8301231997223177,-11.205101509630584,1.0,tp1,2020,2020-01,2020-01-24,0.1821967725143179,0.817803227485682,0.10-0.20R,1,1,1,1.0,5,3,2,1.0,2,2,0.5799999999999272,3,2,0.900000000000091,True,True,True,True,True,5,5,11,7
648,15min,m15_3c_1p5atr,supply,1562.12,1561.13,2020-01-24 06:45:00+00:00,2020-01-24 05:30:00+00:00,2020-01-24 05:45:00+00:00,2020-01-24 06:30:00+00:00,4,2.8386050283862767,1.1240875912407178,0.8484848484849529,2020-01-24 07:50:00+00:00,2020-01-24 08:00:00+00:00,1560.54,1562.1854285714285,1.6454285714285106,1.0833333333333333,True,24683,24684,1,1560.55,0.7200000000002547,1.780691092203612,1.4464316721654262,-10.793540545233942,1.0,tp1,2020,2020-01,2020-01-24,0.1823233200208436,0.8176766799791564,0.10-0.20R,2,2,2,1.0,16,3,2,1.0,2,2,1.0,4,2,1.0,True,True,True,True,True,6,6,24,7
651,15min,m15_3c_1p5atr,supply,1563.0,1561.29,2020-01-24 13:15:00+00:00,2020-01-24 12:00:00+00:00,2020-01-24 12:15:00+00:00,2020-01-24 13:00:00+00:00,4,2.531997774067919,1.332220367278841,0.6900584795321862,2020-01-24 15:40:00+00:00,2020-01-24 16:20:00+00:00,1560.68,1563.2331428571429,2.5531428571428023,2.4166666666666665,True,24783,24784,7,1560.67,0.347560975609696,0.3564234556849099,2.2247090420769755,-7.943151298120124,-1.0,stop,2020,2020-01,2020-01-24,0.1175022381378718,-1.117502238137872,0.10-0.20R,9,3,2,1.0,21,3,2,1.0,3,2,1.0,5,2,1.0,True,True,True,True,True,15,7,31,7
652,15min,m15_3c_1p5atr,supply,1560.41,1558.74,2020-01-24 15:00:00+00:00,2020-01-24 14:00:00+00:00,2020-01-24 14:15:00+00:00,2020-01-24 14:45:00+00:00,3,1.5724637681158844,1.4118357487923563,0.4970059880238868,2020-01-24 15:20:00+00:00,2020-01-24 15:25:00+00:00,1557.48,1560.5888571428573,3.108857142857232,0.3333333333333333,True,24772,24773,0,1557.48,0.0,0.0,1.2544802867383444,-8.842477713445204,-1.0,stop,2020,2020-01,2020-01-24,0.096498483595255,-1.096498483595255,0.05-0.10R,2,2,2,1.0,26,3,2,1.0,4,3,1.0,10,4,1.0,True,True,True,True,True,10,6,46,7
658,15min,m15_3c_1p5atr,supply,1580.72,1578.83,2020-01-27 08:45:00+00:00,2020-01-27 07:45:00+00:00,2020-01-27 08:00:00+00:00,2020-01-27 08:30:00+00:00,3,1.6258064516127884,1.8967741935484816,0.8412698412697535,2020-01-27 08:45:00+00:00,2020-01-27 09:05:00+00:00,1578.29,1580.8584285714287,2.56842857142874,0.0,True,24972,24973,3,1578.3,0.5042735042736953,0.934423494076308,1.0434395683852948,-0.2725401857722897,-1.0,stop,2020,2020-01,2020-01-27,0.1168029367595451,-1.1168029367595451,0.10-0.20R,2,2,2,1.0,2,2,2,1.0,0,0,0.0,5,4,0.28042328042325115,True,True,True,False,True,2,2,12,6
659,15min,m15_3c_1p5atr,demand,1578.5,1575.89,2020-01-27 11:15:00+00:00,2020-01-27 10:15:00+00:00,2020-01-27 10:30:00+00:00,2020-01-27 11:00:00+00:00,3,2.9031456953642234,1.5124172185429834,0.8659003831417922,2020-01-27 16:45:00+00:00,2020-01-27 17:05:00+00:00,1581.71,1575.4917142857144,6.218285714285685,5.5,True,25068,25069,3,1581.7,0.7056451612903174,0.4358114317221178,1.0903326594376042,-1.7400294063591233,-1.0,stop,2020,2020-01,2020-01-27,0.0482448079397171,-1.0482448079397173,0.03-0.05R,4,3,2,1.0,4,3,2,1.0,3,3,0.6398467432950715,3,3,0.6398467432950715,True,True,True,True,True,10,7,10,7
660,15min,m15_3c_1p5atr,demand,1583.56,1582.18,2020-01-27 13:00:00+00:00,2020-01-27 12:00:00+00:00,2020-01-27 12:15:00+00:00,2020-01-27 12:45:00+00:00,3,1.5487465181058278,0.7688022284121871,0.0579710144927058,2020-01-27 13:20:00+00:00,2020-01-27 13:40:00+00:00,1584.0,1582.008142857143,1.991857142857043,0.3333333333333333,True,25027,25028,3,1584.0,0.6976744186046265,0.522125797891423,1.049272036147182,-5.216237538550121,-1.0,stop,2020,2020-01,2020-01-27,0.1506132109302234,-1.1506132109302234,0.10-0.20R,2,2,2,1.0,2,2,2,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,2,2,2,2
661,15min,m15_3c_1p5atr,demand,1579.93,1579.29,2020-01-27 23:00:00+00:00,2020-01-27 21:15:00+00:00,2020-01-27 21:30:00+00:00,2020-01-27 22:45:00+00:00,6,2.066541705717031,0.4198687910028789,0.0625000000002886,2020-01-28 05:55:00+00:00,2020-01-28 06:15:00+00:00,1580.27,1579.2025714285714,1.067428571428536,6.916666666666667,True,25214,25215,3,1580.26,0.7317073170733195,0.0655781584581866,1.152301927194916,-13.537205567452313,-1.0,stop,2020,2020-01,2020-01-28,0.2810492505353412,-1.2810492505353412,>0.20R,5,3,2,1.0,6,3,2,1.0,4,3,1.0,4,3,1.0,True,True,True,True,True,13,7,14,7
662,15min,m15_3c_1p5atr,supply,1579.38,1578.32,2020-01-28 10:00:00+00:00,2020-01-28 08:30:00+00:00,2020-01-28 08:45:00+00:00,2020-01-28 09:45:00+00:00,5,1.8153241650294885,0.9718402095613908,0.0754716981133411,2020-01-28 10:00:00+00:00,2020-01-28 10:15:00+00:00,1578.26,1579.5414285714287,1.2814285714287053,0.0,True,25262,25263,2,1578.25,0.8333333333334596,0.3355629877369154,1.0379041248604814,6.656633221849897,-1.0,stop,2020,2020-01,2020-01-28,0.2341137123745574,-1.2341137123745574,>0.20R,2,1,1,1.0,6,3,2,1.0,0,0,0.0,5,4,0.9811320754715038,True,True,True,False,True,2,2,16,7
665,15min,m15_3c_1p5atr,supply,1578.01,1574.34,2020-01-28 17:30:00+00:00,2020-01-28 16:30:00+00:00,2020-01-28 16:45:00+00:00,2020-01-28 17:15:00+00:00,3,2.707583196944912,1.4015275504637714,0.3051771117165854,2020-01-29 17:10:00+00:00,2020-01-29 17:25:00+00:00,1571.12,1578.3318571428572,7.211857142857298,23.666666666666668,True,25624,25625,2,1571.11,0.8905109489050526,0.3189192401402321,1.0635263355981095,-1.5821167521739763,-1.0,stop,2020,2020-01,2020-01-29,0.0415981617574224,-1.0415981617574224,0.03-0.05R,0,0,0,0.0,3,1,1,1.0,1,1,1.0,6,4,1.0,False,True,False,True,True,2,2,15,7
670,15min,m15_3c_1p5atr,demand,1565.37,1563.44,2020-01-29 06:15:00+00:00,2020-01-29 05:00:00+00:00,2020-01-29 05:15:00+00:00,2020-01-29 06:00:00+00:00,4,1.5855764347384544,1.372270187912526,0.8860103626943945,2020-01-29 06:25:00+00:00,2020-01-29 06:35:00+00:00,1565.59,1563.3584285714287,2.2315714285712147,0.1666666666666666,True,25494,25495,1,1565.57,0.7500000000001292,6.833749439857258,0.3181614493309736,6.269124895973974,1.0,tp1,2020,2020-01,2020-01-29,0.1344344152103067,0.8655655847896933,0.10-0.20R,1,1,1,1.0,2,1,1,1.0,0,0,0.0,4,4,0.6269430051814192,True,True,True,False,True,1,1,10,6
672,15min,m15_3c_1p5atr,demand,1569.72,1568.43,2020-01-29 11:45:00+00:00,2020-01-29 10:45:00+00:00,2020-01-29 11:00:00+00:00,2020-01-29 11:30:00+00:00,3,1.828538550057511,1.039125431530459,0.3488372093023706,2020-01-29 13:00:00+00:00,2020-01-29 13:15:00+00:00,1571.26,1568.3012857142858,2.9587142857142226,1.25,True,25574,25575,2,1571.26,1.0,0.3988218820916721,1.03423301627155,2.9979238086042272,-1.0,stop,2020,2020-01,2020-01-29,0.1013953937521145,-1.1013953937521146,0.10-0.20R,4,3,2,1.0,4,3,2,1.0,0,0,0.0,4,4,0.07751937984506918,True,True,True,False,True,4,3,12,7
674,15min,m15_3c_1p5atr,demand,1578.51,1577.01,2020-01-30 09:00:00+00:00,2020-01-30 08:00:00+00:00,2020-01-30 08:15:00+00:00,2020-01-30 08:45:00+00:00,3,2.3692307692306187,1.538461538461477,0.7533333333334061,2020-01-30 09:00:00+00:00,2020-01-30 09:05:00+00:00,1579.25,1576.8418571428572,2.4081428571428205,0.0,True,25800,25801,0,1579.26,0.05076142131975,1.5821320519665436,1.1544165628522338,-1.054754701311029,1.0,tp1,2020,2020-01,2020-01-30,0.1245773269265012,0.8754226730734987,0.10-0.20R,5,2,2,1.0,16,4,2,1.0,4,3,1.0,4,3,1.0,True,True,True,True,True,13,7,24,7
675,15min,m15_3c_1p5atr,supply,1583.06,1580.85,2020-01-30 11:30:00+00:00,2020-01-30 10:15:00+00:00,2020-01-30 10:30:00+00:00,2020-01-30 11:15:00+00:00,4,1.7826284674853357,1.407003183265143,0.3438914027150252,2020-01-30 13:00:00+00:00,2020-01-30 13:40:00+00:00,1580.41,1583.183,2.772999999999911,1.5,True,25855,25856,7,1580.36,0.8734177215188452,2.928236566895196,1.5686981608366566,0.53371799495134,1.0,tp1,2020,2020-01,2020-01-30,0.1081860800577027,0.8918139199422973,0.10-0.20R,2,2,2,1.0,15,4,2,1.0,4,3,1.0,4,3,1.0,True,True,True,True,True,10,6,23,7
