direction,fvg_max_age_h,session,swing_lookback,require_m15_inside_h4,tp,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7,gate_ALL_PASS,label
long,4,all,10,True,2.0,75,-15.805582786503622,-2.4284777501557606,0.56,0.8083963948252529,-17.6395576725017,-0.13767225886517062,4/8,"{2019: -7.62, 2020: -8.08, 2021: 3.03, 2022: 2.04, 2023: -5.79, 2024: 1.09, 2025: -1.78, 2026: 1.3}",11.52351252857362,False,False,False,False,False,long_age4h_sessall_sw10_inside1_TP2.0R
long,4,all,10,True,3.0,75,10.084709010376136,1.5494836083745156,0.52,1.1243749295039713,-17.194540490371093,0.09011485996047543,5/8,"{2019: -6.62, 2020: -5.59, 2021: 5.03, 2022: 7.04, 2023: 0.21, 2024: 6.49, 2025: 4.22, 2026: -0.7}",11.52351252857362,False,False,False,False,False,long_age4h_sessall_sw10_inside1_TP3.0R
long,4,all,10,True,4.0,75,33.15237347261058,5.093757214181063,0.49333333333333335,1.415982731176431,-17.477559358295636,0.29144556798563165,6/8,"{2019: -5.62, 2020: -7.08, 2021: 10.03, 2022: 8.61, 2023: 6.21, 2024: 9.49, 2025: 11.22, 2026: 0.3}",11.52351252857362,False,True,False,False,False,long_age4h_sessall_sw10_inside1_TP4.0R
long,4,all,10,False,2.0,89,21.76987427642348,3.3719806854429244,0.6292134831460674,1.3046953019455114,-11.278332561596862,0.2989786537173627,6/8,"{2019: -10.41, 2020: 11.72, 2021: 5.7, 2022: 6.02, 2023: -3.79, 2024: 7.46, 2025: 3.78, 2026: 1.3}",13.785393392438278,False,True,False,False,False,long_age4h_sessall_sw10_inside0_TP2.0R
long,4,all,10,False,3.0,89,53.66016607330324,8.311533694652304,0.5617977528089888,1.7223650684966125,-8.265486725748573,1.005570993025769,6/8,"{2019: -8.41, 2020: 13.21, 2021: 3.7, 2022: 12.02, 2023: 4.21, 2024: 15.86, 2025: 13.78, 2026: -0.7}",13.785393392438278,False,True,False,False,False,long_age4h_sessall_sw10_inside0_TP3.0R
long,4,all,10,False,4.0,89,76.2818580404492,11.815454177457562,0.5056179775280899,2.042885648824321,-7.2654867257485805,1.6262439976091467,7/8,"{2019: -6.41, 2020: 13.71, 2021: 5.25, 2022: 9.58, 2023: 7.21, 2024: 21.86, 2025: 24.78, 2026: 0.3}",13.785393392438278,False,True,True,True,False,long_age4h_sessall_sw10_inside0_TP4.0R
long,4,all,20,True,2.0,119,-91.49620938226893,-14.058102868447616,0.48739495798319327,0.5132852671829919,-100.5347125743374,-0.1398333223268806,3/8,"{2019: -1.46, 2020: -51.22, 2021: 2.48, 2022: -30.79, 2023: 6.97, 2024: -18.09, 2025: 3.97, 2026: -3.35}",18.283973212003477,False,False,False,False,False,long_age4h_sessall_sw20_inside1_TP2.0R
long,4,all,20,True,3.0,119,-60.31303457717118,-9.266906794484347,0.4369747899159664,0.6766192478500619,-79.24291858636869,-0.11694302733668412,3/8,"{2019: -0.46, 2020: -44.75, 2021: 8.05, 2022: -31.34, 2023: 7.97, 2024: -12.29, 2025: 13.86, 2026: -1.35}",18.283973212003477,False,False,False,False,False,long_age4h_sessall_sw20_inside1_TP3.0R
long,4,all,20,True,4.0,119,-18.372620247113456,-2.822894928004497,0.453781512605042,0.8991663454887681,-52.707181471730394,-0.05355807025117749,4/8,"{2019: 0.54, 2020: -37.75, 2021: 14.05, 2022: -27.34, 2023: 11.39, 2024: -1.29, 2025: 26.38, 2026: -4.35}",18.283973212003477,False,False,False,False,False,long_age4h_sessall_sw20_inside1_TP4.0R
long,4,all,20,False,2.0,123,-20.651785651661918,-3.1736006478520378,0.5691056910569106,0.8544009255711509,-64.36973139327348,-0.04930268589226509,5/8,"{2019: -11.02, 2020: -31.72, 2021: 3.66, 2022: -25.07, 2023: 7.68, 2024: 17.85, 2025: 16.53, 2026: 1.45}",18.90165268369361,False,False,False,False,False,long_age4h_sessall_sw20_inside0_TP2.0R
