rule,n_flags,trades,net_r,r_per_year,wr_pct,pf,max_dd_r,mar,positive_years,total_years,positive_months,total_months
intraday_stack_7d + risk_ge_15,2,829,-7.170015414870586,-0.9815772602254429,50.06031363088058,0.9825626037512607,-28.837073868587147,-0.034038726144634816,3,8,25,51
intraday_stack_7d + dir_demand,2,6585,-522.6454691145569,-72.03632362041205,50.372057706909644,0.8522004745378461,-545.0309014579857,-0.13216924660181867,1,8,20,86
intraday_stack_7d + dir_supply,2,6157,-472.03413784029306,-64.62161500980774,50.72275458827351,0.8571943657776852,-506.8490382137351,-0.12749676952638747,1,8,24,88
stack_score3 + stack_7d30d_score3,2,9636,-675.5195168114851,-93.4950752237192,50.81984225819842,0.8683916545249476,-687.0232179126327,-0.1360872133372482,0,8,20,87
stack_score3 + orb_continuation,2,2125,93.37888624647562,13.88706767163079,55.81176470588235,1.0935334132458612,-31.934512608156744,0.43486079909933373,5,8,48,82
stack_score3 + orb_reversal,2,1634,-292.3580075502471,-43.478730560964074,45.10403916768666,0.6970271004574494,-297.2828624448709,-0.14625374030441096,0,8,19,82
stack_score3 + orb_inside,2,1360,-128.75353115134507,-19.18695522359396,49.411764705882355,0.8263749644637924,-142.3983778289826,-0.13474138902507077,1,8,29,81
stack_score3 + ny_main_or_overlap,2,4075,-157.62336342954526,-22.38411100024938,51.312883435582826,0.9248495291280202,-167.09547879765452,-0.13396000395292312,1,8,30,85
stack_score3 + avoid_after_hours,2,7795,-438.50631850922025,-62.27233002935175,51.263630532392554,0.8929052367227928,-471.0660526961318,-0.13219447606750268,1,8,26,85
stack_score3 + recent_fvg_20,2,8541,-608.7209219805488,-84.2498358292518,50.755180892167196,0.8664269827539663,-621.6014658470853,-0.13553673930681714,0,8,16,87
stack_score3 + zone_fvg_overlap_100,2,8729,-547.9807564510911,-75.84311151715083,51.162790697674424,0.8812398357309709,-556.6529035675211,-0.1362484791349897,1,8,24,87
stack_score3 + opposite_fvg_20,2,8370,-509.4346581805628,-70.50815039804871,51.24253285543608,0.8846768954304765,-525.4543922691491,-0.13418510043005388,1,8,22,87
stack_score3 + ob_overlap_30d,2,4620,-292.36518689023137,-41.583483065287,51.082251082251084,0.8802794789423618,-332.3185612649008,-0.12513138871030316,1,8,22,85
stack_score3 + ob_fvg_bos_overlap_30d,2,3228,-235.09188208967402,-33.43742598646941,50.6815365551425,0.8633177726007062,-243.74776699726095,-0.13718044024930554,1,8,29,85
stack_score3 + risk_ge_10,2,1322,-6.967454470266841,-0.9643284370083227,50.60514372163388,0.9893405732374769,-28.743636615850818,-0.03354928431277687,3,8,34,78
stack_score3 + risk_ge_15,2,639,-15.477791896657141,-2.1421991247646917,49.29577464788733,0.9518684651867892,-27.15196062150578,-0.07889666439291892,4,8,23,46
stack_score3 + dir_demand,2,5015,-385.4234303485805,-54.734023302806776,50.34895314057827,0.8566086483450429,-405.77774888018433,-0.13488670449243464,2,8,26,85
stack_score3 + dir_supply,2,4621,-290.0960864629046,-40.15066145531486,51.330880761739884,0.8813459004409405,-312.192357160835,-0.12860872642897556,1,8,27,87
stack_7d30d_score3 + orb_continuation,2,2775,72.06057371779353,10.712301404324009,55.20720720720721,1.0541586206413567,-37.22629814747981,0.28776166144387966,5,8,49,82
stack_7d30d_score3 + orb_reversal,2,2102,-362.8525930457564,-53.9625039128512,45.52806850618459,0.7057584923661583,-367.47199039090816,-0.14684793759504539,0,8,19,82
stack_7d30d_score3 + orb_inside,2,1561,-168.40548136224518,-25.044829832068427,48.75080076873799,0.8049096095536323,-177.51640155699948,-0.14108459619730787,0,8,27,82
stack_7d30d_score3 + ny_main_or_overlap,2,4908,-209.17067040332748,-29.704349675278134,51.14099429502853,0.9175336726544777,-225.4980669707627,-0.13172773529419876,1,8,27,85
stack_7d30d_score3 + avoid_after_hours,2,9657,-594.961503716789,-84.49054791312487,51.051051051051054,0.8833512525841591,-615.9676820900263,-0.13716717673635387,1,8,22,85
stack_7d30d_score3 + recent_fvg_20,2,10888,-856.5630953537927,-117.26374459444258,50.49595885378398,0.8536339453682322,-873.3312771595168,-0.13427177940522103,0,8,15,88
stack_7d30d_score3 + zone_fvg_overlap_100,2,10848,-734.5948656177086,-100.56625737138984,51.01401179941003,0.8725263289964356,-749.4629257676173,-0.13418443249662756,1,8,20,88
stack_7d30d_score3 + opposite_fvg_20,2,10445,-691.2211241873953,-94.62837916396032,51.06749640976543,0.8752672531970291,-716.2976748267622,-0.13210761739083735,0,8,21,88
stack_7d30d_score3 + ob_overlap_30d,2,5823,-398.58548142514564,-56.69133453681248,50.918770393268076,0.8712125447251226,-428.7199035524628,-0.13223396923505584,1,8,24,85
stack_7d30d_score3 + ob_fvg_bos_overlap_30d,2,4033,-288.6588860123853,-41.05633104206532,50.830647160922396,0.8656444494882491,-305.52612995885954,-0.13437911529070765,2,8,29,85
stack_7d30d_score3 + risk_ge_10,2,1630,-19.239843592214847,-2.633940356842756,50.122699386503065,0.9762795119252622,-35.61766406247801,-0.0739503958547782,2,8,30,82
stack_7d30d_score3 + risk_ge_15,2,806,-21.594623820166817,-2.9563104761304086,49.007444168734494,0.9468895551092859,-31.779984016563176,-0.09302429084261436,3,8,24,52
stack_7d30d_score3 + dir_demand,2,6329,-502.35732079786175,-69.24000430996944,50.33970611471007,0.8521997294400335,-524.7427531412901,-0.1319503773905881,1,8,21,86
stack_7d30d_score3 + dir_supply,2,5937,-447.66862658097966,-61.28596921240736,50.80006737409466,0.8593612683264685,-478.47544525141444,-0.1280859233647919,1,8,24,88
orb_continuation + ny_main_or_overlap,2,2021,212.79026288166062,31.63274054437385,58.2384957941613,1.2415249239877097,-24.173340217873378,1.308579627774614,8,8,60,82
orb_continuation + avoid_after_hours,2,2021,212.79026288166062,31.63274054437385,58.2384957941613,1.2415249239877097,-24.173340217873378,1.308579627774614,8,8,60,82
orb_continuation + recent_fvg_20,2,2964,7.3241707404266805,1.0887885075054315,54.014844804318486,1.0050122767477787,-65.92722376465413,0.016515006173961913,4,8,44,82
orb_continuation + zone_fvg_overlap_100,2,2887,1.9220686220052698,0.2857287603530423,53.966054728091436,1.0013512717644086,-55.53085747372468,0.0051454051558314125,5,8,37,82
orb_continuation + opposite_fvg_20,2,2472,44.84189601655922,6.666057191716832,54.85436893203883,1.037500441565919,-31.859667226078034,0.20923185243631412,5,8,46,82
orb_continuation + ob_overlap_30d,2,1272,56.89914240059825,8.465340839844608,56.05345911949685,1.0953509108498232,-25.881639999717095,0.3270789965372032,5,8,51,82
orb_continuation + ob_fvg_bos_overlap_30d,2,842,15.667876275898642,2.336746349437313,54.86935866983374,1.038554851095663,-35.135082938533884,0.06650749490260975,4,8,42,81
orb_continuation + risk_ge_10,2,553,33.52146658234282,4.9933587557914825,53.70705244122965,1.1328749068324324,-13.240422311795168,0.3771298708005085,6,8,36,69
orb_continuation + risk_ge_15,2,276,14.042500833435405,2.091771382305172,53.2608695652174,1.1100696349488224,-11.844962492016712,0.1765958637450298,5,8,22,35
orb_continuation + dir_demand,2,1673,11.785324363083333,1.752683112221575,54.333532576210395,1.014398961932257,-75.41335600400808,0.02324101730903506,3,8,40,82
orb_continuation + dir_supply,2,1537,0.1744154608438535,0.025970341244687115,54.00130123617437,1.0002296419822354,-51.17784014607283,0.0005074528579276116,4,8,39,82
orb_reversal + ny_main_or_overlap,2,1209,-258.9328682989527,-38.50782986408489,42.018196856906535,0.6478511219241965,-260.87732518378357,-0.1476089569569022,0,8,17,82
orb_reversal + avoid_after_hours,2,1209,-258.9328682989527,-38.50782986408489,42.018196856906535,0.6478511219241965,-260.87732518378357,-0.1476089569569022,0,8,17,82
orb_reversal + recent_fvg_20,2,1982,-343.0977891676636,-51.02462031493857,45.56004036326943,0.7049517452520626,-348.4410625450021,-0.14643687498326521,0,8,19,82
orb_reversal + zone_fvg_overlap_100,2,1923,-298.34034638423054,-44.368408598061976,46.33385335413416,0.731368376472048,-302.0857929241999,-0.14687353605270342,0,8,25,82
orb_reversal + opposite_fvg_20,2,2180,-356.00179470278056,-52.94367081237402,45.87155963302752,0.7193303455243124,-363.50040270085515,-0.1456495520197383,0,8,17,82
orb_reversal + ob_overlap_30d,2,1135,-181.897059954695,-27.051262682594608,45.991189427312776,0.723865602118025,-187.19529133967754,-0.14450824317748678,0,8,19,82
orb_reversal + ob_fvg_bos_overlap_30d,2,808,-120.53863019373524,-17.926194901572394,46.53465346534654,0.7398546167906123,-127.62346139981247,-0.140461594639046,1,8,22,82
orb_reversal + risk_ge_10,2,366,-63.12164673690638,-9.798207169849151,41.53005464480874,0.7013107452855172,-71.88286936712495,-0.13630795843453464,1,7,16,54
orb_reversal + risk_ge_15,2,190,-35.31142120084274,-5.644418640528582,40.526315789473685,0.6801571614245425,-36.30452229284127,-0.155474257311508,0,6,2,24
orb_reversal + dir_demand,2,1197,-179.07945242190243,-26.664806358377444,46.28237259816207,0.7388510182267989,-182.93757045831435,-0.1457590493389301,0,8,22,82
orb_reversal + dir_supply,2,1161,-223.9125881433879,-33.29970391668259,44.875107665805345,0.6779815586916973,-232.7895269341641,-0.14304640056294363,0,8,18,82
orb_inside + ny_main_or_overlap,2,1275,-117.32161370687446,-17.4477684879625,49.09803921568627,0.8310499559613405,-126.94406984971424,-0.13744453371172402,1,8,26,82
orb_inside + avoid_after_hours,2,1275,-117.32161370687446,-17.4477684879625,49.09803921568627,0.8310499559613405,-126.94406984971424,-0.13744453371172402,1,8,26,82
orb_inside + recent_fvg_20,2,1452,-154.42043623618272,-22.965009908495823,48.89807162534435,0.8073400047075925,-163.64153630082757,-0.1403372910547509,0,8,23,82
orb_inside + zone_fvg_overlap_100,2,1476,-153.57374932151674,-22.839092809317588,48.983739837398375,0.8110239346484184,-160.62526559631306,-0.14218866953793743,0,8,23,82
orb_inside + opposite_fvg_20,2,1429,-123.99598033315003,-18.44036311754196,49.755073477956614,0.8397740038339984,-134.40032245812802,-0.1372047535323957,0,8,30,82
orb_inside + ob_overlap_30d,2,769,-98.83109410125883,-14.709884727173915,47.46423927178153,0.7725343919553996,-101.75728052881709,-0.14455854805404472,0,8,24,82
orb_inside + ob_fvg_bos_overlap_30d,2,522,-75.09018180113773,-11.231240336963783,46.74329501915709,0.7487694998924744,-79.10817884560781,-0.1419731878657368,1,8,27,80
orb_inside + risk_ge_10,2,243,-8.967382869847121,-1.4340352859945977,49.382716049382715,0.92817131310328,-18.288135249097007,-0.07841342304516283,2,7,17,42
orb_inside + risk_ge_15,2,118,-5.633003380856989,-0.9008119460849454,48.30508474576271,0.9089036929131712,-8.401990290093707,-0.1072141141542427,2,6,9,19
orb_inside + dir_demand,2,852,-72.29409573648303,-10.773324548245789,49.88262910798122,0.8428140645478415,-79.28906886894774,-0.13587402023918815,1,8,30,81
orb_inside + dir_supply,2,790,-93.1660683944089,-13.866710057480788,48.35443037974684,0.7890700618414717,-105.29129095845677,-0.13169854725166177,1,8,30,82
ny_main_or_overlap + avoid_after_hours,2,5391,-235.177827710584,-33.39762891574293,51.08514190317195,0.9156959068625425,-256.74819310467893,-0.13007931433475117,1,8,31,85
ny_main_or_overlap + recent_fvg_20,2,4750,-207.21717023328733,-29.42693290346353,51.05263157894737,0.9157671246828651,-222.65460009706115,-0.1321640464227352,1,8,30,85
ny_main_or_overlap + zone_fvg_overlap_100,2,4749,-201.67454083880745,-28.639823499756773,51.12655295851758,0.9178072259516689,-211.96437892419794,-0.13511620983259107,1,8,32,85
ny_main_or_overlap + opposite_fvg_20,2,4517,-166.4467599156299,-23.637122495794642,51.361523134824,0.9282945868354983,-186.79975198918237,-0.12653722632974093,2,8,32,85
ny_main_or_overlap + ob_overlap_30d,2,2444,-119.3456455195948,-16.97468731543302,50.69558101472995,0.9061025156306073,-149.09064086789422,-0.11385481487381825,2,8,31,85
ny_main_or_overlap + ob_fvg_bos_overlap_30d,2,1684,-99.79517141699367,-14.193997803760489,50.2375296912114,0.8871711160990058,-121.62361930044975,-0.11670428725440833,2,8,28,85
ny_main_or_overlap + risk_ge_10,2,944,-9.677325455873452,-1.3834219658543165,50.105932203389834,0.9792028485319897,-31.269444987329244,-0.044241973799499665,4,8,33,77
ny_main_or_overlap + risk_ge_15,2,466,-11.889977056245467,-1.707752308216145,49.141630901287556,0.9490653875267225,-22.541120686787345,-0.07576164166572062,3,8,19,42
ny_main_or_overlap + dir_demand,2,2828,-144.2735376241078,-20.48830078429447,50.6011315417256,0.9020503310697722,-188.31843427116874,-0.10879604465483386,3,8,37,85
ny_main_or_overlap + dir_supply,2,2563,-90.90429008647618,-12.914349262576984,51.61919625438939,0.9309606036030187,-113.11862276223938,-0.11416642942799317,2,8,35,85
avoid_after_hours + recent_fvg_20,2,9475,-622.8458572618933,-88.45040799568683,50.817941952506594,0.8761825181761256,-662.6277030978373,-0.13348431944842348,0,8,22,85
avoid_after_hours + zone_fvg_overlap_100,2,9404,-533.6876556120267,-75.78904207320869,51.26541897065079,0.8920182930645061,-584.4092440801644,-0.12968487894557085,2,8,27,85
avoid_after_hours + opposite_fvg_20,2,8982,-499.79959439931196,-70.97659481117756,51.291471832553995,0.8940400792879976,-548.9565646750206,-0.1292936443035258,2,8,32,85
avoid_after_hours + ob_overlap_30d,2,4577,-254.4546367024218,-36.19141590948581,51.256281407035175,0.8940007477280183,-296.3267675187944,-0.1221334684427062,2,8,33,85
avoid_after_hours + ob_fvg_bos_overlap_30d,2,3189,-182.603277124001,-25.971903025522337,51.23863280025086,0.8909236754819104,-213.26256025224305,-0.1217836970296298,2,8,30,85
avoid_after_hours + risk_ge_10,2,1465,22.76966018458286,3.2550365488919337,51.5358361774744,1.0321496672117414,-33.16347508445308,0.09815125045257646,5,8,30,78
avoid_after_hours + risk_ge_15,2,715,4.149570991777114,0.5960011029282701,50.76923076923077,1.0118821707106485,-21.13732049948315,0.028196625156099782,4,8,24,46
avoid_after_hours + dir_demand,2,5539,-395.0414802485138,-56.09988361616239,50.460371908286696,0.8662052764792563,-415.6958103106057,-0.1349541713548781,2,8,23,85
avoid_after_hours + dir_supply,2,5159,-291.86221713770215,-41.46350634365839,51.385927505330486,0.8924776461809933,-344.23968001058165,-0.12044952616265456,1,8,31,85
recent_fvg_20 + zone_fvg_overlap_100,2,11016,-815.2013218706688,-111.60130540227205,50.70806100217865,0.8616777172456196,-840.8442073583088,-0.1327253068114619,0,8,19,88
recent_fvg_20 + opposite_fvg_20,2,10202,-740.1147876866197,-101.32193635777281,50.764555969417756,0.8641921654107401,-768.3404134282625,-0.13187115318545314,0,8,22,88
recent_fvg_20 + ob_overlap_30d,2,5167,-341.9372531522094,-48.63418291037557,51.0160634797755,0.8752514274439854,-377.92753304712346,-0.12868653024100105,1,8,26,85
recent_fvg_20 + ob_fvg_bos_overlap_30d,2,3563,-243.06260931486182,-34.57111294869676,50.96828515296099,0.8715131284820568,-268.8706054625111,-0.12857899765289532,2,8,31,85
recent_fvg_20 + risk_ge_10,2,1632,5.431456635297783,0.7435680419949457,50.91911764705882,1.0067740289938603,-31.37981315994182,0.023695744719861946,5,8,32,82
recent_fvg_20 + risk_ge_15,2,823,-3.257547324485099,-0.44595920549781953,50.18226002430134,0.9919947394099444,-28.217244040623743,-0.015804491921882304,3,8,26,52
recent_fvg_20 + dir_demand,2,6320,-472.32379969649355,-65.10047842986576,50.585443037974684,0.8603083289409503,-492.4153036582571,-0.13220644839065843,2,8,20,86
recent_fvg_20 + dir_supply,2,5874,-530.8717230791997,-72.6764980714684,50.03404834865509,0.8340220205708786,-561.0610046405415,-0.12953403902670177,1,8,25,88
zone_fvg_overlap_100 + opposite_fvg_20,2,10119,-629.5411461813566,-86.1843716801876,51.25012352999308,0.8822236071727981,-666.2169702992395,-0.12936381917962375,1,8,25,88
zone_fvg_overlap_100 + ob_overlap_30d,2,5110,-268.4543097246097,-38.18260772076078,51.66340508806262,0.8994753619471487,-320.58938616948916,-0.11910128459641019,2,8,30,85
zone_fvg_overlap_100 + ob_fvg_bos_overlap_30d,2,3542,-195.17565435600926,-27.76008868907024,51.609260304912475,0.8947185068332233,-225.11413576517495,-0.12331561762975132,2,8,32,85
zone_fvg_overlap_100 + risk_ge_10,2,1619,13.5567946832569,1.8559292571437718,51.142680667078444,1.017182254277805,-33.16347866573957,0.05596304524775592,3,8,32,81
zone_fvg_overlap_100 + risk_ge_15,2,809,-11.544297542318514,-1.580417795101888,49.69097651421508,0.9713762918956089,-29.026085293682044,-0.05444818958917238,2,8,25,50
zone_fvg_overlap_100 + dir_demand,2,6247,-464.2104214156906,-63.98220997059659,50.60028813830638,0.8609050775651852,-498.1084898362599,-0.12845035022717455,2,8,24,86
zone_fvg_overlap_100 + dir_supply,2,5755,-408.5001331494781,-55.9237907169591,50.96437880104258,0.8670187421849461,-447.27834647782777,-0.12503129462300344,1,8,24,88
opposite_fvg_20 + ob_overlap_30d,2,5017,-278.4806761437961,-39.60867093517193,51.50488339645206,0.8941330471477658,-324.0615460791094,-0.12222576672365416,1,8,30,85
opposite_fvg_20 + ob_fvg_bos_overlap_30d,2,3494,-216.38243228036046,-30.77635646043678,51.25930165998855,0.8825488972367681,-254.54392220235184,-0.12090784252146022,2,8,31,85
opposite_fvg_20 + risk_ge_10,2,1570,2.7984573565825883,0.3831096512338045,50.76433121019108,1.0036280665108424,-43.49468562397163,0.008808194512449994,4,8,34,82
opposite_fvg_20 + risk_ge_15,2,776,7.151045424079847,0.9789802627980375,50.77319587628865,1.0189291254945108,-15.65461321826726,0.06253621530908679,4,8,27,52
opposite_fvg_20 + dir_demand,2,5865,-445.2497453614318,-61.36885641255206,50.50298380221654,0.8582342551529702,-483.7918151323113,-0.1268497202578105,1,8,24,86
opposite_fvg_20 + dir_supply,2,5696,-391.6049107951151,-53.61082971061312,51.05337078651685,0.8708585004443361,-429.9035153988644,-0.12470432967004934,1,8,27,88
ob_overlap_30d + ob_fvg_bos_overlap_30d,2,4033,-288.6588860123853,-41.05633104206532,50.830647160922396,0.8656444494882491,-305.52612995885954,-0.13437911529070765,2,8,29,85
ob_overlap_30d + risk_ge_10,2,859,-22.444634086078267,-3.2186504122261823,49.359720605355065,0.9482363015970672,-42.27686612822724,-0.07613266325048552,4,8,27,69
ob_overlap_30d + risk_ge_15,2,438,-17.72290237375929,-2.5495431634563137,48.17351598173516,0.92067079474267,-21.060702626681923,-0.12105689010708898,2,8,17,41
ob_overlap_30d + dir_demand,2,3048,-191.83078845811428,-27.284344035952586,51.01706036745407,0.8806492478537867,-209.00238729276188,-0.13054560949934896,2,8,30,85
ob_overlap_30d + dir_supply,2,2781,-202.92856491391095,-28.91910196441903,50.88097806544408,0.8636848424197527,-238.7965939107539,-0.12110349436234859,2,8,27,85
ob_fvg_bos_overlap_30d + risk_ge_10,2,595,-28.821035205458795,-4.1346752194791145,48.403361344537814,0.9062701655130361,-38.91982362265949,-0.10623571318221152,4,8,25,62
ob_fvg_bos_overlap_30d + risk_ge_15,2,308,-0.8890326667776112,-0.13072430818861613,50.324675324675326,0.9941250648182266,-13.551390002717572,-0.009646560844489083,3,8,15,36
ob_fvg_bos_overlap_30d + dir_demand,2,2293,-155.59479622872038,-22.243052572422748,50.937636284343654,0.8718614295425272,-169.90402837334688,-0.13091539256235818,3,8,35,85
ob_fvg_bos_overlap_30d + dir_supply,2,1740,-133.0640897836649,-18.96280093386017,50.689655172413794,0.8575636439712971,-144.32149994918362,-0.131392765045659,1,8,34,85
risk_ge_10 + risk_ge_15,2,911,-12.674371840271728,-1.7351253053445461,49.72557628979144,0.9720955355547639,-25.451321443134823,-0.06817427178472002,2,8,26,53
risk_ge_10 + dir_demand,2,1014,-29.117199882806258,-4.013229153658485,49.21104536489152,0.9432034752638297,-41.487418966264016,-0.09673364247898597,3,8,33,76
risk_ge_10 + dir_supply,2,815,23.48831741563229,3.2155576971737987,52.26993865030675,1.060206945225395,-28.21131112006029,0.11398115045022858,5,8,33,69
risk_ge_15 + dir_demand,2,513,-22.67183188152508,-3.13313908237875,48.343079922027286,0.9137849996586319,-31.374191145175292,-0.09986358111611628,4,8,23,43
risk_ge_15 + dir_supply,2,398,9.997460041253351,1.3686552773867267,51.507537688442206,1.0522777585403573,-15.64144956990912,0.08750181824705898,4,8,18,36
cost_le_0p03 + cost_le_0p05 + ema8_aligned,3,1203,152.79748507994265,20.918021523781505,56.94098088113051,1.2990528897149127,-9.86612838346983,2.120185417293832,7,8,43,79
cost_le_0p03 + cost_le_0p05 + trend_aligned,3,1015,11.162320844744647,1.5385047881294271,51.330049261083744,1.0225636053043403,-24.505436394182574,0.06278218283411831,6,8,28,76
cost_le_0p03 + cost_le_0p05 + body_ge_45,3,1328,0.43909736225427665,0.06011256055598747,50.67771084337349,1.0006736554951137,-34.424791041229604,0.0017461997222871257,5,8,30,79
cost_le_0p03 + cost_le_0p05 + body_ge_60,3,1024,-30.946914866400466,-4.2366419246449665,49.0234375,0.940343165780671,-39.23124662418005,-0.10799151924052615,3,8,33,77
cost_le_0p03 + cost_le_0p05 + body_ge_70,3,771,-21.832528386598735,-2.9888796826106403,49.0272373540856,0.9439682198975456,-32.92209574997595,-0.09078643429353442,5,8,30,70
cost_le_0p03 + cost_le_0p05 + base_body_low,3,593,-3.0648387556601726,-0.4381339943267625,50.5902192242833,0.9895345330231041,-28.04409732559173,-0.015623037862122305,4,8,32,63
cost_le_0p03 + cost_le_0p05 + base_body_high,3,591,20.78423641177892,2.8453681969273803,52.28426395939086,1.0741411603976923,-16.6738182156729,0.1706488675912766,6,8,30,68
cost_le_0p03 + cost_le_0p05 + tight_zone,3,655,-9.58074920808737,-1.320516471039212,50.229007633587784,0.9709882677621565,-36.84921777738276,-0.035835671709962755,3,8,19,52
cost_le_0p03 + cost_le_0p05 + wide_zone,3,183,11.995155466523169,1.7201533310355663,52.459016393442624,1.1521991123264563,-8.441165061666396,0.2037815062813125,5,8,30,67
cost_le_0p03 + cost_le_0p05 + impulse_ge_1p5,3,724,-9.733444328258644,-1.3325114471126198,50.0,0.9727597108375242,-33.745912611056085,-0.03948660279159416,3,8,36,75
cost_le_0p03 + cost_le_0p05 + impulse_ge_2,3,256,-10.841983336176213,-1.5529546719758283,48.4375,0.9151958865451724,-27.418918587421434,-0.056638071520743856,5,8,31,67
cost_le_0p03 + cost_le_0p05 + fast_confirm_1,3,788,-11.834901193040773,-1.6312066644370349,50.25380710659898,0.970012765610256,-23.733832086509658,-0.06872917354817787,4,8,28,70
cost_le_0p03 + cost_le_0p05 + fast_confirm_2,3,1044,15.145477932471849,2.0875040810699406,51.724137931034484,1.0298122000946552,-17.713385199740767,0.11784896322925846,5,8,33,74
cost_le_0p03 + cost_le_0p05 + fast_confirm_3,3,1273,-2.4653202256754714,-0.33750307812142655,50.667714061272584,0.9960739609387269,-30.898158760735317,-0.010923080586611454,4,8,31,80
cost_le_0p03 + cost_le_0p05 + h1_stack_96,3,1049,-29.64544944234398,-4.103069499361933,49.285033365109626,0.9440865641909417,-43.16699954903351,-0.09505107008193249,3,8,27,74
cost_le_0p03 + cost_le_0p05 + h1_stack_30d,3,1457,-18.77013982898174,-2.569637770815435,50.03431708991077,0.9741151079960731,-40.73147233524951,-0.06308727928284684,4,8,29,82
cost_le_0p03 + cost_le_0p05 + intraday_stack_24h,3,1539,0.6053240446049726,0.08377969203939607,50.877192982456144,1.0007994421286395,-27.05024700842749,0.003097187689757308,3,8,30,80
cost_le_0p03 + cost_le_0p05 + intraday_stack_7d,3,1692,-0.41516963283143626,-0.056836847223269156,50.76832151300237,0.999501458126476,-29.387061743973618,-0.0019340772384270313,5,8,32,82
cost_le_0p03 + cost_le_0p05 + stack_score3,3,1322,-6.967454470266841,-0.9643284370083227,50.60514372163388,0.9893405732374769,-28.743636615850818,-0.03354928431277687,3,8,34,78
cost_le_0p03 + cost_le_0p05 + stack_7d30d_score3,3,1630,-19.239843592214847,-2.633940356842756,50.122699386503065,0.9762795119252622,-35.61766406247801,-0.0739503958547782,2,8,30,82
cost_le_0p03 + cost_le_0p05 + orb_continuation,3,553,33.52146658234282,4.9933587557914825,53.70705244122965,1.1328749068324324,-13.240422311795168,0.3771298708005085,6,8,36,69
cost_le_0p03 + cost_le_0p05 + orb_reversal,3,366,-63.12164673690638,-9.798207169849151,41.53005464480874,0.7013107452855172,-71.88286936712495,-0.13630795843453464,1,7,16,54
cost_le_0p03 + cost_le_0p05 + orb_inside,3,243,-8.967382869847121,-1.4340352859945977,49.382716049382715,0.92817131310328,-18.288135249097007,-0.07841342304516283,2,7,17,42
cost_le_0p03 + cost_le_0p05 + ny_main_or_overlap,3,944,-9.677325455873452,-1.3834219658543165,50.105932203389834,0.9792028485319897,-31.269444987329244,-0.044241973799499665,4,8,33,77
cost_le_0p03 + cost_le_0p05 + avoid_after_hours,3,1465,22.76966018458286,3.2550365488919337,51.5358361774744,1.0321496672117414,-33.16347508445308,0.09815125045257646,5,8,30,78
cost_le_0p03 + cost_le_0p05 + recent_fvg_20,3,1632,5.431456635297783,0.7435680419949457,50.91911764705882,1.0067740289938603,-31.37981315994182,0.023695744719861946,5,8,32,82
cost_le_0p03 + cost_le_0p05 + zone_fvg_overlap_100,3,1619,13.5567946832569,1.8559292571437718,51.142680667078444,1.017182254277805,-33.16347866573957,0.05596304524775592,3,8,32,81
cost_le_0p03 + cost_le_0p05 + opposite_fvg_20,3,1570,2.7984573565825883,0.3831096512338045,50.76433121019108,1.0036280665108424,-43.49468562397163,0.008808194512449994,4,8,34,82
cost_le_0p03 + cost_le_0p05 + ob_overlap_30d,3,859,-22.444634086078267,-3.2186504122261823,49.359720605355065,0.9482363015970672,-42.27686612822724,-0.07613266325048552,4,8,27,69
cost_le_0p03 + cost_le_0p05 + ob_fvg_bos_overlap_30d,3,595,-28.821035205458795,-4.1346752194791145,48.403361344537814,0.9062701655130361,-38.91982362265949,-0.10623571318221152,4,8,25,62
cost_le_0p03 + cost_le_0p05 + risk_ge_10,3,1829,-5.62888246717397,-0.7705956975769462,50.57408419901586,0.9937649766321058,-45.642353798745766,-0.016883347010866075,4,8,30,84
cost_le_0p03 + cost_le_0p05 + risk_ge_15,3,911,-12.674371840271728,-1.7351253053445461,49.72557628979144,0.9720955355547639,-25.451321443134823,-0.06817427178472002,2,8,26,53
cost_le_0p03 + cost_le_0p05 + dir_demand,3,1014,-29.117199882806258,-4.013229153658485,49.21104536489152,0.9432034752638297,-41.487418966264016,-0.09673364247898597,3,8,33,76
cost_le_0p03 + cost_le_0p05 + dir_supply,3,815,23.48831741563229,3.2155576971737987,52.26993865030675,1.060206945225395,-28.21131112006029,0.11398115045022858,5,8,33,69
cost_le_0p03 + ema8_aligned + trend_aligned,3,656,94.58283509717754,13.036370007261922,57.92682926829268,1.3455649075464995,-16.18345345183086,0.80553696688188,7,8,39,68
cost_le_0p03 + ema8_aligned + body_ge_45,3,888,109.6097432673261,15.005606719786678,56.64414414414415,1.2901577608417114,-10.673165613974646,1.4059190368169174,6,8,36,75
cost_le_0p03 + ema8_aligned + body_ge_60,3,697,55.33655531825681,7.575591015739619,54.23242467718795,1.1770887670055035,-14.07270137192663,0.5383181818134807,4,8,35,72
cost_le_0p03 + ema8_aligned + body_ge_70,3,534,48.936497865631694,6.699421231417532,54.68164794007491,1.2076214573329709,-10.072657739923521,0.6651095872010041,6,8,30,63
cost_le_0p03 + ema8_aligned + base_body_low,3,355,67.27097520462291,9.616721602148148,60.281690140845065,1.4835167018837836,-9.242385829615099,1.0405020715899542,8,8,34,54
cost_le_0p03 + ema8_aligned + base_body_high,3,443,47.70664871067049,6.5310545133329825,55.75620767494357,1.2475963693914753,-7.322814360970639,0.8918776567848554,7,8,32,64
cost_le_0p03 + ema8_aligned + tight_zone,3,376,66.25763916451595,9.132302907486585,59.840425531914896,1.4344629125329451,-9.912774370737562,0.921266092209773,5,8,21,42
