risk_pct,risk_usd_fixed,pnl_usd,max_dd_usd,avg_trade_usd
0.01,50.0,2688.471639298588,-770.5235841422729,3.7339883879147058
0.02,100.0,5376.943278597176,-1541.0471682845457,7.4679767758294116
0.03,150.0,8065.414917895764,-2311.5707524268187,11.201965163744118
0.04,200.0,10753.886557194352,-3082.0943365690914,14.935953551658823
0.05,250.0,13442.35819649294,-3852.6179207113646,18.66994193957353
