month,trades,net_r,r_per_year,wr_pct,pf,avg_r,max_dd_r,mar,ulcer_r,recovery_trades,max_loss_streak,worst_loss_streak_r,max_win_streak,positive_years,total_years,positive_months,total_months
2023-10,7,-1.9196106465439318,-25.040635308934682,42.857142857142854,0.539895942067963,-0.27423009236341883,-2.084341956721646,-12.01368865035937,1.4709262605205806,7,2,-2.084341956721646,2,0,1,0,1
2023-11,4,-2.150507270956218,-28.05259931131281,25.0,0.30953042235772765,-0.5376268177390545,-2.150507270956218,-13.044642857142858,1.3136499559377137,4,2,-2.0856152371441654,1,0,1,0,1
2023-12,3,-1.098482107859425,-22.29003277198083,33.33333333333333,0.46846713020089165,-0.3661607026198083,-1.098482107859425,-20.291666666666664,0.8688411225131895,3,1,-1.0397230734309395,1,0,1,0,1
2024-01,1,0.9537821599137266,348.36893390848866,100.0,inf,0.9537821599137266,0.9537821599137266,inf,0.0,0,0,0.0,1,1,1,1,1
2024-02,1,0.955093661791122,348.8479599692073,100.0,inf,0.955093661791122,0.955093661791122,inf,0.0,0,0,0.0,1,1,1,1,1
2024-03,6,0.9924821595937838,15.76104820833172,66.66666666666666,1.4760950851916883,0.16541369326563063,-2.084630130542482,7.560596950707142,0.9508765126032769,2,2,-2.0846301305424824,4,1,1,1,1
2024-04,19,3.2561936411698706,42.47588312276055,57.89473684210527,1.4404997295081887,0.17137861269315108,-2.280793371235121,18.62329295518714,1.2201127729914114,11,2,-2.0568384860790285,4,1,1,1,1
2024-05,12,1.5843198363976727,22.25664693247115,58.333333333333336,1.306683835063865,0.1320266530331394,-2.213998703697299,10.052691943903735,1.1323612994794285,7,2,-2.0832324255883092,4,1,1,1,1
2024-06,10,-0.3873455693322091,-5.894915383274557,50.0,0.9255162246313026,-0.03873455693322091,-2.305227002706343,-2.5571951813656137,1.622090449719486,9,2,-2.0682172404199712,1,0,1,0,1
2024-07,12,3.5346401631273268,51.64109278329025,66.66666666666666,1.8514080757387112,0.29455334692727725,-1.2605398076105425,40.96744305217953,0.677820940051821,8,1,-1.0444303395747396,3,1,1,1,1
2024-08,16,8.423074990699545,102.55093801176697,75.0,3.699546791779278,0.5264421869187216,-2.0697709770380817,49.54699778355243,0.692665747557991,4,2,-2.0697709770380817,7,1,1,1,1
2024-09,11,0.573912024497885,7.763754331401945,54.54545454545454,1.1102936678534605,0.05217382040889864,-3.279413484988933,2.3674216035701106,1.479887316025367,7,2,-2.0895120035677155,4,1,1,1,1
2024-10,10,4.589696196203061,72.88637111578991,70.0,3.126666485433505,0.4589696196203061,-1.0423003323597548,69.92837750591146,0.4638145216072896,2,1,-1.0423003323597546,3,1,1,1,1
2024-11,13,0.46254465788916055,7.679292558818904,53.84615384615385,1.0740329603488346,0.0355803582991662,-3.2913473591825624,2.3331759674026413,1.877581945676455,10,3,-3.1197955925511907,4,1,1,1,1
2024-12,6,-4.196064887790605,-85.14515001475102,16.666666666666664,0.1854378839701833,-0.6993441479651009,-5.15131357721651,-16.528822937771697,3.557868691594862,6,5,-5.15131357721651,1,0,1,0,1
2025-01,7,0.716696837561337,9.695315552565864,57.14285714285714,1.2298555355431966,0.10238526250876243,-2.1440410751552434,4.521982188174197,1.2652348921882859,4,2,-2.076711787365041,3,1,1,1,1
2025-02,9,-1.2737021740897723,-17.893066118703434,44.44444444444444,0.7533067421668574,-0.14152246378775246,-3.155392774883981,-5.670630376391521,1.786163968332162,9,2,-2.076443789008696,3,0,1,0,1
2025-03,10,-4.344918278955658,-58.77708894031682,30.0,0.39903220577221366,-0.43449182789556584,-6.254213195210865,-9.397998933794758,3.834356509149348,10,6,-6.210586780232857,2,0,1,0,1
2025-04,21,6.515721620174313,88.14323413958029,66.66666666666666,1.9138577992121582,0.3102724581035387,-2.056496821696817,42.860865725458915,0.8766406309793783,6,2,-2.034269199787248,7,1,1,1,1
2025-05,11,-1.283293941410335,-18.027812003850954,45.45454545454545,0.7919298839655422,-0.11666308558275773,-4.200254331732855,-4.2920762839647875,2.4490634589557,11,3,-3.0769093937533167,3,0,1,0,1
2025-06,19,-1.6199173366530915,-20.40257955905316,47.368421052631575,0.8430850963365413,-0.08525880719226797,-3.3665397117557125,-6.060400680202533,1.5829603826654113,12,2,-2.0693447483369285,2,0,1,0,1
2025-07,11,4.561267504654908,66.6401182430082,72.72727272727273,2.4553159491865557,0.41466068224135527,-1.0487453865973402,63.542704544543845,0.5471964621596775,2,1,-1.0487453865973402,3,1,1,1,1
2025-08,13,-3.470789789148583,-48.75792194178922,38.46153846153847,0.5805201418451262,-0.26698382993450637,-5.380965497476102,-9.061184645145696,3.7931061343984633,13,5,-5.159063606243507,2,0,1,0,1
2025-09,12,-0.33419014422197035,-4.69472885296441,50.0,0.9456270742859842,-0.027849178685164195,-4.23376690773348,-1.1088774973390547,1.7453653435167755,8,4,-4.097389840867078,4,0,1,0,1
2025-10,24,-0.5234265171545427,-6.5924667376102315,50.0,0.9572871682808682,-0.021809438214772613,-5.197073507978267,-1.2684959578674098,2.6208819198809334,23,3,-3.081603531384612,4,0,1,0,1
2025-11,19,-1.3676339446320505,-21.718621664211152,47.368421052631575,0.8657560411740101,-0.07198073392800265,-2.1960916792245855,-9.889669848336998,1.5514535615121539,12,2,-2.0334085481455038,3,0,1,0,1
2025-12,18,-2.4460669280579035,-29.780864849104976,44.44444444444444,0.7618776105140803,-0.13589260711432796,-4.272641583329613,-6.970129431239852,2.461899112587129,18,3,-3.082257123768245,3,0,1,0,1
2026-01,18,-2.32131666223448,-29.236583133832546,44.44444444444444,0.7718024689457956,-0.12896203679080445,-6.106922927308196,-4.787449175606253,2.9868223380681416,9,6,-6.106922927308196,3,0,1,0,1
2026-02,17,7.02167579267713,106.86112846980507,70.58823529411765,2.6178792599730905,0.4130397525104194,-3.3364499045092115,32.02839291109459,1.4343052469349349,7,4,-3.3364499045092124,7,1,1,1,1
2026-03,19,4.780733066465793,64.67269453802338,63.1578947368421,1.6755104707571378,0.2516175298139891,-2.0687049881949253,31.262405663000965,1.0259620297243641,7,2,-2.015508165518118,3,1,1,1,1
2026-04,21,6.642422160893716,80.871489808881,66.66666666666666,1.9307758518004416,0.31630581718541506,-2.065672126952138,39.150206247012406,0.9843426548117497,6,2,-2.044868798116788,4,1,1,1,1
2026-05,22,1.5777565314836612,23.05102292497629,54.54545454545454,1.1548550867407248,0.07171620597653006,-5.235356221991113,4.402952148346749,3.0785235696313467,17,3,-3.0495430869576867,4,1,1,1,1
2026-06,17,2.706143577951167,61.776183865416485,58.82352941176471,1.3810275517591595,0.15918491635006865,-3.1596249616110335,19.551745734379175,1.5620809771047084,9,2,-2.040271858888546,4,1,1,1,1
