risk_pct,month,trades,start_equity,end_equity,pnl_usd,return_pct,max_intramonth_dd_usd
0.01,2019-06,3,5000.0,4944.142872780788,-55.85712721921209,-1.117142544384242,-55.85712721921209
0.01,2019-08,4,5000.0,4992.096343560366,-7.903656439633778,-0.15807312879267954,-103.85257832307343
0.01,2019-09,2,5000.0,4996.085245980434,-3.914754019566317,-0.07829508039132183,-51.718128712384896
0.01,2019-10,3,5000.0,5146.70455128736,146.70455128736012,2.9340910257471986,0.0
0.01,2020-01,3,5000.0,4870.909948503927,-129.0900514960731,-2.58180102992146,-129.0900514960731
0.01,2020-02,3,5000.0,4943.171768550407,-56.82823144959275,-1.136564628991854,-104.70281142611202
0.01,2020-03,20,5000.0,4964.489961636937,-35.51003836306336,-0.7102007672612709,-219.25398658567428
0.01,2020-04,10,5000.0,4879.178468433798,-120.82153156620188,-2.4164306313240402,-204.45456774862396
0.01,2020-05,7,5000.0,5134.135654721893,134.13565472189293,2.6827130944378608,-107.98732054445645
0.01,2020-06,5,5000.0,4939.272495517827,-60.72750448217266,-1.2145500896434513,-105.04424155121342
0.01,2020-07,6,5000.0,5295.777833845736,295.7778338457356,5.915556676914702,0.0
0.01,2020-08,16,5000.0,5279.9012895419655,279.9012895419655,5.5980257908393005,-108.97627143829868
0.01,2020-09,10,5000.0,4978.9683879078275,-21.03161209217251,-0.42063224184345493,-159.18867845044406
0.01,2020-10,5,5000.0,5039.4783035805485,39.47830358054853,0.7895660716109809,-56.84433059170078
0.01,2020-11,8,5000.0,4982.043085107616,-17.956914892383793,-0.35913829784767204,-110.46503769500032
0.01,2020-12,9,5000.0,5105.965611098931,105.96561109893082,2.1193122219786087,-105.12318014494849
0.01,2021-01,7,5000.0,5072.192088698757,72.19208869875729,1.4438417739751408,-123.557971218911
0.01,2021-02,11,5000.0,4990.67574037596,-9.324259624039769,-0.18648519248080087,-157.69534498892335
0.01,2021-03,5,5000.0,4841.527483547982,-158.47251645201777,-3.1694503290403575,-158.47251645201777
0.01,2021-04,6,5000.0,4970.500444909307,-29.49955509069332,-0.5899911018138693,-103.87916121365106
0.01,2021-05,5,5000.0,4976.792557809494,-23.2074421905063,-0.46414884381013044,-105.9093031397233
0.01,2021-06,5,5000.0,4842.31859489423,-157.68140510576995,-3.1536281021154022,-157.68140510576995
0.01,2021-08,7,5000.0,5173.746631290695,173.7466312906954,3.474932625813909,-52.60294925227845
0.01,2021-09,7,5000.0,5239.5616288404735,239.56162884047353,4.791232576809468,-53.758983184024146
0.01,2021-10,2,5000.0,4995.523103489333,-4.4768965106668475,-0.08953793021333478,-51.87922826359318
0.01,2021-11,2,5000.0,5097.441737572369,97.44173757236877,1.9488347514473814,0.0
0.01,2021-12,2,5000.0,5096.3441057604505,96.34410576045047,1.9268821152090165,0.0
0.01,2022-01,1,5000.0,4947.993732803424,-52.00626719657612,-1.0401253439315195,-52.00626719657612
0.01,2022-02,10,5000.0,5058.118802269404,58.118802269404114,1.1623760453880916,-126.8366327635822
0.01,2022-03,17,5000.0,5115.915093621111,115.91509362111083,2.3183018724222126,-154.74492814234327
0.01,2022-04,7,5000.0,4934.761194138504,-65.23880586149608,-1.3047761172299221,-158.22616570269747
0.01,2022-05,10,5000.0,5219.584758321503,219.5847583215027,4.391695166430054,-107.38579109686907
0.01,2022-06,3,5000.0,5144.410181613407,144.41018161340708,2.888203632268138,0.0
0.01,2022-07,3,5000.0,4979.67032967562,-20.32967032437955,-0.40659340648758757,-68.11939172501297
0.01,2022-08,6,5000.0,4987.71628615407,-12.283713845929924,-0.2456742769185949,-104.49929541098027
0.01,2022-09,10,5000.0,5024.5015430456915,24.501543045691506,0.4900308609138371,-110.27626621965283
0.01,2022-10,4,5000.0,5092.60081725038,92.6008172503798,1.852016345007601,-51.703677156682716
0.01,2022-11,6,5000.0,5001.424884150757,1.4248841507569523,0.028497683015138442,-105.4106574794423
0.01,2022-12,1,5000.0,4947.72100796562,-52.27899203438028,-1.045579840687605,-52.27899203438028
0.01,2023-01,9,5000.0,4916.263988492947,-83.73601150705326,-1.674720230141069,-161.51076318036394
0.01,2023-02,6,5000.0,4987.4379777410195,-12.562022258980505,-0.2512404451796124,-60.21134615975916
0.01,2023-03,8,5000.0,5082.968617902092,82.96861790209186,1.659372358041833,-55.39348745502048
0.01,2023-04,9,5000.0,5173.44555539389,173.44555539388966,3.4689111078777923,-72.06003903974033
0.01,2023-05,6,5000.0,4887.810114546823,-112.18988545317734,-2.243797709063544,-155.98529414637414
0.01,2023-06,6,5000.0,4887.1086502963,-112.89134970370014,-2.257826994074008,-206.92160505417633
0.01,2023-07,4,5000.0,4948.0562437749895,-51.943756225010475,-1.0388751245002048,-104.1260874897016
0.01,2023-08,2,5000.0,4994.877010101042,-5.122989898957712,-0.10245979797915972,-52.472042377869
0.01,2023-10,7,5000.0,4903.378715274875,-96.6212847251254,-1.9324256945025042,-103.67405981325737
0.01,2023-11,4,5000.0,4892.5999769900145,-107.40002300998549,-2.148000460199706,-107.40002300998549
0.01,2023-12,3,5000.0,4944.614510113894,-55.38548988610637,-1.1077097977221229,-55.38548988610637
0.01,2024-01,1,5000.0,5047.689107995687,47.689107995686754,0.9537821599137297,0.0
0.01,2024-02,1,5000.0,5047.754683089556,47.75468308955624,0.9550936617911177,0.0
0.01,2024-03,6,5000.0,5048.612642862211,48.61264286221103,0.9722528572442268,-106.91355140980704
0.01,2024-04,19,5000.0,5160.913107564197,160.91310756419716,3.218262151283935,-120.56562946685699
0.01,2024-05,12,5000.0,5076.839538349715,76.83953834971544,1.5367907669943115,-114.15557598559735
0.01,2024-06,10,5000.0,4978.167782293761,-21.832217706239135,-0.4366443541247822,-117.07020634237688
