iter,net_r,max_dd_r
64,256.10667497371514,-10.521758431451616
65,256.10667497371514,-8.496910265890932
66,256.10667497371514,-10.469558236704586
67,256.10667497371514,-7.54490482345787
68,256.10667497371514,-8.962361711974424
69,256.10667497371514,-10.494516827787692
70,256.10667497371514,-14.656710723013063
71,256.10667497371514,-8.972448107198431
72,256.10667497371514,-7.720435127771552
73,256.10667497371514,-9.815753645261651
74,256.10667497371514,-11.575742879244945
75,256.10667497371514,-7.425678947197724
76,256.10667497371514,-7.785022582662592
77,256.10667497371514,-9.067756625246389
78,256.10667497371514,-10.00337082849606
79,256.10667497371514,-11.963146585968815
80,256.10667497371514,-9.124366744681453
81,256.10667497371514,-11.232518069265709
82,256.10667497371514,-10.02024505905698
83,256.10667497371514,-8.540098701713099
84,256.10667497371514,-11.166601991475318
85,256.10667497371514,-8.093208040671072
86,256.10667497371514,-7.366025040929024
87,256.10667497371514,-12.934275920457182
88,256.10667497371514,-8.060110342096417
89,256.10667497371514,-9.66958518063749
90,256.10667497371514,-8.62243824268974
91,256.10667497371514,-8.70703278967953
92,256.10667497371514,-10.32103971466961
93,256.10667497371514,-12.732981701666674
94,256.10667497371514,-6.571496447638111
95,256.10667497371514,-9.599383571041898
96,256.10667497371514,-7.676707184709144
97,256.1066749737151,-9.576732202749547
98,256.10667497371514,-11.024057184237506
99,256.10667497371514,-8.375776171449928
100,256.10667497371514,-8.432481730294981
101,256.1066749737152,-14.727237668370634
102,256.10667497371514,-7.933933042747725
103,256.10667497371514,-12.982054516247137
104,256.10667497371514,-8.444563858568443
105,256.10667497371514,-7.222635852379732
106,256.10667497371514,-9.688317216319263
107,256.10667497371514,-6.39813759027588
108,256.10667497371514,-12.509261919877815
109,256.10667497371514,-9.957127400293729
110,256.10667497371514,-9.401033977254428
111,256.10667497371514,-6.19439523833819
112,256.10667497371514,-11.758037330215618
113,256.10667497371514,-9.562011993787848
114,256.10667497371514,-12.968158058098346
115,256.10667497371514,-8.446594719743835
116,256.10667497371514,-7.21912190139912
117,256.10667497371514,-9.302806188208308
118,256.10667497371514,-10.318986218380886
119,256.10667497371514,-6.255632190369113
120,256.10667497371514,-11.88444961841137
121,256.10667497371514,-12.891243892814046
122,256.10667497371514,-10.530053444924675
123,256.10667497371514,-9.778598568642877
124,256.10667497371514,-10.44793019599748
125,256.10667497371514,-9.497970352151292
126,256.10667497371514,-9.59361851587316
127,256.10667497371514,-8.100528341932424
128,256.10667497371514,-9.902211531674467
129,256.10667497371514,-10.751991594933443
130,256.10667497371514,-6.4229857836737665
131,256.10667497371514,-12.759309430619282
132,256.10667497371514,-10.477488059693755
133,256.10667497371514,-10.905753972071807
134,256.10667497371514,-8.532081889247536
135,256.10667497371514,-8.315636255285256
136,256.10667497371514,-6.489327774774322
137,256.10667497371514,-15.99896414731495
138,256.10667497371514,-14.016856504893184
139,256.10667497371514,-7.6087985896217845
140,256.10667497371514,-8.614918705859708
141,256.10667497371514,-6.78600476192122
142,256.10667497371514,-9.875445479883581
143,256.10667497371514,-9.255490352611837
144,256.10667497371514,-9.155323761899272
145,256.10667497371514,-7.636442545702397
146,256.10667497371514,-9.511825403256978
147,256.10667497371514,-8.49586473203837
148,256.10667497371514,-8.299225900365457
149,256.10667497371514,-8.484511976198576
150,256.10667497371514,-9.046217004362234
151,256.10667497371514,-13.496640725019631
152,256.1066749737152,-9.097226966672224
153,256.10667497371514,-18.225618393415118
154,256.10667497371514,-6.993200320933397
155,256.10667497371514,-6.86875604601282
156,256.10667497371514,-8.344860240028964
157,256.10667497371514,-9.72369614620112
158,256.10667497371514,-10.71834709942138
159,256.10667497371514,-8.43107379598112
160,256.10667497371514,-8.947477940397732
161,256.10667497371514,-11.246732058204316
162,256.10667497371514,-10.141517399314658
163,256.10667497371514,-8.548064697099065
164,256.10667497371514,-14.922363230092174
165,256.10667497371514,-10.673791508883085
166,256.10667497371514,-10.483145400463144
167,256.10667497371514,-11.400997266575587
168,256.10667497371514,-7.806191427915593
169,256.10667497371514,-9.6188496156893
170,256.10667497371514,-6.279848819500675
171,256.10667497371514,-14.127140839641598
172,256.10667497371514,-7.58970918746391
173,256.10667497371514,-8.31421550213517
174,256.10667497371514,-11.672257830131855
175,256.10667497371514,-10.237573940164452
176,256.10667497371514,-7.670041046479923
177,256.10667497371514,-9.345170699449824
178,256.10667497371514,-8.779905497173786
179,256.10667497371514,-9.701533802212555
180,256.10667497371514,-9.190799815608187
181,256.10667497371514,-7.333198515606682
182,256.10667497371514,-9.846708372931033
183,256.10667497371514,-10.321012675356684
184,256.10667497371514,-11.654722261190955
185,256.10667497371514,-6.975277433886049
186,256.10667497371514,-9.633596663137137
187,256.10667497371514,-8.529853988737784
188,256.10667497371514,-12.36063420975259
189,256.10667497371514,-8.770210676919916
190,256.10667497371514,-13.614064619559752
191,256.10667497371514,-8.845659537334962
192,256.10667497371514,-7.408921229255043
193,256.10667497371514,-7.214606649109783
194,256.10667497371514,-7.255275822150168
195,256.10667497371514,-11.14012468161728
196,256.10667497371514,-6.801631512807473
197,256.10667497371514,-9.05685431227603
198,256.10667497371514,-9.999352604552229
199,256.10667497371514,-6.159165554204719
200,256.10667497371514,-11.574701171781484
201,256.10667497371514,-8.318928913501601
202,256.10667497371514,-8.981350100494183
203,256.10667497371514,-7.676938051173266
204,256.10667497371514,-7.306523909721278
205,256.10667497371514,-8.362249175939795
206,256.10667497371514,-11.718646151533441
207,256.10667497371514,-7.4107760263904225
208,256.10667497371514,-7.438931530731338
209,256.10667497371514,-6.174916434813156
210,256.1066749737152,-14.03753656569279
211,256.10667497371514,-9.728539040646979
212,256.10667497371514,-9.560372857296223
213,256.10667497371514,-9.070987650506828
214,256.10667497371514,-11.445193041587062
215,256.10667497371514,-8.885368503311355
216,256.10667497371514,-14.087827461996262
217,256.10667497371514,-13.146537078405515
218,256.10667497371514,-7.214683177757081
219,256.10667497371514,-9.343983440350087
220,256.10667497371514,-7.934028915362404
221,256.10667497371514,-7.920421492232407
222,256.10667497371514,-8.406884111038238
223,256.1066749737152,-8.194935263399842
224,256.10667497371514,-8.323725288412087
225,256.10667497371514,-12.184807964738042
226,256.1066749737152,-8.47048007494815
227,256.10667497371514,-10.71381211785149
228,256.10667497371514,-6.2841311819130965
229,256.10667497371514,-9.379327699850762
230,256.10667497371514,-8.585014824753813
231,256.10667497371514,-8.381958019315988
232,256.10667497371514,-7.191664341987703
233,256.10667497371514,-8.27837249786171
234,256.10667497371514,-9.850917179863302
235,256.10667497371514,-10.30507505522564
236,256.10667497371514,-7.728898131467403
237,256.10667497371514,-9.392915366102649
238,256.10667497371514,-10.436296038276225
239,256.10667497371514,-11.309767342491341
240,256.10667497371514,-7.501176217893715
241,256.10667497371514,-9.823030414322616
242,256.10667497371514,-16.70135316669552
243,256.10667497371514,-8.274791299036679
244,256.10667497371514,-16.277637407043425
245,256.10667497371514,-9.826476725249762
246,256.10667497371514,-10.770707421701992
247,256.10667497371514,-8.767244212203849
248,256.10667497371514,-7.604520315042208
249,256.10667497371514,-8.547598358581752
250,256.10667497371514,-7.33059358539051
251,256.10667497371514,-9.972204427408744
252,256.10667497371514,-7.581790835271317
253,256.10667497371514,-11.794504375642438
254,256.10667497371514,-10.663115587976705
255,256.10667497371514,-10.106431902971934
256,256.10667497371514,-9.443478541578102
257,256.10667497371514,-9.471730955767214
258,256.10667497371514,-10.304452874099496
259,256.10667497371514,-10.604969960161412
260,256.10667497371514,-8.314746962817622
261,256.10667497371514,-10.269605788464489
262,256.10667497371514,-9.516707679000888
263,256.10667497371514,-7.37900489022978
264,256.10667497371514,-10.361689597326603
265,256.10667497371514,-10.1439496872066
266,256.10667497371514,-8.516112251728906
267,256.10667497371514,-9.830554486584006
268,256.10667497371514,-7.384699507567248
269,256.10667497371514,-7.589092374548841
270,256.10667497371514,-10.822854263446061
271,256.10667497371514,-10.80790927090419
272,256.10667497371514,-7.275434977688292
273,256.10667497371514,-12.770957532201152
274,256.10667497371514,-9.595424135749106
275,256.10667497371514,-10.912565307921483
276,256.10667497371514,-10.450658784873752
277,256.10667497371514,-8.427288697946778
278,256.10667497371514,-8.409842655700798
279,256.10667497371514,-11.637622612861264
280,256.10667497371514,-9.561579161973583
281,256.10667497371514,-9.55021360071764
282,256.10667497371514,-11.113380830399763
283,256.10667497371514,-7.745589615378137
284,256.10667497371514,-9.216431264699025
285,256.10667497371514,-9.324699778457443
286,256.10667497371514,-7.643815186288734
287,256.10667497371514,-7.630904923741298
288,256.10667497371514,-8.683915583337082
289,256.10667497371514,-10.63432872109533
290,256.10667497371514,-8.795209715551252
291,256.10667497371514,-8.428982049573875
292,256.10667497371514,-9.5745211529063
293,256.10667497371514,-12.053303620226075
294,256.10667497371514,-6.21212917979534
295,256.10667497371514,-7.223522495369167
296,256.10667497371514,-8.877178916972436
297,256.10667497371514,-9.546593780859666
298,256.10667497371514,-8.540718769128574
299,256.10667497371514,-11.766022688980712
300,256.10667497371514,-14.291798161057251
301,256.10667497371514,-6.825183526700037
302,256.10667497371514,-8.046226982560713
303,256.10667497371514,-9.408741184156554
304,256.10667497371514,-8.646057357193598
305,256.10667497371514,-8.327702489961878
306,256.10667497371514,-8.582507071068491
307,256.10667497371514,-11.903312842234024
308,256.10667497371514,-16.4044771340724
309,256.10667497371514,-9.608387180700205
310,256.10667497371514,-10.863917849038828
311,256.10667497371514,-10.509756037078112
312,256.10667497371514,-9.267005063758631
313,256.10667497371514,-12.50677752113441
314,256.10667497371514,-7.287254813156558
315,256.10667497371514,-7.922885138226022
316,256.10667497371514,-8.488490911750159
317,256.10667497371514,-12.339861807189067
318,256.10667497371514,-10.143062874287153
319,256.10667497371514,-8.503095081891104
320,256.10667497371514,-9.995651500740678
321,256.10667497371514,-9.542960470128548
322,256.10667497371514,-10.103881787199555
323,256.10667497371514,-7.33754947635369
324,256.10667497371514,-7.139196157525504
325,256.10667497371514,-10.127857805691526
326,256.10667497371514,-9.653419200159163
327,256.10667497371514,-7.660277570072651
328,256.10667497371514,-8.025951977980611
329,256.10667497371514,-9.555345162203594
330,256.10667497371514,-7.2373472092065185
331,256.10667497371514,-14.252548930883393
332,256.10667497371514,-6.624999431745458
333,256.10667497371514,-9.604434461711236
334,256.10667497371514,-8.893570919610568
335,256.10667497371514,-8.420488055900897
336,256.10667497371514,-7.374465443620181
337,256.10667497371514,-8.48537159347066
338,256.10667497371514,-11.830077555455773
339,256.10667497371514,-9.442118814288044
340,256.10667497371514,-8.45072262200702
341,256.10667497371514,-6.452771218598912
342,256.10667497371514,-11.517181027853738
343,256.10667497371514,-8.357860163983005
344,256.10667497371514,-10.78575229658449
345,256.10667497371514,-7.003115882879557
346,256.10667497371514,-7.490742741036115
347,256.10667497371514,-8.716028772448439
348,256.10667497371514,-14.226275947721376
349,256.10667497371514,-9.754081331153287
350,256.10667497371514,-11.305011401833603
351,256.10667497371514,-10.940877430668195
352,256.10667497371514,-8.847786139642778
353,256.10667497371514,-12.453775781432729
354,256.10667497371514,-20.229542251811466
355,256.10667497371514,-9.417002420417305
356,256.10667497371514,-8.69644762292161
357,256.10667497371514,-10.97527177133648
358,256.10667497371514,-8.608961752135968
359,256.10667497371514,-7.56329867185913
360,256.10667497371514,-10.955876492294372
361,256.10667497371514,-9.494962517807352
362,256.10667497371514,-10.542256941924933
363,256.10667497371514,-8.534284949803947
364,256.10667497371514,-7.436026282724271
365,256.10667497371514,-10.011584534047387
366,256.10667497371514,-9.633363604580765
367,256.10667497371514,-8.075648757995253
368,256.10667497371514,-9.85686974072361
369,256.10667497371514,-8.635160515647925
370,256.10667497371514,-8.440423454426536
371,256.10667497371514,-10.193439476333538
372,256.10667497371514,-6.56089735450243
373,256.10667497371514,-10.433291076693166
374,256.1066749737152,-9.485073019135655
375,256.10667497371514,-7.538490971834818
376,256.10667497371514,-9.437038697038354
377,256.10667497371514,-8.41186086664203
378,256.10667497371514,-7.3289489423048195
379,256.10667497371514,-7.333025934079188
380,256.10667497371514,-12.456026647888109
381,256.10667497371514,-8.50896967960901
382,256.10667497371514,-9.336178581794542
383,256.10667497371514,-7.16008145394261
384,256.10667497371514,-8.338276121076575
385,256.10667497371514,-7.2363882516510785
386,256.10667497371514,-7.5370027762137966
387,256.10667497371514,-8.254673293973067
388,256.10667497371514,-9.126551499748814
389,256.10667497371514,-8.566743639070694
390,256.10667497371514,-11.275000294288805
391,256.10667497371514,-8.286250229727276
392,256.10667497371514,-11.209644234597107
393,256.10667497371514,-9.388344376290885
394,256.10667497371514,-7.374699582358446
395,256.10667497371514,-10.526194475691764
396,256.10667497371514,-10.916098303858973
397,256.10667497371514,-7.329217372615112
398,256.10667497371514,-9.13549250278335
399,256.10667497371514,-16.55668586125151
400,256.10667497371514,-9.709003067097722
401,256.10667497371514,-8.545346314033623
402,256.10667497371514,-8.837560844888301
403,256.10667497371514,-7.337900537664154
404,256.10667497371514,-8.38047507466375
405,256.10667497371514,-10.922702930478351
406,256.10667497371514,-7.883148202503946
407,256.10667497371514,-8.011063489359174
408,256.10667497371514,-10.6677970555277
409,256.10667497371514,-11.967248712734062
410,256.10667497371514,-14.866240724435556
411,256.10667497371514,-10.71447522747475
412,256.10667497371514,-9.3494528627716
413,256.10667497371514,-10.945015092351294
414,256.10667497371514,-8.627700899590252
415,256.10667497371514,-13.566595559345302
416,256.10667497371514,-8.265223135639985
417,256.10667497371514,-7.622217508793952
418,256.10667497371514,-10.671757813359704
419,256.10667497371514,-10.62412491493913
420,256.10667497371514,-8.396906090799774
421,256.10667497371514,-6.539641572123628
422,256.10667497371514,-9.230189627708484
423,256.10667497371514,-7.259621907975401
424,256.10667497371514,-10.606071483660656
425,256.10667497371514,-7.456555606862338
426,256.10667497371514,-9.70881735068288
427,256.10667497371514,-7.668987348116431
428,256.10667497371514,-9.004926429344081
429,256.10667497371514,-11.68866066119989
430,256.10667497371514,-7.6023159544182874
431,256.10667497371514,-8.68944022777194
432,256.10667497371514,-8.351087078790357
433,256.10667497371514,-13.601258861363753
434,256.10667497371514,-8.371459672294236
435,256.10667497371514,-7.4363076917235205
436,256.10667497371514,-7.917172025000895
437,256.10667497371514,-7.8162103267624445
438,256.10667497371514,-9.77351140987858
439,256.10667497371514,-8.772725237418342
440,256.10667497371514,-15.564167197127176
441,256.10667497371514,-7.6756487129554785
442,256.10667497371514,-7.464360473426524
443,256.10667497371514,-7.490589269473212
444,256.10667497371514,-8.814814304812558
445,256.10667497371514,-12.051126600444562
446,256.10667497371514,-8.991779530793252
447,256.10667497371514,-10.42896123606593
448,256.10667497371514,-9.286296324667177
449,256.10667497371514,-12.857292079355673
450,256.10667497371514,-9.951855823779907
451,256.10667497371514,-8.736438323564737
452,256.10667497371514,-6.293556647524028
453,256.10667497371514,-7.859050424736807
454,256.10667497371514,-11.031089915546062
455,256.10667497371514,-8.884397735730118
456,256.10667497371514,-8.539034115714259
457,256.10667497371514,-13.251866716270484
458,256.10667497371514,-10.371970655118531
459,256.10667497371514,-11.799657411111852
460,256.10667497371514,-8.630689749943116
461,256.10667497371514,-8.968253424494332
462,256.1066749737152,-8.468200499952673
463,256.10667497371514,-17.284189421375796
464,256.10667497371514,-6.329572091866709
465,256.10667497371514,-8.841563071324536
466,256.10667497371514,-10.621756521582853
467,256.10667497371514,-9.114853288676898
468,256.10667497371514,-11.718654250575952
469,256.10667497371514,-9.027117863456937
470,256.10667497371514,-9.49279091566288
471,256.10667497371514,-6.684173433661584
472,256.10667497371514,-9.53177626112793
473,256.10667497371514,-8.847816011906332
474,256.10667497371514,-10.941982576160342
475,256.10667497371514,-7.910643565308874
476,256.10667497371514,-10.735243132056553
477,256.10667497371514,-8.065509106321343
478,256.10667497371514,-8.438133993814091
479,256.10667497371514,-8.22226173927757
480,256.10667497371514,-8.344153935466778
481,256.10667497371514,-9.122295021087297
482,256.10667497371514,-10.72109856506546
483,256.10667497371514,-7.92977980512228
484,256.10667497371514,-5.755610491143074
485,256.10667497371514,-7.257817100764896
486,256.10667497371514,-11.038363799136818
487,256.10667497371514,-9.684549835149681
488,256.10667497371514,-9.711512492471314
489,256.10667497371514,-16.877763560863997
490,256.10667497371514,-7.8072339815463465
491,256.10667497371514,-10.572621080784451
492,256.10667497371514,-7.863005935378119
493,256.10667497371514,-6.551207119257384
494,256.10667497371514,-10.78495113264259
495,256.10667497371514,-7.361992457698307
496,256.10667497371514,-10.29927648349377
497,256.10667497371514,-9.409536530559546
498,256.10667497371514,-8.280021242966285
499,256.1066749737152,-9.615122826786816
500,256.10667497371514,-8.72898708186878
501,256.10667497371514,-7.7228711298710095
502,256.10667497371514,-10.377667272722434
503,256.10667497371514,-10.828223468931867
504,256.10667497371514,-9.368923095864176
505,256.10667497371514,-7.913668095035376
506,256.10667497371514,-8.432740696624222
507,256.10667497371514,-8.90103348720374
508,256.10667497371514,-10.987656267601011
509,256.10667497371514,-8.432679873380486
510,256.10667497371514,-10.828441450113871
511,256.10667497371514,-11.855758879468084
512,256.10667497371514,-9.506566414808333
513,256.10667497371514,-9.551055098699578
514,256.10667497371514,-9.156436508369296
515,256.10667497371514,-8.71123791061018
516,256.10667497371514,-10.777249746299361
517,256.10667497371514,-9.944768818809166
518,256.10667497371514,-9.57809313688415
519,256.10667497371514,-9.310827249283136
520,256.10667497371514,-9.923559982403091
521,256.10667497371514,-7.6551504313238325
522,256.10667497371514,-6.684606050987043
523,256.10667497371514,-10.794900339107272
524,256.10667497371514,-8.64794882814175
525,256.10667497371514,-14.173109990207662
526,256.10667497371514,-9.508559440966863
527,256.10667497371514,-7.632364088314702
528,256.10667497371514,-8.532598328488888
529,256.10667497371514,-9.81476257031926
530,256.10667497371514,-9.078658831950278
531,256.10667497371514,-10.005505471837438
532,256.10667497371514,-7.695304276464981
533,256.10667497371514,-10.139086356591974
534,256.10667497371514,-11.273897730361696
535,256.10667497371514,-7.3946700007655295
536,256.10667497371514,-12.387694006261768
537,256.10667497371514,-7.667402596815492
538,256.10667497371514,-8.50769088509703
539,256.10667497371514,-9.230897375773282
540,256.10667497371514,-8.373299121700626
541,256.10667497371514,-6.815075161774217
542,256.10667497371514,-12.412379248565259
543,256.10667497371514,-9.622459519072521
544,256.10667497371514,-10.46844914815171
545,256.10667497371514,-9.5405834921946
546,256.10667497371514,-11.725392778883503
547,256.10667497371514,-7.922726595370136
548,256.10667497371514,-13.172003165042511
549,256.10667497371514,-7.925455659689504
550,256.10667497371514,-7.43699827569327
551,256.10667497371514,-8.894538643671723
552,256.10667497371514,-9.51993884122447
553,256.10667497371514,-11.62332912218956
554,256.10667497371514,-9.19371404815336
555,256.10667497371514,-6.578861756167015
556,256.10667497371514,-8.27820378047781
557,256.10667497371514,-11.38441056606905
558,256.10667497371514,-9.8494549360897
559,256.10667497371514,-9.7759321010263
560,256.10667497371514,-8.548090644459228
561,256.1066749737152,-11.17914830719402
562,256.10667497371514,-7.488634970806487
563,256.10667497371514,-6.6833090190669395
564,256.10667497371514,-11.283257909507078
565,256.10667497371514,-12.795602195292076
566,256.10667497371514,-11.673726318991285
567,256.10667497371514,-8.261822194628763
568,256.10667497371514,-11.389714737773687
569,256.10667497371514,-10.531038155787492
570,256.10667497371514,-8.147582750421833
571,256.10667497371514,-13.087115753896995
572,256.10667497371514,-10.940965727931513
573,256.10667497371514,-8.407089048950667
574,256.10667497371514,-7.667893505364049
575,256.10667497371514,-9.69508785616031
576,256.10667497371514,-8.98464501346271
577,256.10667497371514,-8.764004380982641
578,256.10667497371514,-9.507387843783619
579,256.10667497371514,-9.488536565349747
580,256.10667497371514,-11.153932092692077
581,256.10667497371514,-11.039538478033968
582,256.10667497371514,-8.697842156960775
583,256.10667497371514,-13.890735864988244
584,256.10667497371514,-8.543737864541782
585,256.10667497371514,-11.598811262287583
586,256.10667497371514,-7.372356619032061
587,256.10667497371514,-8.797027011227527
588,256.10667497371514,-18.801367259960045
589,256.10667497371514,-8.300059371117015
590,256.10667497371514,-11.364649643568661
591,256.1066749737152,-10.105060596064504
592,256.10667497371514,-6.2904669553332155
593,256.10667497371514,-11.850956059470036
594,256.10667497371514,-10.239075820317414
595,256.10667497371514,-11.976013288434586
596,256.10667497371514,-8.615098689383935
597,256.10667497371514,-9.32581704155561
598,256.10667497371514,-8.527527861000188
599,256.10667497371514,-7.355229800166285
600,256.10667497371514,-7.902960035854164
601,256.10667497371514,-11.906759441488987
602,256.10667497371514,-9.861640027345786
603,256.10667497371514,-7.382069205268493
604,256.10667497371514,-7.636608407358068
605,256.10667497371514,-10.030971973728072
606,256.10667497371514,-10.841029842767249
607,256.10667497371514,-7.3456914570219
608,256.10667497371514,-8.57261527087141
609,256.10667497371514,-10.963140828395062
610,256.10667497371514,-9.811289602593348
611,256.10667497371514,-10.1999643170648
612,256.10667497371514,-9.683764146958765
613,256.10667497371514,-9.586851685599754
614,256.10667497371514,-7.8799932755697455
615,256.10667497371514,-7.823005776880905
616,256.10667497371514,-11.498482520977007
617,256.10667497371514,-10.151776004542569
618,256.10667497371514,-8.03263666898881
619,256.10667497371514,-10.297982708493805
620,256.10667497371514,-11.332988054721568
621,256.10667497371514,-9.127507965746915
622,256.10667497371514,-10.338284755597925
623,256.10667497371514,-11.10729945599816
624,256.10667497371514,-12.21798930482288
625,256.10667497371514,-10.689934774327703
626,256.10667497371514,-11.59062217540557
627,256.10667497371514,-9.34082155885708
628,256.10667497371514,-8.768624239739907
629,256.1066749737152,-8.754639794484888
630,256.10667497371514,-9.50923076875199
631,256.10667497371514,-6.449510826258276
632,256.10667497371514,-9.064396629629417
633,256.10667497371514,-10.244458679766495
634,256.10667497371514,-9.618812859700771
635,256.10667497371514,-9.789732631993587
636,256.10667497371514,-8.8289364730703
637,256.10667497371514,-10.332120742536006
638,256.10667497371514,-10.765230496940688
639,256.10667497371514,-7.511359754537779
640,256.10667497371514,-7.410982274461588
641,256.10667497371514,-8.013291962721638
642,256.10667497371514,-12.193881803491706
643,256.10667497371514,-8.39652774277252
644,256.10667497371514,-12.53052825895504
645,256.10667497371514,-12.205110293922331
646,256.10667497371514,-9.995580045864756
647,256.10667497371514,-7.677750467427302
648,256.10667497371514,-9.972212198014006
649,256.10667497371514,-15.132668786584446
650,256.10667497371514,-7.446575922335327
651,256.10667497371514,-9.304506508949615
652,256.10667497371514,-8.390567317973222
653,256.10667497371514,-9.345456331832423
654,256.10667497371514,-7.646005507748043
655,256.10667497371514,-10.559822069959383
656,256.10667497371514,-7.62750049112509
657,256.10667497371514,-9.339728545855213
658,256.10667497371514,-10.29789848811285
659,256.10667497371514,-10.647786188599373
660,256.10667497371514,-7.4516711561819875
661,256.10667497371514,-6.583387239965589
662,256.10667497371514,-7.700661221872252
663,256.10667497371514,-11.75229277570972
664,256.10667497371514,-12.125259685389821
665,256.10667497371514,-8.37464676472905
666,256.10667497371514,-11.35853118265586
667,256.10667497371514,-9.532668938692908
668,256.10667497371514,-9.870768972668898
669,256.10667497371514,-10.995752531707495
670,256.10667497371514,-12.721182411401935
671,256.10667497371514,-9.378574350038491
672,256.10667497371514,-13.073339708742878
673,256.1066749737151,-8.34806878242351
674,256.10667497371514,-8.399804176538765
675,256.10667497371514,-8.981915317822263
676,256.10667497371514,-11.069097863185235
677,256.10667497371514,-8.949553982612919
678,256.10667497371514,-10.043948399806652
679,256.10667497371514,-6.850744435035708
680,256.10667497371514,-8.271143624878505
681,256.10667497371514,-8.636169660699636
682,256.10667497371514,-7.143273065542331
683,256.10667497371514,-7.518408879527454
684,256.10667497371514,-7.54386160683822
685,256.10667497371514,-12.750176600740502
686,256.10667497371514,-6.76506732257846
687,256.10667497371514,-7.623609182920433
688,256.10667497371514,-11.329321157814974
689,256.10667497371514,-8.566218834653938
690,256.10667497371514,-7.584427901433003
691,256.10667497371514,-10.526167217069911
692,256.10667497371514,-11.194353054815018
693,256.10667497371514,-6.417118894106466
694,256.10667497371514,-7.200337670723542
695,256.10667497371514,-8.437786906990993
696,256.10667497371514,-13.897912686275305
697,256.10667497371514,-8.2977533160375
698,256.10667497371514,-10.134178548866089
699,256.10667497371514,-13.509230131722603
700,256.10667497371514,-7.312331653385186
701,256.10667497371514,-9.597858064298748
702,256.10667497371514,-9.024947485123818
703,256.10667497371514,-11.554129501413996
704,256.10667497371514,-8.818023599727638
705,256.10667497371514,-9.472464145594273
706,256.10667497371514,-16.57072794517355
707,256.10667497371514,-8.543130751686974
708,256.10667497371514,-8.71752026439583
709,256.10667497371514,-8.624890270432786
710,256.10667497371514,-7.475964826887434
711,256.10667497371514,-12.212477180200565
712,256.10667497371514,-8.42002248955798
713,256.10667497371514,-11.397391737053894
714,256.10667497371514,-8.753038800105188
715,256.10667497371514,-12.69200853937852
716,256.10667497371514,-8.597143208346424
717,256.10667497371514,-8.24531514489928
718,256.10667497371514,-10.856149905673409
719,256.10667497371514,-11.799744022506445
720,256.10667497371514,-9.466831800291587
721,256.10667497371514,-13.533370952524393
722,256.10667497371514,-6.399480849369269
723,256.10667497371514,-11.680287591158681
724,256.10667497371514,-8.776747925310199
725,256.10667497371514,-9.854270906027068
726,256.10667497371514,-7.68733008194765
727,256.10667497371514,-11.217972357141171
728,256.10667497371514,-7.39058063146868
729,256.10667497371514,-9.758143977641055
730,256.10667497371514,-8.809250391193174
731,256.10667497371514,-12.799191540530614
732,256.10667497371514,-9.16902134512452
733,256.10667497371514,-10.882181623216937
