run,net_r,max_drawdown_r
642,256.1066749737152,-9.813420764053035
643,256.1066749737151,-9.182973347584968
644,256.10667497371537,-18.198063437211573
645,256.1066749737154,-7.403581619596196
646,256.1066749737151,-10.08013439820143
647,256.1066749737152,-12.492753207622727
648,256.10667497371503,-8.568384548288037
649,256.1066749737155,-11.849057027017885
650,256.1066749737151,-6.587376335175108
651,256.106674973715,-9.71965375862473
652,256.1066749737154,-8.519681168690255
653,256.10667497371537,-11.93817096504597
654,256.1066749737153,-7.301785894696451
655,256.1066749737155,-7.636805752253549
656,256.10667497371526,-10.284981641518812
657,256.10667497371503,-11.076047165705575
658,256.10667497371537,-10.642477185070447
659,256.1066749737155,-11.426972562937344
660,256.1066749737153,-8.924444506733266
661,256.106674973715,-13.354090636597306
662,256.1066749737151,-6.951546537935705
663,256.10667497371526,-10.52380055793185
664,256.1066749737156,-11.611350148469555
665,256.1066749737154,-9.938928159543309
666,256.1066749737152,-6.97057130993824
667,256.1066749737153,-9.827196488650202
668,256.1066749737151,-9.883510859164659
669,256.10667497371526,-8.955261981686405
670,256.1066749737152,-9.399885319398734
671,256.1066749737151,-12.10022830311145
672,256.1066749737151,-7.28951698592752
673,256.1066749737154,-9.367813385825574
674,256.1066749737151,-8.057986109490912
675,256.10667497371526,-10.0854486599939
676,256.10667497371526,-6.708201129664275
677,256.1066749737152,-6.539504633433609
678,256.10667497371526,-7.599336746311366
679,256.10667497371526,-13.961087983759029
680,256.10667497371514,-9.477404554909413
681,256.10667497371514,-10.571130645189896
682,256.1066749737152,-10.594368591274193
683,256.1066749737151,-8.572987492142062
684,256.1066749737152,-7.528448622462832
685,256.1066749737154,-7.54264065896399
686,256.1066749737155,-11.803623152959316
687,256.10667497371526,-10.091061047974165
688,256.1066749737151,-13.368712213999117
689,256.1066749737157,-12.519471131915182
690,256.10667497371514,-10.860737694960216
691,256.106674973715,-10.794359030987195
692,256.10667497371514,-8.77449424598732
693,256.10667497371526,-6.642765071462009
694,256.1066749737153,-7.226198505566032
695,256.10667497371514,-9.414415737406387
696,256.1066749737154,-7.311458749945828
697,256.10667497371503,-9.148966959703301
698,256.10667497371514,-10.110753225246311
699,256.1066749737151,-8.816869040593133
700,256.1066749737152,-9.969458786349435
701,256.10667497371514,-7.320555789373799
702,256.10667497371503,-10.72405423267
703,256.1066749737152,-9.187325578082323
704,256.10667497371537,-8.24542573356296
705,256.10667497371554,-8.243024392794752
706,256.1066749737152,-11.15807276045814
707,256.1066749737154,-9.71367609262839
708,256.10667497371537,-8.500006362548959
709,256.10667497371537,-8.727383254181634
710,256.1066749737154,-8.578217484908293
711,256.10667497371514,-9.789443951616661
712,256.1066749737153,-8.295476633797563
713,256.1066749737154,-11.97346769099521
714,256.10667497371526,-7.709907148480198
715,256.1066749737153,-10.451448213720601
716,256.1066749737151,-10.593132737211683
717,256.1066749737154,-8.57553146033861
718,256.1066749737153,-11.34227370436801
719,256.1066749737151,-6.611770638320166
720,256.1066749737154,-9.048376671672145
721,256.1066749737151,-12.362123643914671
722,256.106674973715,-8.78892240306584
723,256.10667497371526,-10.053308886854254
724,256.1066749737152,-7.960475316940801
725,256.1066749737154,-11.036974101236865
726,256.10667497371526,-7.373864536134988
727,256.1066749737151,-14.516631977225387
728,256.10667497371537,-6.220292451483672
729,256.1066749737152,-9.804070757755767
730,256.1066749737152,-11.51534271996917
