net_r_p01,net_r_p05,net_r_median,avg_r_year_p05,wr_p05,pf_p05,prob_negative_net,dd_p05
186.44480428273803,206.11560533260135,256.50030763190944,25.76445066657517,0.6143410852713178,1.5156694149565753,0.0,-14.02630309220713
