runs,net_r_p01,net_r_p05,net_r_median,avg_r_year_p05,wr_p05,pf_p05,prob_negative_net,dd_p05
5000,185.9980007955334,205.85880651140934,256.8954870604563,25.732350813926168,0.6143410852713178,1.514418006520425,0.0,-14.06531508114643
