direction,n,net_r,r_per_year,wr,pf,avg_r,max_dd,mar,sharpe_trade,pos_years,years
demand,1280.0,448.8276975527037,66.88466606737047,0.72109375,2.162781305079749,0.35064663871304974,-8.058144656446586,8.300256314443567,6.214848855764831,8.0,8.0
supply,1228.0,402.0921152319954,59.89565460378725,0.7133550488599348,2.0374788678818496,0.32743657592182035,-9.236467918026044,6.48469253997991,5.7194503170443305,8.0,8.0
