rule,n,net_r,r_per_year,wr,pf,avg_r,max_dd,mar,sharpe_trade,pos_years,years
unfiltered_all_events,13720,-1110.4006382820523,-152.07117852737895,0.503935860058309,0.849734919047796,-0.08093299112842947,-1140.1386536272335,-0.13337954821861375,-1.2844719782964953,0,8
ema8_aligned,9006,563.2448986122102,77.13730754334826,0.5752831445702865,1.136096364169594,0.06254107246415837,-54.48258457327023,1.415815863867675,1.0057520854342659,7,8
orb_reversal,4534,557.0871708990616,82.88231738121476,0.6067490074988973,1.2876229656429845,0.12286880699141191,-30.756293307277364,2.694808394274341,1.997159666673392,8,8
ema8_aligned+orb_reversal,2508,850.919812784699,126.64973986129232,0.717304625199362,2.100002799891556,0.3392822220034685,-12.596596300544903,10.054282668073892,5.971018474894801,8,8
ema8_aligned+orb_reversal+avoid_after_hours,1802,842.9541441384827,125.61770752614476,0.7769145394006659,2.9569228817588997,0.46778809330659415,-7.707277392710523,16.298583938986408,8.954971771841098,8,8
ema8_aligned+orb_continuation,3999,-466.80996843014066,-69.42277726755248,0.4838709677419355,0.7903200486735602,-0.11673167502629174,-481.12671549267185,-0.14429208570649382,-1.856856571676685,1,8
ema8_aligned+orb_inside,2190,155.935015411039,23.19970035799674,0.5794520547945206,1.1560794016345175,0.07120320338403607,-37.52591922809896,0.6182313674177788,1.1448020850023697,7,8
orb_reversal+avoid_after_hours,3385,701.1463431653991,104.31515349945501,0.6451994091580502,1.5430687022286402,0.2071333362379318,-15.509443546596207,6.725912066803236,3.446912807381968,8,8
