tf,family,side,sl,tp,n,net,wr,pf,dd,mar,pos_years,trades_per_year,flag
M15,fvg_break,S,1.0,2.0,14070,-5870.599150786213,0.3447050461975835,0.5625807811565362,-5875.653778083774,-0.14990174069066906,0/8,2110.9334565619224,False
M15,fvg_break,S,1.0,3.0,14070,-5194.390353432314,0.27469793887704336,0.6501225000299463,-5197.779696497945,-0.14993297578357453,0/8,2110.9334565619224,False
M15,fvg_break,S,2.0,1.5,14070,-3226.059129478921,0.39964463397299216,0.6823847723620553,-3242.124862907379,-0.14928735800337703,0/8,2110.9334565619224,False
M15,fvg_break,S,2.0,2.0,14070,-2951.196750395702,0.3486851457000711,0.7311039167698091,-2979.400343196299,-0.14861058585944467,0/8,2110.9334565619224,False
M15,fvg_break,S,2.0,3.0,14070,-2591.84714403391,0.2941009239516702,0.7811958794965759,-2673.847182483359,-0.14542974690893484,1/8,2110.9334565619224,False
M15,fvg_retest,L,1.0,1.5,9127,-6011.8807328705525,0.3136846718527446,0.340253027250434,-6010.7079385420275,-0.15004659846983628,0/8,1369.2081477583397,False
M15,fvg_retest,L,1.0,2.0,9127,-5646.765233669124,0.27851429823600304,0.41212131620603876,-5647.106229446072,-0.15000826879279514,0/8,1369.2081477583397,False
M15,fvg_retest,L,1.0,3.0,9127,-5172.895493555175,0.2259230853511559,0.49747215093591246,-5183.537232227381,-0.14970934372108088,0/8,1369.2081477583397,False
M15,fvg_retest,L,2.0,1.5,9127,-2960.6940023326074,0.3639750191738797,0.5763670499041973,-2965.364500221081,-0.14978104770381687,0/8,1369.2081477583397,False
M15,fvg_retest,L,2.0,2.0,9127,-2671.338919156169,0.32496986961761803,0.6395013172015626,-2671.955044604962,-0.14998273500518125,0/8,1369.2081477583397,False
M15,fvg_retest,L,2.0,3.0,9127,-2079.6420479191224,0.28508819984660894,0.734143657169459,-2078.555650754864,-0.15009573691039324,1/8,1369.2081477583397,False
M15,fvg_retest,S,1.0,1.5,8603,-5999.262495475346,0.3002441008950366,0.3165048627868219,-6001.812877066144,-0.1499728290691163,0/8,1290.7647398621327,False
