tf,family,side,sl,tp,n,net,wr,pf,dd,mar,pos_years,trades_per_year,flag
M15,bb_meanrev,L,1.0,1.5,6887,-2525.153285894688,0.43095687527225207,0.5571982046960169,-2525.7395510887354,-0.14999469897308892,0/8,1033.2533267155584,False
M15,bb_meanrev,L,1.0,2.0,6887,-2166.88966820348,0.3798460868302599,0.6520923076722429,-2169.373566572948,-0.14985774183590234,0/8,1033.2533267155584,False
M15,bb_meanrev,L,1.0,3.0,6887,-1824.4988897339736,0.3028895019602149,0.7395755121890122,-1830.982788103439,-0.1494982369031779,0/8,1033.2533267155584,False
M15,bb_meanrev,L,2.0,1.5,6887,-1101.2884013467763,0.43226368520400754,0.7674133558954384,-1105.4928364249217,-0.1494589276254197,0/8,1033.2533267155584,False
M15,bb_meanrev,L,2.0,2.0,6887,-813.9585921846917,0.3865253375925657,0.8404272890049787,-825.2096772616486,-0.14798398868383542,1/8,1033.2533267155584,False
M15,bb_meanrev,L,2.0,3.0,6887,-559.4482954877228,0.33192972266589227,0.8988426567590524,-601.3843555629511,-0.1395675831706954,1/8,1033.2533267155584,False
M15,bb_meanrev,S,1.0,1.5,6672,-2542.5081472920374,0.4292565947242206,0.543672893911085,-2547.360557000189,-0.14975526913911194,0/8,1001.0740791455567,False
M15,bb_meanrev,S,1.0,2.0,6672,-2333.574596746541,0.3720023980815348,0.6205982614357114,-2336.2516903558503,-0.14986914804099755,0/8,1001.0740791455567,False
M15,bb_meanrev,S,1.0,3.0,6672,-1974.262575612258,0.2976618705035971,0.7135906677277183,-1979.7126086563367,-0.1496280246920603,1/8,1001.0740791455567,False
M15,bb_meanrev,S,2.0,1.5,6672,-1361.122886623225,0.4157673860911271,0.7128306437824832,-1369.845040804464,-0.14908572903424983,0/8,1001.0740791455567,False
M15,bb_meanrev,S,2.0,2.0,6672,-1198.5987861431831,0.36360911270983215,0.7674525218744086,-1225.313691547906,-0.14676980793723718,0/8,1001.0740791455567,False
M15,bb_meanrev,S,2.0,3.0,6672,-1004.8543980187427,0.3087529976019185,0.8200966951953176,-1059.0650571538595,-0.14236088435442784,3/8,1001.0740791455567,False
M15,rsi,L,1.0,1.5,2016,-445.4823932455371,0.43601190476190477,0.7001947833700685,-447.9108956503304,-0.1492876281399324,0/8,302.604532495441,False
M15,rsi,L,1.0,2.0,2016,-356.52570479934093,0.37996031746031744,0.7815911833510245,-360.023069048959,-0.14864332732316213,0/8,302.604532495441,False
M15,rsi,L,1.0,3.0,2016,-222.53317999700909,0.310515873015873,0.8773791266487988,-229.03054424662702,-0.14584322858158472,0/8,302.604532495441,False
M15,rsi,L,2.0,1.5,2016,-215.5923296606862,0.4290674603174603,0.8327468067806754,-222.78406933931976,-0.1452559977963199,0/8,302.604532495441,False
M15,rsi,L,2.0,2.0,2016,-139.6005063782344,0.39037698412698413,0.8984032785980809,-150.43319596386752,-0.13929265370932462,1/8,302.604532495441,False
M15,rsi,L,2.0,3.0,2016,-65.05346588467316,0.35119047619047616,0.9554575367131455,-84.32619622359755,-0.1157958059779435,2/8,302.604532495441,False
M15,rsi,S,1.0,1.5,2130,-660.9082798213614,0.4136150234741784,0.6045567833530822,-661.2424183204192,-0.15013164788393424,0/8,319.94208287460856,False
M15,rsi,S,1.0,2.0,2130,-562.3797762122005,0.3629107981220657,0.6912165903566826,-575.0517974786094,-0.1468975300793845,1/8,319.94208287460856,False
M15,rsi,S,1.0,3.0,2130,-388.6057064068165,0.2990610328638498,0.805973577825853,-410.13502062611235,-0.14232267031736598,1/8,319.94208287460856,False
M15,rsi,S,2.0,1.5,2130,-282.57497710448865,0.42488262910798125,0.7985475210884957,-302.91649344703734,-0.1401207794977793,1/8,319.94208287460856,False
M15,rsi,S,2.0,2.0,2130,-199.05608998356024,0.38309859154929576,0.8671667930839196,-243.67653681010097,-0.12270253061242939,3/8,319.94208287460856,False
M15,rsi,S,2.0,3.0,2130,-90.95855270605085,0.3492957746478873,0.9422813043711165,-164.22673315374294,-0.08319389389200085,5/8,319.94208287460856,False
M15,vwap_mss,L,1.0,1.5,2299,-1956.0315234883942,0.25489343192692476,0.24182675576189613,-1954.7734242663637,-0.1501331489830752,0/8,344.93410867639693,False
M15,vwap_mss,L,1.0,2.0,2299,-1857.8302756468233,0.22836015658982167,0.3044550737042094,-1857.0087226344333,-0.15010296207947035,0/8,344.93410867639693,False
M15,vwap_mss,L,1.0,3.0,2299,-1783.251856157302,0.18181818181818182,0.36805602007967597,-1783.4303031449128,-0.15002157249199602,0/8,344.93410867639693,False
M15,vwap_mss,L,2.0,1.5,2299,-995.1007041391184,0.3257938234014789,0.4791825866906509,-996.7426685681672,-0.1497894250793186,0/8,344.93410867639693,False
M15,vwap_mss,L,2.0,2.0,2299,-907.7846207194202,0.29317094388864723,0.5455298201711979,-909.9843641148566,-0.14967389516250643,0/8,344.93410867639693,False
M15,vwap_mss,L,2.0,3.0,2299,-806.4688476701015,0.254458460200087,0.6152790762943031,-805.3397980590884,-0.1502469293349508,0/8,344.93410867639693,False
M15,vwap_mss,S,1.0,1.5,2329,-1936.2459051545598,0.25289823958780594,0.24665539998366687,-1934.8894534520507,-0.1502974011548401,0/8,349.79742226753075,False
M15,vwap_mss,S,1.0,2.0,2329,-1855.4742260440769,0.22370115929583512,0.30546844398315043,-1854.1177743415674,-0.15030198803177022,0/8,349.79742226753075,False
M15,vwap_mss,S,1.0,3.0,2329,-1725.5849006762596,0.18462859596393302,0.3848106218693771,-1724.7776334827865,-0.1502624052869904,0/8,349.79742226753075,False
M15,vwap_mss,S,2.0,1.5,2329,-1034.0632871488087,0.317732932589094,0.46815979120219253,-1032.8850612975543,-0.15036343532914,0/8,349.79742226753075,False
M15,vwap_mss,S,2.0,2.0,2329,-921.6096129206582,0.2855302705023615,0.5452924094192455,-920.705979323922,-0.15033951631522693,0/8,349.79742226753075,False
M15,vwap_mss,S,2.0,3.0,2329,-831.6924815234299,0.24044654358093603,0.6131043775262933,-831.7888479266942,-0.15017470875689048,0/8,349.79742226753075,False
M15,vwap_mom,L,1.0,1.5,11908,-5057.440563030608,0.40485387974470943,0.5065482924913454,-5056.263865361526,-0.15004967173113015,0/8,1786.3757642136247,False
M15,vwap_mom,L,1.0,2.0,11908,-4554.774857058197,0.35471951629156867,0.5911605051582982,-4553.5981593891165,-0.15005352557138907,0/8,1786.3757642136247,False
M15,vwap_mom,L,1.0,3.0,11908,-3684.4700367510295,0.2883775613033255,0.7002330367786341,-3683.2933390819385,-0.15006268522949937,0/8,1786.3757642136247,False
M15,vwap_mom,L,2.0,1.5,11908,-2185.76348433525,0.4181222707423581,0.7375616804903578,-2190.251934990982,-0.149707337166353,0/8,1786.3757642136247,False
M15,vwap_mom,L,2.0,2.0,11908,-1790.6967311641972,0.3702552905609674,0.8005046803147705,-1792.7411200709885,-0.1498436877872215,1/8,1786.3757642136247,False
M15,vwap_mom,L,2.0,3.0,11908,-1121.9428980892321,0.31877729257641924,0.8839406592793378,-1354.4129574297385,-0.12426637966531467,1/8,1786.3757642136247,False
M15,vwap_mom,S,1.0,1.5,11289,-5096.85056207106,0.3906457613606165,0.48512569554536333,-5095.711299166517,-0.15006434996848303,0/8,1693.6977818853975,False
M15,vwap_mom,S,1.0,2.0,11289,-4648.841238259599,0.3425458410842413,0.5666659928811807,-4649.201975355051,-0.1500191660789876,0/8,1693.6977818853975,False
M15,vwap_mom,S,1.0,3.0,11289,-4076.532009721711,0.273629196563026,0.6551113415228811,-4077.191912363601,-0.1500065243251273,0/8,1693.6977818853975,False
M15,vwap_mom,S,2.0,1.5,11289,-2593.271313457384,0.3956063424572593,0.6804480906349706,-2593.115083315611,-0.15003984621167216,0/8,1693.6977818853975,False
M15,vwap_mom,S,2.0,2.0,11289,-2337.610347363158,0.3458233678802374,0.7324708969093368,-2340.333491986165,-0.14985623562265818,0/8,1693.6977818853975,False
M15,vwap_mom,S,2.0,3.0,11289,-2011.1129144819631,0.29045973956949245,0.7871471171863885,-2034.9233066795616,-0.14827531476669886,1/8,1693.6977818853975,False
H1,fvg_break,L,1.0,1.5,3366,-447.7223136317366,0.4263220439691028,0.8063450535470319,-446.5507887544738,-0.15057388348590187,1/8,505.5054994003769,False
H1,fvg_break,L,1.0,2.0,3366,-169.22231363173665,0.3829471182412359,0.931942438249727,-252.32280077868995,-0.10071934778987973,2/8,505.5054994003769,False
H1,fvg_break,L,1.0,3.0,3366,143.8722046057286,0.31194295900178254,1.0519236254813285,-108.87926957071478,0.19844651332610616,4/8,505.5054994003769,False
H1,fvg_break,L,2.0,1.5,3366,-4.472128264367939,0.4411764705882353,0.9978241471071916,-190.95584983514317,-0.003517167542398347,3/8,505.5054994003769,False
H1,fvg_break,L,2.0,2.0,3366,160.16724036492516,0.38829471182412356,1.0712471909818333,-184.72000294479267,0.13021815539272127,4/8,505.5054994003769,False
H1,fvg_break,L,2.0,3.0,3366,511.4568420776276,0.3312537136066548,1.2088333396659157,-152.81971925023925,0.502621854618808,5/8,505.5054994003769,False
H1,fvg_break,S,1.0,1.5,3130,-599.7601312251345,0.4,0.7322975239681165,-605.3126968960623,-0.14871819965079666,0/8,469.7974419122305,False
H1,fvg_break,S,1.0,2.0,3130,-433.6391882801396,0.3514376996805112,0.8211552611641751,-478.4087328027159,-0.1360491191650806,3/8,469.7974419122305,False
H1,fvg_break,S,1.0,3.0,3130,-228.89648509056553,0.2808306709265176,0.9147245795286989,-324.44237901154196,-0.10589314736215596,3/8,469.7974419122305,False
H1,fvg_break,S,2.0,1.5,3130,-262.6656607870401,0.4054313099041534,0.8705092649211134,-305.16353128642976,-0.1291924035050733,2/8,469.7974419122305,False
H1,fvg_break,S,2.0,2.0,3130,-230.61409041634437,0.34440894568690095,0.8967729673048064,-286.72610042902534,-0.12072158279701493,3/8,469.7974419122305,False
H1,fvg_break,S,2.0,3.0,3130,-18.549514088718517,0.2884984025559105,0.9923335133765674,-170.16523796395143,-0.016361684061707137,3/8,469.7974419122305,False
H1,fvg_retest,L,1.0,1.5,2019,-726.0291385704533,0.33580980683506684,0.5482141071509421,-724.8647292819144,-0.15042371019201586,0/8,303.2183864722712,False
H1,fvg_retest,L,1.0,2.0,2019,-633.0291385704534,0.29519564140663695,0.6286489857849625,-631.9195181712314,-0.15044617307181807,0/8,303.2183864722712,False
H1,fvg_retest,L,1.0,3.0,2019,-453.16144434651176,0.2441802872709262,0.7516327632236999,-451.9970350579747,-0.15056935145667869,0/8,303.2183864722712,False
H1,fvg_retest,L,2.0,1.5,2019,-256.7640876764341,0.38979692917285785,0.8090048021380732,-273.2466442016798,-0.1411232785877975,2/8,303.2183864722712,False
H1,fvg_retest,L,2.0,2.0,2019,-173.30416395119113,0.34175334323922735,0.8804555596383533,-224.78672047643667,-0.11578640229408295,2/8,303.2183864722712,False
H1,fvg_retest,L,2.0,3.0,2019,9.765515669413944,0.2907379891035166,1.0062733740541128,-203.14165260475343,0.007219637855165613,3/8,303.2183864722712,False
H1,fvg_retest,S,1.0,1.5,1865,-772.167658243806,0.3109919571045576,0.49631704834477813,-775.8377252591727,-0.1494822721450416,0/8,280.1094834232845,False
H1,fvg_retest,S,1.0,2.0,1865,-689.667658243806,0.2739946380697051,0.5729810546767169,-697.1549696345531,-0.14857971099331413,0/8,280.1094834232845,False
H1,fvg_retest,S,1.0,3.0,1865,-591.9739377222869,0.2193029490616622,0.6588136591211118,-621.2487938557229,-0.14311528005774324,1/8,280.1094834232845,False
H1,fvg_retest,S,2.0,1.5,1865,-452.0037906219783,0.3415549597855228,0.6630216218358851,-471.58380144945636,-0.14395679675150683,1/8,280.1094834232845,False
H1,fvg_retest,S,2.0,2.0,1865,-447.9066385878565,0.28900804289544235,0.6903717380062454,-469.39913755123627,-0.1433158383419057,1/8,280.1094834232845,False
H1,fvg_retest,S,2.0,3.0,1865,-314.6354814118257,0.24664879356568364,0.7946643379123076,-369.8394395595687,-0.12777428238994706,2/8,280.1094834232845,False
H1,fvg_fade,L,1.0,1.5,3130,-309.8535343584785,0.43738019169329073,0.8522211584730927,-363.66743135692997,-0.12788463119953486,1/8,469.7974419122305,False
H1,fvg_fade,L,1.0,2.0,3130,-182.960506471007,0.3782747603833866,0.9209822098039464,-294.3323845327358,-0.0933008531663425,2/8,469.7974419122305,False
H1,fvg_fade,L,1.0,3.0,3130,105.62879388924539,0.3079872204472843,1.0410207909712892,-100.23456638629963,0.15817254957223453,4/8,469.7974419122305,False
H1,fvg_fade,L,2.0,1.5,3130,-19.71848642227483,0.4380191693290735,0.9897351778948492,-118.54118534741853,-0.024967244843294153,2/8,469.7974419122305,False
H1,fvg_fade,L,2.0,2.0,3130,74.16734063230345,0.38083067092651757,1.0350541994616693,-110.51732611815949,0.10072763756718486,4/8,469.7974419122305,False
H1,fvg_fade,L,2.0,3.0,3130,408.7411416786259,0.32811501597444087,1.1786092451704195,-117.0077498765059,0.5243243608022485,6/8,469.7974419122305,False
H1,fvg_fade,S,1.0,1.5,3366,-419.75088468768206,0.4292929292929293,0.8174591285868913,-462.68594723925605,-0.13624390534562264,3/8,505.5054994003769,False
H1,fvg_fade,S,1.0,2.0,3366,-259.7228469665047,0.37433155080213903,0.8971706343151875,-329.1435039285481,-0.11850499045113029,4/8,505.5054994003769,False
H1,fvg_fade,S,1.0,3.0,3366,-90.44286283797908,0.29411764705882354,0.9682539861204723,-221.73140435435587,-0.06125744322966972,5/8,505.5054994003769,False
H1,fvg_fade,S,2.0,1.5,3366,-388.08667644666616,0.3948306595365419,0.8262274194766875,-440.1256207012576,-0.13242313204635747,2/8,505.5054994003769,False
H1,fvg_fade,S,2.0,2.0,3366,-323.64356269993056,0.33868092691622104,0.8671102711765445,-400.64052408023696,-0.12131761699070306,2/8,505.5054994003769,False
H1,fvg_fade,S,2.0,3.0,3366,-179.03919800202578,0.27807486631016043,0.9326007704946483,-306.21542167633135,-0.08780774777595435,4/8,505.5054994003769,False
H1,ob,L,1.0,1.5,100,-118.38465420300484,0.03,0.029772018492975734,-117.22315900406586,-0.15297306344856287,0/8,15.14722145424385,False
H1,ob,L,1.0,2.0,100,-116.88465420300484,0.03,0.04206535145963653,-115.72315900406586,-0.15299251740556305,0/8,15.14722145424385,False
H1,ob,L,1.0,3.0,100,-113.88465420300484,0.03,0.06665201739295809,-112.72315900406586,-0.1530329785550701,0/8,15.14722145424385,False
H1,ob,L,2.0,1.5,100,-92.94232710150241,0.08,0.10602100584916589,-91.86157950203295,-0.15325427874316824,0/8,15.14722145424385,False
H1,ob,L,2.0,2.0,100,-97.94232710150241,0.05,0.08755112152807795,-96.86157950203295,-0.15316228849224053,0/8,15.14722145424385,False
H1,ob,L,2.0,3.0,100,-99.73200065382602,0.04,0.08035559796090123,-98.65125305435657,-0.1531316281553894,0/8,15.14722145424385,False
H1,ob,S,1.0,1.5,48,-54.86332300733656,0.041666666666666664,0.047518255113386046,-53.47256721135512,-0.1574192756194492,0/8,7.36458151013407,False
H1,ob,S,1.0,2.0,48,-56.86332300733656,0.020833333333333332,0.031728002179451854,-55.472567211355106,-0.15727540291411296,0/8,7.36458151013407,False
H1,ob,S,1.0,3.0,48,-55.86332300733656,0.020833333333333332,0.048756060805143164,-54.472567211355106,-0.15734601866897652,0/8,7.36458151013407,False
H1,ob,S,2.0,1.5,48,-48.93166150366828,0.041666666666666664,0.0550821638772019,-47.73628360567755,-0.1572708353543304,0/8,7.36458151013407,False
H1,ob,S,2.0,2.0,48,-50.93166150366829,0.020833333333333332,0.03634154831203482,-49.73628360567755,-0.15711633833064184,0/8,7.36458151013407,False
H1,ob,S,2.0,3.0,48,-49.93166150366829,0.020833333333333332,0.0552621651393213,-48.73628360567755,-0.15719200181166046,0/8,7.36458151013407,False
H1,orb,L,1.0,1.5,825,-135.571058971578,0.41575757575757577,0.7663787063693414,-137.24595119820987,-0.14848452225358133,0/8,124.0131353316414,False
H1,orb,L,1.0,2.0,825,-99.071058971578,0.3612121212121212,0.8441422045197305,-99.88678406481364,-0.1490913726911633,0/8,124.0131353316414,False
H1,orb,L,1.0,3.0,825,28.414828019363906,0.3103030303030303,1.041446898896054,-33.74868821091108,0.1265615759665489,5/8,124.0131353316414,False
H1,orb,L,2.0,1.5,825,18.48654202248497,0.4509090909090909,1.037072141889117,-38.23200421079339,0.07268459184275809,5/8,124.0131353316414,False
H1,orb,L,2.0,2.0,825,33.937606334459275,0.38545454545454544,1.060905023331443,-46.21515503964781,0.11038511956512789,5/8,124.0131353316414,False
H1,orb,L,2.0,3.0,825,115.11396992990129,0.32484848484848483,1.1886248793994951,-29.644297845655938,0.5837146624614605,6/8,124.0131353316414,False
H1,orb,S,1.0,1.5,810,-223.2863736997986,0.37037037037037035,0.635098816568582,-222.10517727854966,-0.15098374468324202,0/8,121.64987664473684,False
H1,orb,S,1.0,2.0,810,-226.2863736997986,0.3074074074074074,0.6637963798317331,-225.77474519604618,-0.15052536743303613,0/8,121.64987664473684,False
H1,orb,S,1.0,3.0,810,-177.28637369979862,0.24567901234567902,0.7583237360166221,-178.77474519604624,-0.1489346822264788,1/8,121.64987664473684,False
H1,orb,S,2.0,1.5,810,-130.2788634669379,0.3765432098765432,0.7650930649750898,-136.64035702831734,-0.14319294695063006,2/8,121.64987664473684,False
H1,orb,S,2.0,2.0,810,-110.83077817595172,0.32469135802469135,0.8155722646216593,-116.67013227695153,-0.14266825400173883,2/8,121.64987664473684,False
H1,orb,S,2.0,3.0,810,-95.81422085257813,0.26296296296296295,0.8536995267614184,-119.72307508107556,-0.12019288596440846,4/8,121.64987664473684,False
H1,bb_meanrev,L,1.0,1.5,1555,-176.83512463701695,0.4437299035369775,0.8323360021852891,-198.83983141962844,-0.1334938327848257,1/8,233.41375708488158,False
H1,bb_meanrev,L,1.0,2.0,1555,-92.83512463701697,0.3877813504823151,0.920161262449977,-153.08045830809567,-0.09103085605194834,3/8,233.41375708488158,False
H1,bb_meanrev,L,1.0,3.0,1555,56.13986429749306,0.3157556270096463,1.0432323265360208,-115.44772516927642,0.07299313799935368,5/8,233.41375708488158,False
H1,bb_meanrev,L,2.0,1.5,1555,-49.876803864078674,0.4340836012861736,0.9489468946597637,-114.35220726428284,-0.06547117266956336,3/8,233.41375708488158,False
H1,bb_meanrev,L,2.0,2.0,1555,10.128364878333844,0.3787781350482315,1.0094558647621377,-89.85463212892385,0.01691978826312758,3/8,233.41375708488158,False
H1,bb_meanrev,L,2.0,3.0,1555,102.30766118730821,0.312540192926045,1.0865248087584582,-76.84768952172631,0.19983584797105874,4/8,233.41375708488158,False
H1,bb_meanrev,S,1.0,1.5,1493,-193.03607767086066,0.4413931681178835,0.8121371558180157,-214.143020781781,-0.13540064802782326,2/8,224.25699108978753,False
H1,bb_meanrev,S,1.0,2.0,1493,-110.0360776708607,0.3864701942397857,0.9026182942522188,-144.44749033803194,-0.11442246079815753,3/8,224.25699108978753,False
H1,bb_meanrev,S,1.0,3.0,1493,13.96392232913928,0.31078365706630945,1.0110091495951938,-120.00412867873781,0.01747822877590383,4/8,224.25699108978753,False
H1,bb_meanrev,S,2.0,1.5,1493,-63.94162299201332,0.43000669792364365,0.9326356581489701,-101.66547071817564,-0.09447053238313809,3/8,224.25699108978753,False
H1,bb_meanrev,S,2.0,2.0,1493,-49.858060864417446,0.36302746148693904,0.9528889487994759,-113.45509921402655,-0.06600814780799427,4/8,224.25699108978753,False
H1,bb_meanrev,S,2.0,3.0,1493,62.78842645587968,0.2993971868720697,1.0542136411638787,-88.48533641452019,0.10658460401306658,5/8,224.25699108978753,False
H1,rsi,L,1.0,1.5,595,-105.07796395733794,0.3899159663865546,0.7477992394576637,-107.6280267259177,-0.14699686644475954,0/8,89.58571649404854,False
H1,rsi,L,1.0,2.0,595,-58.07796395733796,0.35126050420168065,0.8689117402274017,-62.628026725917636,-0.13962540967047826,3/8,89.58571649404854,False
H1,rsi,L,1.0,3.0,595,-2.485603537710265,0.28907563025210087,0.9949031888179517,-42.7448003301156,-0.008755286686646876,4/8,89.58571649404854,False
H1,rsi,L,2.0,1.5,595,-50.94679045024202,0.3983193277310924,0.8671575824982636,-55.111833784847,-0.13918542929600042,2/8,89.58571649404854,False
H1,rsi,L,2.0,2.0,595,-25.585333886925277,0.3495798319327731,0.9381421564973892,-33.18589486821154,-0.11608052445081779,3/8,89.58571649404854,False
H1,rsi,L,2.0,3.0,595,20.096875672563424,0.3042016806722689,1.0457262275680157,-28.917752559745267,0.10463712879384252,5/8,89.58571649404854,False
H1,rsi,S,1.0,1.5,658,-128.57711788533797,0.3905775075987842,0.7259183678732536,-142.83572831337898,-0.13551782600529932,1/8,99.05935288864464,False
H1,rsi,S,1.0,2.0,658,-120.07711788533797,0.32978723404255317,0.7677488693766469,-138.27802852007912,-0.13073042386992026,2/8,99.05935288864464,False
H1,rsi,S,1.0,3.0,658,-31.077117885337955,0.2811550151975684,0.9439980147627437,-73.09180921566623,-0.06400908458324682,3/8,99.05935288864464,False
H1,rsi,S,2.0,1.5,658,-66.21156120267234,0.3951367781155015,0.846712567179413,-79.21715737054275,-0.12582999145187873,2/8,99.05935288864464,False
H1,rsi,S,2.0,2.0,658,-49.77417419512007,0.34194528875379937,0.8938185644663484,-75.63289740997904,-0.09907473475637306,3/8,99.05935288864464,False
H1,rsi,S,2.0,3.0,658,-5.050806087266043,0.2917933130699088,0.9899734544245609,-56.21437501273037,-0.013526421038148105,4/8,99.05935288864464,False
H1,vwap_mss,L,1.0,1.5,861,-531.7158498165168,0.23809523809523808,0.332545749921561,-530.7323804001016,-0.15068535339523664,0/8,129.50012010569301,False
H1,vwap_mss,L,1.0,2.0,861,-483.2158498165168,0.21718931475029035,0.4102341603154259,-482.7323804001015,-0.1505572798451106,0/8,129.50012010569301,False
H1,vwap_mss,L,1.0,3.0,861,-420.5272322566471,0.18234610917537747,0.5082750062871175,-424.70025220987054,-0.14892877788615821,0/8,129.50012010569301,False
H1,vwap_mss,L,2.0,1.5,861,-275.6947949600485,0.3170731707317073,0.576621549442941,-280.31105362616324,-0.14792969531760072,0/8,129.50012010569301,False
H1,vwap_mss,L,2.0,2.0,861,-229.55276855944112,0.2857142857142857,0.6630132856460689,-238.05968778312348,-0.1450319529551226,0/8,129.50012010569301,False
H1,vwap_mss,L,2.0,3.0,861,-160.33079403943918,0.24274099883855982,0.7777189904773169,-190.57039845636695,-0.12654020134403135,2/8,129.50012010569301,False
H1,vwap_mss,S,1.0,1.5,772,-535.1641350555417,0.20725388601036268,0.27607193904830646,-533.9926784620953,-0.1511645573447559,0/8,116.44358793468348,False
H1,vwap_mss,S,1.0,2.0,772,-524.6641350555417,0.17746113989637305,0.3159485714276134,-523.4926784620952,-0.15117119428433634,0/8,116.44358793468348,False
H1,vwap_mss,S,1.0,3.0,772,-492.66413505554175,0.14378238341968913,0.3837816723097241,-491.4926784620954,-0.15119317019055337,0/8,116.44358793468348,False
H1,vwap_mss,S,2.0,1.5,772,-283.5800553279842,0.29533678756476683,0.5286055094192429,-282.4943270312609,-0.15141337167588068,0/8,116.44358793468348,False
H1,vwap_mss,S,2.0,2.0,772,-274.8531086161458,0.25129533678756477,0.5694363784697107,-273.76738031942244,-0.15143185118063887,0/8,116.44358793468348,False
H1,vwap_mss,S,2.0,3.0,772,-206.8951960282194,0.2189119170984456,0.6884320733282826,-220.8058783528691,-0.1413312024719516,1/8,116.44358793468348,False
H1,vwap_mom,L,1.0,1.5,2924,-337.672353083776,0.43399452804377564,0.8302499752918819,-343.8021171782417,-0.14741893437950565,1/8,438.877865863055,False
H1,vwap_mom,L,1.0,2.0,2924,-216.17235308377596,0.3755129958960328,0.9013509752236667,-305.54169113823343,-0.10619302250741262,2/8,438.877865863055,False
H1,vwap_mom,L,1.0,3.0,2924,143.14540547313632,0.3129274965800274,1.0594465125080617,-137.1871650940235,0.15661387727649162,3/8,438.877865863055,False
H1,vwap_mom,L,2.0,1.5,2924,16.638577848771906,0.4432284541723666,1.009340547392134,-158.04959255431348,0.015801165890028314,3/8,438.877865863055,False
H1,vwap_mom,L,2.0,2.0,2924,204.29681456893383,0.393296853625171,1.1056179399686417,-147.44129189826867,0.2079738720889886,3/8,438.877865863055,False
H1,vwap_mom,L,2.0,3.0,2924,545.8697900332397,0.33584131326949385,1.2580039686194644,-134.16786123534163,0.6106704050439551,6/8,438.877865863055,False
H1,vwap_mom,S,1.0,1.5,2716,-513.1359972236572,0.40316642120765833,0.7357659219230047,-518.4421589538254,-0.14852068840837285,1/8,407.55342531411554,False
H1,vwap_mom,S,1.0,2.0,2716,-399.2594388195989,0.35051546391752575,0.8110507055381398,-422.73615602250635,-0.14172307930325195,4/8,407.55342531411554,False
H1,vwap_mom,S,1.0,3.0,2716,-212.41190042994782,0.2809278350515464,0.9092348097216609,-284.41194164095623,-0.11206907807566452,4/8,407.55342531411554,False
H1,vwap_mom,S,2.0,1.5,2716,-253.9730866585275,0.40316642120765833,0.8568037334505136,-291.5061647378367,-0.13073586224165515,2/8,407.55342531411554,False
H1,vwap_mom,S,2.0,2.0,2716,-172.25851239032713,0.3490427098674521,0.9108880920399176,-238.85661060211413,-0.10821767745919826,2/8,407.55342531411554,False
H1,vwap_mom,S,2.0,3.0,2716,-30.55666820373515,0.28755522827687774,0.9855421727572822,-167.2038158940137,-0.02742297677276949,5/8,407.55342531411554,False
H4,fvg_break,L,1.0,1.5,833,39.63641568809365,0.453781512605042,1.0803334097855832,-43.258950016780844,0.13788246086527342,3/8,125.35325825722722,False
H4,fvg_break,L,1.0,2.0,833,81.63641568809365,0.3949579831932773,1.1492099260053499,-43.25895001678083,0.28398707844503757,4/8,125.35325825722722,False
H4,fvg_break,L,1.0,3.0,833,256.07164569916546,0.34933973589435774,1.4353122130065208,-26.426039450144174,1.458209888785496,5/8,125.35325825722722,False
H4,fvg_break,L,2.0,1.5,833,128.7741930782213,0.4789915966386555,1.2870071730381893,-23.91747932842435,0.8102220447090612,6/8,125.35325825722722,False
H4,fvg_break,L,2.0,2.0,833,181.99766305110384,0.4225690276110444,1.3669982805658012,-25.6181303315264,1.0690770488724166,6/8,125.35325825722722,True
H4,fvg_break,L,2.0,3.0,833,235.28682499393898,0.34093637454981995,1.415830709623928,-45.88864837446428,0.7715835656659566,6/8,125.35325825722722,False
H4,fvg_break,S,1.0,1.5,759,-26.142520156178737,0.42028985507246375,0.9451536709235613,-62.48085410265098,-0.06298112629036613,3/8,114.24881516587678,False
H4,fvg_break,S,1.0,2.0,759,23.327700907502283,0.3715415019762846,1.0452362299293039,-39.619146992856656,0.08862918312349255,5/8,114.24881516587678,False
H4,fvg_break,S,1.0,3.0,759,78.42050953785096,0.2977602108036891,1.1360002969906706,-40.696322858144114,0.29005771321286056,6/8,114.24881516587678,False
H4,fvg_break,S,2.0,1.5,759,-24.85600656404331,0.4057971014492754,0.9466679173134973,-65.64890395000398,-0.0569919877227071,4/8,114.24881516587678,False
H4,fvg_break,S,2.0,2.0,759,-9.921619410707777,0.34782608695652173,0.9806094229187773,-56.87721973995495,-0.026257545907842558,4/8,114.24881516587678,False
H4,fvg_break,S,2.0,3.0,759,-14.734136958371153,0.2727272727272727,0.9742036072379695,-81.32289912030814,-0.027272300829683738,4/8,114.24881516587678,False
H4,fvg_retest,L,1.0,1.5,455,-71.94892378455427,0.37142857142857144,0.7682853449465495,-84.20190489679955,-0.12891332813143955,1/8,68.64467162329616,False
H4,fvg_retest,L,1.0,2.0,455,-56.44892378455429,0.3208791208791209,0.831739896455854,-62.18505541255452,-0.1369509584136695,2/8,68.64467162329616,False
H4,fvg_retest,L,1.0,3.0,455,10.986306226517506,0.27912087912087913,1.0308633215607712,-38.39123625652613,0.0431732793535557,3/8,68.64467162329616,False
H4,fvg_retest,L,2.0,1.5,455,5.071646928275364,0.421978021978022,1.0186734821162122,-27.4530109207967,0.027871122753268803,3/8,68.64467162329616,False
