direc,reg,sess,lb,hold,ext,sl,vol,n,tpd,pf30,wr30,netR30,pf65,wr65,pf_is,pf_oos,pf_delay,posY,ROBUST,GOOD
long,any,ny,5,4,2.618,0.1,0,4410,0.86,1.235,46.6,391.0,0.973,42.3,1.18,1.284,1.277,15/21,0,0
long,any,ny,5,4,2.618,0.1,1.5,868,0.17,1.4,41.8,187.0,1.178,40.2,1.426,1.379,1.574,13/21,0,1
long,any,ny,5,4,3.618,0.02,0,4416,0.86,1.308,45.7,575.0,1.015,41.4,1.233,1.374,1.366,15/21,0,0
long,any,ny,5,4,3.618,0.02,1.5,869,0.17,1.568,40.7,285.0,1.3,39.1,1.556,1.577,1.827,17/21,0,1
long,any,ny,5,4,3.618,0.1,0,4410,0.86,1.256,46.6,427.0,0.992,42.3,1.2,1.306,1.306,16/21,0,0
long,any,ny,5,4,3.618,0.1,1.5,868,0.17,1.435,41.8,204.0,1.21,40.2,1.466,1.41,1.632,13/21,0,1
long,any,ny,5,8,1.618,0.02,0,5315,1.04,1.281,43.4,754.0,1.035,41.3,1.258,1.3,1.332,15/21,0,0
long,any,ny,5,8,1.618,0.02,1.5,1228,0.24,1.417,39.6,318.0,1.185,37.9,1.362,1.462,1.601,15/21,0,1
long,any,ny,5,8,1.618,0.1,0,5307,1.04,1.21,44.6,513.0,0.993,42.5,1.206,1.213,1.252,14/21,0,0
long,any,ny,5,8,1.618,0.1,1.5,1226,0.24,1.304,41.0,217.0,1.107,39.3,1.289,1.317,1.433,14/21,0,0
long,any,ny,5,8,2.618,0.02,0,5315,1.04,1.337,43.3,906.0,1.084,41.2,1.336,1.338,1.395,15/21,0,0
long,any,ny,5,8,2.618,0.02,1.5,1228,0.24,1.513,39.4,393.0,1.27,37.6,1.524,1.505,1.712,16/21,0,1
long,any,ny,5,8,2.618,0.1,0,5307,1.04,1.263,44.6,644.0,1.041,42.4,1.285,1.247,1.31,15/21,0,0
long,any,ny,5,8,2.618,0.1,1.5,1226,0.24,1.392,40.9,280.0,1.186,39.1,1.441,1.352,1.531,16/21,0,1
long,any,ny,5,8,3.618,0.02,0,5315,1.04,1.366,43.3,983.0,1.109,41.2,1.362,1.368,1.428,15/21,0,1
long,any,ny,5,8,3.618,0.02,1.5,1228,0.24,1.575,39.4,439.0,1.324,37.6,1.589,1.563,1.787,17/21,0,1
long,any,ny,5,8,3.618,0.1,0,5307,1.04,1.292,44.6,714.0,1.066,42.3,1.315,1.273,1.343,14/21,0,0
long,any,ny,5,8,3.618,0.1,1.5,1226,0.24,1.448,40.9,320.0,1.237,39.1,1.505,1.403,1.6,15/21,0,1
long,any,ny,5,12,1.618,0.02,0,5920,1.16,1.358,42.1,1182.0,1.123,40.3,1.332,1.378,1.392,18/21,0,1
long,any,ny,5,12,1.618,0.02,1.5,1493,0.29,1.514,39.7,481.0,1.275,38.5,1.543,1.491,1.712,17/21,0,1
long,any,ny,5,12,1.618,0.1,0,5910,1.16,1.299,43.8,903.0,1.092,41.8,1.276,1.318,1.324,19/21,0,0
long,any,ny,5,12,1.618,0.1,1.5,1491,0.29,1.432,41.7,375.0,1.225,40.4,1.479,1.395,1.57,17/21,0,1
long,any,ny,5,12,2.618,0.02,0,5920,1.16,1.434,42.0,1438.0,1.19,40.1,1.425,1.441,1.471,19/21,0,1
long,any,ny,5,12,2.618,0.02,1.5,1493,0.29,1.61,39.4,574.0,1.36,38.2,1.701,1.537,1.816,18/21,0,1
long,any,ny,5,12,2.618,0.1,0,5910,1.16,1.37,43.7,1120.0,1.156,41.7,1.365,1.375,1.398,19/21,0,1
long,any,ny,5,12,2.618,0.1,1.5,1491,0.29,1.52,41.4,454.0,1.304,40.2,1.629,1.434,1.664,18/21,0,1
long,any,ny,5,12,3.618,0.02,0,5920,1.16,1.479,41.9,1589.0,1.23,40.1,1.466,1.49,1.516,20/21,0,1
long,any,ny,5,12,3.618,0.02,1.5,1493,0.29,1.696,39.4,654.0,1.436,38.2,1.794,1.617,1.911,19/21,0,1
long,any,ny,5,12,3.618,0.1,0,5910,1.16,1.413,43.7,1249.0,1.194,41.7,1.404,1.42,1.44,19/21,0,1
long,any,ny,5,12,3.618,0.1,1.5,1491,0.29,1.598,41.4,523.0,1.375,40.2,1.718,1.505,1.75,18/21,0,1
long,any,ny,5,24,1.618,0.02,0,7508,1.47,1.372,34.5,1934.0,1.184,34.1,1.319,1.419,1.389,20/21,0,1
long,any,ny,5,24,1.618,0.02,1.5,2195,0.43,1.424,33.5,660.0,1.235,33.2,1.409,1.438,1.535,18/21,0,1
long,any,ny,5,24,1.618,0.1,0,7492,1.47,1.307,36.7,1489.0,1.145,36.1,1.254,1.354,1.319,18/21,0,0
long,any,ny,5,24,1.618,0.1,1.5,2188,0.43,1.341,35.6,496.0,1.179,35.2,1.336,1.345,1.43,16/21,0,0
long,any,ny,5,24,2.618,0.02,0,7508,1.47,1.46,33.7,2425.0,1.265,33.2,1.418,1.498,1.48,20/21,0,1
long,any,ny,5,24,2.618,0.02,1.5,2195,0.43,1.518,32.4,819.0,1.322,32.1,1.551,1.489,1.631,18/21,0,1
long,any,ny,5,24,2.618,0.1,0,7492,1.47,1.394,35.9,1939.0,1.227,35.3,1.355,1.43,1.407,21/21,0,1
long,any,ny,5,24,2.618,0.1,1.5,2188,0.43,1.431,34.6,638.0,1.263,34.1,1.481,1.387,1.521,18/21,0,1
long,any,ny,5,24,3.618,0.02,0,7508,1.47,1.511,33.6,2700.0,1.311,33.1,1.461,1.557,1.534,20/21,0,1
long,any,ny,5,24,3.618,0.02,1.5,2195,0.43,1.584,32.2,925.0,1.381,31.9,1.633,1.54,1.704,19/21,0,1
long,any,ny,5,24,3.618,0.1,0,7492,1.47,1.444,35.8,2187.0,1.272,35.1,1.398,1.485,1.46,20/21,0,1
long,any,ny,5,24,3.618,0.1,1.5,2188,0.43,1.488,34.4,725.0,1.316,34.0,1.558,1.427,1.589,19/21,0,1
long,any,ny,8,4,1.618,0.02,0,2989,0.58,1.197,47.3,218.0,0.944,42.8,1.113,1.274,1.203,15/21,0,0
long,any,ny,8,4,1.618,0.02,1.5,611,0.12,1.274,42.9,89.0,1.061,39.8,1.223,1.322,1.424,15/21,0,0
long,any,ny,8,4,1.618,0.1,0,2980,0.58,1.142,48.0,140.0,0.91,43.5,1.065,1.212,1.143,13/21,0,0
long,any,ny,8,4,1.618,0.1,1.5,610,0.12,1.168,43.8,51.0,0.986,40.7,1.136,1.198,1.287,14/21,0,0
long,any,ny,8,4,2.618,0.02,0,2989,0.58,1.223,47.3,246.0,0.966,42.8,1.153,1.286,1.223,14/21,0,0
long,any,ny,8,4,2.618,0.02,1.5,611,0.12,1.299,42.7,97.0,1.084,39.6,1.299,1.299,1.435,13/21,0,0
long,any,ny,8,4,2.618,0.1,0,2980,0.58,1.168,48.0,166.0,0.933,43.5,1.107,1.222,1.164,14/21,0,0
long,any,ny,8,4,2.618,0.1,1.5,610,0.12,1.194,43.6,59.0,1.01,40.5,1.216,1.173,1.302,13/21,0,0
long,any,ny,8,4,3.618,0.02,0,2989,0.58,1.228,47.3,252.0,0.97,42.8,1.161,1.289,1.229,15/21,0,0
long,any,ny,8,4,3.618,0.02,1.5,611,0.12,1.311,42.7,101.0,1.095,39.6,1.301,1.321,1.457,14/21,0,0
long,any,ny,8,4,3.618,0.1,0,2980,0.58,1.172,48.0,170.0,0.937,43.5,1.114,1.225,1.169,14/21,0,0
long,any,ny,8,4,3.618,0.1,1.5,610,0.12,1.206,43.6,62.0,1.021,40.5,1.219,1.194,1.323,13/21,0,0
long,any,ny,8,8,1.618,0.02,0,3631,0.71,1.264,46.1,425.0,1.04,43.7,1.162,1.351,1.31,16/21,0,0
long,any,ny,8,8,1.618,0.02,1.5,848,0.17,1.324,41.5,156.0,1.122,40.2,1.259,1.377,1.541,16/21,0,0
long,any,ny,8,8,1.618,0.1,0,3620,0.71,1.196,47.0,286.0,0.995,44.6,1.115,1.264,1.236,16/21,0,0
long,any,ny,8,8,1.618,0.1,1.5,846,0.17,1.246,43.3,109.0,1.07,41.8,1.216,1.269,1.425,15/21,0,0
long,any,ny,8,8,2.618,0.02,0,3631,0.71,1.291,46.0,470.0,1.064,43.6,1.219,1.352,1.34,17/21,0,0
long,any,ny,8,8,2.618,0.02,1.5,848,0.17,1.348,41.3,168.0,1.145,39.9,1.364,1.335,1.56,15/21,0,0
long,any,ny,8,8,2.618,0.1,0,3620,0.71,1.222,47.0,324.0,1.019,44.5,1.171,1.264,1.264,16/21,0,0
long,any,ny,8,8,2.618,0.1,1.5,846,0.17,1.268,43.0,120.0,1.091,41.5,1.319,1.227,1.443,15/21,0,0
long,any,ny,8,8,3.618,0.02,0,3631,0.71,1.297,46.0,479.0,1.069,43.5,1.233,1.351,1.348,18/21,0,0
long,any,ny,8,8,3.618,0.02,1.5,848,0.17,1.364,41.3,176.0,1.159,39.9,1.38,1.351,1.586,15/21,0,1
long,any,ny,8,8,3.618,0.1,0,3620,0.71,1.227,46.9,332.0,1.023,44.4,1.183,1.263,1.272,16/21,0,0
long,any,ny,8,8,3.618,0.1,1.5,846,0.17,1.283,43.0,127.0,1.105,41.5,1.333,1.243,1.467,15/21,0,0
long,any,ny,8,12,1.618,0.02,0,4173,0.82,1.327,44.2,685.0,1.119,42.3,1.265,1.38,1.363,18/21,0,0
long,any,ny,8,12,1.618,0.02,1.5,1116,0.22,1.366,41.4,238.0,1.168,40.1,1.451,1.299,1.604,15/21,0,0
long,any,ny,8,12,1.618,0.1,0,4158,0.81,1.271,45.8,514.0,1.084,43.8,1.205,1.327,1.299,19/21,0,0
long,any,ny,8,12,1.618,0.1,1.5,1113,0.22,1.294,43.5,177.0,1.121,42.1,1.363,1.239,1.485,17/21,0,0
long,any,ny,8,12,2.618,0.02,0,4173,0.82,1.374,44.1,786.0,1.162,42.2,1.342,1.402,1.409,19/21,0,1
long,any,ny,8,12,2.618,0.02,1.5,1116,0.22,1.43,41.1,280.0,1.226,39.9,1.603,1.293,1.667,17/21,0,0
long,any,ny,8,12,2.618,0.1,0,4158,0.81,1.315,45.7,598.0,1.124,43.7,1.278,1.346,1.341,18/21,0,0
long,any,ny,8,12,2.618,0.1,1.5,1113,0.22,1.351,43.2,212.0,1.174,41.9,1.503,1.231,1.542,15/21,0,0
long,any,ny,8,12,3.618,0.02,0,4173,0.82,1.385,44.0,809.0,1.172,42.2,1.358,1.408,1.422,20/21,0,1
long,any,ny,8,12,3.618,0.02,1.5,1116,0.22,1.456,41.0,298.0,1.25,39.8,1.648,1.305,1.702,17/21,0,1
long,any,ny,8,12,3.618,0.1,0,4158,0.81,1.324,45.6,617.0,1.133,43.6,1.292,1.352,1.353,19/21,0,0
long,any,ny,8,12,3.618,0.1,1.5,1113,0.22,1.375,43.1,226.0,1.196,41.8,1.542,1.242,1.572,16/21,0,0
long,any,ny,8,24,1.618,0.02,0,5567,1.09,1.343,36.7,1226.0,1.182,36.0,1.29,1.392,1.365,19/21,0,0
long,any,ny,8,24,1.618,0.02,1.5,1696,0.33,1.355,35.6,402.0,1.195,35.1,1.403,1.312,1.491,18/21,0,1
long,any,ny,8,24,1.618,0.1,0,5541,1.08,1.282,39.0,939.0,1.142,38.2,1.234,1.328,1.297,19/21,0,0
long,any,ny,8,24,1.618,0.1,1.5,1687,0.33,1.296,37.8,313.0,1.157,37.3,1.341,1.257,1.409,16/21,0,0
long,any,ny,8,24,2.618,0.02,0,5567,1.09,1.421,36.2,1517.0,1.254,35.6,1.365,1.473,1.442,19/21,0,1
long,any,ny,8,24,2.618,0.02,1.5,1696,0.33,1.439,34.9,502.0,1.273,34.4,1.501,1.384,1.574,18/21,0,1
long,any,ny,8,24,2.618,0.1,0,5541,1.08,1.358,38.5,1199.0,1.213,37.8,1.308,1.405,1.372,19/21,0,1
long,any,ny,8,24,2.618,0.1,1.5,1687,0.33,1.381,37.1,407.0,1.237,36.6,1.446,1.325,1.497,15/21,0,1
long,any,ny,8,24,3.618,0.02,0,5567,1.09,1.444,36.1,1606.0,1.276,35.4,1.375,1.509,1.467,19/21,0,1
long,any,ny,8,24,3.618,0.02,1.5,1696,0.33,1.482,34.7,554.0,1.313,34.1,1.543,1.429,1.627,18/21,0,1
long,any,ny,8,24,3.618,0.1,0,5541,1.08,1.38,38.4,1276.0,1.234,37.6,1.318,1.438,1.396,19/21,0,1
long,any,ny,8,24,3.618,0.1,1.5,1687,0.33,1.419,36.9,449.0,1.273,36.3,1.483,1.365,1.546,16/21,0,1
long,any,london,3,4,1.618,0.02,0,6445,1.26,1.172,37.8,717.0,0.908,35.7,1.198,1.147,1.278,16/21,0,0
long,any,london,3,4,1.618,0.02,1.5,1655,0.32,1.263,36.2,296.0,0.991,34.7,1.261,1.265,1.643,14/21,0,0
long,any,london,3,4,1.618,0.1,0,6446,1.26,1.115,39.7,438.0,0.881,37.6,1.094,1.135,1.2,15/21,0,0
long,any,london,3,4,1.618,0.1,1.5,1654,0.32,1.203,38.4,210.0,0.963,36.8,1.185,1.221,1.525,15/21,0,0
long,any,london,3,4,2.618,0.02,0,6445,1.26,1.223,37.4,934.0,0.952,35.3,1.25,1.197,1.345,20/21,0,0
long,any,london,3,4,2.618,0.02,1.5,1655,0.32,1.36,36.0,406.0,1.074,34.4,1.384,1.335,1.783,18/21,0,1
long,any,london,3,4,2.618,0.1,0,6446,1.26,1.173,39.3,666.0,0.933,37.2,1.16,1.187,1.272,17/21,0,0
long,any,london,3,4,2.618,0.1,1.5,1654,0.32,1.297,38.1,308.0,1.044,36.4,1.303,1.292,1.659,16/21,0,0
long,any,london,3,4,3.618,0.02,0,6445,1.26,1.263,37.4,1103.0,0.986,35.3,1.298,1.229,1.391,19/21,0,0
long,any,london,3,4,3.618,0.02,1.5,1655,0.32,1.409,35.9,463.0,1.116,34.3,1.436,1.382,1.848,17/21,0,1
long,any,london,3,4,3.618,0.1,0,6446,1.26,1.212,39.3,813.0,0.966,37.1,1.204,1.219,1.316,19/21,0,0
long,any,london,3,4,3.618,0.1,1.5,1654,0.32,1.343,38.1,356.0,1.084,36.3,1.352,1.334,1.721,17/21,0,0
long,any,london,3,8,1.618,0.02,0,8037,1.57,1.183,33.4,1070.0,0.946,32.3,1.166,1.201,1.266,18/21,0,0
long,any,london,3,8,1.618,0.02,1.5,2156,0.42,1.235,32.0,384.0,0.992,31.2,1.159,1.316,1.549,15/21,0,0
long,any,london,3,8,1.618,0.1,0,8038,1.57,1.138,35.6,745.0,0.928,34.3,1.072,1.203,1.206,15/21,0,0
long,any,london,3,8,1.618,0.1,1.5,2155,0.42,1.184,34.4,277.0,0.969,33.4,1.104,1.269,1.456,14/21,0,0
long,any,london,3,8,2.618,0.02,0,8037,1.57,1.237,32.6,1403.0,0.994,31.4,1.228,1.246,1.323,19/21,0,0
long,any,london,3,8,2.618,0.02,1.5,2156,0.42,1.3,31.0,497.0,1.05,30.2,1.285,1.315,1.611,16/21,0,0
long,any,london,3,8,2.618,0.1,0,8038,1.57,1.2,34.8,1092.0,0.984,33.5,1.144,1.254,1.271,17/21,0,0
long,any,london,3,8,2.618,0.1,1.5,2155,0.42,1.252,33.4,386.0,1.031,32.4,1.229,1.276,1.525,18/21,0,0
long,any,london,3,8,3.618,0.02,0,8037,1.57,1.291,32.4,1725.0,1.04,31.3,1.271,1.311,1.382,18/21,0,0
long,any,london,3,8,3.618,0.02,1.5,2156,0.42,1.353,30.7,587.0,1.095,29.9,1.333,1.374,1.669,16/21,0,1
long,any,london,3,8,3.618,0.1,0,8038,1.57,1.251,34.6,1372.0,1.029,33.3,1.183,1.316,1.326,18/21,0,0
long,any,london,3,8,3.618,0.1,1.5,2155,0.42,1.306,33.1,470.0,1.079,32.2,1.278,1.336,1.585,17/21,0,0
long,any,london,3,12,1.618,0.02,0,9133,1.79,1.215,32.5,1468.0,0.98,31.7,1.193,1.237,1.299,18/21,0,0
long,any,london,3,12,1.618,0.02,1.5,2560,0.5,1.272,32.1,535.0,1.029,31.3,1.199,1.351,1.569,18/21,0,0
long,any,london,3,12,1.618,0.1,0,9129,1.79,1.176,34.9,1115.0,0.968,33.9,1.106,1.245,1.241,16/21,0,0
long,any,london,3,12,1.618,0.1,1.5,2558,0.5,1.218,34.6,397.0,1.005,33.8,1.132,1.31,1.465,17/21,0,0
long,any,london,3,12,2.618,0.02,0,9133,1.79,1.296,31.6,2052.0,1.052,30.7,1.276,1.316,1.382,19/21,0,0
long,any,london,3,12,2.618,0.02,1.5,2560,0.5,1.362,31.1,724.0,1.109,30.2,1.33,1.396,1.647,18/21,0,1
long,any,london,3,12,2.618,0.1,0,9129,1.79,1.256,33.9,1645.0,1.041,32.9,1.184,1.326,1.324,19/21,0,0
long,any,london,3,12,2.618,0.1,1.5,2558,0.5,1.309,33.5,573.0,1.087,32.6,1.261,1.36,1.55,17/21,0,0
long,any,london,3,12,3.618,0.02,0,9133,1.79,1.359,31.3,2499.0,1.107,30.4,1.325,1.392,1.448,19/21,0,1
long,any,london,3,12,3.618,0.02,1.5,2560,0.5,1.433,30.7,871.0,1.171,29.8,1.405,1.463,1.724,18/21,0,1
long,any,london,3,12,3.618,0.1,0,9129,1.79,1.315,33.6,2035.0,1.093,32.6,1.226,1.402,1.385,19/21,0,0
long,any,london,3,12,3.618,0.1,1.5,2558,0.5,1.379,33.2,707.0,1.149,32.3,1.333,1.428,1.629,16/21,0,1
long,any,london,3,24,1.618,0.02,0,11895,2.33,1.229,29.3,2156.0,1.019,29.1,1.202,1.256,1.292,18/21,0,0
long,any,london,3,24,1.618,0.02,1.5,3510,0.69,1.274,29.2,765.0,1.058,29.0,1.204,1.352,1.504,17/21,0,0
long,any,london,3,24,1.618,0.1,0,11887,2.33,1.183,31.4,1614.0,1.001,31.1,1.118,1.248,1.233,15/21,0,0
long,any,london,3,24,1.618,0.1,1.5,3508,0.69,1.2,31.0,526.0,1.016,30.8,1.121,1.288,1.392,16/21,0,0
long,any,london,3,24,2.618,0.02,0,11895,2.33,1.316,28.0,3033.0,1.098,27.7,1.289,1.343,1.38,19/21,0,0
long,any,london,3,24,2.618,0.02,1.5,3510,0.69,1.359,27.7,1025.0,1.136,27.5,1.316,1.407,1.579,16/21,0,1
long,any,london,3,24,2.618,0.1,0,11887,2.33,1.276,30.1,2492.0,1.086,29.7,1.215,1.339,1.331,17/21,0,0
long,any,london,3,24,2.618,0.1,1.5,3508,0.69,1.292,29.4,786.0,1.101,29.2,1.233,1.356,1.479,16/21,0,0
long,any,london,3,24,3.618,0.02,0,11895,2.33,1.379,27.6,3663.0,1.154,27.3,1.344,1.415,1.446,19/21,0,1
long,any,london,3,24,3.618,0.02,1.5,3510,0.69,1.424,27.1,1222.0,1.193,26.9,1.4,1.451,1.652,17/21,0,1
long,any,london,3,24,3.618,0.1,0,11887,2.33,1.339,29.7,3075.0,1.143,29.4,1.263,1.415,1.395,18/21,0,0
long,any,london,3,24,3.618,0.1,1.5,3508,0.69,1.36,28.9,976.0,1.162,28.6,1.312,1.411,1.556,16/21,0,1
long,any,london,5,4,1.618,0.02,0,4362,0.85,1.174,40.0,443.0,0.932,37.9,1.103,1.245,1.233,14/21,0,0
long,any,london,5,4,1.618,0.02,1.5,1069,0.21,1.414,39.8,270.0,1.137,38.4,1.371,1.454,1.653,16/21,0,1
long,any,london,5,4,1.618,0.1,0,4360,0.85,1.124,41.6,288.0,0.907,39.5,1.03,1.219,1.159,13/21,0,0
long,any,london,5,4,1.618,0.1,1.5,1068,0.21,1.326,41.2,197.0,1.087,39.7,1.282,1.369,1.495,15/21,0,0
long,any,london,5,4,2.618,0.02,0,4362,0.85,1.238,39.8,608.0,0.987,37.8,1.179,1.296,1.318,17/21,0,0
long,any,london,5,4,2.618,0.02,1.5,1069,0.21,1.508,39.6,334.0,1.219,38.2,1.492,1.525,1.803,17/21,0,1
long,any,london,5,4,2.618,0.1,0,4360,0.85,1.186,41.5,435.0,0.962,39.3,1.104,1.27,1.24,15/21,0,0
long,any,london,5,4,2.618,0.1,1.5,1068,0.21,1.424,41.0,257.0,1.173,39.5,1.412,1.436,1.642,16/21,0,1
long,any,london,5,4,3.618,0.02,0,4362,0.85,1.27,39.8,692.0,1.015,37.8,1.219,1.322,1.356,17/21,0,0
long,any,london,5,4,3.618,0.02,1.5,1069,0.21,1.553,39.6,362.0,1.257,38.2,1.541,1.564,1.864,18/21,0,1
long,any,london,5,4,3.618,0.1,0,4360,0.85,1.215,41.5,504.0,0.988,39.3,1.14,1.293,1.275,16/21,0,0
long,any,london,5,4,3.618,0.1,1.5,1068,0.21,1.464,41.0,282.0,1.208,39.5,1.459,1.47,1.697,16/21,0,1
long,any,london,5,8,1.618,0.02,0,5633,1.1,1.187,35.3,705.0,0.972,34.3,1.105,1.269,1.254,16/21,0,0
long,any,london,5,8,1.618,0.02,1.5,1475,0.29,1.325,35.7,326.0,1.089,34.9,1.283,1.366,1.555,13/21,0,0
long,any,london,5,8,1.618,0.1,0,5626,1.1,1.137,37.3,481.0,0.948,36.2,1.031,1.245,1.182,14/21,0,0
long,any,london,5,8,1.618,0.1,1.5,1473,0.29,1.224,36.9,211.0,1.025,36.2,1.168,1.279,1.385,14/21,0,0
long,any,london,5,8,2.618,0.02,0,5633,1.1,1.25,34.8,950.0,1.028,33.8,1.185,1.314,1.327,17/21,0,0
long,any,london,5,8,2.618,0.02,1.5,1475,0.29,1.394,35.1,399.0,1.15,34.2,1.395,1.393,1.631,16/21,0,1
long,any,london,5,8,2.618,0.1,0,5626,1.1,1.199,36.8,703.0,1.004,35.7,1.103,1.296,1.251,16/21,0,0
long,any,london,5,8,2.618,0.1,1.5,1473,0.29,1.292,36.3,279.0,1.087,35.5,1.276,1.308,1.461,13/21,0,0
long,any,london,5,8,3.618,0.02,0,5633,1.1,1.294,34.7,1119.0,1.066,33.7,1.227,1.36,1.376,17/21,0,0
long,any,london,5,8,3.618,0.02,1.5,1475,0.29,1.455,35.0,462.0,1.204,34.2,1.489,1.422,1.706,17/21,0,1
long,any,london,5,8,3.618,0.1,0,5626,1.1,1.242,36.7,854.0,1.041,35.6,1.141,1.343,1.296,15/21,0,0
long,any,london,5,8,3.618,0.1,1.5,1473,0.29,1.352,36.3,336.0,1.14,35.4,1.363,1.341,1.534,15/21,0,1
long,any,london,5,12,1.618,0.02,0,6632,1.3,1.21,34.5,960.0,1.002,33.4,1.135,1.283,1.282,16/21,0,0
long,any,london,5,12,1.618,0.02,1.5,1837,0.36,1.256,34.2,328.0,1.041,33.3,1.241,1.27,1.464,15/21,0,0
long,any,london,5,12,1.618,0.1,0,6617,1.29,1.171,36.5,725.0,0.986,35.5,1.072,1.27,1.219,16/21,0,0
long,any,london,5,12,1.618,0.1,1.5,1833,0.36,1.176,35.7,212.0,0.992,34.8,1.139,1.212,1.322,15/21,0,0
long,any,london,5,12,2.618,0.02,0,6632,1.3,1.286,33.9,1318.0,1.069,32.8,1.216,1.354,1.364,18/21,0,0
long,any,london,5,12,2.618,0.02,1.5,1837,0.36,1.346,33.6,448.0,1.121,32.7,1.366,1.326,1.559,16/21,0,0
long,any,london,5,12,2.618,0.1,0,6617,1.29,1.244,36.0,1046.0,1.053,34.9,1.147,1.341,1.297,17/21,0,0
long,any,london,5,12,2.618,0.1,1.5,1833,0.36,1.261,35.1,317.0,1.069,34.2,1.26,1.262,1.414,18/21,0,0
long,any,london,5,12,3.618,0.02,0,6632,1.3,1.335,33.7,1552.0,1.113,32.7,1.261,1.409,1.413,18/21,0,0
long,any,london,5,12,3.618,0.02,1.5,1837,0.36,1.422,33.6,547.0,1.187,32.7,1.47,1.375,1.645,18/21,0,1
long,any,london,5,12,3.618,0.1,0,6617,1.29,1.293,35.8,1257.0,1.096,34.7,1.188,1.398,1.343,17/21,0,0
long,any,london,5,12,3.618,0.1,1.5,1833,0.36,1.333,35.1,405.0,1.133,34.2,1.355,1.311,1.494,17/21,0,0
long,any,london,5,24,1.618,0.02,0,8837,1.73,1.247,31.7,1610.0,1.061,31.3,1.171,1.324,1.301,18/21,0,0
long,any,london,5,24,1.618,0.02,1.5,2592,0.51,1.2,30.2,391.0,1.024,29.9,1.165,1.237,1.342,15/21,0,0
long,any,london,5,24,1.618,0.1,0,8816,1.72,1.194,33.7,1184.0,1.032,33.2,1.102,1.287,1.232,15/21,0,0
long,any,london,5,24,1.618,0.1,1.5,2588,0.51,1.116,31.6,215.0,0.968,31.1,1.062,1.173,1.225,15/21,0,0
long,any,london,5,24,2.618,0.02,0,8837,1.73,1.354,30.8,2338.0,1.158,30.4,1.281,1.427,1.414,21/21,0,1
long,any,london,5,24,2.618,0.02,1.5,2592,0.51,1.314,29.2,624.0,1.127,28.9,1.293,1.335,1.466,17/21,0,0
long,any,london,5,24,2.618,0.1,0,8816,1.72,1.296,32.9,1832.0,1.126,32.4,1.204,1.389,1.338,18/21,0,0
long,any,london,5,24,2.618,0.1,1.5,2588,0.51,1.221,30.6,417.0,1.065,30.2,1.183,1.262,1.337,13/21,0,0
long,any,london,5,24,3.618,0.02,0,8837,1.73,1.407,30.6,2697.0,1.205,30.2,1.326,1.488,1.467,20/21,0,1
long,any,london,5,24,3.618,0.02,1.5,2592,0.51,1.379,28.9,757.0,1.186,28.6,1.396,1.362,1.542,15/21,0,1
long,any,london,5,24,3.618,0.1,0,8816,1.72,1.349,32.6,2170.0,1.174,32.2,1.247,1.453,1.392,19/21,0,0
long,any,london,5,24,3.618,0.1,1.5,2588,0.51,1.283,30.3,534.0,1.12,29.9,1.278,1.288,1.409,13/21,0,0
long,any,london,8,4,1.618,0.02,0,2928,0.57,1.24,43.2,364.0,0.994,41.1,1.158,1.328,1.291,17/21,0,0
long,any,london,8,4,1.618,0.02,1.5,691,0.14,1.413,44.3,151.0,1.146,41.0,1.291,1.55,1.696,15/21,0,1
long,any,london,8,4,1.618,0.1,0,2924,0.57,1.2,44.9,275.0,0.977,42.6,1.107,1.301,1.242,15/21,0,0
long,any,london,8,4,1.618,0.1,1.5,690,0.14,1.406,46.5,133.0,1.157,43.0,1.245,1.591,1.674,16/21,0,1
long,any,london,8,4,2.618,0.02,0,2928,0.57,1.27,43.1,411.0,1.021,40.9,1.187,1.359,1.335,17/21,0,0
long,any,london,8,4,2.618,0.02,1.5,691,0.14,1.461,44.3,169.0,1.187,41.0,1.383,1.549,1.766,17/21,0,1
long,any,london,8,4,2.618,0.1,0,2924,0.57,1.234,44.8,321.0,1.007,42.5,1.139,1.337,1.288,17/21,0,0
long,any,london,8,4,2.618,0.1,1.5,690,0.14,1.465,46.5,152.0,1.209,43.0,1.353,1.595,1.755,16/21,0,1
long,any,london,8,4,3.618,0.02,0,2928,0.57,1.288,43.1,439.0,1.037,40.9,1.211,1.371,1.348,17/21,0,0
long,any,london,8,4,3.618,0.02,1.5,691,0.14,1.499,44.3,183.0,1.22,41.0,1.43,1.576,1.799,17/21,0,1
long,any,london,8,4,3.618,0.1,0,2924,0.57,1.252,44.8,346.0,1.022,42.5,1.163,1.347,1.302,17/21,0,0
long,any,london,8,4,3.618,0.1,1.5,690,0.14,1.506,46.5,165.0,1.244,43.0,1.405,1.621,1.795,16/21,0,1
long,any,london,8,8,1.618,0.02,0,3923,0.77,1.227,38.7,540.0,1.02,37.4,1.11,1.352,1.263,14/21,0,0
long,any,london,8,8,1.618,0.02,1.5,994,0.19,1.301,38.8,185.0,1.086,37.9,1.17,1.444,1.465,17/21,0,0
long,any,london,8,8,1.618,0.1,0,3914,0.77,1.185,40.6,404.0,0.999,39.1,1.054,1.323,1.212,14/21,0,0
long,any,london,8,8,1.618,0.1,1.5,992,0.19,1.264,41.0,149.0,1.071,40.1,1.122,1.418,1.414,15/21,0,0
long,any,london,8,8,2.618,0.02,0,3923,0.77,1.245,38.3,586.0,1.036,36.9,1.135,1.361,1.289,15/21,0,0
