swing_k,ote_fib,sweep_lb,min_conf,require_fvg,sl_buf_atr,tp_mode,session,h4_trend,wait_bars,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
2,0.705,3,5,1,0.25,3R,kz,0,48,1577,235.0,1.22,267.6,0.63,0.334,-63.2,6/8,3.0,False
2,0.705,3,5,1,0.25,3R,kz,0,96,2094,312.0,1.247,394.3,0.8,0.339,-73.3,6/8,3.0,False
2,0.705,3,5,1,0.25,3R,kz,1,48,903,135.0,1.297,202.8,0.54,0.349,-56.0,5/8,3.0,False
2,0.705,3,5,1,0.25,3R,kz,1,96,1203,179.0,1.298,269.8,0.93,0.349,-43.4,6/8,3.0,False
2,0.705,3,5,1,0.5,bsl,all,0,48,2835,422.0,0.945,-93.9,-0.08,0.467,-179.2,4/8,1.36,False
2,0.705,3,5,1,0.5,bsl,all,0,96,3804,567.0,0.978,-49.7,-0.03,0.468,-219.0,4/8,1.39,False
2,0.705,3,5,1,0.5,bsl,all,1,48,1570,234.0,1.01,8.7,0.02,0.481,-62.6,4/8,1.37,False
2,0.705,3,5,1,0.5,bsl,all,1,96,2134,318.0,1.045,55.6,0.15,0.482,-54.6,5/8,1.4,False
2,0.705,3,5,1,0.5,bsl,kz,0,48,1616,241.0,1.007,6.7,0.02,0.478,-57.7,5/8,1.38,False
2,0.705,3,5,1,0.5,bsl,kz,0,96,2143,319.0,1.042,52.2,0.1,0.479,-82.0,5/8,1.41,False
2,0.705,3,5,1,0.5,bsl,kz,1,48,928,138.0,1.093,48.8,0.19,0.497,-38.9,6/8,1.38,False
2,0.705,3,5,1,0.5,bsl,kz,1,96,1231,184.0,1.141,97.2,0.49,0.501,-29.5,6/8,1.41,False
2,0.705,3,5,1,0.5,2R,all,0,48,2835,422.0,1.015,29.4,0.03,0.378,-161.5,4/8,2.0,False
2,0.705,3,5,1,0.5,2R,all,0,96,3804,567.0,1.044,114.5,0.09,0.385,-190.9,4/8,2.0,False
2,0.705,3,5,1,0.5,2R,all,1,48,1570,234.0,1.082,87.8,0.16,0.394,-81.8,6/8,2.0,False
2,0.705,3,5,1,0.5,2R,all,1,96,2134,318.0,1.089,128.3,0.28,0.395,-69.0,5/8,2.0,False
2,0.705,3,5,1,0.5,2R,kz,0,48,1616,241.0,1.09,98.6,0.18,0.396,-83.3,6/8,2.0,False
2,0.705,3,5,1,0.5,2R,kz,0,96,2143,319.0,1.111,159.8,0.29,0.4,-82.9,5/8,2.0,False
2,0.705,3,5,1,0.5,2R,kz,1,48,928,138.0,1.138,85.9,0.2,0.406,-63.4,6/8,2.0,False
2,0.705,3,5,1,0.5,2R,kz,1,96,1231,184.0,1.155,126.5,0.34,0.41,-55.5,6/8,2.0,False
2,0.705,3,5,1,0.5,3R,all,0,48,2835,422.0,1.11,242.6,0.35,0.305,-102.8,5/8,3.0,False
2,0.705,3,5,1,0.5,3R,all,0,96,3804,567.0,1.126,370.5,0.44,0.31,-125.7,5/8,3.0,False
2,0.705,3,5,1,0.5,3R,all,1,48,1570,234.0,1.172,207.0,0.36,0.317,-84.9,6/8,3.0,False
2,0.705,3,5,1,0.5,3R,all,1,96,2134,318.0,1.153,250.8,0.47,0.314,-79.3,6/8,3.0,False
2,0.705,3,5,1,0.5,3R,kz,0,48,1616,241.0,1.197,243.2,0.49,0.322,-73.7,6/8,3.0,False
2,0.705,3,5,1,0.5,3R,kz,0,96,2143,319.0,1.216,349.8,0.72,0.327,-72.5,6/8,3.0,False
2,0.705,3,5,1,0.5,3R,kz,1,48,928,138.0,1.259,180.9,0.38,0.333,-71.4,5/8,3.0,False
2,0.705,3,5,1,0.5,3R,kz,1,96,1231,184.0,1.252,232.3,0.64,0.334,-53.8,6/8,3.0,False
2,0.705,6,3,0,0.05,bsl,all,0,48,4623,689.0,1.094,317.1,0.28,0.413,-167.8,4/8,2.18,False
2,0.705,6,3,0,0.05,bsl,all,0,96,6053,902.0,1.136,589.0,0.6,0.418,-146.1,4/8,2.19,False
2,0.705,6,3,0,0.05,bsl,all,1,48,2468,368.0,1.193,334.0,0.72,0.432,-68.7,5/8,2.19,False
2,0.705,6,3,0,0.05,bsl,all,1,96,3277,488.0,1.213,484.5,1.22,0.432,-59.1,6/8,2.2,False
2,0.705,6,3,0,0.05,bsl,kz,0,48,2572,383.0,1.191,345.3,0.68,0.431,-75.6,7/8,2.19,False
2,0.705,6,3,0,0.05,bsl,kz,0,96,3310,493.0,1.244,555.2,1.02,0.437,-80.8,7/8,2.2,False
2,0.705,6,3,0,0.05,bsl,kz,1,48,1418,211.0,1.344,325.0,1.43,0.461,-33.9,7/8,2.19,False
2,0.705,6,3,0,0.05,bsl,kz,1,96,1839,274.0,1.373,451.0,1.95,0.462,-34.5,8/8,2.2,True
2,0.705,6,3,0,0.05,2R,all,0,48,4623,689.0,1.073,236.6,0.18,0.432,-196.4,4/8,2.0,False
2,0.705,6,3,0,0.05,2R,all,0,96,6053,902.0,1.121,504.5,0.44,0.44,-171.3,5/8,2.0,False
2,0.705,6,3,0,0.05,2R,all,1,48,2468,368.0,1.196,324.4,0.89,0.457,-54.4,6/8,2.0,False
2,0.705,6,3,0,0.05,2R,all,1,96,3277,488.0,1.221,479.3,1.16,0.459,-61.4,6/8,2.0,False
2,0.705,6,3,0,0.05,2R,kz,0,48,2572,383.0,1.155,271.3,0.56,0.449,-72.7,7/8,2.0,False
2,0.705,6,3,0,0.05,2R,kz,0,96,3310,493.0,1.22,482.2,0.95,0.458,-75.6,7/8,2.0,False
2,0.705,6,3,0,0.05,2R,kz,1,48,1418,211.0,1.33,298.4,1.7,0.484,-26.2,7/8,2.0,True
2,0.705,6,3,0,0.05,2R,kz,1,96,1839,274.0,1.385,440.7,2.44,0.49,-26.9,8/8,2.0,True
2,0.705,6,3,0,0.05,3R,all,0,48,4623,689.0,1.178,667.3,0.7,0.348,-141.1,5/8,3.0,False
2,0.705,6,3,0,0.05,3R,all,0,96,6053,902.0,1.22,1060.1,1.01,0.354,-155.9,7/8,3.0,False
2,0.705,6,3,0,0.05,3R,all,1,48,2468,368.0,1.263,510.7,1.33,0.363,-57.4,6/8,3.0,False
2,0.705,6,3,0,0.05,3R,all,1,96,3277,488.0,1.283,721.9,1.76,0.364,-61.2,7/8,3.0,False
2,0.705,6,3,0,0.05,3R,kz,0,48,2572,383.0,1.294,592.3,1.17,0.368,-75.2,6/8,3.0,False
2,0.705,6,3,0,0.05,3R,kz,0,96,3310,493.0,1.345,875.9,1.51,0.374,-86.6,7/8,3.0,True
2,0.705,6,3,0,0.05,3R,kz,1,48,1418,211.0,1.424,452.4,1.71,0.391,-39.4,6/8,3.0,False
2,0.705,6,3,0,0.05,3R,kz,1,96,1839,274.0,1.446,610.2,1.9,0.392,-48.0,7/8,3.0,True
2,0.705,6,3,0,0.1,bsl,all,0,48,4682,698.0,1.057,189.9,0.12,0.42,-228.4,4/8,2.02,False
2,0.705,6,3,0,0.1,bsl,all,0,96,6122,912.0,1.097,414.3,0.28,0.425,-221.1,4/8,2.03,False
2,0.705,6,3,0,0.1,bsl,all,1,48,2494,372.0,1.153,260.2,0.58,0.439,-66.6,5/8,2.02,False
2,0.705,6,3,0,0.1,bsl,all,1,96,3308,493.0,1.175,390.7,0.88,0.439,-66.5,6/8,2.04,False
2,0.705,6,3,0,0.1,bsl,kz,0,48,2600,388.0,1.148,263.4,0.45,0.437,-87.1,7/8,2.03,False
2,0.705,6,3,0,0.1,bsl,kz,0,96,3345,499.0,1.197,441.9,0.82,0.443,-80.3,7/8,2.04,False
2,0.705,6,3,0,0.1,bsl,kz,1,48,1431,213.0,1.305,281.7,1.09,0.468,-38.5,6/8,2.03,False
2,0.705,6,3,0,0.1,bsl,kz,1,96,1856,277.0,1.331,393.1,1.62,0.469,-36.3,7/8,2.05,True
2,0.705,6,3,0,0.1,2R,all,0,48,4682,698.0,1.068,223.0,0.15,0.424,-218.3,4/8,2.0,False
2,0.705,6,3,0,0.1,2R,all,0,96,6122,912.0,1.112,472.5,0.36,0.431,-197.8,4/8,2.0,False
2,0.705,6,3,0,0.1,2R,all,1,48,2494,372.0,1.175,295.0,0.71,0.447,-61.6,6/8,2.0,False
2,0.705,6,3,0,0.1,2R,all,1,96,3308,493.0,1.201,442.7,1.03,0.45,-63.9,6/8,2.0,False
2,0.705,6,3,0,0.1,2R,kz,0,48,2600,388.0,1.152,269.0,0.55,0.442,-72.4,6/8,2.0,False
2,0.705,6,3,0,0.1,2R,kz,0,96,3345,499.0,1.215,477.3,0.91,0.452,-77.9,7/8,2.0,False
2,0.705,6,3,0,0.1,2R,kz,1,48,1431,213.0,1.318,291.2,1.19,0.476,-36.6,7/8,2.0,False
2,0.705,6,3,0,0.1,2R,kz,1,96,1856,277.0,1.37,430.3,2.01,0.482,-32.0,8/8,2.0,True
2,0.705,6,3,0,0.1,3R,all,0,48,4682,698.0,1.152,576.7,0.62,0.337,-139.5,5/8,3.0,False
2,0.705,6,3,0,0.1,3R,all,0,96,6122,912.0,1.19,925.4,0.89,0.343,-154.6,7/8,3.0,False
2,0.705,6,3,0,0.1,3R,all,1,48,2494,372.0,1.242,474.3,0.96,0.354,-73.9,6/8,3.0,False
2,0.705,6,3,0,0.1,3R,all,1,96,3308,493.0,1.258,665.9,1.71,0.355,-58.2,7/8,3.0,False
2,0.705,6,3,0,0.1,3R,kz,0,48,2600,388.0,1.257,525.3,0.96,0.357,-81.4,6/8,3.0,False
2,0.705,6,3,0,0.1,3R,kz,0,96,3345,499.0,1.308,792.5,1.5,0.363,-78.9,6/8,3.0,False
2,0.705,6,3,0,0.1,3R,kz,1,48,1431,213.0,1.377,408.5,1.09,0.378,-55.7,6/8,3.0,False
2,0.705,6,3,0,0.1,3R,kz,1,96,1856,277.0,1.405,561.5,1.65,0.38,-50.8,7/8,3.0,True
2,0.705,6,3,0,0.25,bsl,all,0,48,4799,715.0,0.984,-50.6,-0.03,0.443,-288.7,3/8,1.65,False
2,0.705,6,3,0,0.25,bsl,all,0,96,6265,934.0,1.019,75.8,0.04,0.446,-318.2,4/8,1.67,False
2,0.705,6,3,0,0.25,bsl,all,1,48,2559,381.0,1.072,115.8,0.23,0.462,-74.9,5/8,1.66,False
2,0.705,6,3,0,0.25,bsl,all,1,96,3390,505.0,1.088,187.7,0.36,0.46,-78.1,5/8,1.68,False
2,0.705,6,3,0,0.25,bsl,kz,0,48,2668,398.0,1.072,120.8,0.21,0.461,-83.8,5/8,1.66,False
2,0.705,6,3,0,0.25,bsl,kz,0,96,3426,511.0,1.111,238.5,0.36,0.464,-99.9,5/8,1.69,False
2,0.705,6,3,0,0.25,bsl,kz,1,48,1469,219.0,1.223,194.7,0.73,0.492,-39.8,6/8,1.67,False
2,0.705,6,3,0,0.25,bsl,kz,1,96,1902,284.0,1.236,266.7,0.89,0.489,-44.7,7/8,1.7,False
2,0.705,6,3,0,0.25,2R,all,0,48,4799,715.0,1.05,169.6,0.13,0.405,-187.3,4/8,2.0,False
2,0.705,6,3,0,0.25,2R,all,0,96,6265,934.0,1.083,359.5,0.28,0.411,-193.1,4/8,2.0,False
2,0.705,6,3,0,0.25,2R,all,1,48,2559,381.0,1.127,221.6,0.52,0.422,-63.7,6/8,2.0,False
2,0.705,6,3,0,0.25,2R,all,1,96,3390,505.0,1.142,324.1,0.74,0.423,-65.5,6/8,2.0,False
2,0.705,6,3,0,0.25,2R,kz,0,48,2668,398.0,1.146,263.8,0.6,0.426,-65.8,6/8,2.0,False
2,0.705,6,3,0,0.25,2R,kz,0,96,3426,511.0,1.182,414.0,0.74,0.431,-83.7,6/8,2.0,False
2,0.705,6,3,0,0.25,2R,kz,1,48,1469,219.0,1.269,255.4,1.06,0.451,-35.9,5/8,2.0,False
2,0.705,6,3,0,0.25,2R,kz,1,96,1902,284.0,1.281,342.9,1.27,0.452,-40.4,6/8,2.0,False
2,0.705,6,3,0,0.25,3R,all,0,48,4799,715.0,1.142,543.8,0.69,0.324,-117.9,6/8,3.0,False
2,0.705,6,3,0,0.25,3R,all,0,96,6265,934.0,1.171,843.0,0.8,0.329,-157.7,7/8,3.0,False
2,0.705,6,3,0,0.25,3R,all,1,48,2559,381.0,1.243,481.0,0.77,0.343,-93.4,6/8,3.0,False
2,0.705,6,3,0,0.25,3R,all,1,96,3390,505.0,1.24,627.9,1.06,0.342,-87.9,7/8,3.0,False
2,0.705,6,3,0,0.25,3R,kz,0,48,2668,398.0,1.255,524.6,1.02,0.345,-76.5,6/8,3.0,False
2,0.705,6,3,0,0.25,3R,kz,0,96,3426,511.0,1.286,746.7,1.28,0.349,-86.9,6/8,3.0,False
2,0.705,6,3,0,0.25,3R,kz,1,48,1469,219.0,1.393,428.2,0.95,0.37,-67.6,6/8,3.0,False
2,0.705,6,3,0,0.25,3R,kz,1,96,1902,284.0,1.386,544.0,1.33,0.368,-60.8,6/8,3.0,False
2,0.705,6,3,0,0.5,bsl,all,0,48,4927,734.0,0.932,-194.4,-0.08,0.487,-365.4,3/8,1.27,False
2,0.705,6,3,0,0.5,bsl,all,0,96,6422,957.0,0.958,-154.8,-0.05,0.486,-425.7,4/8,1.3,False
2,0.705,6,3,0,0.5,bsl,all,1,48,2635,393.0,1.005,7.4,0.01,0.501,-144.6,3/8,1.29,False
2,0.705,6,3,0,0.5,bsl,all,1,96,3481,519.0,1.024,46.5,0.05,0.499,-149.4,3/8,1.32,False
2,0.705,6,3,0,0.5,bsl,kz,0,48,2749,410.0,1.005,7.5,0.01,0.5,-118.8,4/8,1.29,False
2,0.705,6,3,0,0.5,bsl,kz,0,96,3525,525.0,1.041,80.9,0.09,0.502,-141.5,4/8,1.32,False
2,0.705,6,3,0,0.5,bsl,kz,1,48,1522,227.0,1.125,101.9,0.29,0.526,-52.8,6/8,1.3,False
2,0.705,6,3,0,0.5,bsl,kz,1,96,1962,293.0,1.152,159.3,0.5,0.525,-47.3,6/8,1.33,False
2,0.705,6,3,0,0.5,2R,all,0,48,4927,734.0,1.036,121.7,0.07,0.387,-269.2,4/8,2.0,False
2,0.705,6,3,0,0.5,2R,all,0,96,6422,957.0,1.059,260.4,0.13,0.392,-304.1,4/8,2.0,False
2,0.705,6,3,0,0.5,2R,all,1,48,2635,393.0,1.1,179.0,0.2,0.402,-132.3,6/8,2.0,False
2,0.705,6,3,0,0.5,2R,all,1,96,3481,519.0,1.11,258.5,0.35,0.403,-108.9,5/8,2.0,False
2,0.705,6,3,0,0.5,2R,kz,0,48,2749,410.0,1.114,212.0,0.27,0.405,-116.8,6/8,2.0,False
2,0.705,6,3,0,0.5,2R,kz,0,96,3525,525.0,1.137,322.3,0.43,0.409,-111.9,6/8,2.0,False
2,0.705,6,3,0,0.5,2R,kz,1,48,1522,227.0,1.198,197.5,0.3,0.422,-97.6,6/8,2.0,False
2,0.705,6,3,0,0.5,2R,kz,1,96,1962,293.0,1.208,265.9,0.48,0.424,-82.5,6/8,2.0,False
2,0.705,6,3,0,0.5,3R,all,0,48,4927,734.0,1.125,483.0,0.41,0.311,-176.7,5/8,3.0,False
2,0.705,6,3,0,0.5,3R,all,0,96,6422,957.0,1.146,725.3,0.63,0.315,-172.4,5/8,3.0,False
2,0.705,6,3,0,0.5,3R,all,1,48,2635,393.0,1.175,356.3,0.37,0.32,-143.3,6/8,3.0,False
2,0.705,6,3,0,0.5,3R,all,1,96,3481,519.0,1.176,470.1,0.56,0.32,-124.2,6/8,3.0,False
2,0.705,6,3,0,0.5,3R,kz,0,48,2749,410.0,1.221,462.8,0.78,0.329,-88.9,6/8,3.0,False
2,0.705,6,3,0,0.5,3R,kz,0,96,3525,525.0,1.245,651.3,1.16,0.333,-84.0,6/8,3.0,False
2,0.705,6,3,0,0.5,3R,kz,1,48,1522,227.0,1.305,346.9,0.49,0.344,-105.8,6/8,3.0,False
2,0.705,6,3,0,0.5,3R,kz,1,96,1962,293.0,1.3,438.0,0.67,0.344,-97.3,6/8,3.0,False
2,0.705,6,3,1,0.05,bsl,all,0,48,3449,514.0,1.105,261.0,0.35,0.405,-110.3,5/8,2.2,False
2,0.705,6,3,1,0.05,bsl,all,0,96,4602,686.0,1.146,476.4,0.72,0.411,-98.2,5/8,2.21,False
2,0.705,6,3,1,0.05,bsl,all,1,48,1872,279.0,1.201,262.6,0.54,0.424,-72.6,6/8,2.21,False
2,0.705,6,3,1,0.05,bsl,all,1,96,2535,378.0,1.223,391.1,1.03,0.426,-56.8,6/8,2.21,False
2,0.705,6,3,1,0.05,bsl,kz,0,48,1939,289.0,1.187,254.7,0.84,0.422,-45.3,7/8,2.21,False
2,0.705,6,3,1,0.05,bsl,kz,0,96,2553,381.0,1.232,408.0,1.1,0.427,-55.5,7/8,2.22,False
2,0.705,6,3,1,0.05,bsl,kz,1,48,1092,163.0,1.336,244.3,1.29,0.451,-28.2,7/8,2.21,False
2,0.705,6,3,1,0.05,bsl,kz,1,96,1455,217.0,1.364,348.2,1.6,0.452,-32.5,8/8,2.22,True
2,0.705,6,3,1,0.05,2R,all,0,48,3449,514.0,1.083,200.9,0.25,0.426,-120.8,5/8,2.0,False
2,0.705,6,3,1,0.05,2R,all,0,96,4602,686.0,1.133,419.3,0.59,0.435,-106.3,5/8,2.0,False
2,0.705,6,3,1,0.05,2R,all,1,48,1872,279.0,1.209,259.9,0.61,0.452,-63.2,6/8,2.0,False
2,0.705,6,3,1,0.05,2R,all,1,96,2535,378.0,1.236,393.1,1.12,0.455,-52.2,6/8,2.0,False
2,0.705,6,3,1,0.05,2R,kz,0,48,1939,289.0,1.155,203.6,0.65,0.442,-46.4,7/8,2.0,False
2,0.705,6,3,1,0.05,2R,kz,0,96,2553,381.0,1.212,358.6,0.9,0.451,-59.4,7/8,2.0,False
2,0.705,6,3,1,0.05,2R,kz,1,48,1092,163.0,1.332,229.8,1.47,0.477,-23.3,7/8,2.0,False
2,0.705,6,3,1,0.05,2R,kz,1,96,1455,217.0,1.381,344.8,1.86,0.483,-27.7,8/8,2.0,True
2,0.705,6,3,1,0.05,3R,all,0,48,3449,514.0,1.169,468.6,0.66,0.34,-106.3,6/8,3.0,False
2,0.705,6,3,1,0.05,3R,all,0,96,4602,686.0,1.212,770.9,1.23,0.346,-93.2,6/8,3.0,False
2,0.705,6,3,1,0.05,3R,all,1,48,1872,279.0,1.241,353.1,0.63,0.353,-83.8,6/8,3.0,False
2,0.705,6,3,1,0.05,3R,all,1,96,2535,378.0,1.272,534.8,1.53,0.357,-52.2,6/8,3.0,False
2,0.705,6,3,1,0.05,3R,kz,0,48,1939,289.0,1.288,434.6,0.98,0.362,-66.3,6/8,3.0,False
2,0.705,6,3,1,0.05,3R,kz,0,96,2553,381.0,1.326,636.2,1.51,0.366,-62.7,7/8,3.0,True
2,0.705,6,3,1,0.05,3R,kz,1,48,1092,163.0,1.407,332.8,1.18,0.382,-42.2,7/8,3.0,False
2,0.705,6,3,1,0.05,3R,kz,1,96,1455,217.0,1.429,462.2,1.69,0.384,-40.8,8/8,3.0,True
2,0.705,6,3,1,0.1,bsl,all,0,48,3480,519.0,1.069,170.0,0.18,0.412,-141.6,4/8,2.05,False
2,0.705,6,3,1,0.1,bsl,all,0,96,4641,692.0,1.11,354.8,0.39,0.417,-134.1,4/8,2.06,False
2,0.705,6,3,1,0.1,bsl,all,1,48,1889,282.0,1.157,202.7,0.42,0.43,-72.4,6/8,2.05,False
2,0.705,6,3,1,0.1,bsl,all,1,96,2555,381.0,1.185,319.3,0.9,0.432,-52.7,6/8,2.07,False
2,0.705,6,3,1,0.1,bsl,kz,0,48,1955,292.0,1.149,200.2,0.54,0.429,-55.1,6/8,2.06,False
2,0.705,6,3,1,0.1,bsl,kz,0,96,2575,384.0,1.192,332.6,0.84,0.433,-59.1,7/8,2.07,False
2,0.705,6,3,1,0.1,bsl,kz,1,48,1101,164.0,1.298,212.8,0.97,0.458,-32.8,7/8,2.06,False
2,0.705,6,3,1,0.1,bsl,kz,1,96,1467,219.0,1.326,307.4,1.41,0.459,-32.4,7/8,2.07,False
2,0.705,6,3,1,0.1,2R,all,0,48,3480,519.0,1.076,185.3,0.2,0.419,-138.6,4/8,2.0,False
2,0.705,6,3,1,0.1,2R,all,0,96,4641,692.0,1.123,390.1,0.49,0.427,-119.1,5/8,2.0,False
2,0.705,6,3,1,0.1,2R,all,1,48,1889,282.0,1.179,226.6,0.47,0.44,-71.2,6/8,2.0,False
2,0.705,6,3,1,0.1,2R,all,1,96,2555,381.0,1.21,354.6,1.01,0.445,-52.5,6/8,2.0,False
2,0.705,6,3,1,0.1,2R,kz,0,48,1955,292.0,1.153,203.0,0.66,0.436,-46.2,6/8,2.0,False
2,0.705,6,3,1,0.1,2R,kz,0,96,2575,384.0,1.213,362.5,0.96,0.446,-56.3,7/8,2.0,False
2,0.705,6,3,1,0.1,2R,kz,1,48,1101,164.0,1.317,222.7,0.99,0.469,-33.5,7/8,2.0,False
2,0.705,6,3,1,0.1,2R,kz,1,96,1467,219.0,1.372,340.2,1.69,0.476,-30.0,8/8,2.0,True
2,0.705,6,3,1,0.1,3R,all,0,48,3480,519.0,1.148,414.1,0.46,0.331,-133.0,5/8,3.0,False
2,0.705,6,3,1,0.1,3R,all,0,96,4641,692.0,1.186,684.0,0.9,0.337,-113.7,6/8,3.0,False
2,0.705,6,3,1,0.1,3R,all,1,48,1889,282.0,1.212,314.9,0.47,0.343,-99.5,6/8,3.0,False
2,0.705,6,3,1,0.1,3R,all,1,96,2555,381.0,1.237,471.9,0.98,0.346,-71.9,6/8,3.0,False
2,0.705,6,3,1,0.1,3R,kz,0,48,1955,292.0,1.265,403.2,0.83,0.353,-72.7,6/8,3.0,False
2,0.705,6,3,1,0.1,3R,kz,0,96,2575,384.0,1.302,594.8,1.25,0.358,-71.2,7/8,3.0,False
2,0.705,6,3,1,0.1,3R,kz,1,48,1101,164.0,1.354,295.0,0.86,0.369,-51.4,6/8,3.0,False
2,0.705,6,3,1,0.1,3R,kz,1,96,1467,219.0,1.383,419.4,1.46,0.372,-42.8,6/8,3.0,False
2,0.705,6,3,1,0.25,bsl,all,0,48,3553,529.0,0.997,-6.5,-0.01,0.434,-180.8,3/8,1.7,False
2,0.705,6,3,1,0.25,bsl,all,0,96,4734,705.0,1.037,113.1,0.08,0.439,-203.6,4/8,1.72,False
2,0.705,6,3,1,0.25,bsl,all,1,48,1927,287.0,1.08,97.5,0.22,0.452,-64.8,5/8,1.71,False
2,0.705,6,3,1,0.25,bsl,all,1,96,2607,389.0,1.107,175.8,0.43,0.453,-60.6,5/8,1.73,False
2,0.705,6,3,1,0.25,bsl,kz,0,48,1994,297.0,1.084,106.1,0.3,0.452,-53.5,5/8,1.71,False
2,0.705,6,3,1,0.25,bsl,kz,0,96,2624,391.0,1.119,197.0,0.4,0.455,-73.0,6/8,1.74,False
2,0.705,6,3,1,0.25,bsl,kz,1,48,1123,168.0,1.222,150.3,0.64,0.482,-35.1,6/8,1.72,False
2,0.705,6,3,1,0.25,bsl,kz,1,96,1495,223.0,1.239,214.6,0.86,0.48,-37.1,7/8,1.74,False
2,0.705,6,3,1,0.25,2R,all,0,48,3553,529.0,1.042,105.6,0.11,0.399,-137.2,4/8,2.0,False
2,0.705,6,3,1,0.25,2R,all,0,96,4734,705.0,1.082,265.8,0.31,0.406,-126.9,4/8,2.0,False
2,0.705,6,3,1,0.25,2R,all,1,48,1927,287.0,1.115,150.3,0.35,0.415,-63.1,5/8,2.0,False
2,0.705,6,3,1,0.25,2R,all,1,96,2607,389.0,1.14,245.2,0.77,0.419,-47.7,6/8,2.0,False
2,0.705,6,3,1,0.25,2R,kz,0,48,1994,297.0,1.144,193.7,0.54,0.422,-53.1,6/8,2.0,False
2,0.705,6,3,1,0.25,2R,kz,0,96,2624,391.0,1.173,302.5,0.7,0.426,-64.7,6/8,2.0,False
2,0.705,6,3,1,0.25,2R,kz,1,48,1123,168.0,1.264,191.5,0.78,0.446,-36.7,5/8,2.0,False
2,0.705,6,3,1,0.25,2R,kz,1,96,1495,223.0,1.275,263.6,1.08,0.447,-36.5,6/8,2.0,False
2,0.705,6,3,1,0.25,3R,all,0,48,3553,529.0,1.145,407.8,0.58,0.322,-105.5,6/8,3.0,False
2,0.705,6,3,1,0.25,3R,all,0,96,4734,705.0,1.178,658.3,0.85,0.327,-115.0,6/8,3.0,False
2,0.705,6,3,1,0.25,3R,all,1,48,1927,287.0,1.232,344.7,0.58,0.338,-89.2,6/8,3.0,False
2,0.705,6,3,1,0.25,3R,all,1,96,2607,389.0,1.239,478.0,1.09,0.339,-65.1,6/8,3.0,False
2,0.705,6,3,1,0.25,3R,kz,0,48,1994,297.0,1.267,407.5,0.9,0.345,-67.5,5/8,3.0,False
2,0.705,6,3,1,0.25,3R,kz,0,96,2624,391.0,1.291,576.3,1.04,0.348,-82.3,6/8,3.0,False
2,0.705,6,3,1,0.25,3R,kz,1,48,1123,168.0,1.383,318.4,0.85,0.365,-56.1,5/8,3.0,False
2,0.705,6,3,1,0.25,3R,kz,1,96,1495,223.0,1.375,413.6,1.14,0.363,-54.3,6/8,3.0,False
2,0.705,6,3,1,0.5,bsl,all,0,48,3635,542.0,0.951,-104.6,-0.07,0.477,-237.3,4/8,1.33,False
2,0.705,6,3,1,0.5,bsl,all,0,96,4837,721.0,0.982,-52.1,-0.03,0.478,-283.5,4/8,1.36,False
2,0.705,6,3,1,0.5,bsl,all,1,48,1976,295.0,1.024,26.8,0.04,0.492,-89.6,5/8,1.34,False
2,0.705,6,3,1,0.5,bsl,all,1,96,2666,397.0,1.049,74.6,0.13,0.492,-83.7,5/8,1.37,False
2,0.705,6,3,1,0.5,bsl,kz,0,48,2050,306.0,1.024,28.8,0.06,0.491,-77.9,5/8,1.34,False
2,0.705,6,3,1,0.5,bsl,kz,0,96,2694,402.0,1.056,85.4,0.12,0.491,-106.3,4/8,1.38,False
2,0.705,6,3,1,0.5,bsl,kz,1,48,1159,173.0,1.134,85.1,0.27,0.515,-46.3,7/8,1.35,False
2,0.705,6,3,1,0.5,bsl,kz,1,96,1535,229.0,1.16,133.9,0.43,0.515,-47.0,6/8,1.38,False
2,0.705,6,3,1,0.5,2R,all,0,48,3635,542.0,1.045,112.1,0.08,0.387,-198.4,4/8,2.0,False
2,0.705,6,3,1,0.5,2R,all,0,96,4837,721.0,1.072,238.1,0.18,0.393,-199.1,4/8,2.0,False
2,0.705,6,3,1,0.5,2R,all,1,48,1976,295.0,1.103,137.4,0.18,0.399,-114.4,6/8,2.0,False
2,0.705,6,3,1,0.5,2R,all,1,96,2666,397.0,1.113,202.5,0.29,0.401,-103.5,6/8,2.0,False
2,0.705,6,3,1,0.5,2R,kz,0,48,2050,306.0,1.132,181.7,0.29,0.407,-93.0,6/8,2.0,False
2,0.705,6,3,1,0.5,2R,kz,0,96,2694,402.0,1.148,264.6,0.41,0.409,-96.8,6/8,2.0,False
2,0.705,6,3,1,0.5,2R,kz,1,48,1159,173.0,1.187,142.3,0.27,0.418,-79.6,5/8,2.0,False
2,0.705,6,3,1,0.5,2R,kz,1,96,1535,229.0,1.192,193.1,0.37,0.419,-77.5,6/8,2.0,False
2,0.705,6,3,1,0.5,3R,all,0,48,3635,542.0,1.139,391.7,0.47,0.312,-125.2,6/8,3.0,False
2,0.705,6,3,1,0.5,3R,all,0,96,4837,721.0,1.163,605.2,0.74,0.317,-121.5,5/8,3.0,False
2,0.705,6,3,1,0.5,3R,all,1,48,1976,295.0,1.191,289.1,0.38,0.321,-112.2,6/8,3.0,False
2,0.705,6,3,1,0.5,3R,all,1,96,2666,397.0,1.189,384.4,0.61,0.322,-93.9,6/8,3.0,False
2,0.705,6,3,1,0.5,3R,kz,0,48,2050,306.0,1.24,371.7,0.68,0.331,-81.8,6/8,3.0,False
