swing_k,ote_fib,sweep_lb,min_conf,require_fvg,sl_buf_atr,tp_mode,session,h4_trend,wait_bars,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
5,0.618,6,4,1,0.25,3R,all,0,48,1497,223.0,1.204,228.5,0.63,0.322,-54.1,6/8,3.0,False
5,0.618,6,4,1,0.25,3R,all,0,96,2078,310.0,1.209,321.8,0.71,0.326,-67.3,6/8,3.0,False
5,0.618,6,4,1,0.25,3R,all,1,48,812,121.0,1.192,116.9,0.25,0.319,-70.6,5/8,3.0,False
5,0.618,6,4,1,0.25,3R,all,1,96,1138,170.0,1.173,147.1,0.41,0.319,-53.2,6/8,3.0,False
5,0.618,6,4,1,0.25,3R,kz,0,48,892,133.0,1.343,221.8,0.6,0.344,-55.1,6/8,3.0,False
5,0.618,6,4,1,0.25,3R,kz,0,96,1231,184.0,1.324,286.9,0.83,0.346,-51.7,6/8,3.0,False
5,0.618,6,4,1,0.25,3R,kz,1,48,484,73.0,1.389,134.6,0.38,0.355,-53.8,5/8,3.0,False
5,0.618,6,4,1,0.25,3R,kz,1,96,673,100.0,1.317,153.6,0.43,0.348,-52.8,5/8,3.0,False
5,0.618,6,4,1,0.5,bsl,all,0,48,1507,225.0,0.974,-21.0,-0.03,0.515,-100.9,5/8,1.1,False
5,0.618,6,4,1,0.5,bsl,all,0,96,2092,312.0,0.988,-12.7,-0.02,0.513,-120.4,4/8,1.12,False
5,0.618,6,4,1,0.5,bsl,all,1,48,818,122.0,1.018,7.4,0.02,0.522,-49.5,5/8,1.11,False
5,0.618,6,4,1,0.5,bsl,all,1,96,1148,171.0,1.015,9.3,0.02,0.516,-58.6,5/8,1.13,False
5,0.618,6,4,1,0.5,bsl,kz,0,48,898,134.0,1.066,30.1,0.09,0.536,-50.4,5/8,1.11,False
5,0.618,6,4,1,0.5,bsl,kz,0,96,1241,185.0,1.059,37.7,0.09,0.53,-62.6,5/8,1.13,False
5,0.618,6,4,1,0.5,bsl,kz,1,48,487,74.0,1.229,52.4,0.25,0.569,-32.3,6/8,1.12,False
5,0.618,6,4,1,0.5,bsl,kz,1,96,680,101.0,1.168,55.6,0.2,0.551,-41.1,6/8,1.14,False
5,0.618,6,4,1,0.5,2R,all,0,48,1507,225.0,1.118,116.6,0.36,0.393,-48.5,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,all,0,96,2092,312.0,1.119,163.0,0.43,0.394,-56.0,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,all,1,48,818,122.0,1.104,56.1,0.18,0.389,-47.6,5/8,2.0,False
5,0.618,6,4,1,0.5,2R,all,1,96,1148,171.0,1.088,66.6,0.23,0.386,-42.5,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,kz,0,48,898,134.0,1.212,121.8,0.35,0.412,-51.8,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,kz,0,96,1241,185.0,1.198,156.5,0.43,0.412,-53.8,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,kz,1,48,487,74.0,1.262,80.4,0.3,0.423,-39.9,6/8,2.0,False
5,0.618,6,4,1,0.5,2R,kz,1,96,680,101.0,1.186,81.1,0.27,0.41,-44.6,6/8,2.0,False
5,0.618,6,4,1,0.5,3R,all,0,48,1507,225.0,1.229,251.2,0.57,0.328,-65.6,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,all,0,96,2092,312.0,1.216,326.4,0.81,0.329,-60.4,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,all,1,48,818,122.0,1.217,130.0,0.27,0.324,-70.5,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,all,1,96,1148,171.0,1.168,141.4,0.3,0.319,-70.2,5/8,3.0,False
5,0.618,6,4,1,0.5,3R,kz,0,48,898,134.0,1.332,212.7,0.46,0.342,-69.1,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,kz,0,96,1241,185.0,1.299,264.3,0.69,0.342,-57.3,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,kz,1,48,487,74.0,1.39,134.2,0.35,0.353,-58.1,6/8,3.0,False
5,0.618,6,4,1,0.5,3R,kz,1,96,680,101.0,1.275,133.9,0.32,0.34,-62.6,6/8,3.0,False
5,0.618,6,5,0,0.05,bsl,all,0,48,1388,207.0,1.078,65.3,0.14,0.462,-67.9,6/8,1.54,False
5,0.618,6,5,0,0.05,bsl,all,0,96,1937,289.0,1.087,101.1,0.24,0.463,-62.6,4/8,1.55,False
5,0.618,6,5,0,0.05,bsl,all,1,48,752,112.0,1.141,62.3,0.18,0.473,-51.7,6/8,1.55,False
5,0.618,6,5,0,0.05,bsl,all,1,96,1055,157.0,1.118,73.7,0.22,0.466,-49.3,5/8,1.55,False
5,0.618,6,5,0,0.05,bsl,kz,0,48,828,124.0,1.195,93.4,0.33,0.488,-42.2,6/8,1.55,False
5,0.618,6,5,0,0.05,bsl,kz,0,96,1151,172.0,1.183,121.2,0.45,0.485,-39.9,6/8,1.55,False
5,0.618,6,5,0,0.05,bsl,kz,1,48,454,69.0,1.351,86.2,0.39,0.518,-33.3,6/8,1.55,False
5,0.618,6,5,0,0.05,bsl,kz,1,96,630,94.0,1.275,96.1,0.39,0.502,-36.7,5/8,1.55,False
5,0.618,6,5,0,0.05,2R,all,0,48,1388,207.0,1.119,110.8,0.22,0.403,-76.3,6/8,2.0,False
5,0.618,6,5,0,0.05,2R,all,0,96,1937,289.0,1.126,162.3,0.37,0.405,-65.7,6/8,2.0,False
5,0.618,6,5,0,0.05,2R,all,1,48,752,112.0,1.161,79.8,0.2,0.41,-60.4,5/8,2.0,False
5,0.618,6,5,0,0.05,2R,all,1,96,1055,157.0,1.166,114.3,0.35,0.41,-48.2,5/8,2.0,False
5,0.618,6,5,0,0.05,2R,kz,0,48,828,124.0,1.217,116.7,0.3,0.423,-58.5,6/8,2.0,False
5,0.618,6,5,0,0.05,2R,kz,0,96,1151,172.0,1.211,156.3,0.39,0.423,-60.4,6/8,2.0,False
5,0.618,6,5,0,0.05,2R,kz,1,48,454,69.0,1.334,94.2,0.35,0.445,-41.0,5/8,2.0,False
5,0.618,6,5,0,0.05,2R,kz,1,96,630,94.0,1.285,112.7,0.4,0.437,-42.4,5/8,2.0,False
5,0.618,6,5,0,0.05,3R,all,0,48,1388,207.0,1.212,222.5,0.7,0.326,-47.2,6/8,3.0,False
5,0.618,6,5,0,0.05,3R,all,0,96,1937,289.0,1.229,331.0,0.96,0.331,-51.2,6/8,3.0,False
5,0.618,6,5,0,0.05,3R,all,1,48,752,112.0,1.247,138.8,0.34,0.331,-60.9,5/8,3.0,False
5,0.618,6,5,0,0.05,3R,all,1,96,1055,157.0,1.231,181.6,0.64,0.33,-42.1,5/8,3.0,False
5,0.618,6,5,0,0.05,3R,kz,0,48,828,124.0,1.368,221.9,0.73,0.351,-45.3,6/8,3.0,False
5,0.618,6,5,0,0.05,3R,kz,0,96,1151,172.0,1.354,293.9,0.98,0.354,-44.7,6/8,3.0,False
5,0.618,6,5,0,0.05,3R,kz,1,48,454,69.0,1.451,145.5,0.51,0.368,-42.8,5/8,3.0,False
5,0.618,6,5,0,0.05,3R,kz,1,96,630,94.0,1.357,162.2,0.59,0.356,-41.3,5/8,3.0,False
5,0.618,6,5,0,0.1,bsl,all,0,48,1393,208.0,1.064,53.2,0.12,0.469,-68.4,5/8,1.48,False
5,0.618,6,5,0,0.1,bsl,all,0,96,1942,290.0,1.074,84.6,0.18,0.469,-70.0,4/8,1.48,False
5,0.618,6,5,0,0.1,bsl,all,1,48,753,112.0,1.129,56.4,0.17,0.481,-49.3,6/8,1.48,False
5,0.618,6,5,0,0.1,bsl,all,1,96,1056,157.0,1.109,66.7,0.21,0.473,-48.3,6/8,1.49,False
5,0.618,6,5,0,0.1,bsl,kz,0,48,830,124.0,1.195,91.1,0.34,0.498,-40.3,6/8,1.48,False
5,0.618,6,5,0,0.1,bsl,kz,0,96,1153,172.0,1.18,116.9,0.43,0.493,-40.9,6/8,1.49,False
5,0.618,6,5,0,0.1,bsl,kz,1,48,454,69.0,1.37,88.1,0.45,0.531,-29.8,6/8,1.48,False
5,0.618,6,5,0,0.1,bsl,kz,1,96,630,94.0,1.284,96.9,0.43,0.513,-33.7,6/8,1.49,False
5,0.618,6,5,0,0.1,2R,all,0,48,1393,208.0,1.132,122.2,0.25,0.403,-74.3,6/8,2.0,False
5,0.618,6,5,0,0.1,2R,all,0,96,1942,290.0,1.127,164.0,0.35,0.403,-69.0,6/8,2.0,False
5,0.618,6,5,0,0.1,2R,all,1,48,753,112.0,1.168,83.0,0.21,0.409,-59.3,5/8,2.0,False
5,0.618,6,5,0,0.1,2R,all,1,96,1056,157.0,1.159,109.6,0.33,0.407,-49.7,5/8,2.0,False
5,0.618,6,5,0,0.1,2R,kz,0,48,830,124.0,1.259,137.1,0.36,0.429,-57.4,6/8,2.0,False
5,0.618,6,5,0,0.1,2R,kz,0,96,1153,172.0,1.229,169.1,0.39,0.425,-64.9,6/8,2.0,False
5,0.618,6,5,0,0.1,2R,kz,1,48,454,69.0,1.382,105.9,0.4,0.452,-40.4,5/8,2.0,False
5,0.618,6,5,0,0.1,2R,kz,1,96,630,94.0,1.295,116.1,0.39,0.437,-44.6,5/8,2.0,False
5,0.618,6,5,0,0.1,3R,all,0,48,1393,208.0,1.212,222.6,0.79,0.324,-42.0,6/8,3.0,False
5,0.618,6,5,0,0.1,3R,all,0,96,1942,290.0,1.22,318.0,0.93,0.329,-51.2,7/8,3.0,False
5,0.618,6,5,0,0.1,3R,all,1,48,753,112.0,1.229,129.0,0.32,0.327,-60.5,5/8,3.0,False
5,0.618,6,5,0,0.1,3R,all,1,96,1056,157.0,1.205,161.8,0.56,0.325,-43.1,5/8,3.0,False
5,0.618,6,5,0,0.1,3R,kz,0,48,830,124.0,1.38,228.2,0.77,0.352,-44.5,6/8,3.0,False
5,0.618,6,5,0,0.1,3R,kz,0,96,1153,172.0,1.354,294.1,0.99,0.352,-44.1,6/8,3.0,False
5,0.618,6,5,0,0.1,3R,kz,1,48,454,69.0,1.433,140.0,0.5,0.363,-42.2,5/8,3.0,False
5,0.618,6,5,0,0.1,3R,kz,1,96,630,94.0,1.339,154.0,0.55,0.351,-41.7,5/8,3.0,False
5,0.618,6,5,0,0.25,bsl,all,0,48,1402,209.0,1.022,17.6,0.04,0.486,-74.9,5/8,1.31,False
5,0.618,6,5,0,0.25,bsl,all,0,96,1956,292.0,1.035,39.2,0.06,0.486,-90.8,4/8,1.32,False
5,0.618,6,5,0,0.25,bsl,all,1,48,761,113.0,1.091,38.0,0.12,0.499,-47.3,5/8,1.32,False
5,0.618,6,5,0,0.25,bsl,all,1,96,1069,159.0,1.082,48.5,0.16,0.493,-46.4,5/8,1.33,False
5,0.618,6,5,0,0.25,bsl,kz,0,48,836,125.0,1.148,66.7,0.24,0.514,-41.1,6/8,1.32,False
5,0.618,6,5,0,0.25,bsl,kz,0,96,1162,173.0,1.143,89.6,0.32,0.511,-41.5,6/8,1.33,False
5,0.618,6,5,0,0.25,bsl,kz,1,48,459,69.0,1.314,72.2,0.35,0.547,-31.6,6/8,1.32,False
5,0.618,6,5,0,0.25,bsl,kz,1,96,638,95.0,1.259,84.8,0.35,0.533,-35.8,6/8,1.33,False
5,0.618,6,5,0,0.25,2R,all,0,48,1402,209.0,1.116,108.3,0.25,0.395,-63.9,5/8,2.0,False
5,0.618,6,5,0,0.25,2R,all,0,96,1956,292.0,1.108,140.5,0.33,0.395,-64.1,5/8,2.0,False
5,0.618,6,5,0,0.25,2R,all,1,48,761,113.0,1.131,66.2,0.17,0.397,-57.5,5/8,2.0,False
5,0.618,6,5,0,0.25,2R,all,1,96,1069,159.0,1.136,95.6,0.31,0.399,-45.6,5/8,2.0,False
5,0.618,6,5,0,0.25,2R,kz,0,48,836,125.0,1.244,130.6,0.4,0.421,-49.2,6/8,2.0,False
5,0.618,6,5,0,0.25,2R,kz,0,96,1162,173.0,1.213,158.7,0.39,0.417,-60.8,6/8,2.0,False
5,0.618,6,5,0,0.25,2R,kz,1,48,459,69.0,1.31,88.8,0.33,0.434,-41.2,5/8,2.0,False
5,0.618,6,5,0,0.25,2R,kz,1,96,638,95.0,1.254,102.5,0.33,0.425,-46.7,5/8,2.0,False
5,0.618,6,5,0,0.25,3R,all,0,48,1402,209.0,1.224,233.7,0.76,0.325,-45.8,6/8,3.0,False
5,0.618,6,5,0,0.25,3R,all,0,96,1956,292.0,1.221,318.0,0.8,0.328,-59.0,6/8,3.0,False
5,0.618,6,5,0,0.25,3R,all,1,48,761,113.0,1.219,124.3,0.31,0.322,-60.6,4/8,3.0,False
5,0.618,6,5,0,0.25,3R,all,1,96,1069,159.0,1.202,159.4,0.54,0.323,-43.9,5/8,3.0,False
5,0.618,6,5,0,0.25,3R,kz,0,48,836,125.0,1.368,221.7,0.66,0.347,-50.1,6/8,3.0,False
5,0.618,6,5,0,0.25,3R,kz,0,96,1162,173.0,1.343,285.3,0.91,0.349,-46.8,6/8,3.0,False
5,0.618,6,5,0,0.25,3R,kz,1,48,459,69.0,1.401,131.3,0.41,0.355,-48.0,5/8,3.0,False
5,0.618,6,5,0,0.25,3R,kz,1,96,638,95.0,1.336,153.4,0.51,0.35,-44.8,5/8,3.0,False
5,0.618,6,5,0,0.5,bsl,all,0,48,1411,210.0,0.99,-7.3,-0.01,0.518,-91.7,5/8,1.1,False
5,0.618,6,5,0,0.5,bsl,all,0,96,1968,293.0,0.998,-2.5,-0.0,0.514,-111.8,4/8,1.12,False
5,0.618,6,5,0,0.5,bsl,all,1,48,767,114.0,1.037,14.6,0.05,0.525,-45.3,5/8,1.12,False
5,0.618,6,5,0,0.5,bsl,all,1,96,1078,161.0,1.031,17.7,0.05,0.518,-53.4,5/8,1.14,False
5,0.618,6,5,0,0.5,bsl,kz,0,48,842,126.0,1.088,37.4,0.12,0.539,-45.2,5/8,1.11,False
5,0.618,6,5,0,0.5,bsl,kz,0,96,1171,175.0,1.077,45.6,0.13,0.533,-50.5,5/8,1.13,False
5,0.618,6,5,0,0.5,bsl,kz,1,48,462,70.0,1.25,53.9,0.27,0.571,-30.3,6/8,1.12,False
5,0.618,6,5,0,0.5,bsl,kz,1,96,644,96.0,1.189,58.7,0.26,0.554,-34.1,6/8,1.14,False
5,0.618,6,5,0,0.5,2R,all,0,48,1411,210.0,1.137,126.7,0.43,0.396,-43.8,6/8,2.0,False
5,0.618,6,5,0,0.5,2R,all,0,96,1968,293.0,1.127,162.4,0.46,0.395,-52.9,7/8,2.0,False
5,0.618,6,5,0,0.5,2R,all,1,48,767,114.0,1.128,64.4,0.22,0.392,-43.9,5/8,2.0,False
5,0.618,6,5,0,0.5,2R,all,1,96,1078,161.0,1.102,72.4,0.28,0.388,-39.1,6/8,2.0,False
5,0.618,6,5,0,0.5,2R,kz,0,48,842,126.0,1.237,126.4,0.41,0.416,-45.7,6/8,2.0,False
5,0.618,6,5,0,0.5,2R,kz,0,96,1171,175.0,1.209,155.5,0.5,0.413,-46.4,6/8,2.0,False
5,0.618,6,5,0,0.5,2R,kz,1,48,462,70.0,1.278,80.6,0.33,0.424,-37.3,6/8,2.0,False
5,0.618,6,5,0,0.5,2R,kz,1,96,644,96.0,1.19,78.3,0.29,0.41,-39.8,6/8,2.0,False
5,0.618,6,5,0,0.5,3R,all,0,48,1411,210.0,1.256,261.3,0.72,0.332,-53.8,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,all,0,96,1968,293.0,1.234,331.9,0.91,0.332,-54.6,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,all,1,48,767,114.0,1.252,140.3,0.34,0.329,-60.8,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,all,1,96,1078,161.0,1.206,161.3,0.39,0.325,-61.2,5/8,3.0,False
5,0.618,6,5,0,0.5,3R,kz,0,48,842,126.0,1.377,223.7,0.56,0.348,-60.2,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,kz,0,96,1171,175.0,1.338,278.8,0.88,0.348,-47.4,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,kz,1,48,462,70.0,1.428,138.4,0.4,0.357,-52.5,6/8,3.0,False
5,0.618,6,5,0,0.5,3R,kz,1,96,644,96.0,1.32,146.1,0.4,0.346,-54.8,6/8,3.0,False
5,0.618,6,5,1,0.05,bsl,all,0,48,1388,207.0,1.078,65.3,0.14,0.462,-67.9,6/8,1.54,False
5,0.618,6,5,1,0.05,bsl,all,0,96,1937,289.0,1.087,101.1,0.24,0.463,-62.6,4/8,1.55,False
5,0.618,6,5,1,0.05,bsl,all,1,48,752,112.0,1.141,62.3,0.18,0.473,-51.7,6/8,1.55,False
5,0.618,6,5,1,0.05,bsl,all,1,96,1055,157.0,1.118,73.7,0.22,0.466,-49.3,5/8,1.55,False
5,0.618,6,5,1,0.05,bsl,kz,0,48,828,124.0,1.195,93.4,0.33,0.488,-42.2,6/8,1.55,False
5,0.618,6,5,1,0.05,bsl,kz,0,96,1151,172.0,1.183,121.2,0.45,0.485,-39.9,6/8,1.55,False
5,0.618,6,5,1,0.05,bsl,kz,1,48,454,69.0,1.351,86.2,0.39,0.518,-33.3,6/8,1.55,False
5,0.618,6,5,1,0.05,bsl,kz,1,96,630,94.0,1.275,96.1,0.39,0.502,-36.7,5/8,1.55,False
5,0.618,6,5,1,0.05,2R,all,0,48,1388,207.0,1.119,110.8,0.22,0.403,-76.3,6/8,2.0,False
5,0.618,6,5,1,0.05,2R,all,0,96,1937,289.0,1.126,162.3,0.37,0.405,-65.7,6/8,2.0,False
5,0.618,6,5,1,0.05,2R,all,1,48,752,112.0,1.161,79.8,0.2,0.41,-60.4,5/8,2.0,False
5,0.618,6,5,1,0.05,2R,all,1,96,1055,157.0,1.166,114.3,0.35,0.41,-48.2,5/8,2.0,False
5,0.618,6,5,1,0.05,2R,kz,0,48,828,124.0,1.217,116.7,0.3,0.423,-58.5,6/8,2.0,False
5,0.618,6,5,1,0.05,2R,kz,0,96,1151,172.0,1.211,156.3,0.39,0.423,-60.4,6/8,2.0,False
5,0.618,6,5,1,0.05,2R,kz,1,48,454,69.0,1.334,94.2,0.35,0.445,-41.0,5/8,2.0,False
5,0.618,6,5,1,0.05,2R,kz,1,96,630,94.0,1.285,112.7,0.4,0.437,-42.4,5/8,2.0,False
5,0.618,6,5,1,0.05,3R,all,0,48,1388,207.0,1.212,222.5,0.7,0.326,-47.2,6/8,3.0,False
5,0.618,6,5,1,0.05,3R,all,0,96,1937,289.0,1.229,331.0,0.96,0.331,-51.2,6/8,3.0,False
5,0.618,6,5,1,0.05,3R,all,1,48,752,112.0,1.247,138.8,0.34,0.331,-60.9,5/8,3.0,False
5,0.618,6,5,1,0.05,3R,all,1,96,1055,157.0,1.231,181.6,0.64,0.33,-42.1,5/8,3.0,False
5,0.618,6,5,1,0.05,3R,kz,0,48,828,124.0,1.368,221.9,0.73,0.351,-45.3,6/8,3.0,False
5,0.618,6,5,1,0.05,3R,kz,0,96,1151,172.0,1.354,293.9,0.98,0.354,-44.7,6/8,3.0,False
5,0.618,6,5,1,0.05,3R,kz,1,48,454,69.0,1.451,145.5,0.51,0.368,-42.8,5/8,3.0,False
5,0.618,6,5,1,0.05,3R,kz,1,96,630,94.0,1.357,162.2,0.59,0.356,-41.3,5/8,3.0,False
5,0.618,6,5,1,0.1,bsl,all,0,48,1393,208.0,1.064,53.2,0.12,0.469,-68.4,5/8,1.48,False
5,0.618,6,5,1,0.1,bsl,all,0,96,1942,290.0,1.074,84.6,0.18,0.469,-70.0,4/8,1.48,False
5,0.618,6,5,1,0.1,bsl,all,1,48,753,112.0,1.129,56.4,0.17,0.481,-49.3,6/8,1.48,False
5,0.618,6,5,1,0.1,bsl,all,1,96,1056,157.0,1.109,66.7,0.21,0.473,-48.3,6/8,1.49,False
5,0.618,6,5,1,0.1,bsl,kz,0,48,830,124.0,1.195,91.1,0.34,0.498,-40.3,6/8,1.48,False
5,0.618,6,5,1,0.1,bsl,kz,0,96,1153,172.0,1.18,116.9,0.43,0.493,-40.9,6/8,1.49,False
5,0.618,6,5,1,0.1,bsl,kz,1,48,454,69.0,1.37,88.1,0.45,0.531,-29.8,6/8,1.48,False
5,0.618,6,5,1,0.1,bsl,kz,1,96,630,94.0,1.284,96.9,0.43,0.513,-33.7,6/8,1.49,False
5,0.618,6,5,1,0.1,2R,all,0,48,1393,208.0,1.132,122.2,0.25,0.403,-74.3,6/8,2.0,False
5,0.618,6,5,1,0.1,2R,all,0,96,1942,290.0,1.127,164.0,0.35,0.403,-69.0,6/8,2.0,False
5,0.618,6,5,1,0.1,2R,all,1,48,753,112.0,1.168,83.0,0.21,0.409,-59.3,5/8,2.0,False
5,0.618,6,5,1,0.1,2R,all,1,96,1056,157.0,1.159,109.6,0.33,0.407,-49.7,5/8,2.0,False
5,0.618,6,5,1,0.1,2R,kz,0,48,830,124.0,1.259,137.1,0.36,0.429,-57.4,6/8,2.0,False
5,0.618,6,5,1,0.1,2R,kz,0,96,1153,172.0,1.229,169.1,0.39,0.425,-64.9,6/8,2.0,False
5,0.618,6,5,1,0.1,2R,kz,1,48,454,69.0,1.382,105.9,0.4,0.452,-40.4,5/8,2.0,False
5,0.618,6,5,1,0.1,2R,kz,1,96,630,94.0,1.295,116.1,0.39,0.437,-44.6,5/8,2.0,False
5,0.618,6,5,1,0.1,3R,all,0,48,1393,208.0,1.212,222.6,0.79,0.324,-42.0,6/8,3.0,False
5,0.618,6,5,1,0.1,3R,all,0,96,1942,290.0,1.22,318.0,0.93,0.329,-51.2,7/8,3.0,False
5,0.618,6,5,1,0.1,3R,all,1,48,753,112.0,1.229,129.0,0.32,0.327,-60.5,5/8,3.0,False
5,0.618,6,5,1,0.1,3R,all,1,96,1056,157.0,1.205,161.8,0.56,0.325,-43.1,5/8,3.0,False
5,0.618,6,5,1,0.1,3R,kz,0,48,830,124.0,1.38,228.2,0.77,0.352,-44.5,6/8,3.0,False
5,0.618,6,5,1,0.1,3R,kz,0,96,1153,172.0,1.354,294.1,0.99,0.352,-44.1,6/8,3.0,False
5,0.618,6,5,1,0.1,3R,kz,1,48,454,69.0,1.433,140.0,0.5,0.363,-42.2,5/8,3.0,False
5,0.618,6,5,1,0.1,3R,kz,1,96,630,94.0,1.339,154.0,0.55,0.351,-41.7,5/8,3.0,False
5,0.618,6,5,1,0.25,bsl,all,0,48,1402,209.0,1.022,17.6,0.04,0.486,-74.9,5/8,1.31,False
5,0.618,6,5,1,0.25,bsl,all,0,96,1956,292.0,1.035,39.2,0.06,0.486,-90.8,4/8,1.32,False
5,0.618,6,5,1,0.25,bsl,all,1,48,761,113.0,1.091,38.0,0.12,0.499,-47.3,5/8,1.32,False
5,0.618,6,5,1,0.25,bsl,all,1,96,1069,159.0,1.082,48.5,0.16,0.493,-46.4,5/8,1.33,False
5,0.618,6,5,1,0.25,bsl,kz,0,48,836,125.0,1.148,66.7,0.24,0.514,-41.1,6/8,1.32,False
5,0.618,6,5,1,0.25,bsl,kz,0,96,1162,173.0,1.143,89.6,0.32,0.511,-41.5,6/8,1.33,False
5,0.618,6,5,1,0.25,bsl,kz,1,48,459,69.0,1.314,72.2,0.35,0.547,-31.6,6/8,1.32,False
5,0.618,6,5,1,0.25,bsl,kz,1,96,638,95.0,1.259,84.8,0.35,0.533,-35.8,6/8,1.33,False
5,0.618,6,5,1,0.25,2R,all,0,48,1402,209.0,1.116,108.3,0.25,0.395,-63.9,5/8,2.0,False
5,0.618,6,5,1,0.25,2R,all,0,96,1956,292.0,1.108,140.5,0.33,0.395,-64.1,5/8,2.0,False
5,0.618,6,5,1,0.25,2R,all,1,48,761,113.0,1.131,66.2,0.17,0.397,-57.5,5/8,2.0,False
5,0.618,6,5,1,0.25,2R,all,1,96,1069,159.0,1.136,95.6,0.31,0.399,-45.6,5/8,2.0,False
5,0.618,6,5,1,0.25,2R,kz,0,48,836,125.0,1.244,130.6,0.4,0.421,-49.2,6/8,2.0,False
5,0.618,6,5,1,0.25,2R,kz,0,96,1162,173.0,1.213,158.7,0.39,0.417,-60.8,6/8,2.0,False
5,0.618,6,5,1,0.25,2R,kz,1,48,459,69.0,1.31,88.8,0.33,0.434,-41.2,5/8,2.0,False
5,0.618,6,5,1,0.25,2R,kz,1,96,638,95.0,1.254,102.5,0.33,0.425,-46.7,5/8,2.0,False
5,0.618,6,5,1,0.25,3R,all,0,48,1402,209.0,1.224,233.7,0.76,0.325,-45.8,6/8,3.0,False
5,0.618,6,5,1,0.25,3R,all,0,96,1956,292.0,1.221,318.0,0.8,0.328,-59.0,6/8,3.0,False
5,0.618,6,5,1,0.25,3R,all,1,48,761,113.0,1.219,124.3,0.31,0.322,-60.6,4/8,3.0,False
5,0.618,6,5,1,0.25,3R,all,1,96,1069,159.0,1.202,159.4,0.54,0.323,-43.9,5/8,3.0,False
5,0.618,6,5,1,0.25,3R,kz,0,48,836,125.0,1.368,221.7,0.66,0.347,-50.1,6/8,3.0,False
5,0.618,6,5,1,0.25,3R,kz,0,96,1162,173.0,1.343,285.3,0.91,0.349,-46.8,6/8,3.0,False
5,0.618,6,5,1,0.25,3R,kz,1,48,459,69.0,1.401,131.3,0.41,0.355,-48.0,5/8,3.0,False
5,0.618,6,5,1,0.25,3R,kz,1,96,638,95.0,1.336,153.4,0.51,0.35,-44.8,5/8,3.0,False
5,0.618,6,5,1,0.5,bsl,all,0,48,1411,210.0,0.99,-7.3,-0.01,0.518,-91.7,5/8,1.1,False
5,0.618,6,5,1,0.5,bsl,all,0,96,1968,293.0,0.998,-2.5,-0.0,0.514,-111.8,4/8,1.12,False
5,0.618,6,5,1,0.5,bsl,all,1,48,767,114.0,1.037,14.6,0.05,0.525,-45.3,5/8,1.12,False
5,0.618,6,5,1,0.5,bsl,all,1,96,1078,161.0,1.031,17.7,0.05,0.518,-53.4,5/8,1.14,False
5,0.618,6,5,1,0.5,bsl,kz,0,48,842,126.0,1.088,37.4,0.12,0.539,-45.2,5/8,1.11,False
5,0.618,6,5,1,0.5,bsl,kz,0,96,1171,175.0,1.077,45.6,0.13,0.533,-50.5,5/8,1.13,False
5,0.618,6,5,1,0.5,bsl,kz,1,48,462,70.0,1.25,53.9,0.27,0.571,-30.3,6/8,1.12,False
5,0.618,6,5,1,0.5,bsl,kz,1,96,644,96.0,1.189,58.7,0.26,0.554,-34.1,6/8,1.14,False
5,0.618,6,5,1,0.5,2R,all,0,48,1411,210.0,1.137,126.7,0.43,0.396,-43.8,6/8,2.0,False
5,0.618,6,5,1,0.5,2R,all,0,96,1968,293.0,1.127,162.4,0.46,0.395,-52.9,7/8,2.0,False
5,0.618,6,5,1,0.5,2R,all,1,48,767,114.0,1.128,64.4,0.22,0.392,-43.9,5/8,2.0,False
5,0.618,6,5,1,0.5,2R,all,1,96,1078,161.0,1.102,72.4,0.28,0.388,-39.1,6/8,2.0,False
5,0.618,6,5,1,0.5,2R,kz,0,48,842,126.0,1.237,126.4,0.41,0.416,-45.7,6/8,2.0,False
5,0.618,6,5,1,0.5,2R,kz,0,96,1171,175.0,1.209,155.5,0.5,0.413,-46.4,6/8,2.0,False
5,0.618,6,5,1,0.5,2R,kz,1,48,462,70.0,1.278,80.6,0.33,0.424,-37.3,6/8,2.0,False
5,0.618,6,5,1,0.5,2R,kz,1,96,644,96.0,1.19,78.3,0.29,0.41,-39.8,6/8,2.0,False
5,0.618,6,5,1,0.5,3R,all,0,48,1411,210.0,1.256,261.3,0.72,0.332,-53.8,6/8,3.0,False
5,0.618,6,5,1,0.5,3R,all,0,96,1968,293.0,1.234,331.9,0.91,0.332,-54.6,6/8,3.0,False
5,0.618,6,5,1,0.5,3R,all,1,48,767,114.0,1.252,140.3,0.34,0.329,-60.8,6/8,3.0,False
