direction,trades,net_r,r_per_year,wr_pct,pf,avg_r,max_dd_r,mar,ulcer_r,recovery_trades,max_loss_streak,worst_loss_streak_r,max_win_streak,positive_years,total_years,positive_months,total_months
demand,1554,175.01217148272377,24.863164385089405,58.62290862290862,1.2606637257172637,0.11262044496957772,-21.346112261406695,1.1647631231679345,7.737045763888885,532,12,-12.472306548462125,18,6,8,56,85
supply,1382,207.54903889900152,29.485525654554767,60.85383502170767,1.363305712189568,0.15018020180825,-19.95169056371677,1.4778459780333497,4.387065177863557,107,8,-8.22763459467616,13,8,8,58,85
