risk_pct,entry_timestamp,direction,entry_session,entry_price,stop_price,risk_units,r,risk_usd,lots_est,pnl_usd,equity_after,drawdown_usd,month,year
0.05,2023-12-27 13:55:00+00:00,demand,london_ny_overlap,2068.38,2063.5907142857145,4.789285714285597,0.9373601789709156,325.7789732328725,0.6802245526115326,305.3722366545265,6820.951701311976,0.0,2023-12,2023
0.05,2023-12-28 15:20:00+00:00,demand,london_ny_overlap,2077.34,2071.212,6.128000000000156,-1.0489556135770222,341.0475850655988,0.5565397928616026,-357.74377885144685,6463.207922460529,-357.74377885144713,2023-12,2023
0.05,2023-12-28 16:30:00+00:00,supply,london_ny_overlap,2075.25,2078.811285714286,3.5612857142859866,-1.084239239440003,323.16039612302643,0.90742619955113,-350.3831821095603,6112.824740350969,-708.1269609610072,2023-12,2023
0.05,2023-12-29 13:05:00+00:00,demand,london_ny_overlap,2065.78,2062.0552857142857,3.7247142857145263,-1.0805430905534408,305.64123701754846,0.8205763276656699,-330.2585268475185,5782.56621350345,-1038.3854878085258,2023-12,2023
0.05,2023-12-29 15:00:00+00:00,supply,london_ny_overlap,2065.48,2068.572714285714,3.0927142857140097,0.9029978289990214,289.1283106751725,0.9348691277779057,261.0822368418353,6043.648450345285,-777.3032509666909,2023-12,2023
0.05,2023-12-29 17:30:00+00:00,demand,ny_main,2063.44,2060.288857142857,3.151142857142986,0.904796445733978,302.18242251726423,0.9589613553453455,273.4135818569039,6317.062032202189,-503.88966910978706,2023-12,2023
0.05,2024-01-02 14:45:00+00:00,supply,london_ny_overlap,2067.22,2070.6749999999997,3.4549999999999272,-1.0868306801736631,250.0,0.7235890014471933,-271.70767004341576,4728.292329956585,-271.7076700434154,2024-01,2024
0.05,2024-01-02 16:30:00+00:00,supply,london_ny_overlap,2065.91,2071.4387142857145,5.528714285714614,0.9457378362316252,236.41461649782923,0.42761228792142486,223.5862478601865,4951.878577816771,-48.12142218322879,2024-01,2024
0.05,2024-01-02 18:25:00+00:00,demand,ny_main,2066.42,2055.45,10.970000000000256,-1.027347310847766,247.59392889083858,0.22570093791324775,-254.364957028236,4697.513620788535,-302.48637921146474,2024-01,2024
0.05,2024-01-03 16:05:00+00:00,supply,london_ny_overlap,2040.07,2046.7035714285712,6.633571428571486,0.9547754926240986,234.87568103942678,0.35407123231958076,224.25354406983934,4921.767164858375,-78.2328351416254,2024-01,2024
0.05,2024-01-05 14:35:00+00:00,demand,london_ny_overlap,2039.75,2036.947142857143,2.802857142856965,-1.1070336391437376,246.08835824291873,0.8779910844549136,-272.42809077656614,4649.339074081809,-350.6609259181914,2024-01,2024
0.05,2024-01-05 15:30:00+00:00,supply,london_ny_overlap,2039.18,2044.1368571428573,4.956857142857189,0.9394777796991188,232.46695370409043,0.46898053949179147,218.39753751933674,4867.736611601145,-132.26338839885466,2024-01,2024
0.05,2024-01-09 14:30:00+00:00,supply,london_ny_overlap,2035.19,2038.5551428571428,3.3651428571427004,0.910850738665304,243.38683058005728,0.7232585388268298,221.68907441525238,5089.425686016398,0.0,2024-01,2024
0.05,2024-01-09 20:00:00+00:00,supply,ny_main,2027.68,2031.8948571428573,4.214857142857227,-1.071176789587851,254.4712843008199,0.6037483019609896,-272.58373335964956,4816.841952656749,-272.58373335964916,2024-01,2024
0.05,2024-01-10 15:20:00+00:00,supply,london_ny_overlap,2031.95,2035.889,3.939000000000078,0.9238385376999254,240.84209763283744,0.6114295446378082,222.4992112937032,5039.341163950452,-50.08452206594575,2024-01,2024
0.05,2024-01-10 16:15:00+00:00,supply,london_ny_overlap,2029.73,2033.294571428571,3.5645714285712984,-1.0841615902532893,251.96705819752262,0.7068649436448873,-273.1730065068692,4766.1681574435825,-323.2575285728153,2024-01,2024
0.05,2024-01-10 17:35:00+00:00,demand,ny_main,2029.23,2023.4208571428571,5.809142857142888,-1.0516427306708631,238.30840787217915,0.4102298974781736,-250.6153047965243,4515.552852647058,-573.8728333693398,2024-01,2024
0.05,2024-01-10 17:55:00+00:00,supply,ny_main,2026.94,2031.177,4.236999999999853,0.929195185272596,225.77764263235292,0.5328714718724588,209.79149847617916,4725.344351123237,-364.0813348931606,2024-01,2024
0.05,2024-01-10 18:20:00+00:00,supply,ny_main,2025.48,2030.1244285714288,4.644428571428534,0.9354064778075108,236.26721755616188,0.5087110586857206,221.00588579559027,4946.350236918827,-143.07544909757053,2024-01,2024
0.05,2024-01-10 21:50:00+00:00,demand,ny_main,2023.97,2020.4478571428572,3.5221428571428532,0.9148245791928614,247.31751184594137,0.7021791048150847,226.25213870148883,5172.602375620316,0.0,2024-01,2024
0.05,2024-01-11 15:05:00+00:00,demand,london_ny_overlap,2033.64,2031.4462857142855,2.19371428571435,0.8632456368846093,258.6301187810158,1.1789599058785216,223.26132160466017,5395.863697224976,0.0,2024-01,2024
0.05,2024-01-11 16:45:00+00:00,supply,london_ny_overlap,2029.64,2040.308,10.667999999999893,0.9718785151856016,269.7931848612488,0.25289949837012704,262.206199910145,5658.069897135121,0.0,2024-01,2024
0.05,2024-01-15 16:45:00+00:00,supply,london_ny_overlap,2052.31,2054.4860000000003,2.1760000000003856,0.8621323529412009,282.9034948567561,1.3001079726870677,243.90025567614407,5901.9701528112655,0.0,2024-01,2024
0.05,2024-01-15 20:00:00+00:00,demand,ny_main,2055.46,2053.7224285714287,1.7375714285713002,-1.1726547726712286,295.0985076405633,1.6983388584100105,-346.0486733928636,5555.921479418402,-346.04867339286375,2024-01,2024
0.05,2024-01-15 21:05:00+00:00,supply,ny_main,2054.18,2055.8415714285716,1.6615714285717331,0.8194480268248977,277.7960739709201,1.6718876431915435,227.6394446751738,5783.5609240935755,-118.40922871768998,2024-01,2024
0.05,2024-01-22 19:30:00+00:00,supply,ny_main,2023.32,2026.7504285714283,3.4304285714285925,0.9125473701744894,289.17804620467876,0.8429793542800729,263.8886655762766,6047.449589669852,0.0,2024-01,2024
0.05,2024-01-23 15:35:00+00:00,supply,london_ny_overlap,2026.56,2030.5641428571428,4.004142857142824,0.9250775982018618,302.3724794834926,0.7551490800187184,279.7180070829311,6327.167596752783,0.0,2024-01,2024
0.05,2024-01-23 16:05:00+00:00,supply,london_ny_overlap,2025.74,2030.5207142857143,4.780714285714339,-1.0627521290900934,316.3583798376392,0.6617387296768115,-336.2105417279435,5990.957055024839,-336.21054172794356,2024-01,2024
0.05,2024-01-25 15:35:00+00:00,demand,london_ny_overlap,2018.23,2011.739,6.4909999999999854,0.9537821599137266,299.547852751242,0.46148182522144915,285.7033979945985,6276.660453019437,-50.5071437333454,2024-01,2024
0.05,2024-01-25 15:35:00+00:00,demand,london_ny_overlap,2018.23,2013.009,5.221000000000004,0.942539743344187,313.8330226509719,0.6010975342864808,295.80009662237745,6572.460549641814,0.0,2024-01,2024
0.05,2024-01-25 20:40:00+00:00,supply,ny_main,2015.93,2020.892285714286,4.9622857142858265,-1.060456011054812,328.6230274820907,0.6622412460774364,-348.4902648644138,6223.970284777401,-348.4902648644138,2024-01,2024
0.05,2024-01-25 21:20:00+00:00,demand,ny_main,2016.18,2012.9882857142857,3.191714285714397,0.906006624295053,311.1985142388701,0.9750199622558475,281.94791537119465,6505.918200148595,-66.54234949321926,2024-01,2024
0.05,2024-01-26 15:45:00+00:00,demand,london_ny_overlap,2022.66,2019.8387142857143,2.82128571428575,0.8936655020507381,325.29591000742977,1.1530059091862774,290.70573273184147,6796.623932880437,0.0,2024-01,2024
0.05,2024-01-26 16:10:00+00:00,demand,london_ny_overlap,2024.87,2021.3595714285711,3.5104285714285197,-1.085459650836285,339.8311966440219,0.9680618469491671,-368.8730520524969,6427.75088082794,-368.87305205249686,2024-01,2024
0.05,2024-01-26 16:35:00+00:00,supply,london_ny_overlap,2020.61,2026.796,6.186000000000149,-1.048496605237632,321.387544041397,0.5195401617222587,-336.97374889306474,6090.777131934875,-705.8468009455619,2024-01,2024
0.05,2024-01-29 14:05:00+00:00,demand,london_ny_overlap,2028.84,2025.484428571429,3.3555714285712384,0.9105964494018426,304.53885659674376,0.9075618358283993,277.3120015218918,6368.089133456767,-428.53479942366994,2024-01,2024
0.05,2024-01-29 20:25:00+00:00,supply,ny_main,2026.54,2030.4987142857144,3.9587142857142226,-1.0757821803615906,318.40445667283836,0.8043127987838419,-342.53384063635366,6025.555292820413,-771.0686400600234,2024-01,2024
0.05,2024-01-30 14:40:00+00:00,supply,london_ny_overlap,2033.92,2037.5184285714288,3.598428571428485,-1.08336972487991,301.27776464102067,0.837248145018538,-326.3952089915768,5699.160083828837,-1097.4638490516,2024-01,2024
0.05,2024-01-30 14:55:00+00:00,demand,london_ny_overlap,2036.12,2031.3087142857144,4.811285714285532,0.9376466047091636,284.95800419144183,0.5922699692212264,267.1899051148051,5966.349988943642,-830.2739439367951,2024-01,2024
0.05,2024-01-30 15:50:00+00:00,demand,london_ny_overlap,2036.85,2033.0462857142857,3.80371428571425,0.9211297228273108,298.3174994471821,0.7842794622287593,274.7891155803193,6241.139104523961,-555.4848283564761,2024-01,2024
0.05,2024-02-01 17:10:00+00:00,demand,ny_main,2047.98,2039.2542857142855,8.725714285714503,0.9656188605108064,250.0,0.2865094957432804,241.4047151277016,5241.404715127702,0.0,2024-02,2024
0.05,2024-02-01 18:00:00+00:00,demand,ny_main,2051.91,2045.2145714285712,6.695428571428465,0.9551933088674568,262.0702357563851,0.3914166702856373,250.32773564781598,5491.7324507755175,0.0,2024-02,2024
0.05,2024-02-02 14:15:00+00:00,demand,london_ny_overlap,2056.1,2053.5884285714283,2.511571428571642,-1.1194471304248803,274.5866225387759,1.0932861371772185,-307.3852066540924,5184.347244121425,-307.38520665409214,2024-02,2024
0.05,2024-02-05 17:45:00+00:00,supply,ny_main,2017.08,2024.2957142857144,7.215714285714284,-1.0415759255592951,259.2173622060713,0.3592400584918827,-269.99456396082775,4914.352680160598,-577.3797706149198,2024-02,2024
0.05,2024-02-06 14:40:00+00:00,demand,london_ny_overlap,2026.32,2023.1962857142855,3.123714285714186,0.903960486600198,245.7176340080299,0.7866200667960597,222.11903200414807,5136.471712164745,-355.260738610772,2024-02,2024
0.05,2024-02-06 15:50:00+00:00,demand,london_ny_overlap,2029.1,2025.0647142857144,4.035285714285692,0.925655821857188,256.8235856082373,0.6364446133244844,237.73024720850276,5374.201959373248,-117.53049140226904,2024-02,2024
0.05,2024-02-06 16:20:00+00:00,demand,london_ny_overlap,2029.12,2026.2474285714288,2.872571428571291,0.8955639546449125,268.7100979686624,0.9354339992941749,240.64707798983716,5614.849037363086,0.0,2024-02,2024
0.05,2024-02-07 14:45:00+00:00,demand,london_ny_overlap,2033.58,2028.2927142857145,5.287285714285645,0.943260111858636,280.7424518681543,0.5309765105177126,264.81315655262296,5879.6621939157085,0.0,2024-02,2024
0.05,2024-02-07 15:10:00+00:00,supply,london_ny_overlap,2032.94,2034.4891428571427,1.5491428571426695,-1.193655477683535,293.98310969578546,1.8977146513009475,-350.9145492348139,5528.747644680894,-350.91454923481433,2024-02,2024
0.05,2024-02-07 16:40:00+00:00,demand,london_ny_overlap,2036.77,2031.966,4.80399999999986,0.9375520399666926,276.4373822340447,0.5754316865821248,259.17443163658095,5787.922076317475,-91.74011759823316,2024-02,2024
0.05,2024-02-07 17:30:00+00:00,demand,ny_main,2039.04,2033.922142857143,5.117857142857019,-1.0586182833217042,289.3961038158738,0.5654634268558731,-306.36000662155,5481.562069695925,-398.10012421978354,2024-02,2024
0.05,2024-02-08 13:10:00+00:00,supply,london_ny_overlap,2034.18,2038.5752857142857,4.395285714285592,0.931745051516233,274.07810348479626,0.6235728944627774,255.37091665091293,5736.932986346837,-142.72920756887106,2024-02,2024
0.05,2024-02-09 15:50:00+00:00,supply,london_ny_overlap,2028.48,2034.0361428571427,5.556142857142731,0.9460057079680136,286.84664931734187,0.5162693917212451,271.35856756570456,6008.291553912542,0.0,2024-02,2024
0.05,2024-02-12 15:50:00+00:00,supply,london_ny_overlap,2020.0,2027.0985714285712,7.098571428571404,0.957737975447776,300.41457769562714,0.4232042752806193,287.7184494372085,6296.010003349751,0.0,2024-02,2024
0.05,2024-02-14 13:45:00+00:00,demand,london_ny_overlap,1992.41,1990.3861428571429,2.023857142857196,-1.1482318063104358,314.8005001674876,1.5554482255751785,-361.4639469347429,5934.546056415008,-361.46394693474303,2024-02,2024
0.05,2024-02-14 14:35:00+00:00,supply,london_ny_overlap,1990.2,1993.5085714285717,3.3085714285714403,0.9093264248704668,296.7273028207504,0.8968441795100369,269.82197743544936,6204.368033850457,-91.64196949929374,2024-02,2024
0.05,2024-02-14 15:05:00+00:00,demand,london_ny_overlap,1991.08,1988.2197142857144,2.86028571428551,-1.104884626910406,310.2184016925229,1.084571377408758,-342.75554301478564,5861.612490835671,-434.3975125140796,2024-02,2024
0.05,2024-02-15 14:45:00+00:00,demand,london_ny_overlap,1998.46,1995.613,2.84699999999998,0.8946259220231816,293.0806245417836,1.0294366861320186,262.1975239578231,6123.810014793495,-172.19998855625636,2024-02,2024
0.05,2024-02-15 14:55:00+00:00,demand,london_ny_overlap,1998.1,1996.2427142857143,1.857285714285581,0.8384739635412545,306.19050073967475,1.6485912661932751,256.7327627538765,6380.542777547371,0.0,2024-02,2024
