year,trades,net_r,wr,pf
2022,90,18.727747312449125,0.6222222222222222,1.5690352281880655
2023,75,1.0362336998100448,0.5333333333333333,1.029078781907572
2024,157,39.16454748016467,0.6369426751592356,1.695838831387529
2025,295,82.34868128048608,0.6542372881355932,1.7850063104935945
2026,201,75.68843889927527,0.6965174129353234,2.2341755308731517
