year,trades,net_r,wr,pf
2022,90,18.727747312449125,0.6222222222222222,1.5690352281880655
2023,106,6.081281708635691,0.5377358490566038,1.1514072389364158
2024,157,39.16454748016467,0.6369426751592356,1.695838831387529
2025,336,88.77926995945919,0.6428571428571429,1.811626277367475
2026,218,84.19474226801893,0.7110091743119266,2.370586853411236
