name,iter,net_r,max_dd_r
top10_stretch__fixed_fee_stretch__rolling_strict,299,266.7495582574918,-10.484886355452517
top10_stretch__fixed_fee_stretch__rolling_strict,300,266.7495582574918,-11.498821896226588
top10_stretch__fixed_fee_stretch__rolling_strict,301,266.7495582574918,-10.590905538267236
top10_stretch__fixed_fee_stretch__rolling_strict,302,266.7495582574918,-12.05478813349518
top10_stretch__fixed_fee_stretch__rolling_strict,303,266.7495582574918,-10.81910958133366
top10_stretch__fixed_fee_stretch__rolling_strict,304,266.7495582574918,-11.763347332010753
top10_stretch__fixed_fee_stretch__rolling_strict,305,266.7495582574918,-8.263503487413402
top10_stretch__fixed_fee_stretch__rolling_strict,306,266.7495582574918,-11.276299922604807
top10_stretch__fixed_fee_stretch__rolling_strict,307,266.7495582574918,-9.398670096902578
top10_stretch__fixed_fee_stretch__rolling_strict,308,266.7495582574918,-11.470436111702071
top10_stretch__fixed_fee_stretch__rolling_strict,309,266.7495582574918,-14.83246976822133
top10_stretch__fixed_fee_stretch__rolling_strict,310,266.7495582574918,-11.758325910566324
top10_stretch__fixed_fee_stretch__rolling_strict,311,266.7495582574918,-9.278410021958308
top10_stretch__fixed_fee_stretch__rolling_strict,312,266.7495582574918,-8.676305232901
top10_stretch__fixed_fee_stretch__rolling_strict,313,266.7495582574918,-10.991564795203743
top10_stretch__fixed_fee_stretch__rolling_strict,314,266.7495582574918,-13.245753407298807
