year,trades,net_r,wr,pf
2022,117,16.720527478929757,0.5897435897435898,1.3525549036703057
2023,99,4.125833362236218,0.5454545454545454,1.0896689079813309
2024,187,40.061971616818845,0.6203208556149733,1.5658244862189485
2025,458,99.27966882653465,0.6200873362445415,1.602250611550055
2026,319,91.40579770595046,0.658307210031348,1.844301772009456
