year,trades,net_r,wr,pf
2022,117,16.720527478929757,0.5897435897435898,1.3525549036703057
2023,99,4.125833362236218,0.5454545454545454,1.0896689079813309
2024,227,48.39776430392215,0.6563876651982379,1.6533343546548014
2025,458,100.02163224337404,0.631004366812227,1.6079118375362882
2026,319,91.59469341398655,0.658307210031348,1.8462820338168617
