year,trades,net_r,wr,pf
2022,117,16.720527478929757,0.5897435897435898,1.3525549036703057
2023,99,4.125833362236218,0.5454545454545454,1.0896689079813309
2024,187,40.061971616818845,0.6203208556149733,1.5658244862189485
2025,417,92.84908014756154,0.6258992805755396,1.5789849191694587
2026,302,82.8994943372068,0.6456953642384106,1.7664565113778121
