family,pattern,ts_run,n,net,yr_r,wr,pf,dd,mar,pos_years,years_dict,trades_per_year,gate_trades_yr_ge_200,gate_pf_ge_1p3,gate_mar_ge_1p5,gate_pos_years_ge_7of8,gate_ALL_PASS,notes
btc_pdh_break,short_sl0.5_trend_tp3.0,1783160495,1602,-989.7860174415068,-148.77530539045426,0.284019975031211,0.5153673096509386,-988.1733260968708,-0.15055588069564,0/8,"{2019: -20.84, 2020: -90.27, 2021: -0.17, 2022: -198.72, 2023: -268.25, 2024: -122.08, 2025: -206.0, 2026: -83.46}",240.797541120642,True,False,False,False,False,tp3.0 hz288
btc_pdh_break,short_sl1.0_any_tp1.0,1783160495,1947,-812.5040377659129,-122.12794909152626,0.470467385721623,0.4300547451085698,-811.7205521266535,-0.1504556571489525,0/8,"{2019: -27.69, 2020: -65.03, 2021: -28.07, 2022: -144.62, 2023: -192.25, 2024: -123.03, 2025: -169.49, 2026: -62.34}",292.6546894893196,True,False,False,False,False,tp1.0 hz288
btc_pdh_break,short_sl1.0_any_tp2.0,1783160496,1947,-658.8430556842125,-99.03107852257712,0.3451463790446841,0.6260231125196946,-660.0703074124671,-0.1500311063995403,0/8,"{2019: -17.02, 2020: -26.16, 2021: -7.07, 2022: -121.54, 2023: -176.25, 2024: -102.74, 2025: -159.73, 2026: -48.34}",292.6546894893196,True,False,False,False,False,tp2.0 hz288
btc_pdh_break,short_sl1.0_any_tp3.0,1783160496,1947,-599.1822257348765,-90.06342486900857,0.2691319979455572,0.693446484596953,-631.8538778928031,-0.1425383748048916,1/8,"{2019: 4.41, 2020: -12.77, 2021: -13.66, 2022: -119.13, 2023: -153.24, 2024: -97.05, 2025: -159.41, 2026: -48.34}",292.6546894893196,True,False,False,False,False,tp3.0 hz288
btc_pdh_break,short_sl1.0_trend_tp1.0,1783160496,1602,-681.3771518734516,-102.41819147747402,0.4700374531835206,0.4228304767321064,-680.5936662341926,-0.1504836094701943,0/8,"{2019: -26.92, 2020: -57.63, 2021: -21.08, 2022: -134.86, 2023: -161.11, 2024: -84.04, 2025: -144.0, 2026: -51.73}",240.797541120642,True,False,False,False,False,tp1.0 hz288
btc_pdh_break,short_sl1.0_trend_tp2.0,1783160497,1602,-568.246976245489,-85.41352973105718,0.3426966292134831,0.6130573989978888,-570.938466671432,-0.1496019881599808,0/8,"{2019: -14.25, 2020: -31.34, 2021: -13.08, 2022: -122.45, 2023: -151.11, 2024: -64.04, 2025: -135.24, 2026: -36.73}",240.797541120642,True,False,False,False,False,tp2.0 hz288
btc_pdh_break,short_sl1.0_trend_tp3.0,1783160497,1602,-544.2352743008485,-81.80431700546968,0.262796504369538,0.667456807409335,-555.2194584127695,-0.1473369057333244,1/8,"{2019: 1.18, 2020: -31.95, 2021: -16.67, 2022: -130.04, 2023: -134.1, 2024: -69.35, 2025: -129.57, 2026: -33.73}",240.797541120642,True,False,False,False,False,tp3.0 hz288
btc_pdh_break,short_sl1.5_any_tp1.0,1783160497,1947,-582.6800042517696,-87.58296646940782,0.4709809964047252,0.5482473284283841,-582.1576804922648,-0.1504454366991238,0/8,"{2019: -22.46, 2020: -34.97, 2021: -11.04, 2022: -106.27, 2023: -149.17, 2024: -83.82, 2025: -129.99, 2026: -44.95}",292.6546894893196,True,False,False,False,False,tp1.0 hz288
btc_pdh_break,short_sl1.5_any_tp2.0,1783160497,1947,-532.6470734716361,-80.06248787582766,0.327683615819209,0.6731583705038948,-550.8665226041871,-0.1453391785315565,0/8,"{2019: -8.46, 2020: -12.85, 2021: -19.02, 2022: -99.97, 2023: -132.61, 2024: -84.15, 2025: -131.64, 2026: -43.95}",292.6546894893196,True,False,False,False,False,tp2.0 hz288
btc_pdh_break,short_sl1.5_any_tp3.0,1783160498,1947,-448.85547537244463,-67.46772458690484,0.2639958911145352,0.7464680254884617,-479.9082603379471,-0.1405846286942314,1/8,"{2019: 4.81, 2020: -18.52, 2021: -25.46, 2022: -57.03, 2023: -114.61, 2024: -82.24, 2025: -126.84, 2026: -28.95}",292.6546894893196,True,False,False,False,False,tp3.0 hz288
btc_pdh_break,short_sl1.5_trend_tp1.0,1783160498,1602,-493.5251120188629,-74.18204335545043,0.4700374531835206,0.5393059432870831,-493.0478539125417,-0.1504560718940053,0/8,"{2019: -21.61, 2020: -35.49, 2021: -4.72, 2022: -103.38, 2023: -118.74, 2024: -54.03, 2025: -112.67, 2026: -42.88}",240.797541120642,True,False,False,False,False,tp1.0 hz288
btc_pdh_break,short_sl1.5_trend_tp2.0,1783160498,1602,-474.7964628652834,-71.36692933254585,0.3214731585518102,0.6514093827552743,-475.2741391057788,-0.1501595047162079,0/8,"{2019: -7.13, 2020: -30.37, 2021: -11.7, 2022: -114.54, 2023: -114.18, 2024: -56.45, 2025: -105.54, 2026: -34.88}",240.797541120642,True,False,False,False,False,tp2.0 hz288
btc_pdh_break,short_sl1.5_trend_tp3.0,1783160499,1602,-406.24002803801494,-61.062172194965456,0.2590511860174782,0.7250954650182709,-422.7710718823563,-0.1444331844255349,1/8,"{2019: 4.93, 2020: -37.19, 2021: -10.11, 2022: -90.78, 2023: -107.18, 2024: -43.39, 2025: -101.64, 2026: -20.88}",240.797541120642,True,False,False,False,False,tp3.0 hz288
btc_squeeze,long_sl0.5_lb12_tp1.0,1783160499,536,-676.3060119597385,-102.33223247507762,0.2555970149253731,0.0725666197240772,-675.6042118034283,-0.1514677242788591,0/8,"{2019: -23.23, 2020: -72.38, 2021: -43.27, 2022: -63.37, 2023: -260.0, 2024: -64.21, 2025: -97.7, 2026: -52.16}",81.10245308584793,False,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl0.5_lb12_tp2.0,1783160499,536,-644.3060119597385,-97.49029497741503,0.2667910447761194,0.1969412058644373,-644.5942751430122,-0.1512428805790828,0/8,"{2019: -32.23, 2020: -72.38, 2021: -44.27, 2022: -52.37, 2023: -248.0, 2024: -57.21, 2025: -92.7, 2026: -45.16}",81.10245308584793,False,False,False,False,False,tp2.0 hz288
btc_squeeze,long_sl0.5_lb24_tp1.0,1783160499,1255,-1633.4164897892892,-245.44576953084947,0.2438247011952191,0.0661588440610511,-1631.366608488352,-0.1504540844796885,0/8,"{2019: -28.27, 2020: -155.63, 2021: -121.14, 2022: -168.05, 2023: -528.43, 2024: -212.09, 2025: -307.36, 2026: -112.45}",188.58291359661277,False,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl0.5_lb24_tp2.0,1783160499,1255,-1547.4164897892892,-232.52295632821304,0.2645418326693227,0.1916298504204985,-1545.4794580954142,-0.1504536052616091,0/8,"{2019: -37.27, 2020: -138.63, 2021: -136.14, 2022: -146.05, 2023: -515.43, 2024: -178.09, 2025: -296.36, 2026: -99.45}",188.58291359661277,False,False,False,False,False,tp2.0 hz288
btc_squeeze,long_sl0.5_lb48_tp1.0,1783160500,1908,-2520.285119869188,-378.6426310351924,0.2374213836477987,0.0583145335358879,-2520.257668937506,-0.1502396503746464,0/8,"{2019: -76.3, 2020: -274.52, 2021: -155.02, 2022: -268.48, 2023: -704.43, 2024: -374.45, 2025: -501.99, 2026: -165.08}",286.6541306456013,True,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl0.5_lb48_tp2.0,1783160500,1908,-2346.285119869188,-352.5012166052476,0.2793501048218029,0.1947208600245678,-2347.257668937505,-0.150175765221723,0/8,"{2019: -76.3, 2020: -250.52, 2021: -158.02, 2022: -242.48, 2023: -674.43, 2024: -348.45, 2025: -455.99, 2026: -140.08}",286.6541306456013,True,False,False,False,False,tp2.0 hz288
btc_squeeze,long_sl1.0_lb12_tp1.0,1783160500,536,-373.1530059798693,-56.461985375607235,0.3805970149253731,0.2377565009753096,-372.7971375715062,-0.1514549863322844,0/8,"{2019: -16.11, 2020: -39.19, 2021: -29.13, 2022: -27.68, 2023: -139.0, 2024: -41.61, 2025: -52.85, 2026: -27.58}",81.10245308584793,False,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl1.0_lb12_tp2.0,1783160500,536,-355.59061189451415,-53.80460992340073,0.2854477611940298,0.3900635667873181,-357.8213416342966,-0.1503672466199362,0/8,"{2019: -11.11, 2020: -35.19, 2021: -26.13, 2022: -33.52, 2023: -130.6, 2024: -37.61, 2025: -50.85, 2026: -30.58}",81.10245308584793,False,False,False,False,False,tp2.0 hz288
btc_squeeze,long_sl1.0_lb24_tp1.0,1783160500,1255,-880.2082448946446,-132.26472939760396,0.3816733067729084,0.2378145349990763,-878.6833042441762,-0.1505260527413516,0/8,"{2019: -23.13, 2020: -79.31, 2021: -83.57, 2022: -83.03, 2023: -279.72, 2024: -111.05, 2025: -156.18, 2026: -64.23}",188.58291359661277,False,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl1.0_lb24_tp2.0,1783160501,1255,-790.7651622259187,-118.82454044881428,0.3043824701195219,0.4146787064229829,-789.2402215754498,-0.1505556067728295,0/8,"{2019: -17.13, 2020: -62.31, 2021: -83.57, 2022: -86.03, 2023: -258.03, 2024: -98.29, 2025: -122.18, 2026: -63.23}",188.58291359661277,False,False,False,False,False,tp2.0 hz288
btc_squeeze,long_sl1.0_lb48_tp1.0,1783160501,1908,-1350.142559934594,-202.84273677446416,0.3951781970649895,0.2303621647354868,-1351.6079565190585,-0.1500751277736385,0/8,"{2019: -50.65, 2020: -152.76, 2021: -112.01, 2022: -131.74, 2023: -390.21, 2024: -184.73, 2025: -243.99, 2026: -84.04}",286.6541306456013,True,False,False,False,False,tp1.0 hz288
btc_squeeze,long_sl1.0_lb48_tp2.0,1783160501,1908,-1249.980833540658,-187.79463792571352,0.3039832285115304,0.402499503045352,-1252.9828748701327,-0.1498780563502735,0/8,"{2019: -58.65, 2020: -141.76, 2021: -108.01, 2022: -139.74, 2023: -400.09, 2024: -134.73, 2025: -192.59, 2026: -74.4}",286.6541306456013,True,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl0.5_lb12_tp1.0,1783160501,435,-503.32796344462463,-75.89431507386728,0.2873563218390804,0.0929472780212732,-503.7833788406453,-0.1506487078802055,0/8,"{2019: -8.74, 2020: -48.55, 2021: -20.31, 2022: -63.18, 2023: -202.73, 2024: -73.83, 2025: -48.55, 2026: -37.43}",65.59148200547855,False,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl0.5_lb12_tp2.0,1783160501,435,-472.32796344462463,-71.21997957462628,0.3011494252873563,0.2462407369680131,-473.7833788406453,-0.1503218195389264,0/8,"{2019: -4.74, 2020: -44.55, 2021: -22.31, 2022: -54.18, 2023: -200.73, 2024: -64.83, 2025: -44.55, 2026: -36.43}",65.59148200547855,False,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl0.5_lb24_tp1.0,1783160501,1164,-1388.804077703831,-208.40709132642783,0.2517182130584192,0.0749776621593907,-1387.3451426520317,-0.1502200749613318,0/8,"{2019: -14.04, 2020: -121.65, 2021: -100.6, 2022: -188.13, 2023: -434.8, 2024: -208.61, 2025: -202.23, 2026: -118.73}",174.6724813085512,False,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl0.5_lb24_tp2.0,1783160502,1164,-1314.804077703831,-197.30248340818665,0.2852233676975945,0.2203525897059893,-1315.5220402798398,-0.149980370808699,0/8,"{2019: -9.04, 2020: -108.65, 2021: -89.6, 2022: -182.13, 2023: -402.8, 2024: -197.61, 2025: -209.23, 2026: -115.73}",174.6724813085512,False,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl0.5_lb48_tp1.0,1783160502,1457,-1884.0843390798568,-283.284425330557,0.2395332875772134,0.0623187415030289,-1884.18557743602,-0.1503484734853174,0/8,"{2019: -54.59, 2020: -164.77, 2021: -115.58, 2022: -235.16, 2023: -529.98, 2024: -270.95, 2025: -366.32, 2026: -146.74}",219.06949659599468,True,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl0.5_lb48_tp2.0,1783160502,1457,-1748.0843390798568,-262.8359342275678,0.2834591626630062,0.2043775647884101,-1749.1855774360206,-0.1502618919444992,0/8,"{2019: -44.59, 2020: -151.77, 2021: -108.58, 2022: -215.16, 2023: -480.98, 2024: -246.95, 2025: -354.32, 2026: -145.74}",219.06949659599468,True,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl1.0_lb12_tp1.0,1783160502,435,-250.16398172231231,-37.72098001277682,0.4413793103448276,0.311982013625561,-252.7460846048737,-0.149244567217519,0/8,"{2019: -0.87, 2020: -18.78, 2021: -9.66, 2022: -26.09, 2023: -105.37, 2024: -37.91, 2025: -29.27, 2026: -22.21}",65.59148200547855,False,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl1.0_lb12_tp2.0,1783160502,435,-195.17823009798107,-29.429952568581328,0.3632183908045977,0.5516489377814437,-206.26558260533417,-0.1426798993649474,1/8,"{2019: 4.13, 2020: -8.78, 2021: -1.66, 2022: -15.51, 2023: -98.96, 2024: -28.91, 2025: -23.27, 2026: -22.21}",65.59148200547855,False,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl1.0_lb24_tp1.0,1783160503,1164,-748.4020388519153,-112.30690819814671,0.4063573883161512,0.2627121256867799,-751.7610201399208,-0.1493917683803873,0/8,"{2019: -1.52, 2020: -69.32, 2021: -46.3, 2022: -112.56, 2023: -214.4, 2024: -117.31, 2025: -119.11, 2026: -67.87}",174.6724813085512,False,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl1.0_lb24_tp2.0,1783160503,1164,-670.9914073017351,-100.69049317019828,0.3170103092783505,0.4516806544732281,-677.286950515192,-0.1486674046998927,0/8,"{2019: -1.52, 2020: -50.32, 2021: -32.3, 2022: -121.56, 2023: -205.99, 2024: -103.31, 2025: -92.11, 2026: -63.87}",174.6724813085512,False,False,False,False,False,tp2.0 hz288
btc_squeeze,short_sl1.0_lb48_tp1.0,1783160503,1457,-1025.5421695399284,-154.19698477630496,0.3912148249828414,0.2303933257971502,-1026.09278871801,-0.1502758682954561,0/8,"{2019: -26.79, 2020: -93.38, 2021: -61.29, 2022: -137.58, 2023: -265.49, 2024: -152.97, 2025: -202.16, 2026: -85.87}",219.06949659599468,True,False,False,False,False,tp1.0 hz288
btc_squeeze,short_sl1.0_lb48_tp2.0,1783160503,1457,-939.5421695399284,-141.26632128470885,0.304735758407687,0.40933279516161863,-941.725941383283,-0.15000788985084715,0/8,"{2019: -16.79, 2020: -89.38, 2021: -43.29, 2022: -135.58, 2023: -275.49, 2024: -143.97, 2025: -153.16, 2026: -81.87}",219.06949659599468,True,False,False,False,False,tp2.0 hz288
