month,trades,pnl_usd,avg_lot,max_lot
2019-06,5,115.11780684615795,0.16763400350629204,0.23500447627573107
2019-08,3,-169.54752080237552,0.1672410470162696,0.1837013191504218
2019-09,4,-31.492767927256523,0.1848952474315253,0.22114047110169488
2019-10,3,129.99107798886033,0.17245820855934926,0.25695007302748585
2020-01,1,-77.38632941885044,0.1505570611261639,0.1505570611261639
2020-02,1,143.62373992955747,0.21254200234808387,0.21254200234808387
2020-03,8,1290.3848387120067,0.16207929458227788,0.20544517164070106
2020-04,5,-186.74903432556803,0.18733119968552756,0.22987499179018733
2020-05,3,122.74617387488777,0.25396291236817337,0.26185172380050714
2020-06,2,-309.0774447945282,0.2297341974598364,0.229905002628636
2020-07,1,145.17159980992957,0.16094667300234738,0.16094667300234738
2020-08,8,920.096072011308,0.1715194782681547,0.21637657530492446
2020-09,1,144.3074003795068,0.18975332068310716,0.18975332068310716
2020-10,3,-172.73042236249796,0.209986054302815,0.2239100071975877
2020-11,4,-321.7608606393433,0.19162046259441254,0.2253250344985606
2020-12,3,361.3548346163983,0.2045546895049447,0.2102345197476686
2021-01,2,-308.466102607567,0.21926613992600572,0.22757029319284633
2021-02,5,110.91322519780675,0.20429738073371567,0.25080164913447894
2021-03,1,145.4089663615694,0.15303445461435303,0.15303445461435303
2021-04,2,-109.89816557036798,0.18454222588763933,0.20869340312332982
2021-06,3,-454.30089912924393,0.20175780441068333,0.23793092362817378
2021-08,2,-16.158267496950543,0.19775416916388336,0.22998072542491474
2021-09,2,290.5378634770667,0.22961131276815017,0.2531584512648813
2021-10,1,143.69798335467343,0.21006722151088666,0.21006722151088666
2021-11,1,147.46776423679216,0.0844078587735945,0.0844078587735945
2021-12,2,291.79030956840313,0.20820156491200992,0.2417739298625249
2022-02,4,-33.29278000666477,0.20290134143892982,0.21969231364687855
2022-03,6,-47.458026276958066,0.1875472553224776,0.249667110519306
2022-04,4,-321.74726048098773,0.18328592519240094,0.2198202732846322
2022-05,4,393.5288169680895,0.1969792365409693,0.261008714315576
2022-06,1,142.5284629981023,0.24905123339659066,0.24905123339659066
2022-07,1,145.34938656194174,0.1550204479352754,0.1550204479352754
2022-08,3,129.09738714950961,0.17869455069378468,0.23028335818931484
2022-09,6,-206.3305673492467,0.1897753042824627,0.22342849049564592
2022-10,3,444.54445612653285,0.2049575084185252,0.2404274604678553
2022-11,2,-137.56014725120394,0.1873607565170282,0.20556795489251195
2022-12,1,-156.83697610314064,0.2278992034380207,0.2278992034380207
2023-01,1,-156.86903048541149,0.22896768284704985,0.22896768284704985
2023-02,4,275.02910701186056,0.2060273998218889,0.2529056879655889
2023-03,5,427.8998129431966,0.1944039934725544,0.23215064931380636
2023-04,3,131.07181937273424,0.15706018574186506,0.18055630384361482
2023-06,1,143.45576931067424,0.21814102297752513,0.21814102297752513
2023-07,3,-1.9882174296847097,0.19658575766517114,0.2278848964131757
2023-10,3,-263.90929808593427,0.1747521520830522,0.23766584744426328
2023-11,3,-452.78440583894724,0.184101869620909,0.2262733745196568
2023-12,2,-15.265911769987639,0.1818207239151687,0.20438404236098268
2024-03,4,356.02846531513137,0.13945704467140319,0.24361017704909052
2024-04,4,-29.20368779861616,0.16332018475598475,0.19095422554420505
2024-05,6,-42.26332932427553,0.16315103413883433,0.24273993772097496
2024-06,2,-17.562445876065908,0.21406303207300448,0.24295994631741571
2024-07,3,-167.62270800472172,0.1491510526615373,0.17966316956255898
2024-08,4,603.255576990256,0.1934255071551771,0.2332806893980384
2024-09,3,127.92302761257523,0.19216756564063694,0.20652216671256748
2024-10,2,291.31482270438664,0.2166524391585511,0.22660382709460666
2024-11,6,-51.192310819752294,0.20674912908375517,0.2473322562471527
2024-12,5,-728.6081423528642,0.15857965352198192,0.22985935516712955
2025-01,2,-17.129510661390526,0.21371534005851464,0.21489971346704814
2025-02,3,130.7070401747472,0.16445104793822715,0.20350865287200234
2025-03,3,-173.01692435508062,0.205617892513387,0.22475241846561542
2025-04,13,1842.6739898506125,0.1642416906787254,0.27387513934813085
2025-05,2,294.62277173710174,0.1611046890937522,0.23438546363677068
2025-06,8,575.9237326809164,0.1636526592559177,0.24543239855580065
2025-07,4,272.93170272495024,0.22405902789705984,0.26538059457839586
2025-08,6,-342.98683593954576,0.2162582891055775,0.2497443093975344
2025-09,4,607.4443800771304,0.16181553945860166,0.21661436068006706
2025-10,8,942.3077336218286,0.08799329493732451,0.13713050776856703
2025-11,6,-27.99788352265068,0.07879840418863686,0.10030285705861718
2025-12,7,-188.37034111223915,0.11986000956024394,0.18849575174149433
2026-01,9,108.88350966934348,0.07793541418421013,0.1718818840993823
2026-02,8,274.72555988947204,0.06304208476986685,0.10991927603878368
2026-03,6,612.8265359264647,0.051488019986419,0.07082820167971003
2026-04,14,232.6955832192831,0.10304982938559272,0.1653490207227247
2026-05,9,102.30106642948232,0.10480696020803572,0.2047462121950657
2026-06,9,-185.69319701552783,0.0705829286935857,0.11170073809701989
