year,trades,pnl_usd,avg_lot,max_lot
2019,15,42.015558959676525,0.2883423454697139,0.44462131746393496
2020,40,3653.439295088415,0.3207806089724041,0.4527047964261105
2021,21,414.1985412191142,0.33154720603133875,0.4337817718111899
2022,35,573.5898805211924,0.3205860994343522,0.4486411732786101
2023,25,151.49576458962412,0.3174981182152014,0.43743156295962715
2024,39,607.9275152832603,0.29301370805935495,0.4198972176479443
2025,66,6916.187783080275,0.26476377656223,0.5203138357321531
2026,55,1827.3161420368792,0.13862524019533812,0.34124368699177615
