risk_pct,risk_label,trades,net_pnl_usd,avg_pnl_per_year,win_rate_pct,profit_factor,max_drawdown_usd,ulcer_index_pct,positive_years,positive_months,avg_lot,median_lot,max_lot,min_month_end_equity,max_month_end_equity
0.01,1%,296,2630.656234901058,328.8320293626322,60.810810810810814,1.445495899245439,-378.5997190211201,0.03243293712214613,8/8,41/74,0.05283545352561925,0.05578306933551506,0.08482032608376787,4746.881435949188,5557.953048426914
0.02,2%,296,5358.003439817588,669.7504299771983,60.810810810810814,1.452056567138018,-750.8136543611181,0.06473146890462228,8/8,40/74,0.10617844169205484,0.11200216158484996,0.17289518612554108,4504.119082956987,6170.647769583673
0.03,3%,296,8188.422420495801,1023.5528025619751,60.810810810810814,1.4588698934513558,-1116.9718902227469,0.09692425763930163,8/8,40/74,0.16006286344744958,0.1684291740616119,0.27387513934813085,4271.391857647135,6842.673989850611
0.04,4%,296,11128.72486781656,1391.09060847707,60.810810810810814,1.465943367302517,-1477.394291767734,0.12903801217502633,8/8,40/74,0.2145252972133515,0.22709027153658162,0.38999255622350376,4048.3853827287257,7578.932799671264
0.05,5%,296,14186.170480778435,1773.2713100973046,60.810810810810814,1.4732838690500758,-1832.3905998585396,0.16110371914615113,8/8,40/74,0.26960523439644585,0.2863986361063601,0.5203138357321531,3834.791916223833,8384.651257208434
