trades,net,wr,pf,dd,years_pos,years,months_pos,months,mar,rule
803,-13.340072022951622,50.560398505603985,0.9666765299852774,-30.65987420218426,5,8,43,83,-0.054387340009051856,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_1
1091,-7.1392006136497415,51.237396883593036,0.9867720238015149,-34.7521549360838,3,8,41,83,-0.02567898532760115,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_2
1347,-26.6909057087767,50.40831477357089,0.9604392432546033,-33.17415255562972,3,8,40,85,-0.10057116630190754,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3
1430,11.720070713261235,51.88811188811189,1.0168713764006998,-24.622148730333944,5,8,41,85,0.05949963405723383,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45
1067,15.07071562940482,52.108716026241794,1.029244874540595,-20.353277029420042,6,8,40,85,0.09255705854897812,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60
788,21.24485876506049,52.66497461928934,1.0566124324806778,-29.201464696643885,6,8,43,83,0.09094089537014796,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70
681,-25.13228356650894,49.926578560939795,0.9281929915687068,-38.003422174252066,3,8,38,81,-0.08266454087763861,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + tight_zone
187,19.075758556347868,55.080213903743314,1.2507156903033254,-8.575920570037777,6,8,38,78,0.2780424328875261,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + wide_zone
844,-13.818316624512105,50.71090047393365,0.9669375957489046,-23.145260235788868,3,8,36,84,-0.07462822022597757,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5
358,2.4291899357046605,51.955307262569825,1.0141491427463178,-18.082777563008268,5,8,36,81,0.01679215158761082,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_2
642,9.691807336088349,52.49221183800623,1.031213823007183,-22.225441036001264,5,8,38,77,0.05450852089048168,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_low
580,2.5828365732880183,51.37931034482759,1.0091175411777589,-17.950674006507533,3,8,36,82,0.01798565176683394,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_high
1067,7.375760367037746,51.64011246485474,1.0142319077329982,-26.72077213372189,4,8,43,85,0.03450386992059194,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + dir_demand
842,-21.93453773483295,50.3562945368171,0.9484790675482307,-41.20158276446205,2,8,34,83,-0.06654640508662792,intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + dir_supply
399,-1.4933301570762905,50.37593984962406,0.9923572554236098,-20.355547003511244,5,8,19,37,-0.00917029002474545,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15
347,-4.552987909674631,50.43227665706051,0.9735481308048518,-22.760917911435154,5,8,30,62,-0.025004417261370617,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1
464,17.367946637267508,53.01724137931034,1.079309572172451,-22.7071468924581,5,8,35,66,0.09560837122956682,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2
578,-5.131054194785796,50.34602076124568,0.9819958754681731,-22.60915412408122,4,8,33,71,-0.028368233982937155,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3
607,11.921469042127274,51.72981878088962,1.0412416163345102,-21.962120443779796,5,8,33,70,0.06785244776708095,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45
456,-6.884650438831982,49.780701754385966,0.9694803295803313,-17.914208096064893,4,8,28,66,-0.048039036961005074,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60
341,-7.622167507715464,49.266862170087975,0.9551767804452415,-24.858347460266707,5,8,27,60,-0.0383280079251982,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_70
258,-15.201028915331676,48.06201550387597,0.8874057366445509,-29.27539557524854,4,8,16,43,-0.06490530963219368,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + tight_zone
106,8.446522421832967,52.83018867924528,1.1959292237832677,-6.165867233130923,6,8,28,61,0.17123549093887896,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + wide_zone
336,-0.7023782657146,50.595238095238095,0.9956532879954653,-17.780123912874828,4,8,30,67,-0.004937945519645665,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + impulse_ge_1p5
138,-2.1620061166245765,50.0,0.9669659746421032,-15.879722565286286,5,8,28,57,-0.017018607438951807,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + impulse_ge_2
275,13.034625387147447,53.45454545454545,1.1021132163075893,-9.920073444145839,6,8,31,51,0.16424557565699788,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + base_body_low
265,3.4877113399252435,50.943396226415096,1.0273063219847265,-15.94314491468587,4,8,29,59,0.027344913429788346,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + base_body_high
470,-2.4513071588219866,50.42553191489362,0.9893250233493133,-25.590752393036794,4,8,39,69,-0.011973598515068394,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + dir_demand
341,3.3311264039021964,51.31964809384164,1.020150230940346,-22.201368963453422,5,8,28,57,0.018755185825397182,intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + dir_supply
215,0.17078267108702683,51.162790697674424,1.0016041917433132,-17.969781381025893,4,8,13,27,0.0011879851754022623,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_2
277,-2.1003267298382333,50.18050541516246,0.9846272150193046,-18.220545216188494,4,8,15,34,-0.014409055169025253,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_3
311,9.111314146197799,52.09003215434084,1.0621311566199505,-13.528877332511959,5,8,20,35,0.08418394522195422,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_45
231,-8.768866453648018,48.484848484848484,0.9249128729977814,-16.035512298732513,5,8,18,35,-0.06835505385086084,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_60
170,-12.568419845267213,46.470588235294116,0.8589261683035306,-23.622850849529968,5,8,17,32,-0.06650562587324897,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_70
162,1.0039102566092728,50.617283950617285,1.0131279666188817,-12.447686928726515,7,8,12,28,0.010081293239032119,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + impulse_ge_1p5
139,0.17916522440496685,51.07913669064749,1.0026614367401063,-9.917685628445316,6,8,10,24,0.0022581531508104043,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + base_body_low
132,-1.6069128577582414,49.24242424242424,0.9754364712645552,-11.290809203338082,3,8,10,28,-0.017790054158420773,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + base_body_high
230,-7.410898393106301,49.130434782608695,0.9356454947151408,-22.03646811167657,6,8,17,30,-0.042037693810263156,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + dir_demand
169,5.917568236030012,52.071005917159766,1.0737534532087452,-8.286589671489917,4,8,13,27,0.08926422796686578,intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + dir_supply
1850,-41.92654821911037,52.0,0.955143469606169,-77.25721933400621,5,8,38,85,-0.06783597148029831,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2
1850,-41.92654821911037,52.0,0.955143469606169,-77.25721933400621,5,8,38,85,-0.06783597148029831,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_3
1060,-23.089057598954156,51.981132075471706,0.9568007802926618,-37.765541900077096,3,8,42,85,-0.07642236956391661,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + body_ge_45
740,-12.476405845576785,52.16216216216216,0.9664453726763104,-36.751973205940345,4,8,40,85,-0.0424344761560999,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + body_ge_60
511,-3.8046439079414913,52.44618395303326,0.9850051318492314,-24.397073144155833,3,8,35,84,-0.019493341913704464,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + body_ge_70
717,-37.88801352179903,51.324965132496516,0.898554751994963,-49.69158506636842,4,8,39,85,-0.0953079215303646,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + tight_zone
559,-15.174834315116644,51.162790697674424,0.9462832242381835,-30.47211384249404,3,8,41,85,-0.062248858060656595,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + impulse_ge_1p5
172,24.582468652260893,59.883720930232556,1.3468159218649276,-7.739724056689218,5,8,37,74,0.39701784702219106,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + impulse_ge_2
533,4.52553106981344,53.84615384615385,1.017330049260803,-26.164857573511657,4,8,43,85,0.021620273763667083,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + base_body_low
651,-40.066136758454704,49.92319508448541,0.8831822172782013,-45.28873405998529,0,8,36,85,-0.11058527465513494,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + base_body_high
983,-25.528722387817407,51.67853509664293,0.9486577690411013,-59.0403325602902,4,8,39,85,-0.05404932797792985,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + dir_demand
867,-16.39782583129298,52.36447520184544,0.9625153521166308,-41.35556962243283,2,8,38,85,-0.04956353515681651,intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + dir_supply
2544,-62.5387354857649,52.00471698113207,0.9515473386961282,-99.42725338724712,2,8,37,85,-0.07862373413126277,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + fast_confirm_3
1640,-43.09457946422435,51.890243902439025,0.9483001901759093,-57.30382012294434,2,8,42,85,-0.09400459553081647,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + body_ge_45
1178,-36.24132757065795,51.61290322580645,0.9398160001872983,-47.255999799886126,3,8,40,85,-0.09586435511926594,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + body_ge_60
830,-22.54500236862957,51.68674698795181,0.9466667137921826,-31.53922517290912,2,8,39,84,-0.08935302882771352,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + body_ge_70
1110,-67.8759012629916,50.9009009009009,0.8839855556644935,-73.02532394795224,3,8,34,85,-0.11618555316401126,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + tight_zone
129,14.92881959599196,56.58914728682171,1.2680713225663478,-5.6962901907624115,6,8,36,71,0.32759961080024075,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + wide_zone
839,-15.015578495445785,51.96662693682956,0.9643079485845004,-30.136786354501996,4,8,40,85,-0.062280937650484904,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + impulse_ge_1p5
286,20.112856592126292,56.64335664335665,1.1556660542992614,-16.569098873568784,5,8,37,79,0.15173468956880443,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + impulse_ge_2
803,-11.353704714791228,52.80199252801992,0.9718876015269795,-26.773813981792166,5,8,40,85,-0.05300750540487266,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + base_body_low
826,-32.20690777968685,51.08958837772397,0.9243784835032179,-37.43800053294513,3,8,42,85,-0.10753414752794102,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + base_body_high
1353,-28.50493365582617,52.03252032520326,0.9582855341787719,-76.44970345035875,4,8,44,85,-0.04660733196031189,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + dir_demand
1191,-34.033801829938724,51.97313182199832,0.9439665609018326,-47.40423477857969,4,8,38,85,-0.0897435692953043,intraday_stack_24h + ny_main_or_overlap + fast_confirm_2 + dir_supply
2155,-72.68584791672838,51.461716937354986,0.9340901360955873,-80.23069864687241,2,8,36,85,-0.11324506881812167,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + body_ge_45
1580,-57.460845069113645,51.26582278481012,0.929141259205687,-57.331592889455784,2,8,38,85,-0.12528180836503855,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + body_ge_60
1148,-36.084379316217834,51.393728222996515,0.938367598245871,-36.7621241146635,3,8,38,84,-0.12269550585430083,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + body_ge_70
1467,-101.87308664543264,50.44308111792775,0.8695396004048881,-112.23960440420419,2,8,36,85,-0.11345492438498023,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + tight_zone
162,14.702521490617961,54.32098765432099,1.21077607381623,-8.263005163309717,5,8,35,74,0.22241486602086483,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + wide_zone
1119,-41.881537844997595,50.848972296693475,0.9268998988859387,-50.149287493549274,2,8,37,85,-0.10439215574694066,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + impulse_ge_1p5
406,10.1650300227078,53.94088669950739,1.0526826071430895,-18.813307453362903,5,8,40,82,0.06753882888419753,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + impulse_ge_2
1025,-43.71360966627441,51.31707317073171,0.9175969268253382,-48.51659406635015,2,8,36,85,-0.1126254081399776,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + base_body_low
987,-21.89889722755084,51.874366767983794,0.9561667208182555,-32.961105073578885,2,8,42,85,-0.08304825179050451,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + base_body_high
1653,-52.54005174158268,51.421657592256494,0.9376678298055516,-95.01716296035323,4,8,38,85,-0.0691191597715687,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + dir_demand
1512,-69.6794414601519,51.05820105820106,0.9112860734625935,-83.5235410363266,3,8,36,85,-0.10428114127406078,intraday_stack_24h + ny_main_or_overlap + fast_confirm_3 + dir_supply
2439,-77.3532136592838,51.578515785157855,0.9379161717742293,-85.98850319859197,1,8,36,85,-0.11244702893687308,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + body_ge_60
1777,-42.88691743297175,51.88519977490152,0.9523738121575193,-59.637432155616764,2,8,37,84,-0.08989093737525337,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + body_ge_70
1691,-81.68638655910091,51.4488468361916,0.9072769195483346,-94.17366397277539,1,8,31,84,-0.10842519966982965,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + tight_zone
160,9.941418092379216,53.75,1.1453331308278307,-8.834146616261242,5,8,35,71,0.140667493480352,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + wide_zone
1339,-54.664009692399034,51.00821508588499,0.9204801068111191,-60.28781174760385,1,8,35,84,-0.1133396786759549,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + impulse_ge_1p5
550,-9.771004007058416,52.0,0.9644176979578557,-20.734109217583164,4,8,36,83,-0.05890658180996451,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + impulse_ge_2
1161,-26.570443717434877,52.368647717484926,0.9548038380673111,-44.202890607145086,3,8,42,84,-0.07513774368734369,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + base_body_low
931,-23.000083278112136,51.66487647690655,0.9512845444412834,-37.928907649381564,4,8,44,85,-0.07579997917000107,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + base_body_high
1734,-61.32753203320137,51.326412918108424,0.9309068474484419,-100.73240128399517,3,8,37,85,-0.07610204270359404,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + dir_demand
1559,-28.109564877253437,52.46953175112251,0.9642180291505714,-51.171025539465695,3,8,43,85,-0.06866572582069395,intraday_stack_24h + ny_main_or_overlap + body_ge_45 + dir_supply
1777,-42.88691743297175,51.88519977490152,0.9523738121575193,-59.637432155616764,2,8,37,84,-0.08989093737525337,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + body_ge_70
1284,-72.95006899996223,50.93457943925234,0.891880397768606,-83.81768960274665,1,8,36,84,-0.10879276997747815,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + tight_zone
112,9.644094509686589,54.46428571428571,1.2085580180254618,-5.229844727453217,7,8,31,63,0.2305062342257861,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + wide_zone
987,-31.644963613630516,51.266464032421474,0.9370121050478007,-34.296657932824246,3,8,33,82,-0.11533544928638703,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + impulse_ge_1p5
403,-14.159956008837039,50.86848635235732,0.9309952965091491,-19.73586073455633,4,8,35,82,-0.08968418073631183,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + impulse_ge_2
853,-33.256581586292505,51.34818288393904,0.9244618895268506,-39.40461878916974,3,8,38,84,-0.10549709211827533,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + base_body_low
701,-12.96644263190446,51.925820256776035,0.9632479112171499,-23.54657282686209,4,8,43,84,-0.06883402272194074,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + base_body_high
1268,-44.30835764074857,51.26182965299685,0.9317519540791366,-80.24344194392297,3,8,40,84,-0.06902177387859443,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + dir_demand
1171,-33.044856018535214,51.92143467122118,0.9446227489783977,-41.69255816142556,4,8,40,85,-0.0990730044993638,intraday_stack_24h + ny_main_or_overlap + body_ge_60 + dir_supply
935,-38.587883055002585,51.657754010695186,0.9202507081833485,-50.07656229683868,2,8,37,83,-0.09632221463772142,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + tight_zone
734,-22.90165798070263,51.22615803814714,0.9387077988573311,-26.76302568661796,3,8,35,82,-0.10696500766052168,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + impulse_ge_1p5
309,2.1277933154380073,53.07443365695793,1.01410551581157,-14.443202852394709,4,8,39,80,0.018415178900963225,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + impulse_ge_2
635,-19.256628038302793,51.811023622047244,0.9407661472412916,-26.165897514152633,4,8,37,83,-0.09199296540414509,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + base_body_low
508,3.5815287400981806,53.14960629921261,1.0144203201458946,-14.465921490974853,4,8,39,80,0.030947983009003793,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + base_body_high
903,-20.399031442317693,51.82724252491694,0.955283496404749,-51.963266264980476,3,8,36,83,-0.049070797768695065,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + dir_demand
874,-22.487885990654075,51.94508009153318,0.9493863194009229,-30.439707350368447,5,8,42,84,-0.09234601753810011,intraday_stack_24h + ny_main_or_overlap + body_ge_70 + dir_supply
776,-55.58554560099873,50.0,0.8656398603154631,-57.374670384118595,0,8,32,85,-0.12110210226232712,intraday_stack_24h + ny_main_or_overlap + tight_zone + impulse_ge_1p5
304,-14.840697615015785,50.98684210526315,0.906415150028928,-23.631507416552044,3,8,35,80,-0.07850058691463871,intraday_stack_24h + ny_main_or_overlap + tight_zone + impulse_ge_2
1004,-48.80665702016899,51.39442231075697,0.9067593102091076,-55.80707689956212,1,8,37,85,-0.10932004445423647,intraday_stack_24h + ny_main_or_overlap + tight_zone + base_body_low
454,-13.982311302805185,52.42290748898678,0.9399287832428043,-29.346919651099356,2,8,42,83,-0.059556128330667056,intraday_stack_24h + ny_main_or_overlap + tight_zone + base_body_high
1118,-62.81637123343068,51.073345259391765,0.8929356193338223,-77.00435395046213,3,8,39,85,-0.10196886281560333,intraday_stack_24h + ny_main_or_overlap + tight_zone + dir_demand
1112,-66.09710170585268,50.98920863309353,0.8873844227229912,-70.44530106212763,2,8,37,85,-0.11728444039077895,intraday_stack_24h + ny_main_or_overlap + tight_zone + dir_supply
129,0.28811305950013466,50.3875968992248,1.0049239219801647,-10.174729236177454,4,8,26,62,0.0035395666657609248,intraday_stack_24h + ny_main_or_overlap + wide_zone + impulse_ge_1p5
107,3.0863303344325015,51.4018691588785,1.0628685304689307,-5.857143022470263,5,8,28,61,0.06586680405856887,intraday_stack_24h + ny_main_or_overlap + wide_zone + base_body_high
141,20.67654756317178,56.73758865248227,1.3817936046264478,-8.82290819845516,7,8,35,71,0.29293838123001387,intraday_stack_24h + ny_main_or_overlap + wide_zone + dir_demand
689,-8.03678726875022,52.249637155297535,0.9765138050609816,-26.605637070357368,3,8,42,84,-0.03775885561158201,intraday_stack_24h + ny_main_or_overlap + impulse_ge_1p5 + impulse_ge_2
608,-29.803580503518297,50.6578947368421,0.9052842493974098,-42.7650958726961,3,8,37,83,-0.08711421047738946,intraday_stack_24h + ny_main_or_overlap + impulse_ge_1p5 + base_body_low
526,-19.404851823330567,50.760456273764255,0.9279408134351412,-29.08825524470844,3,8,36,84,-0.08338782981346304,intraday_stack_24h + ny_main_or_overlap + impulse_ge_1p5 + base_body_high
930,-56.042147310362196,49.67741935483871,0.8846035646939558,-60.350228638901754,1,8,31,85,-0.11607691589224037,intraday_stack_24h + ny_main_or_overlap + impulse_ge_1p5 + dir_demand
841,-30.33304194046125,51.48632580261593,0.929898531275249,-39.3140191828983,2,8,36,84,-0.09644473705214615,intraday_stack_24h + ny_main_or_overlap + impulse_ge_1p5 + dir_supply
226,-15.092735185058741,49.557522123893804,0.872330320601017,-23.512650011249676,3,8,30,78,-0.080237314689314,intraday_stack_24h + ny_main_or_overlap + impulse_ge_2 + base_body_low
214,13.320529256804551,55.60747663551402,1.1356956210233347,-10.619136459652701,5,8,39,79,0.15679864021212747,intraday_stack_24h + ny_main_or_overlap + impulse_ge_2 + base_body_high
359,-17.986312227119534,50.13927576601671,0.9022858815315127,-23.76500039469325,3,8,29,83,-0.09460504906585178,intraday_stack_24h + ny_main_or_overlap + impulse_ge_2 + dir_demand
330,9.949524958369308,54.54545454545454,1.0629234066329334,-19.333508643610813,4,8,45,83,0.0643282418479777,intraday_stack_24h + ny_main_or_overlap + impulse_ge_2 + dir_supply
833,-17.56263646206922,52.22088835534213,0.9582023174209183,-53.71248797456955,5,8,42,85,-0.04087186500833927,intraday_stack_24h + ny_main_or_overlap + base_body_low + dir_demand
754,-31.481303585392197,51.591511936339515,0.9194753774241796,-37.52500730952296,3,8,37,84,-0.1048677463461912,intraday_stack_24h + ny_main_or_overlap + base_body_low + dir_supply
679,-31.35701708286703,50.51546391752577,0.9107981241344393,-49.23556210980222,4,8,41,85,-0.07960967575869368,intraday_stack_24h + ny_main_or_overlap + base_body_high + dir_demand
663,2.3032503302193352,53.39366515837104,1.0070417925667277,-20.51973620154617,5,8,41,85,0.014030701391557024,intraday_stack_24h + ny_main_or_overlap + base_body_high + dir_supply
811,0.8798192450802134,50.801479654747226,1.0022276967224832,-23.50171230563582,4,8,34,74,0.004679548630533341,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + risk_ge_10
399,-1.4933301570762905,50.37593984962406,0.9923572554236098,-20.355547003511244,5,8,19,37,-0.00917029002474545,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + risk_ge_15
347,-4.552987909674631,50.43227665706051,0.9735481308048518,-22.760917911435154,5,8,30,62,-0.025004417261370617,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + fast_confirm_1
464,17.367946637267508,53.01724137931034,1.079309572172451,-22.7071468924581,5,8,35,66,0.09560837122956682,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + fast_confirm_2
578,-5.131054194785796,50.34602076124568,0.9819958754681731,-22.60915412408122,4,8,33,71,-0.028368233982937155,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + fast_confirm_3
607,11.921469042127274,51.72981878088962,1.0412416163345102,-21.962120443779796,5,8,33,70,0.06785244776708095,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + body_ge_45
456,-6.884650438831982,49.780701754385966,0.9694803295803313,-17.914208096064893,4,8,28,66,-0.048039036961005074,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + body_ge_60
341,-7.622167507715464,49.266862170087975,0.9551767804452415,-24.858347460266707,5,8,27,60,-0.0383280079251982,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + body_ge_70
258,-15.201028915331676,48.06201550387597,0.8874057366445509,-29.27539557524854,4,8,16,43,-0.06490530963219368,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + tight_zone
106,8.446522421832967,52.83018867924528,1.1959292237832677,-6.165867233130923,6,8,28,61,0.17123549093887896,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + wide_zone
336,-0.7023782657146,50.595238095238095,0.9956532879954653,-17.780123912874828,4,8,30,67,-0.004937945519645665,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + impulse_ge_1p5
138,-2.1620061166245765,50.0,0.9669659746421032,-15.879722565286286,5,8,28,57,-0.017018607438951807,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + impulse_ge_2
275,13.034625387147447,53.45454545454545,1.1021132163075893,-9.920073444145839,6,8,31,51,0.16424557565699788,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + base_body_low
265,3.4877113399252435,50.943396226415096,1.0273063219847265,-15.94314491468587,4,8,29,59,0.027344913429788346,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + base_body_high
470,-2.4513071588219866,50.42553191489362,0.9893250233493133,-25.590752393036794,4,8,39,69,-0.011973598515068394,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + dir_demand
341,3.3311264039021964,51.31964809384164,1.020150230940346,-22.201368963453422,5,8,28,57,0.018755185825397182,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + cost_le_0p05 + dir_supply
399,-1.4933301570762905,50.37593984962406,0.9923572554236098,-20.355547003511244,5,8,19,37,-0.00917029002474545,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + risk_ge_15
347,-4.552987909674631,50.43227665706051,0.9735481308048518,-22.760917911435154,5,8,30,62,-0.025004417261370617,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + fast_confirm_1
464,17.367946637267508,53.01724137931034,1.079309572172451,-22.7071468924581,5,8,35,66,0.09560837122956682,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + fast_confirm_2
578,-5.131054194785796,50.34602076124568,0.9819958754681731,-22.60915412408122,4,8,33,71,-0.028368233982937155,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + fast_confirm_3
607,11.921469042127274,51.72981878088962,1.0412416163345102,-21.962120443779796,5,8,33,70,0.06785244776708095,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + body_ge_45
456,-6.884650438831982,49.780701754385966,0.9694803295803313,-17.914208096064893,4,8,28,66,-0.048039036961005074,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + body_ge_60
341,-7.622167507715464,49.266862170087975,0.9551767804452415,-24.858347460266707,5,8,27,60,-0.0383280079251982,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + body_ge_70
258,-15.201028915331676,48.06201550387597,0.8874057366445509,-29.27539557524854,4,8,16,43,-0.06490530963219368,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + tight_zone
106,8.446522421832967,52.83018867924528,1.1959292237832677,-6.165867233130923,6,8,28,61,0.17123549093887896,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + wide_zone
336,-0.7023782657146,50.595238095238095,0.9956532879954653,-17.780123912874828,4,8,30,67,-0.004937945519645665,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + impulse_ge_1p5
138,-2.1620061166245765,50.0,0.9669659746421032,-15.879722565286286,5,8,28,57,-0.017018607438951807,intraday_stack_24h + ny_main_or_overlap + cost_le_0p03 + risk_ge_10 + impulse_ge_2
