trades,net,wr,pf,dd,years_pos,years,months_pos,months,mar,rule
373,8.911438081080435,52.81501340482574,1.0497784382645314,-11.081078360380864,4,8,35,81,0.10052539327921221,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_2 + dir_supply
715,57.51189088916078,55.38461538461539,1.1803134963747794,-14.056543987704334,6,8,45,85,0.5114334197248991,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + body_ge_45
527,32.24711385579535,54.26944971537002,1.1341899315308233,-13.596745576861576,6,8,38,84,0.29645985571974165,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + body_ge_60
395,27.524470087296258,54.43037974683544,1.15464606819875,-15.012233647946285,6,8,38,81,0.22918366724079797,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + body_ge_70
284,14.957466391650314,54.5774647887324,1.1134956874156898,-18.12351785522282,5,8,35,73,0.10316337666296313,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + tight_zone
130,21.941703192343397,57.692307692307686,1.4368837704086623,-5.315964143387394,6,8,36,70,0.515938938838522,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + wide_zone
381,29.25684764441046,55.118110236220474,1.172760340932584,-12.641620370748859,6,8,45,83,0.28929091748502406,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + impulse_ge_1p5
155,21.574847019930903,58.70967741935483,1.3441408572268876,-5.597427046175397,6,8,36,73,0.48180277388949033,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + impulse_ge_2
286,42.7395496725701,59.44055944055944,1.3637910853422395,-6.834921343916122,8,8,43,76,0.7816393840181732,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + base_body_low
344,22.121442669368268,54.360465116279066,1.1406813862870453,-11.569698014926143,5,8,38,80,0.23900194543571113,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + base_body_high
568,66.83275946683875,57.21830985915493,1.2763849032118744,-15.126462420004291,4,8,45,84,0.5522834554037437,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + dir_demand
436,13.644718919145948,52.981651376146786,1.0658770434203313,-10.33878675171789,6,8,34,82,0.16497002074347292,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + fast_confirm_3 + dir_supply
739,72.7728161535729,56.156968876860624,1.2253758602011455,-14.083723012612634,7,8,48,85,0.6458946978047054,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + body_ge_60
559,60.86647113027908,56.529516994633276,1.2523696337203705,-10.896814094097145,7,8,44,83,0.6982140674866006,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + body_ge_70
317,44.97630100770539,58.99053627760252,1.3383351161330381,-11.745882003137922,6,8,38,72,0.47863903489420734,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + tight_zone
120,19.22293135156698,57.49999999999999,1.429356009529459,-5.4461676709831455,7,8,34,66,0.4412031659892149,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + wide_zone
383,35.386737605036956,56.13577023498695,1.2129142978869505,-12.17025076877944,7,8,41,81,0.3634553046332371,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + impulse_ge_1p5
164,17.478464219696015,57.3170731707317,1.253219792645356,-13.040118426582856,6,8,35,74,0.1675451062628522,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + impulse_ge_2
296,51.68666751137116,60.810810810810814,1.4391798971803302,-7.638104240876551,8,8,41,74,0.8458687175732952,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + base_body_low
334,27.676580936771735,55.08982035928144,1.1862439702582215,-11.495707961113357,7,8,42,79,0.300944720307718,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + base_body_high
537,77.63751203413216,58.47299813780261,1.3520552122515304,-11.792583858284255,7,8,46,84,0.8229484836310071,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + dir_demand
442,30.879299700628504,54.97737556561086,1.1537744578259572,-12.475939170837158,5,8,36,82,0.30938852856875193,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_45 + dir_supply
559,60.86647113027908,56.529516994633276,1.2523696337203705,-10.896814094097145,7,8,44,83,0.6982140674866006,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + body_ge_70
243,30.798315414358676,58.0246913580247,1.2962095425850464,-12.732667703276881,6,8,31,64,0.302355289285061,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + tight_zone
283,25.860827406311067,55.47703180212014,1.2101895500230604,-11.32093545399842,7,8,38,77,0.2855420772359555,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + impulse_ge_1p5
112,9.934469521624544,55.35714285714286,1.2058543882119752,-9.458511838274967,5,8,30,63,0.13129007093673498,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + impulse_ge_2
220,44.9557032378997,61.81818181818181,1.5311344739256578,-6.486601039526533,7,8,40,70,0.8663185650689618,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + base_body_low
265,13.537542422835621,53.58490566037736,1.1110004409405883,-16.423090467481607,4,8,41,77,0.10303741589958745,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + base_body_high
399,55.18526227095425,57.89473684210527,1.3340025787196648,-11.618974557642616,7,8,40,81,0.5936976408414525,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + dir_demand
340,17.58755388261865,54.11764705882353,1.1115457004615739,-9.035966242047326,5,8,36,80,0.24329929710197967,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_60 + dir_supply
190,25.09616979781866,57.89473684210527,1.308998424204158,-8.846888506973112,6,8,29,58,0.35459034238475307,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + tight_zone
216,21.4409233873115,55.55555555555556,1.230462811185912,-9.246012115452384,6,8,36,73,0.2898671762429122,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + impulse_ge_1p5
172,30.41135354874838,60.46511627906976,1.4404058417762295,-7.439215160518477,5,8,32,64,0.5109973446887921,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + base_body_low
196,16.461988661789096,55.10204081632652,1.190783586530218,-17.301341419420925,6,8,37,70,0.11893578265635485,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + base_body_high
300,42.61260134950449,57.99999999999999,1.344678187766596,-12.492280294947065,7,8,42,79,0.42638934149136715,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + dir_demand
259,18.253869780774597,54.826254826254825,1.1552863402399336,-10.209396606754568,6,8,31,76,0.22349349432533774,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + body_ge_70 + dir_supply
138,24.317462948769613,60.86956521739131,1.4472781547627565,-7.133095259344824,6,8,33,58,0.42613798892059057,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + tight_zone + impulse_ge_1p5
186,34.03531493325196,61.29032258064516,1.4613858594698075,-11.592649378894553,7,8,31,62,0.36699241283032624,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + tight_zone + base_body_low
204,24.088702541343526,57.84313725490197,1.2753509197410102,-10.794831553517234,5,8,37,70,0.2789379160517656,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + tight_zone + dir_demand
194,15.092500428098843,55.670103092783506,1.1701988496177247,-9.664819093458194,6,8,31,59,0.195198951503325,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + tight_zone + dir_supply
113,24.429382410402503,59.29203539823009,1.6266805053459035,-5.705855296825703,6,8,36,64,0.535182307024004,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + wide_zone + dir_demand
211,35.65295086212896,60.18957345971564,1.4320461802288293,-9.451498642208872,7,8,39,78,0.4715251016239454,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5 + impulse_ge_2
154,32.171220195517364,62.33766233766234,1.5660281929677342,-5.892348184718706,6,8,35,64,0.6824787671015147,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5 + base_body_low
184,4.18444802273796,52.17391304347826,1.0480582367124696,-12.747056233153753,5,8,31,73,0.04103347418220619,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5 + base_body_high
302,43.620013039118845,58.27814569536424,1.357037615096995,-7.5943070849119145,7,8,37,83,0.7179722348497972,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5 + dir_demand
215,12.790017117197511,54.88372093023256,1.128995899808037,-11.927696745404411,4,8,36,76,0.13403695397149223,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_1p5 + dir_supply
125,25.216194361589412,61.6,1.5481730585315185,-6.930486308205868,7,8,35,67,0.4548056449468202,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + impulse_ge_2 + dir_demand
219,60.617862661715336,65.75342465753424,1.8156024214919564,-5.382111308521985,7,8,46,72,1.4078550959577325,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_low + dir_demand
172,11.686784504932454,55.23255813953488,1.1469254637448572,-8.321436071359237,5,8,28,62,0.1755523987193162,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_low + dir_supply
238,16.131492605256497,54.20168067226891,1.1497819902460167,-13.2260758200952,4,8,34,74,0.1524591725531593,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_high + dir_demand
206,12.006594898653386,54.36893203883495,1.1266266010437722,-10.788874929947175,4,8,32,70,0.1391085142868573,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + cost_le_0p05 + base_body_high + dir_supply
168,13.806689583450758,55.35714285714286,1.1815206680455785,-10.704576635517611,4,8,13,27,0.1612241433449174,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + fast_confirm_2
210,13.793765937737268,53.80952380952381,1.145058335036326,-11.879857435644904,4,8,16,34,0.1451381678237756,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + fast_confirm_3
219,28.09459220419263,57.077625570776256,1.3050080526121441,-7.209229703590378,6,8,21,33,0.4871288847649149,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + body_ge_45
168,3.3372845451343593,51.19047619047619,1.0417399580462812,-13.665748339110731,5,8,19,33,0.03052599519544063,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + body_ge_60
126,0.4817594141065302,50.0,1.0079375287853374,-11.57078719185919,6,8,15,29,0.005204479674959795,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + body_ge_70
100,15.546475066164632,57.99999999999999,1.396668104488999,-7.110709237758703,8,8,14,26,0.2732933267684997,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + impulse_ge_1p5
108,2.7278035475777402,50.92592592592593,1.0532521919954485,-10.501302666159306,4,8,13,27,0.032469823438764304,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + base_body_high
157,12.760205855764653,54.77707006369427,1.1842108140210448,-12.553333428726939,5,8,17,29,0.12705993519781278,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + dir_demand
122,13.064315468053884,55.73770491803278,1.244759203393155,-6.157668546770231,4,8,14,26,0.2652041793258398,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + risk_ge_15 + dir_supply
280,17.279553307547367,54.285714285714285,1.135248297678192,-9.730437930067888,5,8,33,62,0.22197810406549207,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + fast_confirm_2
280,17.279553307547367,54.285714285714285,1.135248297678192,-9.730437930067888,5,8,33,62,0.22197810406549207,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + fast_confirm_3
178,11.668901532008071,54.49438202247191,1.1446724793226213,-7.206643521761065,4,8,25,55,0.20239834079438027,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + body_ge_45
122,-3.0150555082316512,49.18032786885246,0.9507916745539283,-9.58680348333265,3,8,16,47,-0.03931257579068903,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + body_ge_60
106,-11.470931080242686,45.28301886792453,0.8039918502656909,-14.380737319091363,3,8,17,44,-0.09970743176893893,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + base_body_high
158,15.525331529210948,56.32911392405063,1.227186029399821,-7.381394986737911,5,8,28,53,0.2629132358637015,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + dir_demand
122,1.7542217783364145,51.63934426229508,1.0295203368162535,-9.517511560921779,6,8,18,42,0.023039396473379704,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_1 + dir_supply
366,32.81735134507795,55.73770491803278,1.2020933265753637,-12.227303586241291,5,8,36,66,0.33549252205945784,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + fast_confirm_3
252,23.471044545218625,55.952380952380956,1.211102055586725,-9.860227482212157,5,8,29,60,0.2975469453869139,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + body_ge_45
188,6.9439334103107155,52.659574468085104,1.0782493331646543,-11.622309521131527,5,8,22,53,0.07468323526495906,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + body_ge_60
140,13.933972330576994,55.714285714285715,1.2257730111817435,-11.43830484653381,5,8,23,46,0.15227313528454628,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + body_ge_70
122,7.68046079134749,54.91803278688525,1.14055265568481,-7.778677668310227,6,8,25,53,0.1234216970873651,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + impulse_ge_1p5
109,23.012610189388454,62.38532110091744,1.5503324889613324,-4.14051988628734,6,8,25,37,0.6947379441891494,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + base_body_low
138,-4.881816678295711,49.275362318840585,0.9309889812520374,-10.530734737625643,4,8,19,49,-0.057947246796243135,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + base_body_high
208,24.582470303544202,57.21153846153846,1.277054598020994,-8.559582687319143,4,8,34,59,0.3589904905639071,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + dir_demand
158,8.234881041533765,53.79746835443038,1.1117970181395695,-9.4074836064268,5,8,23,48,0.10941928503478919,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_2 + dir_supply
313,24.118520251589345,54.632587859424916,1.1731369874121562,-11.317474104467905,4,8,30,64,0.2663858563863187,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + body_ge_45
239,-0.5816688344620022,50.2092050209205,0.9949939957727534,-16.920635483433177,4,8,23,61,-0.004297037447496492,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + body_ge_60
182,7.564541610866799,52.197802197802204,1.0899737938541776,-15.832596572571585,6,8,22,53,0.059722844387789985,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + body_ge_70
107,-3.961060452228778,49.532710280373834,0.9269290544310117,-15.001293698066,4,8,12,32,-0.03300599044950575,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + tight_zone
154,8.734250124495112,53.246753246753244,1.1278512070341002,-8.44434121263334,5,8,28,58,0.1292914672761572,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + impulse_ge_1p5
127,23.650644795675795,60.629921259842526,1.4793928021636562,-5.225969244391894,6,8,26,41,0.5656999613290835,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + base_body_low
165,-0.32531302037666343,50.303030303030305,0.9959778107381525,-11.56969801492615,4,8,24,53,-0.0035147095018920847,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + base_body_high
251,24.712556811893165,55.77689243027888,1.2277283002103099,-11.827067045050253,5,8,36,65,0.2611864454407953,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + dir_demand
184,5.508787882888641,52.17391304347826,1.0631861395344697,-10.819425741794134,6,8,20,51,0.06364464268201475,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + fast_confirm_3 + dir_supply
323,9.004240162677263,51.702786377708975,1.0593035147207503,-15.018156633491959,4,8,28,63,0.07494461855755424,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + body_ge_60
245,12.765426709962572,52.6530612244898,1.1140691998206598,-12.750223621696453,6,8,26,55,0.12514904727082835,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + body_ge_70
110,13.320012763231535,57.27272727272727,1.2833406319275027,-9.804910969585475,4,8,16,30,0.1698130253878617,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + tight_zone
157,19.356809951644664,56.68789808917197,1.3011727524832737,-8.419139175894927,7,8,30,53,0.28739294996847314,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + impulse_ge_1p5
121,35.20043483299839,66.11570247933885,1.857272775038122,-5.184515257218678,7,8,26,36,0.8486915624365012,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + base_body_low
166,4.5324391837090445,51.204819277108435,1.0582863906110422,-11.716759458509902,5,8,23,52,0.04835423138708722,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + base_body_high
235,29.1800009523858,56.59574468085107,1.2971984128075864,-10.633137990007398,6,8,31,59,0.3430313913424241,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + dir_demand
186,15.037053799137016,54.83870967741935,1.1811963350420855,-12.372506901501993,7,8,23,49,0.15192003850601565,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_45 + dir_supply
245,12.765426709962572,52.6530612244898,1.1140691998206598,-12.750223621696453,6,8,26,55,0.12514904727082835,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60 + body_ge_70
120,2.9463720493208987,50.83333333333333,1.0531528744367287,-11.320935453998414,6,8,22,46,0.03253233866244106,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60 + impulse_ge_1p5
132,-8.044260727542165,46.96969696969697,0.8812690405435161,-16.423090467481614,3,8,19,48,-0.061226758321386944,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60 + base_body_high
185,11.435661212489887,52.972972972972975,1.1365019394745677,-11.540807532531215,5,8,26,53,0.12386114641734404,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60 + dir_demand
138,-2.43142104981262,50.0,0.964273552780478,-14.348995659780716,5,8,16,43,-0.021181108311187698,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_60 + dir_supply
144,6.347575399453769,52.083333333333336,1.0957664554511481,-11.451881695431869,5,8,21,46,0.06928528830752988,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_70 + dir_demand
101,6.417851310508805,53.46534653465347,1.1406569971335203,-10.649374473218963,6,8,18,37,0.07533131789393373,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + body_ge_70 + dir_supply
125,12.943615125246584,55.2,1.2480208197016935,-7.182617543324104,7,8,25,50,0.22525936831477697,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_10 + impulse_ge_1p5 + dir_demand
168,13.806689583450758,55.35714285714286,1.1815206680455785,-10.704576635517611,4,8,13,27,0.1612241433449174,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_2 + fast_confirm_3
120,14.819857349465432,57.49999999999999,1.2866358865092857,-7.454978809876803,5,8,12,23,0.2484892601208872,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_2 + body_ge_45
158,15.948404669563754,55.69620253164557,1.2324468883837725,-8.6302596100041,3,8,15,30,0.23099543626527386,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_3 + body_ge_45
123,-1.0020793799374557,49.59349593495935,0.9834399529921514,-14.615113803406366,4,8,12,30,-0.00857057455570325,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_3 + body_ge_60
116,5.784222616810102,53.44827586206896,1.1094503856664488,-11.541446696832313,6,8,16,28,0.06264620424922175,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + fast_confirm_3 + dir_demand
168,3.3372845451343593,51.19047619047619,1.0417399580462812,-13.665748339110731,5,8,19,33,0.03052599519544063,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_45 + body_ge_60
126,0.4817594141065302,50.0,1.0079375287853374,-11.57078719185919,6,8,15,29,0.005204479674959795,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_45 + body_ge_70
126,0.4817594141065302,50.0,1.0079375287853374,-11.57078719185919,6,8,15,29,0.005204479674959795,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + risk_ge_15 + body_ge_60 + body_ge_70
1504,99.66534368912335,56.44946808510638,1.1449298867740014,-30.06398152366996,5,8,46,85,0.4143884918014555,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + fast_confirm_3
877,54.25466006928532,56.10034207525656,1.134933568534992,-19.082006493032935,4,8,45,85,0.3554045802854533,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + body_ge_45
608,36.14673199563687,55.92105263157895,1.1290606444944584,-15.093592073012967,4,8,41,85,0.2993549499415259,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + body_ge_60
424,26.191160468223522,55.89622641509434,1.1345696255330013,-13.212194528912253,4,8,40,84,0.2477934344187617,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + body_ge_70
562,30.924128296323453,56.761565836298935,1.1190830766026922,-21.191510787663255,5,8,47,85,0.1824087048711393,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + tight_zone
437,24.036417885382832,55.37757437070938,1.1190682123676725,-15.368469222547901,5,8,42,85,0.1955010738001619,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + impulse_ge_1p5
131,27.21473735193228,63.358778625954194,1.5500790112915197,-6.423823477645374,7,8,35,64,0.5295665705681044,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + impulse_ge_2
425,53.55957001667102,59.76470588235294,1.2953523193143206,-17.313935100732003,5,8,50,85,0.3866796434856006,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + base_body_low
530,15.979501017282383,54.52830188679245,1.0630508859370613,-12.767714566518254,5,8,44,85,0.15644441428839034,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + base_body_high
801,56.65693797223911,56.55430711610487,1.1557254833437753,-26.872466595105802,4,8,49,85,0.2635454851703019,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + dir_demand
703,43.00840571688423,56.33001422475107,1.1328018414424292,-19.716353901525796,5,8,43,85,0.2726696194165236,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_2 + dir_supply
877,54.25466006928532,56.10034207525656,1.134933568534992,-19.082006493032935,4,8,45,85,0.3554045802854533,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_3 + body_ge_45
608,36.14673199563687,55.92105263157895,1.1290606444944584,-15.093592073012967,4,8,41,85,0.2993549499415259,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_3 + body_ge_60
424,26.191160468223522,55.89622641509434,1.1345696255330013,-13.212194528912253,4,8,40,84,0.2477934344187617,closed_m15_ema8_aligned + intraday_stack_24h + ny_main_or_overlap + fast_confirm_1 + fast_confirm_3 + body_ge_70
