year,trades,pnl_usd,avg_lot,max_lot
2019,15,35.62276391550826,0.11545116858280212,0.1680718698079277
2020,40,1331.5012174409196,0.1246595953021328,0.17135551051402836
2021,21,158.07026841221438,0.1314622491971599,0.16719937666972773
2022,35,237.26430887840257,0.12885452927013064,0.17129588142873878
2023,25,56.148420834640476,0.1262774219553341,0.16546364691753576
2024,39,220.34574375729787,0.11787357670273256,0.16335281271756383
2025,66,2539.2737688135517,0.10115245203884703,0.17289518612554108
2026,55,779.7769477650525,0.054726995774038764,0.13649747479671048
