month,trades,pnl_usd,avg_lot,max_lot
2019-06,5,148.91562483024813,0.22419605002822096,0.3133393017009748
2019-08,3,-227.76948717523922,0.22069365373152292,0.2449350922005624
2019-09,4,-45.927515599915296,0.24496796927604522,0.2912951043079752
2019-10,3,170.9942258401369,0.23279682399363363,0.34911786882174534
2020-01,1,-103.18177255846726,0.20074274816821855,0.20074274816821855
2020-02,1,191.49831990607663,0.2833893364641118,0.2833893364641118
2020-03,8,1780.8953943113665,0.22298612140349855,0.2817193806272138
2020-04,5,-252.32067271673796,0.24746904760441124,0.3064999890535831
2020-05,3,161.34535651704536,0.34183505764287553,0.3556199037716201
2020-06,2,-409.9121343725227,0.3046572633364735,0.30608452305471573
2020-07,1,193.5621330799061,0.21459556400312985,0.21459556400312985
2020-08,8,1253.7737999663655,0.23366959346973293,0.3019388058285227
2020-09,1,192.40986717267572,0.2530044275774762,0.2530044275774762
2020-10,3,-232.00034274475567,0.28076476757931196,0.30133974565740856
2020-11,4,-428.253983422642,0.2549435839303596,0.2968016474690243
2020-12,3,485.381857637354,0.27525910355754396,0.28292550369133257
2021-01,2,-409.1058213250261,0.2907226750613466,0.30016270124380634
2021-02,5,143.39209274766714,0.27651699976975685,0.34068457553998144
2021-03,1,193.87862181542587,0.20404593948580405,0.20404593948580405
2021-04,2,-147.1945221845339,0.24649542880684466,0.27913612607775756
2021-06,3,-599.3811908594405,0.26588705245360744,0.3138648042489065
2021-08,2,-23.51377245823508,0.26469569364858236,0.30664096723321965
2021-09,2,389.20701684930214,0.30772134119772676,0.34069045003356146
2021-10,1,191.59731113956454,0.2800896286811822,0.2800896286811822
2021-11,1,196.62368564905623,0.112543811698126,0.112543811698126
2021-12,2,390.8924076159069,0.27867923493855046,0.3223652398166999
2022-02,4,-48.32357702286413,0.2702764940387571,0.29249474136773074
2022-03,6,-69.16975222601593,0.2491776698747847,0.332889480692408
2022-04,4,-428.2110008918746,0.24013329188158866,0.28379786488878256
2022-05,4,528.456909475106,0.2640595558140073,0.35345219771745284
2022-06,1,190.0379506641364,0.3320683111954542,0.3320683111954542
2022-07,1,193.799182082589,0.2066939305803672,0.2066939305803672
2022-08,3,169.83512531646892,0.2390703596290519,0.3070444775857531
2022-09,6,-278.13053592563125,0.2524885512267322,0.29749962754021897
2022-10,3,598.3787127919866,0.2754270126016059,0.3235405148960885
2022-11,2,-183.68014892995095,0.24860243628779954,0.27409060652334927
2022-12,1,-209.11596813752084,0.30386560458402756,0.30386560458402756
2023-01,1,-209.158707313882,0.30529024379606645,0.30529024379606645
2023-02,4,365.98234385628734,0.27854890981716757,0.3435469027983286
2023-03,5,573.3224421909352,0.260199002151089,0.3119982887781821
2023-04,3,172.4911529720022,0.21009417454034532,0.24299933495151696
2023-06,1,191.274359080899,0.2908546973033669,0.2908546973033669
2023-07,3,-4.686338237125199,0.2613271140572874,0.30416449654633826
2023-10,3,-350.9674365395687,0.23247043105114,0.31446742912355113
2023-11,3,-597.4023927513256,0.24248046116765398,0.2952985474780486
2023-12,2,-22.367761733879632,0.24370955971051045,0.2750759121285479
2024-03,4,478.2325078824855,0.1870695959533336,0.32611272357242277
2024-04,4,-42.921229284428904,0.21551953793432543,0.25460563405894004
2024-05,6,-62.189633244082074,0.21830378857604363,0.3258764530210331
2024-06,2,-25.433590461396307,0.28408090912147455,0.3239465950898876
2024-07,3,-225.2011145879656,0.19794943115343266,0.23700220266386046
2024-08,4,815.9728998026715,0.26149232364071595,0.3139641078258394
2024-09,3,168.30793539985828,0.2567966957404198,0.27536288895009
2024-10,2,390.25261799588725,0.2902776720359461,0.30495394244189816
2024-11,6,-74.10187511593355,0.2738886086102211,0.3328470578906128
2024-12,5,-951.6146172712745,0.20737138249360926,0.30321081579684517
2025-01,2,-24.832475561146367,0.2862719183782274,0.28653295128939754
2025-02,3,171.9911524747495,0.22163247080036216,0.2764917326304489
2025-03,3,-232.34283287203777,0.2712133874949379,0.29712636359775324
2025-04,13,2578.932799671262,0.23225194607003716,0.38999255622350376
2025-05,2,394.7040561188205,0.21534878565600968,0.3125139515156942
2025-06,8,773.4713514269024,0.22132268893949297,0.3357210336216038
2025-07,4,363.1052928888912,0.3035090276837839,0.3638315195923271
2025-08,6,-457.76768286275643,0.28276633017488245,0.33299241253004586
2025-09,4,821.7165767876406,0.21955903615631672,0.2970826544207603
2025-10,8,1284.8227630727017,0.12078559233278426,0.18634015181031205
2025-11,6,-43.24738668898888,0.10397965798608533,0.13207058945870662
2025-12,7,-256.3767595525734,0.15802911812746578,0.25074526591899227
2026-01,9,136.39401962650632,0.10246158468174224,0.22653983263686372
2026-02,8,361.0967102885767,0.08496509070326898,0.14926628287836835
2026-03,6,826.6775825406623,0.06980060545087054,0.09626292785518929
2026-04,14,297.86143523348426,0.13954311694046154,0.2282847831576934
2026-05,9,127.72697767130012,0.1390091288952423,0.27299494959342097
2026-06,9,-254.68367194461163,0.0943356708422756,0.14864994146563154
