risk_pct,entry_timestamp,year,month,direction,entry_price,stop_price,risk_units,net_r,equity_before,risk_usd,lot,pnl_usd,equity_after
0.05,2019-06-12 20:00:00+00:00,2019,2019-06,supply,1332.54,1338.9228571428573,6.382857142857347,-1.0470008952551462,5000.0,250.0,0.39167412712621846,-261.75022381378653,4738.249776186213
0.05,2019-06-18 20:00:00+00:00,2019,2019-06,demand,1347.94,1339.6691428571428,8.270857142857267,0.9637280641149653,4738.249776186213,236.91248880931067,0.2864424868151772,228.31921420485534,4966.568990391069
0.05,2019-06-21 14:00:00+00:00,2019,2019-06,demand,1394.75,1380.1101428571428,14.63985714285718,0.979507996760312,4966.568990391069,248.32844951955346,0.16962491306871358,243.23970212749205,5209.808692518561
0.05,2019-06-21 19:00:00+00:00,2019,2019-06,demand,1398.45,1384.847142857143,13.602857142857149,0.9779458097038436,5209.808692518561,260.49043462592806,0.19149685385228898,254.74552901035935,5464.55422152892
0.05,2019-06-27 16:00:00+00:00,2019,2019-06,supply,1401.08,1408.5421428571428,7.462142857142908,-1.0402029290705463,5464.55422152892,273.227711076446,0.36615180961713584,-284.21226536496005,5180.341956163959
0.05,2019-08-15 15:00:00+00:00,2019,2019-08,supply,1515.09,1523.2554285714286,8.16542857142872,-1.0367402638300844,5000.0,250.0,0.306168865250703,-259.1850659575211,4740.814934042479
0.05,2019-08-15 18:00:00+00:00,2019,2019-08,demand,1518.68,1509.047142857143,9.63285714285712,-1.0311434079786446,4740.814934042479,237.04074670212395,0.24607522273689333,-244.42300338423075,4496.391930658248
0.05,2019-08-23 16:00:00+00:00,2019,2019-08,demand,1502.38,1493.954,8.426000000000158,0.964395917398529,4496.391930658248,224.81959653291244,0.266816516179573,216.81510104752525,4713.207031705773
0.05,2019-09-10 16:00:00+00:00,2019,2019-09,demand,1495.62,1486.8895714285711,8.730428571428547,-1.0343625742477052,5000.0,250.0,0.28635478539754305,-258.5906435619263,4741.409356438074
0.05,2019-09-11 18:00:00+00:00,2019,2019-09,demand,1494.54,1485.700857142857,8.83914285714286,0.9660600575362834,4741.409356438074,237.0704678219037,0.2682052679240594,229.02430978418192,4970.433666222256
0.05,2019-09-13 17:00:00+00:00,2019,2019-09,demand,1503.95,1495.7412857142858,8.208714285714223,-1.03654652720976,4970.433666222256,248.5216833111128,0.30275348204483093,-257.6042877724578,4712.829378449798
0.05,2019-09-20 18:00:00+00:00,2019,2019-09,demand,1504.36,1497.807285714286,6.552714285714046,0.954217445333448,4712.829378449798,235.64146892248993,0.3596089477550175,224.85320048983942,4937.682578939638
0.05,2019-10-01 17:05:00+00:00,2019,2019-10,demand,1474.32,1459.2795714285714,15.040428571428492,0.9800537598662652,5000.0,250.0,0.16621866778112412,245.0134399665663,5245.013439966567
0.05,2019-10-02 17:25:00+00:00,2019,2019-10,demand,1493.24,1483.631,9.609000000000153,0.9687792694349052,5245.013439966567,262.25067199832836,0.27292191903249474,254.0630144273535,5499.07645439392
0.05,2019-10-11 18:30:00+00:00,2019,2019-10,supply,1479.24,1485.424,6.183999999999969,-1.0485122897800778,5499.07645439392,274.953822719696,0.44462131746393496,-288.29246224361407,5210.783992150306
0.05,2020-01-10 15:35:00+00:00,2020,2020-01,demand,1555.92,1545.957,9.963000000000193,-0.5159088627923363,5000.0,250.0,0.2509284352102732,-128.97721569808408,4871.022784301916
0.05,2020-02-05 16:35:00+00:00,2020,2020-02,demand,1556.5,1549.4425714285717,7.057428571428545,0.9574915995303832,5000.0,250.0,0.3542366705801398,239.3728998825958,5239.372899882595
0.05,2020-03-02 18:20:00+00:00,2020,2020-03,supply,1593.87,1602.1525714285713,8.282571428571373,0.9637793645865672,5000.0,250.0,0.30183862844527437,240.9448411466418,5240.944841146642
0.05,2020-03-06 16:05:00+00:00,2020,2020-03,demand,1676.02,1667.8775714285714,8.142428571428582,0.9631559555766094,5240.944841146642,262.0472420573321,0.3218293409129116,252.39236182994475,5493.337202976587
0.05,2020-03-06 16:40:00+00:00,2020,2020-03,supply,1678.2,1689.297142857143,11.0971428571429,0.9729660144181258,5493.337202976587,274.66686014882936,0.2475113312360708,267.24152021174723,5760.578723188334
0.05,2020-03-11 16:10:00+00:00,2020,2020-03,supply,1658.34,1666.2949999999998,7.954999999999927,0.9622878692646132,5760.578723188334,288.02893615941673,0.3620728298672776,277.1667512633984,6037.745474451733
0.05,2020-03-17 15:50:00+00:00,2020,2020-03,demand,1492.47,1479.760857142857,12.70914285714298,0.9763949462704016,6037.745474451733,301.88727372258666,0.23753551055011982,294.761208406083,6332.506682857816
0.05,2020-03-18 13:20:00+00:00,2020,2020-03,demand,1501.69,1488.7064285714284,12.983571428571622,0.9768938768773728,6332.506682857816,316.6253341428908,0.24386613181495323,309.3093501884422,6641.816033046258
0.05,2020-03-20 14:20:00+00:00,2020,2020-03,supply,1501.12,1512.1581428571428,11.03814285714293,0.9728215150064066,6641.816033046258,332.0908016523129,0.30085749564059366,323.0650767830951,6964.881109829353
0.05,2020-03-20 16:40:00+00:00,2020,2020-03,supply,1496.4,1508.5872857142858,12.187285714285736,0.9753841825790344,6964.881109829353,348.24405549146763,0.2857437362638193,339.671743403553,7304.552853232905
0.05,2020-04-01 19:05:00+00:00,2020,2020-04,demand,1591.28,1584.7547142857145,6.525285714285474,-1.0459749983580375,5000.0,250.0,0.3831249863169789,-261.4937495895094,4738.506250410491
0.05,2020-04-07 18:20:00+00:00,2020,2020-04,demand,1654.06,1641.6014285714286,12.458571428571304,-1.0240798073615414,4738.506250410491,236.92531252052456,0.19017052948557372,-242.63042840509178,4495.875822005399
