zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped,winner,entry_ny_hour,entry_weekday,entry_session,trend_ema50_200,atr_pct_rank_500,vol_regime,orb30_state,orb15_state,orb30_width_atr,entry_close_location,entry_ema8_distance_atr,entry_ema20_distance_atr,profile_complete,profile_location,volume_node,zone_contains_poc,zone_overlaps_value,poc_distance_r,zone_volume_percentile,ob_overlap_30d,ob_fvg_bos_overlap_30d,ob_min_discount_position_30d,recent_fvg_20,zone_fvg_overlap_100,opposite_fvg_20,dir_demand,dir_supply,cost_le_0p03,cost_le_0p05,risk_ge_10,risk_ge_15,fast_confirm_1,fast_confirm_2,fast_confirm_3,body_ge_45,body_ge_60,body_ge_70,h1_stack_96,h1_stack_30d,intraday_stack_24h,intraday_stack_7d,stack_score3,stack_7d30d_score3,trend_aligned,orb_continuation,orb_reversal,orb_inside,vp_lvn,vp_hvn,vp_value_low,vp_value_high,vp_below_value,vp_above_value,ob_quality,tight_zone,wide_zone,impulse_ge_1p5,impulse_ge_2,base_body_low,base_body_high,ny_main_or_overlap,avoid_after_hours,ema8_aligned,closed_m15_ema8_aligned,m15_boundary_entry
3226,15min,m15_2c_1atr,demand,1921.87,1916.71,2020-08-12 11:00:00+00:00,2020-08-12 10:15:00+00:00,2020-08-12 10:30:00+00:00,2020-08-12 10:45:00+00:00,2,1.6893491124260234,0.5088757396449559,0.3914728682170618,2020-08-12 11:45:00+00:00,2020-08-12 12:00:00+00:00,1930.68,1915.316142857143,15.363857142857114,0.75,True,63755,63756,2,1930.66,0.8913202042304883,1.20933173403256,1.0999841929575056,-0.0039052693241207,1.0,tp1,2020,2020-08,2020-08-12,0.0195263466205473,0.9804736533794528,<=0.03R,7,4,2,1.0,7,4,2,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,7,3,7,3,True,8,Wednesday,london_ny_overlap,bear,0.978,high,below,below,0.5840637975351103,0.3758212877792296,-0.023931433563408,1.09400227303162,True,value_low_half,hvn,False,True,-1.4618724836583126,0.8754716981132076,False,False,,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True
3245,15min,m15_2c_1atr,demand,1927.8,1920.49,2020-08-13 16:00:00+00:00,2020-08-13 15:15:00+00:00,2020-08-13 15:30:00+00:00,2020-08-13 15:45:00+00:00,2,1.5824390243902688,1.4263414634146234,0.4787961696306465,2020-08-13 16:05:00+00:00,2020-08-13 16:15:00+00:00,1931.1,1919.758142857143,11.341857142856952,0.0833333333333333,True,64082,64083,1,1931.1,0.9834515366429872,3.1026664819317133,0.1375436121572406,1.1964530878037452,1.0,tp1,2020,2020-08,2020-08-13,0.0264506946456241,0.973549305354376,<=0.03R,10,4,2,0.846785225718208,14,4,2,0.846785225718208,4,4,1.0,4,4,1.0,True,True,True,True,True,18,7,22,7,True,12,Thursday,ny_main,bear,0.624,mid,above,above,0.7173494285347399,0.4213333333333443,0.3372542584176941,0.3076282695910692,True,below_value,mid_volume,False,True,-0.5823561271144925,0.4390243902439024,False,False,,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True
3279,15min,m15_2c_1atr,demand,2007.38,2001.24,2020-08-18 15:00:00+00:00,2020-08-18 14:15:00+00:00,2020-08-18 14:30:00+00:00,2020-08-18 14:45:00+00:00,2,1.6489757914338727,2.0009310986964928,0.6824104234527665,2020-08-18 15:00:00+00:00,2020-08-18 15:15:00+00:00,2008.04,2000.7558571428572,7.284142857142797,0.0,True,64898,64899,2,2008.0,0.6476683937823621,1.0515993645688486,1.9919982741375744,-2.3942418953107807,1.0,tp1,2020,2020-08,2020-08-18,0.0411853537037403,0.9588146462962596,0.03-0.05R,3,3,2,1.0,3,3,2,1.0,0,0,0.0,4,4,1.0,True,True,True,False,True,3,3,11,7,True,11,Tuesday,london_ny_overlap,bull,0.168,low,above,above,1.294604003481281,0.8000000000000089,1.2669870374720495,1.8765892319131356,True,value_high_half,mid_volume,False,True,2.9598540861754667,0.3119266055045872,True,False,0.2087869362363874,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True
3296,15min,m15_2c_1atr,supply,1993.55,1988.94,2020-08-19 17:00:00+00:00,2020-08-19 16:15:00+00:00,2020-08-19 16:30:00+00:00,2020-08-19 16:45:00+00:00,2,1.7387991466016255,0.983541603169749,0.4425162689804789,2020-08-19 17:10:00+00:00,2020-08-19 17:30:00+00:00,1984.4,1994.356142857143,9.956142857142822,0.1666666666666666,True,65201,65202,3,1984.42,0.7595628415300252,5.9973024550529,0.3656034321954744,3.6469946766533528,1.0,tp1,2020,2020-08,2020-08-19,0.0301321510051225,0.9698678489948774,0.03-0.05R,5,2,2,1.0,8,2,2,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,5,3,8,3,True,13,Wednesday,ny_main,bull,0.808,high,below,below,0.5609104633608286,0.0177353342428372,-1.7594105179421742,-2.1626620613646894,True,value_high_half,mid_volume,False,True,0.3008193075344627,0.6557377049180327,False,False,,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True
3390,15min,m15_2c_1atr,demand,1960.69,1957.42,2020-08-31 12:30:00+00:00,2020-08-31 11:15:00+00:00,2020-08-31 11:30:00+00:00,2020-08-31 12:15:00+00:00,4,2.0224801916344,0.8435599778883317,0.1804281345565509,2020-08-31 15:25:00+00:00,2020-08-31 15:45:00+00:00,1964.95,1956.9722857142856,7.977714285714228,2.9166666666666665,True,67388,67389,3,1964.95,0.5958549222798202,3.4420886755963336,0.3622591504906677,2.188596805386454,1.0,tp1,2020,2020-08,2020-08-31,0.0376047561062963,0.9623952438937036,0.03-0.05R,2,2,2,1.0,5,3,2,1.0,2,1,1.0,2,1,1.0,True,True,True,True,True,6,6,9,7,True,11,Monday,london_ny_overlap,bull,0.48,mid,above,above,1.0524642289348003,0.7407407407407075,0.6879074208296629,0.8164486789376,True,below_value,mid_volume,False,False,-1.403284148699952,0.5227272727272727,False,False,,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True
3394,15min,m15_2c_1atr,demand,1965.85,1960.22,2020-08-31 16:00:00+00:00,2020-08-31 15:15:00+00:00,2020-08-31 15:30:00+00:00,2020-08-31 15:45:00+00:00,2,2.082670906200305,1.790143084260695,0.7939609236234674,2020-08-31 17:35:00+00:00,2020-08-31 18:15:00+00:00,1967.77,1959.5384285714283,8.231571428571442,1.5833333333333333,True,67418,67419,7,1967.77,0.4498381877022361,2.993353117786925,0.430051543708018,0.950000867739183,1.0,tp1,2020,2020-08,2020-08-31,0.036445046076951,0.9635549539230488,0.03-0.05R,8,4,2,1.0,9,4,2,1.0,3,1,0.8987566607460127,3,1,0.8987566607460127,True,True,True,True,True,14,7,15,7,True,14,Monday,ny_main,bull,0.843,high,above,above,0.6356652949245449,0.3325942350332601,0.013021887670693,0.0937979520449206,True,below_value,mid_volume,False,True,-0.8765033581506905,0.5909090909090909,False,False,,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True
3433,15min,m15_2c_1atr,demand,1931.51,1927.3,2020-09-03 15:00:00+00:00,2020-09-03 14:15:00+00:00,2020-09-03 14:30:00+00:00,2020-09-03 14:45:00+00:00,2,2.228906823184144,1.441428222059192,0.2399049881235112,2020-09-03 15:15:00+00:00,2020-09-03 15:25:00+00:00,1934.7,1926.795,7.9050000000002,0.25,True,68212,68213,1,1934.62,0.8140043763675824,1.4180898165717588,1.6356736242883918,-1.0385831752055443,1.0,tp1,2020,2020-09,2020-09-03,0.0379506641366214,0.9620493358633786,0.03-0.05R,3,3,2,0.9049881235154188,7,4,2,0.9049881235154188,0,0,0.0,13,4,1.0,True,True,True,False,True,3,3,33,7,True,11,Thursday,london_ny_overlap,bear,0.528,mid,above,above,0.9514563106795904,0.7495682210708023,0.3920735521486002,0.1190475269802888,True,below_value,mid_volume,False,True,-1.6249209361163444,0.5121951219512195,True,True,0.633530183727032,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False
3552,15min,m15_2c_1atr,supply,1973.13,1965.87,2020-09-16 16:45:00+00:00,2020-09-16 16:00:00+00:00,2020-09-16 16:15:00+00:00,2020-09-16 16:30:00+00:00,2,1.6359550561797511,2.0764044943820443,0.4077134986225822,2020-09-16 16:45:00+00:00,2020-09-16 16:50:00+00:00,1965.13,1973.698285714286,8.568285714285821,0.0,True,70665,70666,0,1965.12,0.0833333333332585,3.769715562372845,0.5882156790823186,2.34819433792389,1.0,tp1,2020,2020-09,2020-09-16,0.0350128380406144,0.9649871619593856,0.03-0.05R,2,2,2,0.2878787878787679,8,3,2,0.6652892561983171,5,4,0.7837465564738132,19,4,0.8292011019283786,True,True,True,True,True,12,6,46,7,True,12,Wednesday,ny_main,bull,0.886,high,below,below,0.7891554515310613,0.2765957446808421,-0.7750794700888055,-0.5929561223735588,True,above_value,mid_volume,False,False,1.9548834572676403,0.28,True,True,0.0861573808156228,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False
3606,15min,m15_2c_1atr,demand,1903.3,1894.57,2020-09-22 11:30:00+00:00,2020-09-22 10:30:00+00:00,2020-09-22 10:45:00+00:00,2020-09-22 11:15:00+00:00,3,1.807065217391307,1.8451086956521905,0.6025200458190126,2020-09-22 11:40:00+00:00,2020-09-22 12:00:00+00:00,1903.71,1894.086857142857,9.623142857142966,0.1666666666666666,True,71711,71712,3,1903.71,0.95819935691322,1.4496303553932368,1.1243727917816977,-1.630444464237985,1.0,tp1,2020,2020-09,2020-09-22,0.0311748463525426,0.9688251536474574,0.03-0.05R,4,3,2,1.0,4,3,2,1.0,1,1,1.0,5,4,1.0,True,True,True,True,True,6,5,14,7,True,8,Tuesday,london_ny_overlap,bear,0.928,high,inside,inside,0.6612879565791453,0.5,0.0803270511423891,-0.3887920495936349,True,below_value,mid_volume,True,True,-0.3444820521956017,0.3181818181818182,True,True,0.3686996547756033,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True
3607,15min,m15_2c_1atr,demand,1908.66,1904.37,2020-09-22 16:00:00+00:00,2020-09-22 15:15:00+00:00,2020-09-22 15:30:00+00:00,2020-09-22 15:45:00+00:00,2,1.6109758796193887,1.3290551006860434,0.3822843822843356,2020-09-22 16:50:00+00:00,2020-09-22 17:05:00+00:00,1910.34,1903.7164285714284,6.623571428571495,0.8333333333333334,True,71772,71773,2,1910.35,0.8970873786407396,0.8847190768899058,1.0885366116682444,-5.993745282001423,-1.0,stop,2020,2020-09,2020-09-22,0.0452927855063081,-1.045292785506308,0.03-0.05R,8,4,2,1.0,8,4,2,1.0,2,1,1.0,10,4,1.0,True,True,True,True,True,12,7,28,7,False,13,Tuesday,ny_main,bear,0.894,high,above,above,0.7069154774972595,0.9153318077803194,0.5432922825578236,0.9390399455167596,True,value_low_half,hvn,False,True,-0.7148711312412501,0.9859154929577464,True,True,0.3038438071995063,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False
3608,15min,m15_2c_1atr,supply,1917.66,1911.92,2020-09-22 17:00:00+00:00,2020-09-22 16:00:00+00:00,2020-09-22 16:15:00+00:00,2020-09-22 16:45:00+00:00,3,2.42576644850152,1.3840854288666822,0.6045296167247425,2020-09-22 17:05:00+00:00,2020-09-22 17:35:00+00:00,1909.5,1918.4555714285716,8.955571428571602,0.0833333333333333,True,71778,71779,5,1909.5,0.663461538461531,5.008055639745303,0.1719599929812174,4.715500327011029,1.0,tp1,2020,2020-09,2020-09-22,0.0334986999314067,0.9665013000685932,0.03-0.05R,8,4,2,1.0,8,4,2,1.0,1,1,0.7508710801393621,4,3,0.7508710801393621,True,True,True,True,True,10,5,16,7,True,13,Tuesday,ny_main,bear,0.958,high,inside,inside,0.601628186307221,0.0501319261213659,-1.019621326558766,-0.8349358747062385,True,above_value,hvn,False,True,0.3952846591905958,0.7605633802816901,False,False,,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False
3653,15min,m15_2c_1atr,demand,1863.55,1852.41,2020-09-25 17:45:00+00:00,2020-09-25 17:00:00+00:00,2020-09-25 17:15:00+00:00,2020-09-25 17:30:00+00:00,2,1.7903485254691696,2.0906166219838993,0.7800718132854716,2020-09-25 17:45:00+00:00,2020-09-25 17:50:00+00:00,1864.57,1851.729857142857,12.84014285714261,0.0,True,72609,72610,0,1864.42,0.178010471204257,0.1697800425006479,1.259331783135491,0.6627652117800323,-1.0,stop,2020,2020-09,2020-09-25,0.0233642260321985,-1.023364226032199,<=0.03R,13,4,2,0.7710951526032535,23,4,2,0.7710951526032535,3,1,0.8500897666068344,3,1,0.8500897666068344,True,True,True,True,True,19,7,29,7,False,13,Friday,ny_main,bear,0.902,high,inside,below,1.3037057295227634,0.2074927953890552,0.2456352692479437,0.1439257907737707,True,below_value,mid_volume,False,True,-0.9945372214372514,0.2916666666666667,False,False,,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False
3714,15min,m15_2c_1atr,demand,1901.37,1897.06,2020-10-01 15:45:00+00:00,2020-10-01 15:00:00+00:00,2020-10-01 15:15:00+00:00,2020-10-01 15:30:00+00:00,2,2.6209233375688683,1.2778483693350104,0.4617169373549963,2020-10-01 16:20:00+00:00,2020-10-01 16:35:00+00:00,1904.88,1896.5384285714283,8.34157142857157,0.5833333333333334,True,73698,73699,2,1904.85,0.6354166666666675,0.2169854943398709,1.0369748762651712,0.1198814885855676,-1.0,stop,2020,2020-10,2020-10-01,0.0359644465756703,-1.0359644465756703,0.03-0.05R,4,3,2,0.6264501160092992,4,3,2,0.6264501160092992,1,1,0.2691415313225282,2,1,1.0,True,True,True,True,True,6,5,8,7,False,12,Thursday,ny_main,bull,0.754,high,above,above,0.3781683626272067,0.6713286713286495,0.5354513589972432,1.241671041473804,True,value_high_half,mid_volume,False,True,0.3554486136561983,0.5454545454545454,False,False,,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False
3726,15min,m15_2c_1atr,supply,1911.87,1907.49,2020-10-02 16:30:00+00:00,2020-10-02 15:45:00+00:00,2020-10-02 16:00:00+00:00,2020-10-02 16:15:00+00:00,2,2.3139580862000444,1.212336892052158,0.6917808219178206,2020-10-02 18:10:00+00:00,2020-10-02 18:35:00+00:00,1906.12,1912.3914285714284,6.271428571428487,1.6666666666666667,True,73997,73998,4,1906.18,0.8999999999999598,3.0471526195900025,1.3043280182232624,-1.6455580865604127,1.0,tp1,2020,2020-10,2020-10-02,0.0478359908883833,0.9521640091116168,0.03-0.05R,9,3,2,1.0,11,4,2,1.0,5,4,1.0,6,4,1.0,True,True,True,True,True,19,7,23,7,True,14,Friday,ny_main,bull,0.984,high,below,below,0.6640316205533662,0.1474820143884792,-0.4207262600803517,-0.5409608353558089,True,value_high_half,hvn,True,True,0.2280182232346011,0.7924528301886793,False,False,,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False
3748,15min,m15_2c_1atr,demand,1919.08,1913.6,2020-10-06 16:15:00+00:00,2020-10-06 15:30:00+00:00,2020-10-06 15:45:00+00:00,2020-10-06 16:00:00+00:00,2,1.5905870445344352,1.941295546558734,0.70255474452557,2020-10-06 16:15:00+00:00,2020-10-06 16:35:00+00:00,1920.03,1913.1845714285712,6.845428571428556,0.0,True,74525,74526,3,1920.1,0.3756906077347903,0.0730414458032473,1.1233774364539526,-5.280896531574766,-1.0,stop,2020,2020-10,2020-10-06,0.0438248674819484,-1.0438248674819484,0.03-0.05R,1,1,1,1.0,1,1,1,1.0,4,4,0.1788321167883239,9,4,0.5054744525547396,True,True,True,True,True,9,5,19,5,False,12,Tuesday,ny_main,bull,0.712,high,above,above,0.6369545032497842,0.2127071823204434,0.4192550649728326,1.0297660082939015,True,above_value,mid_volume,False,True,0.4513961350640568,0.6206896551724138,True,True,0.2361195851128741,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False
3764,15min,m15_2c_1atr,supply,1891.78,1886.62,2020-10-07 16:30:00+00:00,2020-10-07 15:30:00+00:00,2020-10-07 15:45:00+00:00,2020-10-07 16:15:00+00:00,3,1.6841657810839874,1.5353878852285137,0.9748062015503668,2020-10-07 16:30:00+00:00,2020-10-07 16:40:00+00:00,1885.01,1892.2982857142856,7.288285714285621,0.0,True,74802,74803,1,1885.02,0.6111111111111007,0.8054020149751021,1.1374416872476476,-0.0782076914030264,-1.0,stop,2020,2020-10,2020-10-07,0.0411619428437027,-1.041161942843703,0.03-0.05R,5,2,1,1.0,14,4,2,1.0,1,1,1.0,6,4,1.0,True,True,True,True,True,7,5,26,7,False,12,Wednesday,ny_main,bear,0.756,high,below,below,0.699724517906327,0.2868462757527929,-0.6339074051869507,-0.7366622121822769,True,value_high_half,hvn,True,True,0.198949390411205,0.8924731182795699,True,False,0.3454133635334149,True,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False
3866,15min,m15_2c_1atr,supply,1912.96,1908.52,2020-10-16 15:45:00+00:00,2020-10-16 15:00:00+00:00,2020-10-16 15:15:00+00:00,2020-10-16 15:30:00+00:00,2,1.9120370370370636,1.7986111111111478,0.7725225225224761,2020-10-16 15:45:00+00:00,2020-10-16 15:50:00+00:00,1906.81,1913.3707142857145,6.560714285714312,0.0,True,76724,76725,0,1906.98,0.4220532319391444,1.4952640174196918,1.0349482852476768,-0.3902014153511061,1.0,tp1,2020,2020-10,2020-10-16,0.0457267283614587,0.9542732716385413,0.03-0.05R,6,3,2,0.6666666666666666,10,3,2,0.9932432432432494,1,1,0.9932432432432494,5,1,1.0,True,True,True,True,True,8,5,20,7,True,11,Friday,london_ny_overlap,bull,0.676,high,inside,inside,1.131004366812252,0.4570707070707465,-0.7927371323741528,-0.7272176108468418,True,value_high_half,mid_volume,False,True,0.6081654872074024,0.4318181818181818,True,False,0.392993145468396,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False
3875,15min,m15_2c_1atr,supply,1916.79,1912.04,2020-10-19 16:00:00+00:00,2020-10-19 15:00:00+00:00,2020-10-19 15:15:00+00:00,2020-10-19 15:45:00+00:00,3,1.8605754968851904,1.9727083951349595,0.8631578947368229,2020-10-19 16:00:00+00:00,2020-10-19 16:05:00+00:00,1910.96,1917.2014285714288,6.241428571428514,0.0,True,77003,77004,0,1910.96,0.529411764705788,2.6260013733120107,0.2146944380865075,1.474021515220895,1.0,tp1,2020,2020-10,2020-10-19,0.0480659189745941,0.9519340810254058,0.03-0.05R,1,1,1,1.0,9,3,2,1.0,0,0,0.0,5,1,1.0,True,True,True,False,True,1,1,19,7,True,12,Monday,ny_main,bull,0.638,mid,below,below,1.1025565677342783,0.19999999999993,-0.8111730285165926,-0.4184396886487759,True,value_high_half,lvn,False,True,0.8275349050125904,0.1707317073170731,True,False,0.392993145468396,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False
4024,15min,m15_2c_1atr,demand,1901.11,1899.96,2020-11-03 15:30:00+00:00,2020-11-03 14:45:00+00:00,2020-11-03 15:00:00+00:00,2020-11-03 15:15:00+00:00,2,2.5962974991880676,0.5228970444949045,0.3391304347827359,2020-11-03 16:55:00+00:00,2020-11-03 17:05:00+00:00,1906.75,1899.4894285714288,7.2605714285714384,1.4166666666666667,True,80036,80037,1,1906.76,0.9261447562776955,1.3318510939713604,3.452896269478973,-1.0811821186840722,1.0,tp1,2020,2020-11,2020-11-03,0.0413190618605382,0.9586809381394618,0.03-0.05R,1,1,1,1.0,1,1,1,1.0,0,0,0.0,20,4,1.0,True,True,True,False,True,1,1,41,5,True,12,Tuesday,ny_main,bull,0.86,high,above,above,0.960053262316901,0.6928020565552853,0.5318265780817911,1.1867223865252197,True,above_value,hvn,False,False,1.003364552180051,0.8095238095238095,True,True,0.2182786157941271,True,False,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False
4103,15min,m15_2c_1atr,supply,1877.33,1873.68,2020-11-11 14:30:00+00:00,2020-11-11 13:45:00+00:00,2020-11-11 14:00:00+00:00,2020-11-11 14:15:00+00:00,2,1.5288461538461458,1.1698717948717494,0.8383561643835781,2020-11-11 14:55:00+00:00,2020-11-11 15:00:00+00:00,1870.75,1877.7164285714284,6.966428571428423,0.4166666666666667,True,81667,81668,0,1870.74,0.7759740259740768,2.0527017328002013,1.2962165487542532,-0.897159848251839,1.0,tp1,2020,2020-11,2020-11-11,0.0430636727160882,0.9569363272839118,0.03-0.05R,3,2,2,1.0,5,2,2,1.0,0,0,0.0,4,2,0.931506849315066,True,True,True,False,True,3,3,13,7,True,10,Wednesday,london_ny_overlap,bear,0.492,mid,inside,inside,2.485951174573924,0.8746438746438587,-0.1075705952863777,-0.7215284002796194,True,below_value,mid_volume,True,True,-0.2504870296318978,0.3666666666666666,False,False,,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True
4294,15min,m15_2c_1atr,demand,1816.5,1813.85,2020-12-02 10:45:00+00:00,2020-12-02 10:00:00+00:00,2020-12-02 10:15:00+00:00,2020-12-02 10:30:00+00:00,2,3.8013495276654337,1.001349527665365,0.626415094339632,2020-12-02 14:45:00+00:00,2020-12-02 15:05:00+00:00,1821.68,1813.427,8.253000000000156,4.0,True,85722,85723,3,1821.65,0.5064935064935001,0.5549497152550394,1.078395734884275,2.2028353326062633,-1.0,stop,2020,2020-12,2020-12-02,0.0363504180298066,-1.0363504180298069,0.03-0.05R,3,3,2,1.0,5,4,2,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,3,3,5,3,False,10,Wednesday,london_ny_overlap,bull,0.804,high,inside,inside,1.3651771956856744,0.8691588785046678,0.2144976057106161,0.3852143563627423,True,value_high_half,hvn,False,True,0.2938325457409316,0.7592592592592593,False,False,,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False
4298,15min,m15_2c_1atr,supply,1824.97,1819.62,2020-12-02 15:45:00+00:00,2020-12-02 15:00:00+00:00,2020-12-02 15:15:00+00:00,2020-12-02 15:30:00+00:00,2,1.6619772595875937,1.4434380420119697,0.7084112149532462,2020-12-02 16:00:00+00:00,2020-12-02 16:10:00+00:00,1818.34,1825.5247142857145,7.184714285714335,0.25,True,85735,85736,1,1818.35,0.6714285714286213,0.6235460203209177,1.1997693515996344,-2.2687053864354976,-1.0,stop,2020,2020-12,2020-12-02,0.0417553138607755,-1.0417553138607756,0.03-0.05R,1,1,1,1.0,1,1,1,1.0,2,2,0.1831775700934566,4,2,0.1831775700934566,True,True,True,True,True,5,5,9,5,False,11,Wednesday,london_ny_overlap,bull,0.898,high,below,below,1.1653513716647987,0.7001934235976788,-0.3005218176758241,-0.6127564822685216,True,above_value,lvn,False,False,1.3285149026703529,0.1851851851851851,True,False,0.1088785046729039,True,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False
4311,15min,m15_2c_1atr,supply,1843.94,1841.78,2020-12-03 15:15:00+00:00,2020-12-03 14:30:00+00:00,2020-12-03 14:45:00+00:00,2020-12-03 15:00:00+00:00,2,1.875881523272236,0.8530324400564597,0.0648148148148586,2020-12-03 16:15:00+00:00,2020-12-03 16:35:00+00:00,1837.21,1844.5128571428572,7.302857142857192,1.0,True,86016,86017,3,1837.21,0.7369668246445213,1.8431142410015575,1.0393192488262728,0.3053599374021913,1.0,tp1,2020,2020-12,2020-12-03,0.0410798122065724,0.9589201877934276,0.03-0.05R,2,2,2,0.620370370370309,2,2,2,0.620370370370309,1,1,0.3796296296295858,1,1,0.3796296296295858,True,True,True,True,True,4,4,4,4,True,11,Thursday,london_ny_overlap,bull,0.861,high,below,below,0.5826558265582302,0.2391608391608412,-0.8163378561727094,-0.8950014092111755,True,value_high_half,mid_volume,False,True,0.3573943661971981,0.5081967213114754,False,False,,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False
