entry_timestamp,count,sum
2019,15,0.48017943277658715
2020,40,12.520896165246432
2021,21,1.5271815053484061
2022,35,2.4300579564957907
2023,25,0.525530733694157
2024,39,2.0462886496030235
2025,66,24.05058779830931
2026,55,8.105945269897456
