year,trades,pnl_usd,avg_lot,max_lot
2019,15,20.918083788437208,0.05774226786557231,0.082437198889842
2020,40,645.551685790948,0.061752471317365346,0.08408651791344038
2021,21,77.71131413623436,0.06554424369680248,0.08281322624810061
2022,35,120.0420158607026,0.06452611538095909,0.0842982972880563
2023,25,27.20604961674914,0.06301970051977726,0.08117650811029689
2024,39,106.27132572183287,0.05904950685842309,0.0809866487724719
2025,66,1235.2697840214882,0.0498802703221059,0.08482032608376787
2026,55,397.6859759646652,0.027230856276486495,0.06824873739835524
