trades,net_r,avg_r_per_trade,avg_r_per_year,win_rate,profit_factor,max_drawdown_r,positive_years,negative_years,positive_months,negative_months,worst_year_r,best_year_r,worst_month_r,best_month_r,start,end
1032,256.10667497371514,0.24816538272646815,32.01333437171439,0.6385658914728682,1.6837572732457418,-12.694926116838438,8,0,53,27,1.0362336998100448,82.34868128048608,-3.317753988560386,22.035946084435466,2019-06-12 20:00:00+00:00,2026-06-18 15:35:00+00:00
