name,trades,net_r,years,avg_r_year,wr,pf,expectancy_r,max_dd_r,positive_years,negative_years,positive_months,negative_months,worst_year_r,best_year_r,worst_month_r,best_month_r,direction
demand,650,187.10716341441497,8,23.38839542680187,0.6569230769230769,1.8456833052241486,0.28785717448371534,-9.600591851006072,7,1,58,20,-0.6368993182049081,57.51689140313398,-3.2586330265477246,12.66283148450492,demand
supply,382,68.99951155930015,8,8.624938944912518,0.6073298429319371,1.4500705953422799,0.18062699361073337,-6.253426884064543,6,2,36,38,-3.1239440881557767,28.44306351778117,-3.1626198328711785,10.527363322896656,supply
