name,trades,net_r,years,avg_r_year,wr,pf,expectancy_r,max_dd_r,positive_years,negative_years,positive_months,negative_months,worst_year_r,best_year_r,worst_month_r,best_month_r,avg_year_pnl_at_500R,avg_year_pnl_at_1000R,avg_year_pnl_at_1500R,avg_year_pnl_at_2000R,avg_year_pnl_at_2050R,avg_year_pnl_at_2500R
full_2019_2026,1032,256.10667497371514,8,32.01333437171439,0.6385658914728682,1.6837572732457418,0.24816538272646815,-12.694926116838438,8,0,53,27,1.0362336998100448,82.34868128048608,-3.317753988560386,22.035946084435466,16006.667185857197,32013.334371714394,48020.00155757159,64026.66874342879,65627.33546201451,80033.33592928598
oos_2022_2026,818,216.96564867218518,5,43.39312973443704,0.6466992665036675,1.7454332672643453,0.26523917930584984,-12.694926116838417,5,0,37,16,1.0362336998100448,82.34868128048608,-3.317753988560386,22.035946084435466,21696.56486721852,43393.12973443704,65089.69460165556,86786.25946887408,88955.91595559593,108482.8243360926
early_2019_2022,304,57.86877361397909,4,14.467193403494772,0.6118421052631579,1.4971138627887661,0.19035780794072069,-6.7136892524137295,4,0,23,16,1.5916729139630694,27.111676597127474,-2.6034085529281628,9.389592167658845,7233.596701747386,14467.193403494772,21700.79010524216,28934.386806989543,29657.74647716428,36167.98350873693
late_2023_2026,728,198.23790135973607,4,49.55947533993402,0.6497252747252747,1.7679222974140294,0.272304809560077,-12.69492611683841,4,0,30,11,1.0362336998100448,82.34868128048608,-3.317753988560386,22.035946084435466,24779.73766996701,49559.47533993402,74339.21300990102,99118.95067986804,101596.92444686474,123898.68834983505
