risk_pct,risk_usd_fixed,pnl_usd,max_dd_usd,avg_trade_usd
0.01,50.0,8231.648080330164,-521.3741275350221,11.184304456970331
0.02,100.0,16463.296160660328,-1042.7482550700443,22.368608913940662
0.03,150.0,24694.944240990488,-1564.1223826050664,33.55291337091099
0.04,200.0,32926.592321320655,-2085.4965101400885,44.737217827881324
0.05,250.0,41158.240401650815,-2606.8706376751106,55.92152228485165
