zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped,winner,entry_ny_hour,entry_weekday,entry_session,trend_ema50_200,atr_pct_rank_500,vol_regime,orb30_state,orb15_state,orb30_width_atr,entry_close_location,entry_ema8_distance_atr,entry_ema20_distance_atr,profile_complete,profile_location,volume_node,zone_contains_poc,zone_overlaps_value,poc_distance_r,zone_volume_percentile,ob_overlap_30d,ob_fvg_bos_overlap_30d,ob_min_discount_position_30d,recent_fvg_20,zone_fvg_overlap_100,opposite_fvg_20,dir_demand,dir_supply,cost_le_0p03,cost_le_0p05,risk_ge_10,risk_ge_15,fast_confirm_1,fast_confirm_2,fast_confirm_3,body_ge_45,body_ge_60,body_ge_70,h1_stack_96,h1_stack_30d,intraday_stack_24h,intraday_stack_7d,stack_score3,stack_7d30d_score3,trend_aligned,orb_continuation,orb_reversal,orb_inside,vp_lvn,vp_hvn,vp_value_low,vp_value_high,vp_below_value,vp_above_value,ob_quality,tight_zone,wide_zone,impulse_ge_1p5,impulse_ge_2,base_body_low,base_body_high,ny_main_or_overlap,avoid_after_hours,ema8_aligned,minute,r
279,15min,m15_2c_1atr,demand,1491.39,1487.53,2019-09-27 17:00:00+00:00,2019-09-27 16:15:00+00:00,2019-09-27 16:30:00+00:00,2019-09-27 16:45:00+00:00,2,1.0302279484638317,1.3389494549058871,0.5336787564766522,2019-09-27 17:00:00+00:00,2019-09-27 17:05:00+00:00,1492.62,1487.0837142857142,5.536285714285668,0.0,True,2079,2080,0,1492.59,0.2039473684210191,1.8911596222325644,1.0151210197656904,-2.3517572379625493,1.0,tp1,2019,2019-09,2019-09-27,0.0541879547917638,0.945812045208236,0.05-0.10R,2,2,2,0.1709844559585648,2,2,2,0.1709844559585648,0,0,0.0,4,3,0.7746113989637073,True,True,True,False,True,2,2,10,6,True,13,Friday,ny_main,bear,0.224,low,above,above,1.103883949461901,1.0,0.736106829451612,0.1026773418420235,True,below_value,mid_volume,False,False,-2.942405945192772,0.4347826086956521,False,False,,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,5,0.945812045208236
280,15min,m15_2c_1atr,demand,1493.43,1491.67,2019-09-27 18:45:00+00:00,2019-09-27 18:00:00+00:00,2019-09-27 18:15:00+00:00,2019-09-27 18:30:00+00:00,2,1.301054275673562,0.4810620851229961,0.8636363636363578,2019-09-27 18:55:00+00:00,2019-09-27 19:05:00+00:00,1495.01,1491.2075714285716,3.802428571428436,0.1666666666666666,True,2103,2104,1,1494.98,0.5261044176706589,2.1249577337792203,1.0072510049968233,-6.871923958372682,1.0,tp1,2019,2019-09,2019-09-27,0.0788969455611103,0.9211030544388896,0.05-0.10R,3,2,2,1.0,3,2,2,1.0,0,0,0.0,4,4,0.5625000000000081,True,True,True,False,True,3,3,11,7,True,15,Friday,ny_main,bear,0.51,mid,above,above,0.8843486410497083,0.7329974811082707,0.5398546792845164,0.4804326607234575,True,below_value,mid_volume,False,False,-3.4714656046888086,0.7441860465116279,False,False,,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,5,0.9211030544388896
295,15min,m15_2c_1atr,supply,1487.11,1482.22,2019-09-30 17:15:00+00:00,2019-09-30 16:30:00+00:00,2019-09-30 16:45:00+00:00,2019-09-30 17:00:00+00:00,2,1.0647887323943772,1.7531370038411855,0.7402862985685041,2019-09-30 17:15:00+00:00,2019-09-30 17:55:00+00:00,1481.07,1487.465,6.394999999999982,0.0,True,2365,2366,7,1481.18,0.935714285714262,3.4354964816262847,0.6317435496481587,-0.5191555903049528,1.0,tp1,2019,2019-09,2019-09-30,0.0469116497263488,0.9530883502736512,0.03-0.05R,2,2,2,0.662576687116537,2,2,2,0.662576687116537,0,0,0.0,0,0,0.0,True,True,True,False,False,2,2,2,2,True,13,Monday,ny_main,bear,0.436,mid,below,below,0.4255227419702781,0.2382739212007503,-0.8975583273203548,-1.2829915271938024,True,value_low_half,hvn,False,True,-1.3424550430023552,0.8461538461538461,False,False,,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,55,0.9530883502736512
307,15min,m15_2c_1atr,supply,1469.71,1468.51,2019-10-01 15:00:00+00:00,2019-10-01 14:15:00+00:00,2019-10-01 14:30:00+00:00,2019-10-01 14:45:00+00:00,2,1.1844018506278489,0.555188367481837,0.3083333333332307,2019-10-01 15:10:00+00:00,2019-10-01 15:25:00+00:00,1466.01,1469.953142857143,3.9431428571429024,0.1666666666666666,True,2611,2612,2,1466.01,0.994680851063835,0.9713064270704724,2.617201652054153,-6.923411347003749,-1.0,stop,2019,2019-10,2019-10-01,0.0760814433736676,-1.0760814433736676,0.05-0.10R,2,1,1,1.0,2,1,1,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,2,2,2,2,False,11,Tuesday,london_ny_overlap,bear,0.238,low,inside,below,1.6807268007787144,0.3325942350332601,-0.6704833246011291,-0.2702683312275397,True,value_high_half,hvn,False,True,0.218100137671213,0.8771929824561403,False,False,,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,25,-1.0760814433736676
308,15min,m15_2c_1atr,supply,1468.67,1466.76,2019-10-01 15:45:00+00:00,2019-10-01 15:00:00+00:00,2019-10-01 15:15:00+00:00,2019-10-01 15:30:00+00:00,2,2.415929203539814,0.8451327433628594,0.9005235602093998,2019-10-01 16:10:00+00:00,2019-10-01 16:25:00+00:00,1465.33,1469.0158571428572,3.6858571428572304,0.4166666666666667,True,2623,2624,2,1465.32,0.8375000000000196,0.854618038060483,2.98438045037007,-7.5559086857097135,-1.0,stop,2019,2019-10,2019-10-01,0.0813921941010019,-1.0813921941010018,0.05-0.10R,5,3,2,0.6910994764398467,5,3,2,0.6910994764398467,0,0,0.0,0,0,0.0,True,True,True,False,False,5,3,5,3,False,12,Tuesday,ny_main,bear,0.318,low,below,below,1.540291406482311,0.2166666666666508,-0.3049287262438466,-0.3527830316960872,True,value_low_half,hvn,True,True,-0.1451494128134139,0.8070175438596491,False,False,,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,25,-1.0813921941010018
305,15min,m15_2c_1atr,demand,1462.3,1459.83,2019-10-01 12:15:00+00:00,2019-10-01 11:30:00+00:00,2019-10-01 11:45:00+00:00,2019-10-01 12:00:00+00:00,2,1.622003687768905,1.0626920712968857,0.2348178137652422,2019-10-01 16:45:00+00:00,2019-10-01 17:05:00+00:00,1474.32,1459.2795714285714,15.040428571428492,4.5,True,2631,2632,3,1474.34,0.8347176079734206,1.5730934718805645,0.1090394460644089,1.5125898768082295,1.0,tp1,2019,2019-10,2019-10-01,0.0199462401337348,0.9800537598662652,<=0.03R,3,3,2,1.0,3,3,2,1.0,3,3,1.0,3,3,1.0,True,True,True,True,True,9,7,9,7,True,13,Tuesday,ny_main,bear,0.626,mid,above,above,1.07804370447452,0.959876543209878,2.6897290545026165,2.9766810898143503,True,value_low_half,mid_volume,False,True,-0.4777124512029471,0.6181818181818182,True,False,0.3459801264679402,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,5,0.9800537598662652
324,15min,m15_2c_1atr,demand,1490.67,1484.08,2019-10-02 16:00:00+00:00,2019-10-02 15:15:00+00:00,2019-10-02 15:30:00+00:00,2019-10-02 15:45:00+00:00,2,2.9529914529914687,2.81623931623936,0.1335356600910606,2019-10-02 17:10:00+00:00,2019-10-02 17:25:00+00:00,1493.24,1483.631,9.609000000000153,1.1666666666666667,True,2911,2912,2,1493.13,0.6717557251908927,2.7380580705588025,0.0801332084504079,1.7462795296076292,1.0,tp1,2019,2019-10,2019-10-02,0.0312207305650947,0.9687792694349052,0.03-0.05R,3,3,2,1.0,10,4,2,1.0,0,0,0.0,5,3,0.5705614567526416,True,True,True,False,True,3,3,20,7,True,13,Wednesday,ny_main,bull,0.746,high,above,above,0.5782734407269714,0.861189801699713,0.3139228986423436,1.2586632953365868,True,above_value,mid_volume,False,True,0.4292850452700525,0.2978723404255319,False,False,,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,25,0.9687792694349052
326,15min,m15_2c_1atr,demand,1496.55,1490.53,2019-10-02 17:45:00+00:00,2019-10-02 17:00:00+00:00,2019-10-02 17:15:00+00:00,2019-10-02 17:30:00+00:00,2,1.4818713450291965,1.6428849902534075,0.5149501661129811,2019-10-02 17:50:00+00:00,2019-10-02 18:10:00+00:00,1497.09,1490.1385714285714,6.951428571428551,0.0833333333333333,True,2920,2921,3,1497.07,0.8088235294117122,3.230990546650241,0.1855733662145452,1.5162351006987578,1.0,tp1,2019,2019-10,2019-10-02,0.0431565967940815,0.9568434032059184,0.03-0.05R,4,4,2,0.023255813953505,19,4,2,0.8754152823920262,0,0,0.0,14,4,0.8754152823920262,True,True,True,False,True,4,3,47,7,True,14,Wednesday,ny_main,bull,0.856,high,above,above,0.5247376311844065,0.7751605995717368,0.9898911227520286,1.9891460289012224,True,above_value,lvn,False,False,1.4802712700369909,0.2083333333333333,True,False,0.39264531435349,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,10,0.9568434032059184
327,15min,m15_2c_1atr,demand,1497.89,1495.33,2019-10-02 18:30:00+00:00,2019-10-02 17:45:00+00:00,2019-10-02 18:00:00+00:00,2019-10-02 18:15:00+00:00,2,1.1053306466386152,0.6565305000916317,0.4999999999999556,2019-10-02 18:50:00+00:00,2019-10-02 19:05:00+00:00,1499.82,1494.9667142857145,4.853285714285676,0.3333333333333333,True,2931,2932,2,1499.83,0.7462686567164213,4.0652871397875145,0.8283048303064227,2.0439760986666196,1.0,tp1,2019,2019-10,2019-10-02,0.0618137933064497,0.9381862066935502,0.05-0.10R,2,2,2,0.4765624999999785,6,3,2,0.7851562499999435,0,0,0.0,9,4,0.5976562500000379,True,True,True,False,True,2,2,24,7,True,15,Wednesday,ny_main,bull,0.822,high,above,above,0.5366040628593324,0.9961832061068736,0.7356346579323887,1.8480996691658855,True,above_value,mid_volume,False,False,3.0618432284461696,0.7368421052631579,True,False,0.1063829787233921,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,5,0.9381862066935502
332,15min,m15_2c_1atr,demand,1499.49,1497.13,2019-10-03 11:45:00+00:00,2019-10-03 10:30:00+00:00,2019-10-03 11:15:00+00:00,2019-10-03 11:30:00+00:00,2,1.104033970276073,1.0021231422504944,0.0338983050847163,2019-10-03 13:00:00+00:00,2019-10-03 13:25:00+00:00,1501.31,1496.9297142857145,4.380285714285492,1.25,True,3139,3140,4,1501.32,0.9113924050630926,4.16411193007653,0.684886830604692,1.8811558280608895,1.0,tp1,2019,2019-10,2019-10-03,0.0684886830604692,0.9315113169395308,0.05-0.10R,5,4,2,1.0,8,4,2,1.0,2,2,1.0,15,4,1.0,True,True,True,True,True,9,7,38,7,True,9,Thursday,london_ny_overlap,bull,0.374,mid,inside,above,1.1235795454545467,0.8938053097345088,0.1882295969855017,0.4752994871448145,True,value_low_half,hvn,False,True,-0.5570412888918286,0.9130434782608696,True,False,0.1063829787233921,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,25,0.9315113169395308
