extra_cost_r,events,unique_days,winners,losers,net_r,avg_r,expectancy_r,win_rate,profit_factor,max_dd_r
0.0,188,173,132,56,72.37832368201278,0.3849910834149616,0.3849910834149616,0.7021276595744681,2.2988995695100667,-5.2799126486279455
0.01,188,173,132,56,70.49832368201277,0.3749910834149615,0.3749910834149615,0.7021276595744681,2.252573095687867,-5.349912648627945
0.02,188,173,132,56,68.61832368201277,0.36499108341496156,0.36499108341496156,0.7021276595744681,2.207159413789151,-5.419912648627945
0.03,188,173,132,56,66.73832368201276,0.3549910834149615,0.3549910834149615,0.7021276595744681,2.162631809256879,-5.489912648627946
0.05,188,173,132,56,62.978323682012764,0.33499108341496153,0.33499108341496153,0.7021276595744681,2.0761330866525816,-5.629912648627945
