test_year,selected_rule,events,unique_days,winners,losers,net_r,avg_r,expectancy_r,win_rate,profit_factor,max_dd_r
2020,cost_le_0p05+intraday_stack_7d+opposite_fvg_20,409,162,190,219,-43.6531073520338,-0.10673131381915354,-0.10673131381915354,0.46454767726161367,0.8057536011906559,-46.525275753502946
2021,avoid_after_hours+body_ge_45+cost_le_0p05+ema8_aligned+ny_main_or_overlap,101,82,59,42,15.487837953889548,0.15334493023653017,0.15334493023653017,0.5841584158415841,1.4151198950439785,-7.370514183885952
2022,avoid_after_hours+cost_le_0p05+ema8_aligned+opposite_fvg_20,152,102,86,66,13.766060860890311,0.09056618987427836,0.09056618987427836,0.5657894736842105,1.2037561425874324,-9.56839335961301
2023,avoid_after_hours+cost_le_0p05+ema8_aligned+opposite_fvg_20,114,85,60,54,2.231405179132132,0.01957372964150993,0.01957372964150993,0.5263157894736842,1.0425420578011395,-7.3422611177496915
2024,base_body_low+cost_le_0p05+fast_confirm_3+h1_stack_96+tight_zone,35,30,18,17,-1.1158760929682332,-0.03188217408480666,-0.03188217408480666,0.5142857142857142,0.9367187836025511,-5.544842580350204
2025,avoid_after_hours+cost_le_0p05+ema8_aligned+h1_stack_30d,525,204,334,191,128.48927032496218,0.24474146728564225,0.24474146728564225,0.6361904761904762,1.6583740343398377,-6.50075899747921
2026,body_ge_60+cost_le_0p05+ema8_aligned+ny_main_or_overlap+opposite_fvg_20,115,67,65,50,13.225280509538528,0.11500243921337851,0.11500243921337851,0.5652173913043478,1.2608635312314433,-5.301073728224854
