zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped,winner,entry_ny_hour,entry_weekday,entry_session,trend_ema50_200,atr_pct_rank_500,vol_regime,orb30_state,orb15_state,orb30_width_atr,entry_close_location,entry_ema8_distance_atr,entry_ema20_distance_atr,profile_complete,profile_location,volume_node,zone_contains_poc,zone_overlaps_value,poc_distance_r,zone_volume_percentile,ob_overlap_30d,ob_fvg_bos_overlap_30d,ob_min_discount_position_30d,recent_fvg_20,zone_fvg_overlap_100,opposite_fvg_20,dir_demand,dir_supply,cost_le_0p03,cost_le_0p05,risk_ge_10,risk_ge_15,fast_confirm_1,fast_confirm_2,fast_confirm_3,body_ge_45,body_ge_60,body_ge_70,h1_stack_96,h1_stack_30d,intraday_stack_24h,intraday_stack_7d,stack_score3,stack_7d30d_score3,trend_aligned,orb_continuation,orb_reversal,orb_inside,vp_lvn,vp_hvn,vp_value_low,vp_value_high,vp_below_value,vp_above_value,ob_quality,tight_zone,wide_zone,impulse_ge_1p5,impulse_ge_2,base_body_low,base_body_high,ny_main_or_overlap,avoid_after_hours,ema8_aligned
8614,15min,m15_2c_1atr,demand,1865.98,1864.19,2022-02-16 19:30:00+00:00,2022-02-16 18:30:00+00:00,2022-02-16 18:45:00+00:00,2022-02-16 19:15:00+00:00,3,1.8624813153960476,0.7491778774289873,0.0055865921787659,2022-02-16 20:50:00+00:00,2022-02-16 21:10:00+00:00,1871.1,1863.874857142857,7.225142857142828,1.3333333333333333,True,171138,171139,3,1871.1,0.8800000000000021,4.153551091426779,0.6505061689338592,3.819993672888361,1.0,tp1,2022,2022-02,2022-02-16,0.0415216703574819,0.958478329642518,0.03-0.05R,1,1,1,1.0,1,1,1,1.0,2,2,1.0,2,2,1.0,True,True,True,True,True,5,5,5,5,True,16,Wednesday,ny_main,bull,0.662,high,above,above,1.0841889117043413,0.8472418670438562,1.1588906708956808,2.366286088760095,True,above_value,mid_volume,False,False,1.7764354634609425,0.4651162790697674,False,False,,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True
8626,15min,m15_2c_1atr,demand,1886.92,1885.69,2022-02-17 15:30:00+00:00,2022-02-17 14:45:00+00:00,2022-02-17 15:00:00+00:00,2022-02-17 15:15:00+00:00,2,2.425260718424094,0.49884125144844,0.1138211382112769,2022-02-17 16:10:00+00:00,2022-02-17 16:25:00+00:00,1891.88,1885.074,6.80600000000004,0.6666666666666666,True,171357,171358,2,1891.87,0.7372093023255533,1.5574493094328308,0.7801939465177993,0.3423449897149447,1.0,tp1,2022,2022-02,2022-02-17,0.0440787540405521,0.9559212459594478,0.03-0.05R,2,2,1,1.0,2,2,1,1.0,2,2,0.6422764227641886,2,2,0.6422764227641886,True,True,True,True,True,6,6,6,6,True,11,Thursday,london_ny_overlap,bull,0.87,high,above,above,1.2813651347682349,0.851315789473698,0.3663263670241035,1.2124727840720253,True,value_high_half,hvn,True,True,0.0080811049074439,1.0,False,False,,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,True
8663,15min,m15_2c_1atr,demand,1895.01,1891.41,2022-02-22 14:45:00+00:00,2022-02-22 13:45:00+00:00,2022-02-22 14:00:00+00:00,2022-02-22 14:30:00+00:00,3,1.5708061002178202,1.0980392156862446,0.2888888888888861,2022-02-22 17:45:00+00:00,2022-02-22 18:00:00+00:00,1897.89,1890.943142857143,6.946857142857198,3.0,True,172175,172176,2,1897.92,0.8576923076922697,1.1256889035123616,1.1847083984535591,1.7230813523072703,1.0,tp1,2022,2022-02,2022-02-22,0.0431849962984285,0.9568150037015716,0.03-0.05R,4,3,2,1.0,20,4,2,1.0,12,4,1.0,15,4,1.0,True,True,True,True,True,28,7,50,7,True,13,Tuesday,ny_main,bull,0.81,high,above,above,1.1591591591591206,0.9851301115241774,0.0357638719300358,-0.1300021203995709,True,below_value,lvn,False,False,-2.380932795920022,0.108695652173913,True,False,0.257587548638143,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True
8710,15min,m15_2c_1atr,demand,1911.65,1908.29,2022-02-28 16:00:00+00:00,2022-02-28 15:15:00+00:00,2022-02-28 15:30:00+00:00,2022-02-28 15:45:00+00:00,2,1.747048903878586,0.8813940415964264,0.0446428571428825,2022-02-28 16:30:00+00:00,2022-02-28 16:40:00+00:00,1914.8,1907.7014285714288,7.098571428571404,0.5,True,173263,173264,1,1914.84,0.9596412556053502,0.3465486013282414,1.0988126383578158,1.7214731334272588,-1.0,stop,2022,2022-02,2022-02-28,0.0422620245522239,-1.0422620245522238,0.03-0.05R,5,3,2,1.0,21,4,2,1.0,2,1,1.0,10,4,1.0,True,True,True,True,True,9,7,41,7,False,11,Monday,london_ny_overlap,bear,0.744,high,above,above,0.7822014051522503,0.8344907407407353,0.3895552313491738,1.199066353632441,True,value_high_half,hvn,True,True,0.1718655665123812,0.9846153846153848,True,True,0.1028542041655956,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,True,True
8726,15min,m15_2c_1atr,supply,1922.99,1920.44,2022-03-01 15:00:00+00:00,2022-03-01 14:15:00+00:00,2022-03-01 14:30:00+00:00,2022-03-01 14:45:00+00:00,2,1.4118078474514069,0.6545654565456406,0.2862745098039338,2022-03-01 15:15:00+00:00,2022-03-01 15:25:00+00:00,1917.6,1923.608,6.008000000000038,0.25,True,173524,173525,1,1917.57,0.6701754385965146,0.8688415446071516,1.2599866844207916,-1.9806924101198429,-1.0,stop,2022,2022-03,2022-03-01,0.0499334221038611,-1.0499334221038612,0.03-0.05R,2,2,2,1.0,8,4,2,1.0,2,2,1.0,4,2,1.0,True,True,True,True,True,6,6,16,7,False,10,Tuesday,london_ny_overlap,bull,0.704,high,below,below,0.7936670071501327,0.4350877192982453,-0.1841855220804397,0.1822921112172295,True,above_value,hvn,False,False,2.657290279627171,0.8732394366197183,False,False,,True,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True
8727,15min,m15_2c_1atr,demand,1919.08,1916.24,2022-03-01 17:00:00+00:00,2022-03-01 16:15:00+00:00,2022-03-01 16:30:00+00:00,2022-03-01 16:45:00+00:00,2,1.2946281610055554,0.5949423911416883,0.0422535211267233,2022-03-01 17:15:00+00:00,2022-03-01 17:35:00+00:00,1922.63,1915.6097142857143,7.020285714285819,0.25,True,173550,173551,3,1922.65,0.905604719764094,3.922917260184706,1.2691791135891832,-0.3632330796467585,1.0,tp1,2022,2022-03,2022-03-01,0.0427333034878508,0.9572666965121492,0.03-0.05R,4,3,2,1.0,4,3,2,1.0,1,1,1.0,2,1,1.0,True,True,True,True,True,6,5,8,7,True,12,Tuesday,ny_main,bull,0.788,high,above,above,0.6452595155709242,0.9973890339425612,1.0664101626318316,1.4274569760776767,True,value_low_half,hvn,False,True,-0.6538195433641394,0.8611111111111112,False,False,,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True
8773,15min,m15_2c_1atr,demand,1946.99,1942.35,2022-03-04 16:15:00+00:00,2022-03-04 15:30:00+00:00,2022-03-04 15:45:00+00:00,2022-03-04 16:00:00+00:00,2,1.3144694533762296,1.3924973204716176,0.0797413793103685,2022-03-04 16:20:00+00:00,2022-03-04 16:25:00+00:00,1947.87,1941.8267142857144,6.04328571428573,0.0833333333333333,True,174364,174365,0,1947.87,0.2906976744186,9.051367515306229,0.8770063588870668,5.343119873295056,1.0,tp1,2022,2022-03,2022-03-04,0.0496418693709664,0.9503581306290336,0.03-0.05R,4,2,1,0.9719827586206669,4,2,1,0.9719827586206669,0,0,0.0,2,2,0.8275862068965653,True,True,True,False,True,4,3,8,7,True,11,Friday,london_ny_overlap,bull,0.588,mid,above,above,1.028606709199463,0.9445783132530088,1.0263259732167058,1.5344173495382925,True,value_high_half,hvn,False,True,0.8968631066354729,0.8490566037735849,False,False,,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True
8784,15min,m15_2c_1atr,supply,1992.49,1989.35,2022-03-07 14:30:00+00:00,2022-03-07 13:45:00+00:00,2022-03-07 14:00:00+00:00,2022-03-07 14:15:00+00:00,2,1.5972864631513648,0.6777674992291267,0.0764331210190363,2022-03-07 18:45:00+00:00,2022-03-07 19:10:00+00:00,1983.61,1993.3331428571428,9.723142857142877,4.25,True,174673,174674,4,1983.6,0.824601366742605,0.8968293614645247,1.169374981634402,-7.983015485880518,-1.0,stop,2022,2022-03,2022-03-07,0.0308542211513031,-1.0308542211513032,0.03-0.05R,6,3,2,1.0,6,3,2,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,6,3,6,3,False,14,Monday,ny_main,bull,0.998,high,below,below,0.9639855942376888,0.0,-0.150124388934717,-0.1884182555680329,True,value_high_half,hvn,False,True,0.3260262701654442,0.9382716049382716,False,False,,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True
8811,15min,m15_2c_1atr,demand,1992.31,1981.83,2022-03-09 17:45:00+00:00,2022-03-09 16:45:00+00:00,2022-03-09 17:00:00+00:00,2022-03-09 17:30:00+00:00,3,1.0129685275976672,1.1602087616637666,0.2538167938931154,2022-03-09 18:00:00+00:00,2022-03-09 18:05:00+00:00,1995.35,1981.059714285714,14.2902857142858,0.25,True,175212,175213,0,1995.33,0.1697247706422078,0.7109724888035842,1.0258717210492478,0.2806102047344826,-1.0,stop,2022,2022-03,2022-03-09,0.0209932821497119,-1.020993282149712,<=0.03R,0,0,0,0.0,18,4,2,1.0,15,4,0.9007633587786296,15,4,0.9007633587786296,False,True,False,True,True,30,4,48,7,False,13,Wednesday,ny_main,bull,0.958,high,below,below,0.9113355780022472,0.9872611464968089,0.7772194413001223,0.2052367160449391,True,below_value,mid_volume,False,False,-4.4211852207293445,0.6630434782608695,True,True,0.1219783273131452,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True
8870,15min,m15_2c_1atr,supply,1925.69,1919.37,2022-03-15 15:30:00+00:00,2022-03-15 14:30:00+00:00,2022-03-15 14:45:00+00:00,2022-03-15 15:15:00+00:00,3,1.0513833992095163,1.2490118577075398,0.1424050632911499,2022-03-15 15:35:00+00:00,2022-03-15 16:05:00+00:00,1918.91,1926.501142857143,7.591142857142813,0.0833333333333333,True,176304,176305,5,1918.64,0.8964803312629384,1.559712446836567,1.0841582295156096,0.8417704843991298,1.0,tp1,2022,2022-03,2022-03-15,0.0395197410516017,0.9604802589483984,0.03-0.05R,1,1,1,0.3180379746835346,1,1,1,0.3180379746835346,0,0,0.0,4,2,0.9889240506328858,True,True,True,False,True,1,1,9,5,True,12,Tuesday,ny_main,bear,0.75,high,below,below,0.9465509365006975,0.1093117408906817,-1.312512082231764,-1.9089945180814192,True,below_value,mid_volume,False,False,-4.310286424028031,0.5157894736842106,False,False,,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True
8887,15min,m15_2c_1atr,supply,1922.01,1918.85,2022-03-16 15:45:00+00:00,2022-03-16 15:00:00+00:00,2022-03-16 15:15:00+00:00,2022-03-16 15:30:00+00:00,2,1.296344892221203,0.8292408622305794,0.2246835443038031,2022-03-16 16:00:00+00:00,2022-03-16 16:15:00+00:00,1911.26,1922.732142857143,11.4721428571429,0.25,True,176582,176583,2,1911.53,0.8314606741573167,1.4147313367785284,1.1323080754622967,-3.2496108586015673,1.0,tp1,2022,2022-03,2022-03-16,0.026150301973725,0.973849698026275,<=0.03R,17,4,2,1.0,18,4,2,1.0,2,1,0.5379746835443042,7,2,1.0,True,True,True,True,True,21,7,32,7,True,12,Wednesday,ny_main,bear,0.648,mid,below,below,0.48533903481979,0.6321243523315887,-1.2902383579010444,-1.8179046554087472,True,value_high_half,mid_volume,False,True,0.2336093642985963,0.7391304347826086,False,False,,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True
8934,15min,m15_2c_1atr,supply,1929.18,1925.25,2022-03-22 15:30:00+00:00,2022-03-22 14:30:00+00:00,2022-03-22 14:45:00+00:00,2022-03-22 15:15:00+00:00,3,1.3009956599437866,1.4046464130712482,0.1882951653944013,2022-03-22 15:30:00+00:00,2022-03-22 15:35:00+00:00,1922.6,1929.7135714285712,7.113571428571504,0.0,True,177678,177679,0,1922.76,0.334051724137914,1.6588010844462056,1.0177728687619143,-0.954513505372042,1.0,tp1,2022,2022-03,2022-03-22,0.0421729089265986,0.9578270910734014,0.03-0.05R,3,2,1,0.6208651399491132,21,4,2,1.0,1,1,0.6870229007633593,11,4,1.0,True,True,True,True,True,5,5,43,7,True,11,Tuesday,london_ny_overlap,bear,0.546,mid,below,below,0.8878388460581729,0.1422413793103594,-1.3498526845730645,-1.9127947196737225,True,below_value,hvn,False,True,-1.059242895873048,0.8055555555555556,True,False,0.2966360856269113,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True
8947,15min,m15_2c_1atr,demand,1930.4,1925.02,2022-03-23 15:15:00+00:00,2022-03-23 14:15:00+00:00,2022-03-23 14:30:00+00:00,2022-03-23 15:00:00+00:00,3,1.7784390020599603,1.7239642938888031,0.2657992565055403,2022-03-23 16:15:00+00:00,2022-03-23 16:45:00+00:00,1931.37,1924.569,6.800999999999931,1.0,True,177968,177969,5,1931.39,0.7633587786259197,5.062490810175035,0.8116453462726125,4.658138509042844,1.0,tp1,2022,2022-03,2022-03-23,0.0441111601235117,0.9558888398764884,0.03-0.05R,3,3,2,1.0,21,4,2,1.0,4,4,0.2509293680297177,9,4,0.8959107806691572,True,True,True,True,True,11,7,39,7,True,12,Wednesday,ny_main,bull,0.766,high,inside,below,2.101473684210461,0.2074829931973183,0.077864646197523,0.4786212902605475,True,value_high_half,mid_volume,False,True,0.8763417144537711,0.5,True,True,0.3731958762886585,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True
9020,15min,m15_2c_1atr,demand,1934.35,1929.75,2022-03-30 17:45:00+00:00,2022-03-30 17:00:00+00:00,2022-03-30 17:15:00+00:00,2022-03-30 17:30:00+00:00,2,1.105769230769196,1.105769230769196,0.3130434782608876,2022-03-30 18:30:00+00:00,2022-03-30 18:45:00+00:00,1937.31,1929.4181428571428,7.891857142857134,0.75,True,179360,179361,2,1937.31,0.8256880733944505,0.0392809948771721,1.1391488514381938,0.6779139438481074,-1.0,stop,2022,2022-03,2022-03-30,0.0380138660101732,-1.0380138660101732,0.03-0.05R,1,1,1,1.0,9,4,2,1.0,2,2,0.7978260869565533,14,4,0.7978260869565533,True,True,True,True,True,5,5,37,7,False,14,Wednesday,ny_main,bull,0.838,high,above,above,0.7471837488457551,0.2400000000000849,0.5077152886677712,1.529622185497574,True,above_value,mid_volume,False,False,0.9883605162644994,0.5849056603773585,True,True,0.4265536723163952,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True
9096,15min,m15_2c_1atr,supply,1931.89,1926.9,2022-04-06 17:30:00+00:00,2022-04-06 16:45:00+00:00,2022-04-06 17:00:00+00:00,2022-04-06 17:15:00+00:00,2,1.0852713178294282,1.2307963354475056,0.2605210420842043,2022-04-06 17:30:00+00:00,2022-04-06 17:35:00+00:00,1925.32,1932.3937142857144,7.073714285714459,0.0,True,180726,180727,0,1925.31,0.331658291457326,1.3811697229178084,1.2412149608207106,-0.8453833104450905,1.0,tp1,2022,2022-04,2022-04-06,0.0424105339688171,0.9575894660311828,0.03-0.05R,7,4,2,1.0,41,4,2,1.0,2,2,1.0,19,4,1.0,True,True,True,True,True,11,7,79,7,True,13,Wednesday,ny_main,bear,0.894,high,below,below,0.7853595732940859,0.1903114186851774,-0.3956840079211052,-0.2063264309427163,True,above_value,mid_volume,False,False,0.8687091041279348,0.7058823529411765,True,True,0.2765027322404314,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True
9242,15min,m15_2c_1atr,supply,1946.86,1940.7,2022-04-21 18:45:00+00:00,2022-04-21 17:45:00+00:00,2022-04-21 18:00:00+00:00,2022-04-21 18:30:00+00:00,3,1.74706649282917,1.606258148631004,0.2889610389610413,2022-04-21 18:50:00+00:00,2022-04-21 19:00:00+00:00,1939.98,1947.2522857142856,7.272285714285545,0.0833333333333333,True,183503,183504,1,1940.01,0.5138888888889569,0.2323891093387942,1.193572466899813,0.5101559737555663,-1.0,stop,2022,2022-04,2022-04-21,0.0412525046163526,-1.0412525046163528,0.03-0.05R,6,3,2,1.0,14,3,2,1.0,0,0,0.0,11,4,0.4594155844155834,True,True,True,False,True,6,3,36,7,False,15,Thursday,ny_main,bear,0.876,high,below,below,1.3242473555736791,0.2477477477477242,-0.7778212518440139,-1.2590911449978184,True,below_value,hvn,False,True,-1.095941539307773,0.8604651162790697,True,False,0.2231866088034678,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,True
9331,15min,m15_2c_1atr,supply,1913.86,1908.21,2022-04-29 18:15:00+00:00,2022-04-29 17:30:00+00:00,2022-04-29 17:45:00+00:00,2022-04-29 18:00:00+00:00,2,1.1254865118775954,1.0616024694671538,0.3486725663716946,2022-04-29 18:40:00+00:00,2022-04-29 19:05:00+00:00,1908.09,1914.2974285714288,6.207428571428636,0.4166666666666667,True,185160,185161,4,1908.09,0.8944444444445377,8.638037374574136,0.5638405596980518,7.109223971278559,1.0,tp1,2022,2022-04,2022-04-29,0.0483291908312615,0.9516708091687384,0.03-0.05R,1,1,1,0.0371681415928874,8,4,2,0.4884955752212491,1,1,0.2566371681416071,1,1,0.2566371681416071,True,True,True,True,True,3,3,10,5,True,15,Friday,ny_main,bull,0.93,high,below,below,0.7130977130976727,0.4551495016610947,-0.1659186804728167,-0.4439112829975823,True,value_low_half,hvn,False,True,-0.6790251311792487,0.9714285714285714,False,False,,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True
9360,15min,m15_2c_1atr,demand,1864.0,1856.79,2022-05-03 16:15:00+00:00,2022-05-03 15:30:00+00:00,2022-05-03 15:45:00+00:00,2022-05-03 16:00:00+00:00,2,1.5150360016941742,2.137653536637038,0.0596393897364541,2022-05-03 16:15:00+00:00,2022-05-03 16:35:00+00:00,1867.33,1856.2385714285713,11.09142857142865,0.0,True,185682,185683,3,1867.28,0.7793427230046815,0.971921689850583,0.531942297784631,-0.277691911385875,-0.277691911385875,time,2022,2022-05,2022-05-03,0.0270479134466767,-0.3047398248325518,<=0.03R,14,4,2,0.6588072122052672,14,4,2,0.6588072122052672,2,2,1.0,2,2,1.0,True,True,True,True,True,18,7,18,7,False,12,Tuesday,ny_main,bear,0.814,high,above,above,0.8950146627565957,0.9587242026266788,1.3058500367728931,1.9749151061006336,True,value_low_half,hvn,True,True,-0.2123261205564143,0.9772727272727272,False,False,,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True
9386,15min,m15_2c_1atr,demand,1896.02,1894.25,2022-05-05 13:15:00+00:00,2022-05-05 12:15:00+00:00,2022-05-05 12:30:00+00:00,2022-05-05 13:00:00+00:00,3,1.0500846842487837,0.599564481006531,0.3050847457626944,2022-05-05 13:40:00+00:00,2022-05-05 14:10:00+00:00,1900.12,1893.962142857143,6.157857142856983,0.4166666666666667,True,186205,186206,5,1900.13,0.9401330376940172,1.5671035842710217,1.159494258206714,-2.848393457835586,1.0,tp1,2022,2022-05,2022-05-05,0.0487182461431401,0.95128175385686,0.03-0.05R,5,4,2,1.0,5,4,2,1.0,0,0,0.0,8,4,1.0,True,True,True,False,True,5,3,21,7,True,10,Thursday,london_ny_overlap,bull,0.548,mid,above,above,0.94407278565694,0.904081632653053,1.0681555849988835,1.2631651143776823,True,value_high_half,hvn,False,True,4.447163902099638,0.8795180722891566,True,True,0.1686746987951817,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True
9390,15min,m15_2c_1atr,supply,1886.35,1882.79,2022-05-05 18:30:00+00:00,2022-05-05 17:45:00+00:00,2022-05-05 18:00:00+00:00,2022-05-05 18:15:00+00:00,2,1.0845964503174108,0.6456794921621926,0.1376404494382069,2022-05-05 18:30:00+00:00,2022-05-05 18:50:00+00:00,1879.81,1886.9361428571428,7.126142857142895,0.0,True,186261,186262,3,1879.81,0.5953608247422373,1.9267084978850433,1.1857747128280176,-1.2348896417617097,1.0,tp1,2022,2022-05,2022-05-05,0.0420985105146039,0.957901489485396,0.03-0.05R,0,0,0,0.0,5,4,2,0.7022471910112468,1,1,0.8904494382022174,5,4,0.8904494382022174,False,True,False,True,True,2,2,15,7,True,14,Thursday,ny_main,bull,0.99,high,below,below,0.4374999999999987,0.080206985769714,-1.52652211286264,-2.620138420672005,True,value_low_half,mid_volume,False,True,-2.3406771846119887,0.6021505376344086,True,False,0.1432038834951426,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True
9434,15min,m15_2c_1atr,supply,1859.87,1856.9,2022-05-10 18:00:00+00:00,2022-05-10 17:15:00+00:00,2022-05-10 17:30:00+00:00,2022-05-10 17:45:00+00:00,2,2.2051093548980045,0.7641977577650737,0.0875420875420903,2022-05-11 16:45:00+00:00,2022-05-11 17:10:00+00:00,1850.52,1860.6907142857144,10.170714285714212,22.75,True,187345,187346,4,1850.48,0.6658163265305743,1.4590912283165978,0.8101692534588171,0.9399536484303688,1.0,tp1,2022,2022-05,2022-05-11,0.0294964534026268,0.9705035465973731,<=0.03R,3,3,2,1.0,4,4,2,1.0,5,4,1.0,7,4,1.0,True,True,True,True,True,13,7,18,7,True,13,Wednesday,ny_main,bear,0.986,high,below,below,0.414696160691573,0.3652777777777706,-0.1220219644607951,-0.0368916890654802,True,above_value,lvn,False,False,1.3406138071493874,0.1785714285714285,True,True,0.3473913043478265,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True
9515,15min,m15_2c_1atr,demand,1811.93,1808.18,2022-05-18 15:45:00+00:00,2022-05-18 15:00:00+00:00,2022-05-18 15:15:00+00:00,2022-05-18 15:30:00+00:00,2,1.7567178502878449,1.2595969289827305,0.0826666666666521,2022-05-18 15:50:00+00:00,2022-05-18 16:05:00+00:00,1813.73,1807.7025714285712,6.0274285714285725,0.0833333333333333,True,188711,188712,2,1813.73,0.8762886597937741,5.182973075464544,0.6619738339021629,5.045269245354582,1.0,tp1,2022,2022-05,2022-05-18,0.0497724687144482,0.9502275312855518,0.03-0.05R,5,3,2,1.0,18,3,2,1.0,5,4,0.6506666666666205,5,4,0.6506666666666205,True,True,True,True,True,15,7,28,7,True,12,Wednesday,ny_main,bear,0.712,high,below,below,0.6606813996317372,0.7758620689655299,0.5504181371588397,0.2965112503483422,True,value_low_half,mid_volume,False,True,-0.944847364429265,0.6304347826086957,False,False,,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True
9657,15min,m15_2c_1atr,demand,1852.18,1850.94,2022-06-02 12:30:00+00:00,2022-06-02 11:30:00+00:00,2022-06-02 11:45:00+00:00,2022-06-02 12:15:00+00:00,3,1.2895522388058558,0.7402985074626762,0.0241935483870745,2022-06-02 15:30:00+00:00,2022-06-02 15:50:00+00:00,1856.5,1850.477142857143,6.022857142856992,3.0,True,191698,191699,3,1856.53,0.7660256410255711,2.915559772296079,0.1776565464895574,1.293406072106288,1.0,tp1,2022,2022-06,2022-06-02,0.0498102466793181,0.950189753320682,0.03-0.05R,3,3,2,1.0,16,4,2,1.0,10,4,1.0,18,4,1.0,True,True,True,True,True,23,7,52,7,True,11,Thursday,london_ny_overlap,bull,0.76,high,inside,above,1.324080051646261,0.5862068965517174,0.4714205018635775,1.0468231545486375,True,above_value,hvn,False,False,0.881641366223922,0.7857142857142857,True,True,0.2337228714524165,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,True
10063,15min,m15_2c_1atr,demand,1704.22,1697.98,2022-07-14 17:45:00+00:00,2022-07-14 17:00:00+00:00,2022-07-14 17:15:00+00:00,2022-07-14 17:30:00+00:00,2,1.2836300361397266,1.169321375987155,0.1201923076923075,2022-07-14 18:25:00+00:00,2022-07-14 18:35:00+00:00,1707.72,1697.4488571428572,10.271142857142875,0.6666666666666666,True,199921,199922,1,1707.72,0.8567164179105063,0.8606637180449985,0.8421652897159938,-0.3115524771203687,-0.3115524771203687,time,2022,2022-07,2022-07-14,0.0292080447300341,-0.3407605218504029,<=0.03R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,False,False,False,False,False,0,0,0,0,False,14,Thursday,ny_main,bear,0.978,high,below,below,0.6915535444947326,0.896511627906964,0.8378028445089223,0.5391025222193914,True,below_value,mid_volume,False,False,-2.6433280480681005,0.2906976744186046,False,False,,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True
