zone_id,zone_tf,spec_name,direction,upper,lower,created_timestamp,base_timestamp,impulse_start_timestamp,impulse_end_timestamp,impulse_candles,impulse_atr,zone_width_atr,base_body_ratio,touch_timestamp,entry_timestamp,entry_price,stop_price,risk_units,touch_delay_hours,confirmed,confirm_i,entry_i,bars_to_confirm,confirm_close,confirm_body_ratio,mfe_24h_r,mae_24h_r,close_24h_r,bracket_1r_outcome_r,first_event_24h,year,month,date,cost_r,net_1r_after_cost,cost_bucket,same_dir_intraday_overlap_24h,same_dir_intraday_distinct_specs_24h,same_dir_intraday_distinct_tfs_24h,same_dir_intraday_max_overlap_ratio_24h,same_dir_intraday_overlap_7d,same_dir_intraday_distinct_specs_7d,same_dir_intraday_distinct_tfs_7d,same_dir_intraday_max_overlap_ratio_7d,same_dir_h1_overlap_96h,same_dir_h1_distinct_specs_96h,same_dir_h1_max_overlap_ratio_96h,same_dir_h1_overlap_30d,same_dir_h1_distinct_specs_30d,same_dir_h1_max_overlap_ratio_30d,has_intraday_stack,has_intraday_stack_7d,has_cross_tf_intraday_stack,has_h1_stack,has_h1_stack_30d,stack_score,stack_score_capped,stack_score_7d_30d,stack_score_7d_30d_capped,winner,entry_ny_hour,entry_weekday,entry_session,trend_ema50_200,atr_pct_rank_500,vol_regime,orb30_state,orb15_state,orb30_width_atr,entry_close_location,entry_ema8_distance_atr,entry_ema20_distance_atr,profile_complete,profile_location,volume_node,zone_contains_poc,zone_overlaps_value,poc_distance_r,zone_volume_percentile,ob_overlap_30d,ob_fvg_bos_overlap_30d,ob_min_discount_position_30d,recent_fvg_20,zone_fvg_overlap_100,opposite_fvg_20,dir_demand,dir_supply,cost_le_0p03,cost_le_0p05,risk_ge_10,risk_ge_15,fast_confirm_1,fast_confirm_2,fast_confirm_3,body_ge_45,body_ge_60,body_ge_70,h1_stack_96,h1_stack_30d,intraday_stack_24h,intraday_stack_7d,stack_score3,stack_7d30d_score3,trend_aligned,orb_continuation,orb_reversal,orb_inside,vp_lvn,vp_hvn,vp_value_low,vp_value_high,vp_below_value,vp_above_value,ob_quality,tight_zone,wide_zone,impulse_ge_1p5,impulse_ge_2,base_body_low,base_body_high,ny_main_or_overlap,avoid_after_hours,ema8_aligned
324,15min,m15_2c_1atr,demand,1490.67,1484.08,2019-10-02 16:00:00+00:00,2019-10-02 15:15:00+00:00,2019-10-02 15:30:00+00:00,2019-10-02 15:45:00+00:00,2,2.9529914529914687,2.81623931623936,0.1335356600910606,2019-10-02 17:10:00+00:00,2019-10-02 17:25:00+00:00,1493.24,1483.631,9.609000000000153,1.1666666666666667,True,2911,2912,2,1493.13,0.6717557251908927,2.7380580705588025,0.0801332084504079,1.7462795296076292,1.0,tp1,2019,2019-10,2019-10-02,0.0312207305650947,0.9687792694349052,0.03-0.05R,3,3,2,1.0,10,4,2,1.0,0,0,0.0,5,3,0.5705614567526416,True,True,True,False,True,3,3,20,7,True,13,Wednesday,ny_main,bull,0.746,high,above,above,0.5782734407269714,0.861189801699713,0.3139228986423436,1.2586632953365868,True,above_value,mid_volume,False,True,0.4292850452700525,0.2978723404255319,False,False,,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True
1272,15min,m15_2c_1atr,demand,1547.31,1546.25,2020-01-10 09:15:00+00:00,2020-01-10 08:15:00+00:00,2020-01-10 08:30:00+00:00,2020-01-10 09:00:00+00:00,3,1.971052631578824,0.9763157894736312,0.0283018867924285,2020-01-10 15:25:00+00:00,2020-01-10 15:35:00+00:00,1555.92,1545.957,9.963000000000193,6.166666666666667,True,22080,22081,1,1555.91,0.9707057256990652,0.7286961758506324,0.9384723476864354,-0.4857974505671035,-0.4857974505671035,time,2020,2020-01,2020-01-10,0.0301114122252327,-0.5159088627923363,0.03-0.05R,7,4,2,1.0,17,4,2,1.0,4,3,1.0,9,4,1.0,True,True,True,True,True,15,7,35,7,False,10,Friday,london_ny_overlap,bear,0.308,low,above,above,0.7188552188552353,0.740601503759407,2.431286104210974,2.7396397411010263,True,below_value,mid_volume,False,False,-0.2479172939877526,0.4090909090909091,True,True,0.08525671219972,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True
1528,15min,m15_2c_1atr,demand,1554.41,1549.72,2020-02-05 16:15:00+00:00,2020-02-05 15:15:00+00:00,2020-02-05 15:30:00+00:00,2020-02-05 16:00:00+00:00,3,1.71938418474459,2.2974107767670207,0.0682302771855351,2020-02-05 16:30:00+00:00,2020-02-05 16:35:00+00:00,1556.5,1549.4425714285717,7.057428571428545,0.25,True,26994,26995,0,1556.49,0.6305970149253786,1.6691631917736147,0.5611108861989466,0.9507712238371004,1.0,tp1,2020,2020-02,2020-02-05,0.0425084004696167,0.9574915995303832,0.03-0.05R,14,4,2,1.0,14,4,2,1.0,3,2,1.0,31,4,1.0,True,True,True,True,True,20,7,76,7,True,11,Wednesday,london_ny_overlap,bear,0.734,high,inside,inside,1.2859934853419983,0.6503267973855872,0.5253932468245422,0.6488581101533738,True,value_low_half,mid_volume,True,True,-0.3096028500870344,0.7419354838709677,True,True,0.2135697764070914,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True
1763,15min,m15_2c_1atr,demand,1625.71,1620.19,2020-02-28 16:00:00+00:00,2020-02-28 15:15:00+00:00,2020-02-28 15:30:00+00:00,2020-02-28 15:45:00+00:00,2,1.5598545454545722,1.1240727272727309,0.0398550724637731,2020-02-28 16:05:00+00:00,2020-02-28 16:10:00+00:00,1627.76,1619.5615714285716,8.198428571428394,0.0833333333333333,True,31633,31634,0,1627.72,0.3223684210526414,0.0902611998815134,1.472233354824119,-3.4506612765513256,-1.0,stop,2020,2020-02,2020-02-28,0.0365923783303428,-1.0365923783303428,0.03-0.05R,5,3,2,0.5742753623188145,6,3,2,0.5742753623188145,3,3,0.0996376811594123,7,4,0.369565217391299,True,True,True,True,True,11,7,20,7,False,11,Friday,london_ny_overlap,bear,0.812,high,inside,inside,2.4663972459212844,0.6893203883495129,0.6484395517033921,0.3282806540472463,True,below_value,mid_volume,False,False,-2.354109672585384,0.3580246913580246,False,False,,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True
1782,15min,m15_2c_1atr,supply,1601.56,1596.88,2020-03-02 17:45:00+00:00,2020-03-02 17:00:00+00:00,2020-03-02 17:15:00+00:00,2020-03-02 17:30:00+00:00,2,1.249261083743831,0.9221674876847004,0.0897435897436084,2020-03-02 18:05:00+00:00,2020-03-02 18:20:00+00:00,1593.87,1602.1525714285713,8.282571428571373,0.3333333333333333,True,31935,31936,2,1593.8,0.6675603217158169,1.19286625961571,1.2725516575252998,-5.946220980371905,1.0,tp1,2020,2020-03,2020-03-02,0.0362206354134329,0.9637793645865672,0.03-0.05R,4,2,2,0.6837606837607174,4,2,2,0.6837606837607174,0,0,0.0,1,1,0.3141025641025809,True,True,True,False,True,4,3,6,5,True,13,Monday,ny_main,bear,0.804,high,below,below,1.23761153054223,0.401088929219608,-0.3659921239852656,-0.8141258347162226,True,value_low_half,hvn,True,True,-0.0639897892303948,0.9264705882352942,False,False,,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True
1796,15min,m15_2c_1atr,demand,1640.19,1631.03,2020-03-03 19:30:00+00:00,2020-03-03 18:15:00+00:00,2020-03-03 18:30:00+00:00,2020-03-03 19:15:00+00:00,4,1.3068269643623684,1.1012451696006922,0.2991266375545834,2020-03-03 20:40:00+00:00,2020-03-03 20:50:00+00:00,1644.99,1630.5231428571428,14.46685714285718,1.1666666666666667,True,32241,32242,1,1644.89,0.8743455497382726,0.1237310897815668,1.040308883359002,-0.3013785203618045,-1.0,stop,2020,2020-03,2020-03-03,0.0207370541533356,-1.0207370541533356,<=0.03R,0,0,0,0.0,17,4,2,1.0,0,0,0.0,18,4,1.0,False,True,False,False,True,0,0,53,7,False,15,Tuesday,ny_main,bull,0.918,high,above,above,0.4001999000499602,0.6352087114337579,0.3310439702106291,1.566620637727814,True,above_value,mid_volume,False,False,2.547892720306516,0.2578125,True,True,0.1600318471337579,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True
1826,15min,m15_2c_1atr,demand,1673.03,1668.84,2020-03-06 10:45:00+00:00,2020-03-06 09:30:00+00:00,2020-03-06 09:45:00+00:00,2020-03-06 10:30:00+00:00,4,1.482504604051579,1.080294659300208,0.2720763723150018,2020-03-06 15:30:00+00:00,2020-03-06 16:05:00+00:00,1676.02,1667.8775714285714,8.142428571428582,4.75,True,33012,33013,6,1676.02,0.7873015873016271,1.377967261434814,1.9109777707598552,-0.5305542396968177,1.0,tp1,2020,2020-03,2020-03-06,0.0368440444233906,0.9631559555766094,0.03-0.05R,8,4,2,1.0,8,4,2,1.0,4,2,1.0,4,2,1.0,True,True,True,True,True,16,7,16,7,True,11,Friday,london_ny_overlap,bull,0.834,high,inside,inside,0.7361947791164727,0.9926524614254292,0.7653168841424142,0.7323893731178556,True,value_low_half,hvn,False,True,-0.2843132094671713,0.9305555555555556,False,False,,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True
1830,15min,m15_2c_1atr,supply,1688.45,1685.4,2020-03-06 15:45:00+00:00,2020-03-06 15:00:00+00:00,2020-03-06 15:15:00+00:00,2020-03-06 15:30:00+00:00,2,2.768092348675458,0.6319372502589776,0.1344262295082255,2020-03-06 16:10:00+00:00,2020-03-06 16:40:00+00:00,1678.2,1689.297142857143,11.0971428571429,0.4166666666666667,True,33019,33020,5,1678.19,0.8654618473895441,3.21163748712667,1.0615345005149266,0.4271369721936141,1.0,tp1,2020,2020-03,2020-03-06,0.0270339855818742,0.9729660144181258,<=0.03R,3,3,2,1.0,3,3,2,1.0,0,0,0.0,1,1,0.5016393442622936,True,True,True,False,True,3,3,5,5,True,11,Friday,london_ny_overlap,bull,0.848,high,below,below,0.7056417659088258,0.2344827586206959,-0.3794203015216467,-0.462640694307411,True,above_value,mid_volume,False,True,1.2322991761071176,0.7428571428571429,False,False,,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True
1844,15min,m15_2c_1atr,demand,1680.55,1676.09,2020-03-09 15:30:00+00:00,2020-03-09 14:45:00+00:00,2020-03-09 15:00:00+00:00,2020-03-09 15:15:00+00:00,2,1.2489965039492157,0.8084941085070608,0.1412556053811892,2020-03-09 15:30:00+00:00,2020-03-09 15:35:00+00:00,1683.38,1675.376,8.004000000000133,0.0,True,33294,33295,0,1683.39,0.134517766497457,0.1699150424787453,1.606696651674152,-3.357071464267825,-1.0,stop,2020,2020-03,2020-03-09,0.0374812593703142,-1.0374812593703142,0.03-0.05R,1,1,1,0.5291479820628046,7,3,2,1.0,4,3,1.0,4,3,1.0,True,True,True,True,True,9,5,15,7,False,11,Monday,london_ny_overlap,bull,0.766,high,above,above,0.8413594016533519,0.376811594202914,0.1684993695397065,0.57310168037395,True,value_high_half,hvn,True,True,0.0087456271863986,1.0,True,True,0.557928457020824,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True
1867,15min,m15_2c_1atr,supply,1665.83,1663.05,2020-03-11 15:30:00+00:00,2020-03-11 14:45:00+00:00,2020-03-11 15:00:00+00:00,2020-03-11 15:15:00+00:00,2,1.4997758852532523,0.8722545943523063,0.1294964028776631,2020-03-11 15:55:00+00:00,2020-03-11 16:10:00+00:00,1658.34,1666.2949999999998,7.954999999999927,0.4166666666666667,True,33853,33854,2,1658.32,0.9463869463869948,10.72910119421756,0.2539283469516028,10.374607165304932,1.0,tp1,2020,2020-03,2020-03-11,0.0377121307353868,0.9622878692646132,0.03-0.05R,4,3,2,1.0,9,4,2,1.0,4,4,1.0,4,4,1.0,True,True,True,True,True,12,7,17,7,True,12,Wednesday,ny_main,bear,0.444,mid,below,below,1.1038907284768067,0.0196428571428395,-1.4065274431821866,-1.6067814099393232,True,above_value,mid_volume,False,False,0.715273412947845,0.4210526315789473,False,False,,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True
1912,15min,m15_2c_1atr,supply,1479.9,1465.26,2020-03-16 13:45:00+00:00,2020-03-16 13:00:00+00:00,2020-03-16 13:15:00+00:00,2020-03-16 13:30:00+00:00,2,1.3510512638790582,1.2104890148830705,0.1290983606557436,2020-03-16 14:00:00+00:00,2020-03-16 14:45:00+00:00,1463.08,1481.1614285714286,18.08142857142866,0.25,True,34664,34665,8,1463.18,0.3964912280701707,0.6559216243975579,1.385399383740226,-1.6243185589002118,-1.0,stop,2020,2020-03,2020-03-16,0.0165916093861103,-1.0165916093861105,<=0.03R,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,False,False,False,False,False,0,0,0,0,False,10,Monday,london_ny_overlap,bear,0.992,high,below,below,1.195183192416097,0.1154210028382246,-1.1074027029617104,-2.6536017613015654,True,below_value,hvn,False,False,-3.963735482341771,0.7575757575757576,False,False,,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True
1927,15min,m15_2c_1atr,demand,1487.5,1480.8,2020-03-17 15:30:00+00:00,2020-03-17 14:30:00+00:00,2020-03-17 14:45:00+00:00,2020-03-17 15:15:00+00:00,3,1.5328467153284795,1.122412348929047,0.3119402985074483,2020-03-17 15:45:00+00:00,2020-03-17 15:50:00+00:00,1492.47,1479.760857142857,12.70914285714298,0.25,True,34953,34954,0,1492.45,0.5610389610389495,4.84297019018924,0.4036464187761389,0.7640169057146666,1.0,tp1,2020,2020-03,2020-03-17,0.0236050537295982,0.9763949462704016,<=0.03R,1,1,1,1.0,1,1,1,1.0,0,0,0.0,0,0,0.0,True,True,True,False,False,1,1,1,1,True,11,Tuesday,london_ny_overlap,bear,0.682,high,above,above,1.0483754512635337,0.7571428571428432,1.0574974825874024,1.5416964806533602,True,value_high_half,hvn,True,True,0.0708151611888019,0.9464285714285714,False,False,,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True
