quantile,run,net_r,max_dd_r
0.01,29.990000000000002,42.06567352126313,-9.408041238324545
0.05,149.95000000000002,51.67202353253282,-7.443933379101874
0.5,1499.5,72.62530142620865,-4.375469097579282
0.95,2849.0499999999997,92.33273434770993,-3.123784648866693
0.99,2969.0099999999998,99.68460422622708,-2.2594141963781755
