extra_cost_r,events,unique_days,winners,losers,net_r,avg_r,expectancy_r,win_rate,profit_factor,max_dd_r
0.0,457,381,293,164,111.36394151561902,0.2436847735571532,0.2436847735571532,0.6411378555798687,1.675575837942837,-8.652863002236522
0.01,457,381,293,164,106.79394151561903,0.23368477355715322,0.23368477355715322,0.6411378555798687,1.641470585789712,-8.832863002236536
0.02,457,381,293,164,102.223941515619,0.2236847735571532,0.2236847735571532,0.6411378555798687,1.6080307109692829,-9.177980956767207
0.03,457,381,293,164,97.653941515619,0.21368477355715315,0.21368477355715315,0.6411378555798687,1.5752369297939524,-9.537980956767178
0.05,457,381,293,164,88.513941515619,0.19368477355715316,0.19368477355715316,0.6411378555798687,1.5115141688178697,-10.257980956767213
