month,events,unique_days,winners,losers,net_r,avg_r,expectancy_r,win_rate,profit_factor,max_dd_r
2019-06,3,3,1,2,-1.1076958275653805,-0.36923194252179353,-0.36923194252179353,0.3333333333333333,0.46929197107846377,-1.0402029290705463
2019-08,4,3,2,2,-0.13818358760585236,-0.03454589690146309,-0.03454589690146309,0.5,0.9331763244278697,-2.067883671808729
2019-09,2,2,1,1,-0.06830251671142173,-0.03415125835571087,-0.03415125835571087,0.5,0.9339665621978847,0.0
2019-10,2,2,2,0,1.9488330293011704,0.9744165146505852,0.9744165146505852,1.0,inf,0.0
2020-01,1,1,0,1,-0.5159088627923363,-0.5159088627923363,-0.5159088627923363,0.0,0.0,0.0
2020-02,2,2,1,1,-0.07910077879995958,-0.03955038939997979,-0.03955038939997979,0.5,0.9236915296180659,-1.0365923783303428
2020-03,15,11,10,5,4.583187994952448,0.30554586633016323,0.30554586633016323,0.6666666666666666,1.8939054967419688,-2.0523405551406197
2020-04,7,7,2,5,-3.2757274380690333,-0.4679610625812905,-0.4679610625812905,0.2857142857142857,0.36910868985184553,-3.107356193538367
2020-05,6,5,4,2,1.729117275921327,0.2881862126535545,0.2881862126535545,0.6666666666666666,1.8271807885986537,-2.090374075116837
2020-06,3,3,0,3,-3.117495888627369,-1.039165296209123,-1.039165296209123,0.0,0.0,-2.093383178932912
2020-07,2,2,2,0,1.9335696740413042,0.9667848370206521,0.9667848370206521,1.0,inf,0.0
2020-08,8,7,8,0,7.742398012876047,0.9677997516095058,0.9677997516095058,1.0,inf,0.0
2020-09,7,6,4,3,0.7490093955207353,0.1070013422172479,0.1070013422172479,0.5714285714285714,1.240071848686902,-2.0823478465825915
2020-10,2,2,1,1,-0.08135602533537856,-0.04067801266768928,-0.04067801266768928,0.5,0.9220673637000941,-1.0439275404760917
2020-11,4,4,1,3,-2.1541945810439955,-0.5385486452609989,-0.5385486452609989,0.25,0.3079727834381681,-3.1128755191834574
2020-12,4,4,4,0,3.316649549930914,0.8291623874827285,0.8291623874827285,1.0,inf,0.0
2021-01,5,5,2,3,-1.2048892581890294,-0.24097785163780588,-0.24097785163780588,0.4,0.6147167514506646,-2.089175416326397
2021-02,7,6,6,1,4.012272886264077,0.5731818408948681,0.5731818408948681,0.8571428571428571,4.880058270064689,-1.034075420263516
2021-03,2,2,1,1,-0.06447731236768572,-0.03223865618384286,-0.03223865618384286,0.5,0.9376350159262901,0.0
2021-04,4,3,3,1,0.5826570802031923,0.14566427005079807,0.14566427005079807,0.75,1.5595244022354322,-1.0413434657636729
2021-05,2,2,2,0,1.9097072233671506,0.9548536116835753,0.9548536116835753,1.0,inf,0.0
2021-06,4,3,1,3,-2.1545630995009257,-0.5386407748752314,-0.5386407748752314,0.25,0.310612483728975,-3.125329439029011
2021-08,3,3,2,1,0.8848989733036421,0.29496632443454734,0.29496632443454734,0.6666666666666666,1.8573070588886154,-1.0321844012935062
2021-09,2,2,2,0,1.9095711066489138,0.9547855533244569,0.9547855533244569,1.0,inf,0.0
2021-10,1,1,1,0,0.9579865556978228,0.9579865556978228,0.9579865556978228,1.0,inf,0.0
2021-11,2,2,2,0,1.9394330462062144,0.9697165231031072,0.9697165231031072,1.0,inf,0.0
2021-12,2,2,2,0,1.9176888075854794,0.9588444037927397,0.9588444037927397,1.0,inf,0.0
2022-02,6,6,3,3,-0.24542991084921817,-0.040904985141536364,-0.040904985141536364,0.5,0.9212518746925835,-1.0422620245522238
2022-03,10,9,6,4,1.6158759236506963,0.16158759236506964,0.16158759236506964,0.6,1.390327541597385,-2.0518475033010155
2022-04,3,3,2,1,0.8680077705835684,0.28933592352785614,0.28933592352785614,0.6666666666666666,1.8336189029416876,-1.0412525046163528
2022-05,5,4,4,1,3.525174496392629,0.7050348992785258,0.7050348992785258,0.8,12.567816901941319,0.0
2022-06,1,1,1,0,0.950189753320682,0.950189753320682,0.950189753320682,1.0,inf,0.0
2022-07,2,2,1,1,0.628235388562542,0.314117694281271,0.314117694281271,0.5,2.8436272639538434,0.0
2022-08,3,3,2,1,0.8939003671231189,0.2979667890410396,0.2979667890410396,0.6666666666666666,1.8584194143010249,-1.041332887200582
2022-09,7,6,3,4,-0.36845405244454277,-0.052636293206363254,-0.052636293206363254,0.42857142857142855,0.8869434862076443,-2.0787513312131285
2022-10,4,4,3,1,1.8555892139563306,0.46389730348908265,0.46389730348908265,0.75,2.811549823911821,-1.0243103388398185
2022-11,4,4,3,1,0.13433718724769003,0.03358429681192251,0.03358429681192251,0.75,1.1290322097528587,-1.0411135909785023
2022-12,1,1,0,1,-1.0455798406876042,-1.0455798406876042,-1.0455798406876042,0.0,0.0,0.0
2023-01,6,6,3,3,-0.512297789156368,-0.08538296485939467,-0.08538296485939467,0.5,0.8366829783614348,-1.1222118822483464
2023-02,5,4,3,2,0.8177057693448251,0.163541153868965,0.163541153868965,0.6,1.396993082073463,-1.0355269835899168
2023-03,5,5,4,1,2.807955145104751,0.5615910290209503,0.5615910290209503,0.8,3.7104002471856545,0.0
2023-04,8,6,5,3,2.4781640399113507,0.30977050498891884,0.30977050498891884,0.625,2.0497531724358873,-1.3942366094217866
2023-05,2,2,1,1,-0.0835612924307213,-0.04178064621536065,-0.04178064621536065,0.5,0.9191797059151785,0.0
2023-06,3,3,2,1,0.8679474943182609,0.2893158314394203,0.2893158314394203,0.6666666666666666,1.832079778040867,-1.0431061025925237
2023-07,2,2,1,1,-0.9404567599910448,-0.4702283799955224,-0.4702283799955224,0.5,0.10041489407201627,-1.0454338936846883
