cfg_id,lb,hold_h,ext,sl_buf,session,regime,direction,ptp,n,net_R,PF,MAR,WR_pct,pos_years,dollar_pnl,error
lb3_h8_ext2.618_sl0.1_all_any_short_ptp1.0,3,8,2.618,0.1,all,any,short,1.0,19002,6021.4,1.688,4.599,52.95,21/21,451608.0,
lb3_h8_ext2.618_sl0.1_all_any_short_ptp2.0,3,8,2.618,0.1,all,any,short,2.0,19002,6322.8,1.574,3.533,42.15,21/21,474212.0,
lb3_h8_ext2.618_sl0.1_all_bull_long_ptpnone,3,8,2.618,0.1,all,bull,long,,12727,1804.3,1.224,0.756,38.12,17/21,135321.0,
lb3_h8_ext2.618_sl0.1_all_bull_long_ptp1.0,3,8,2.618,0.1,all,bull,long,1.0,12727,5206.0,1.935,4.976,55.59,20/21,390453.0,
lb3_h8_ext2.618_sl0.1_all_bull_long_ptp2.0,3,8,2.618,0.1,all,bull,long,2.0,12727,5631.1,1.804,5.153,45.33,20/21,422334.0,
lb3_h8_ext2.618_sl0.1_all_bull_short_ptpnone,3,8,2.618,0.1,all,bull,short,,12851,342.4,1.04,0.052,34.19,14/21,25681.0,
lb3_h8_ext2.618_sl0.1_all_bull_short_ptp1.0,3,8,2.618,0.1,all,bull,short,1.0,12851,4068.8,1.691,3.119,52.99,21/21,305159.0,
lb3_h8_ext2.618_sl0.1_all_bull_short_ptp2.0,3,8,2.618,0.1,all,bull,short,2.0,12851,4144.3,1.556,2.324,41.8,21/21,310824.0,
lb3_h8_ext2.618_sl0.1_all_bear_long_ptpnone,3,8,2.618,0.1,all,bear,long,,6418,-34.7,0.992,-0.006,35.67,11/18,-2601.0,
lb3_h8_ext2.618_sl0.1_all_bear_long_ptp1.0,3,8,2.618,0.1,all,bear,long,1.0,6418,1904.1,1.657,1.68,54.77,17/18,142806.0,
lb3_h8_ext2.618_sl0.1_all_bear_long_ptp2.0,3,8,2.618,0.1,all,bear,long,2.0,6418,1985.2,1.54,1.659,43.95,17/18,148887.0,
lb3_h8_ext2.618_sl0.1_all_bear_short_ptpnone,3,8,2.618,0.1,all,bear,short,,6201,403.3,1.098,0.127,35.27,10/18,30247.0,
lb3_h8_ext2.618_sl0.1_all_bear_short_ptp1.0,3,8,2.618,0.1,all,bear,short,1.0,6201,1948.8,1.674,2.277,52.72,16/18,146157.0,
lb3_h8_ext2.618_sl0.1_all_bear_short_ptp2.0,3,8,2.618,0.1,all,bear,short,2.0,6201,2180.8,1.608,2.42,42.83,14/18,163557.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_long_ptpnone,3,8,2.618,0.1,all,bull_strong,long,,11723,1674.9,1.226,0.638,38.25,15/21,125615.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_long_ptp1.0,3,8,2.618,0.1,all,bull_strong,long,1.0,11723,4799.4,1.937,4.587,55.66,18/21,359956.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_long_ptp2.0,3,8,2.618,0.1,all,bull_strong,long,2.0,11723,5197.9,1.806,4.756,45.36,18/21,389843.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_short_ptpnone,3,8,2.618,0.1,all,bull_strong,short,,11872,485.9,1.062,0.074,34.24,14/21,36442.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_short_ptp1.0,3,8,2.618,0.1,all,bull_strong,short,1.0,11872,3866.8,1.711,2.964,52.92,21/21,290008.0,
lb3_h8_ext2.618_sl0.1_all_bull_strong_short_ptp2.0,3,8,2.618,0.1,all,bull_strong,short,2.0,11872,4007.9,1.584,2.248,41.85,21/21,300591.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_long_ptpnone,3,8,2.618,0.1,all,bear_strong,long,,5116,-113.7,0.967,-0.022,34.77,7/14,-8525.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_long_ptp1.0,3,8,2.618,0.1,all,bear_strong,long,1.0,5116,1456.9,1.627,1.583,54.05,12/14,109269.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_long_ptp2.0,3,8,2.618,0.1,all,bear_strong,long,2.0,5116,1475.2,1.499,1.233,43.08,12/14,110641.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_short_ptpnone,3,8,2.618,0.1,all,bear_strong,short,,4944,391.3,1.121,0.224,35.92,8/14,29349.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_short_ptp1.0,3,8,2.618,0.1,all,bear_strong,short,1.0,4944,1645.2,1.719,2.528,53.26,12/14,123393.0,
lb3_h8_ext2.618_sl0.1_all_bear_strong_short_ptp2.0,3,8,2.618,0.1,all,bear_strong,short,2.0,4944,1842.1,1.652,2.044,43.55,11/14,138160.0,
lb3_h8_ext2.618_sl0.1_london_any_long_ptpnone,3,8,2.618,0.1,london,any,long,,8038,1091.5,1.2,0.259,34.76,17/21,81866.0,
lb3_h8_ext2.618_sl0.1_london_any_long_ptp1.0,3,8,2.618,0.1,london,any,long,1.0,8038,3323.1,1.899,3.952,55.2,21/21,249234.0,
lb3_h8_ext2.618_sl0.1_london_any_long_ptp2.0,3,8,2.618,0.1,london,any,long,2.0,8038,3778.3,1.812,3.219,43.85,21/21,283370.0,
lb3_h8_ext2.618_sl0.1_london_any_short_ptpnone,3,8,2.618,0.1,london,any,short,,7979,955.8,1.176,0.537,33.86,18/21,71685.0,
lb3_h8_ext2.618_sl0.1_london_any_short_ptp1.0,3,8,2.618,0.1,london,any,short,1.0,7979,3401.9,1.948,4.737,55.61,21/21,255141.0,
lb3_h8_ext2.618_sl0.1_london_any_short_ptp2.0,3,8,2.618,0.1,london,any,short,2.0,7979,3677.8,1.796,4.634,43.35,21/21,275837.0,
lb3_h8_ext2.618_sl0.1_london_bull_long_ptpnone,3,8,2.618,0.1,london,bull,long,,5306,960.6,1.269,0.432,35.41,15/21,72042.0,
lb3_h8_ext2.618_sl0.1_london_bull_long_ptp1.0,3,8,2.618,0.1,london,bull,long,1.0,5306,2343.2,1.966,3.733,55.6,20/21,175737.0,
lb3_h8_ext2.618_sl0.1_london_bull_long_ptp2.0,3,8,2.618,0.1,london,bull,long,2.0,5306,2692.8,1.88,3.021,44.25,20/21,201957.0,
lb3_h8_ext2.618_sl0.1_london_bull_short_ptpnone,3,8,2.618,0.1,london,bull,short,,5445,443.4,1.117,0.279,32.75,15/21,33254.0,
lb3_h8_ext2.618_sl0.1_london_bull_short_ptp1.0,3,8,2.618,0.1,london,bull,short,1.0,5445,2241.1,1.9,4.122,54.93,21/21,168080.0,
lb3_h8_ext2.618_sl0.1_london_bull_short_ptp2.0,3,8,2.618,0.1,london,bull,short,2.0,5445,2363.7,1.737,3.331,42.48,21/21,177277.0,
lb3_h8_ext2.618_sl0.1_london_bear_long_ptpnone,3,8,2.618,0.1,london,bear,long,,2732,131.0,1.069,0.046,33.49,11/18,9824.0,
lb3_h8_ext2.618_sl0.1_london_bear_long_ptp1.0,3,8,2.618,0.1,london,bear,long,1.0,2732,980.0,1.77,1.474,54.43,16/18,73497.0,
lb3_h8_ext2.618_sl0.1_london_bear_long_ptp2.0,3,8,2.618,0.1,london,bear,long,2.0,2732,1085.5,1.68,1.142,43.08,15/18,81413.0,
lb3_h8_ext2.618_sl0.1_london_bear_short_ptpnone,3,8,2.618,0.1,london,bear,short,,2534,512.4,1.308,0.363,36.27,13/18,38431.0,
lb3_h8_ext2.618_sl0.1_london_bear_short_ptp1.0,3,8,2.618,0.1,london,bear,short,1.0,2534,1160.8,2.056,1.616,57.06,15/18,87060.0,
lb3_h8_ext2.618_sl0.1_london_bear_short_ptp2.0,3,8,2.618,0.1,london,bear,short,2.0,2534,1314.1,1.928,1.656,45.22,16/18,98560.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_long_ptpnone,3,8,2.618,0.1,london,bull_strong,long,,4884,858.1,1.261,0.331,35.42,14/21,64357.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_long_ptp1.0,3,8,2.618,0.1,london,bull_strong,long,1.0,4884,2116.9,1.945,3.373,55.41,18/21,158771.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_long_ptp2.0,3,8,2.618,0.1,london,bull_strong,long,2.0,4884,2430.4,1.86,2.727,44.06,18/21,182280.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_short_ptpnone,3,8,2.618,0.1,london,bull_strong,short,,5013,534.1,1.155,0.337,33.21,17/21,40058.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_short_ptp1.0,3,8,2.618,0.1,london,bull_strong,short,1.0,5013,2168.1,1.952,3.988,55.18,21/21,162607.0,
lb3_h8_ext2.618_sl0.1_london_bull_strong_short_ptp2.0,3,8,2.618,0.1,london,bull_strong,short,2.0,5013,2317.0,1.793,3.266,42.97,20/21,173778.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_long_ptpnone,3,8,2.618,0.1,london,bear_strong,long,,2173,125.5,1.083,0.059,33.04,9/14,9412.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_long_ptp1.0,3,8,2.618,0.1,london,bear_strong,long,1.0,2173,797.0,1.772,1.51,53.24,11/14,59772.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_long_ptp2.0,3,8,2.618,0.1,london,bear_strong,long,2.0,2173,866.7,1.671,1.236,42.02,11/14,65001.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_short_ptpnone,3,8,2.618,0.1,london,bear_strong,short,,2016,413.1,1.315,0.343,36.61,10/14,30979.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_short_ptp1.0,3,8,2.618,0.1,london,bear_strong,short,1.0,2016,933.1,2.068,1.299,57.19,13/14,69984.0,
lb3_h8_ext2.618_sl0.1_london_bear_strong_short_ptp2.0,3,8,2.618,0.1,london,bear_strong,short,2.0,2016,1057.3,1.944,1.333,45.39,13/14,79301.0,
lb3_h8_ext2.618_sl0.1_ny_any_long_ptpnone,3,8,2.618,0.1,ny,any,long,,7981,1058.4,1.257,0.613,43.06,17/21,79379.0,
lb3_h8_ext2.618_sl0.1_ny_any_long_ptp1.0,3,8,2.618,0.1,ny,any,long,1.0,7981,2900.0,1.936,4.614,55.93,21/21,217502.0,
lb3_h8_ext2.618_sl0.1_ny_any_long_ptp2.0,3,8,2.618,0.1,ny,any,long,2.0,7981,2883.5,1.767,3.513,47.29,21/21,216264.0,
lb3_h8_ext2.618_sl0.1_ny_any_short_ptpnone,3,8,2.618,0.1,ny,any,short,,8222,-211.6,0.955,-0.027,37.5,6/21,-15873.0,
lb3_h8_ext2.618_sl0.1_ny_any_short_ptp1.0,3,8,2.618,0.1,ny,any,short,1.0,8222,1771.2,1.504,1.893,51.92,21/21,132841.0,
lb3_h8_ext2.618_sl0.1_ny_any_short_ptp2.0,3,8,2.618,0.1,ny,any,short,2.0,8222,1567.5,1.365,0.897,41.98,20/21,117560.0,
lb3_h8_ext2.618_sl0.1_ny_bull_long_ptpnone,3,8,2.618,0.1,ny,bull,long,,5239,802.0,1.297,0.393,43.04,16/21,60149.0,
lb3_h8_ext2.618_sl0.1_ny_bull_long_ptp1.0,3,8,2.618,0.1,ny,bull,long,1.0,5239,1970.5,1.969,3.932,56.02,19/21,147787.0,
lb3_h8_ext2.618_sl0.1_ny_bull_long_ptp2.0,3,8,2.618,0.1,ny,bull,long,2.0,5239,1983.8,1.801,2.608,47.13,18/21,148787.0,
lb3_h8_ext2.618_sl0.1_ny_bull_short_ptpnone,3,8,2.618,0.1,ny,bull,short,,5616,-112.9,0.965,-0.022,37.43,12/21,-8469.0,
lb3_h8_ext2.618_sl0.1_ny_bull_short_ptp1.0,3,8,2.618,0.1,ny,bull,short,1.0,5616,1270.4,1.532,1.363,52.14,20/21,95283.0,
lb3_h8_ext2.618_sl0.1_ny_bull_short_ptp2.0,3,8,2.618,0.1,ny,bull,short,2.0,5616,1119.8,1.383,0.643,42.0,19/21,83983.0,
lb3_h8_ext2.618_sl0.1_ny_bear_long_ptpnone,3,8,2.618,0.1,ny,bear,long,,2739,258.9,1.183,0.14,43.15,14/18,19420.0,
lb3_h8_ext2.618_sl0.1_ny_bear_long_ptp1.0,3,8,2.618,0.1,ny,bear,long,1.0,2739,930.9,1.877,1.46,55.79,17/18,69814.0,
lb3_h8_ext2.618_sl0.1_ny_bear_long_ptp2.0,3,8,2.618,0.1,ny,bear,long,2.0,2739,900.5,1.703,1.016,47.61,16/18,67539.0,
lb3_h8_ext2.618_sl0.1_ny_bear_short_ptpnone,3,8,2.618,0.1,ny,bear,short,,2606,-98.7,0.934,-0.031,37.64,5/18,-7404.0,
lb3_h8_ext2.618_sl0.1_ny_bear_short_ptp1.0,3,8,2.618,0.1,ny,bear,short,1.0,2606,500.8,1.444,0.887,51.46,13/18,37558.0,
lb3_h8_ext2.618_sl0.1_ny_bear_short_ptp2.0,3,8,2.618,0.1,ny,bear,short,2.0,2606,447.7,1.326,0.422,41.94,11/18,33577.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_long_ptpnone,3,8,2.618,0.1,ny,bull_strong,long,,4865,804.0,1.323,0.478,43.47,16/20,60297.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_long_ptp1.0,3,8,2.618,0.1,ny,bull_strong,long,1.0,4865,1868.7,1.994,3.729,56.2,17/20,140154.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_long_ptp2.0,3,8,2.618,0.1,ny,bull_strong,long,2.0,4865,1899.3,1.83,1.929,47.36,17/20,142451.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_short_ptpnone,3,8,2.618,0.1,ny,bull_strong,short,,5184,-101.8,0.965,-0.02,37.23,12/21,-7632.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_short_ptp1.0,3,8,2.618,0.1,ny,bull_strong,short,1.0,5184,1177.7,1.536,1.263,52.28,19/21,88327.0,
lb3_h8_ext2.618_sl0.1_ny_bull_strong_short_ptp2.0,3,8,2.618,0.1,ny,bull_strong,short,2.0,5184,1037.2,1.384,0.596,41.84,18/21,77789.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_long_ptpnone,3,8,2.618,0.1,ny,bear_strong,long,,2164,141.1,1.126,0.079,42.24,11/14,10586.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_long_ptp1.0,3,8,2.618,0.1,ny,bear_strong,long,1.0,2164,683.3,1.809,1.121,54.67,13/14,51246.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_long_ptp2.0,3,8,2.618,0.1,ny,bear_strong,long,2.0,2164,620.7,1.607,0.746,46.49,13/14,46549.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_short_ptpnone,3,8,2.618,0.1,ny,bear_strong,short,,2072,-46.2,0.96,-0.02,38.66,4/14,-3464.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_short_ptp1.0,3,8,2.618,0.1,ny,bear_strong,short,1.0,2072,408.6,1.459,0.724,51.35,10/14,30642.0,
lb3_h8_ext2.618_sl0.1_ny_bear_strong_short_ptp2.0,3,8,2.618,0.1,ny,bear_strong,short,2.0,2072,392.3,1.37,0.367,42.95,10/14,29420.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_long_ptpnone,3,8,2.618,0.1,london_ny,any,long,,12167,1604.9,1.217,0.461,38.46,16/21,120370.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_long_ptp1.0,3,8,2.618,0.1,london_ny,any,long,1.0,12167,4685.0,1.901,6.103,55.41,21/21,351374.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_long_ptp2.0,3,8,2.618,0.1,london_ny,any,long,2.0,12167,5093.4,1.79,5.405,45.45,21/21,382009.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_short_ptpnone,3,8,2.618,0.1,london_ny,any,short,,12186,508.2,1.066,0.132,35.03,11/21,38116.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_short_ptp1.0,3,8,2.618,0.1,london_ny,any,short,1.0,12186,3819.1,1.705,4.003,53.3,21/21,286436.0,
lb3_h8_ext2.618_sl0.1_london_ny_any_short_ptp2.0,3,8,2.618,0.1,london_ny,any,short,2.0,12186,3899.9,1.574,3.201,42.27,21/21,292492.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_long_ptpnone,3,8,2.618,0.1,london_ny,bull,long,,8017,1343.0,1.278,0.655,38.78,16/21,100727.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_long_ptp1.0,3,8,2.618,0.1,london_ny,bull,long,1.0,8017,3250.2,1.951,5.097,55.56,20/21,243763.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_long_ptp2.0,3,8,2.618,0.1,london_ny,bull,long,2.0,8017,3578.4,1.843,4.405,45.47,20/21,268377.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_short_ptpnone,3,8,2.618,0.1,london_ny,bull,short,,8344,226.0,1.042,0.077,34.72,13/21,16949.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_short_ptp1.0,3,8,2.618,0.1,london_ny,bull,short,1.0,8344,2627.9,1.708,2.886,53.22,21/21,197094.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_short_ptp2.0,3,8,2.618,0.1,london_ny,bull,short,2.0,8344,2612.8,1.56,2.153,42.04,21/21,195958.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_long_ptpnone,3,8,2.618,0.1,london_ny,bear,long,,4147,264.4,1.103,0.098,37.86,13/18,19832.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_long_ptp1.0,3,8,2.618,0.1,london_ny,bear,long,1.0,4147,1436.1,1.805,2.074,55.15,17/18,107710.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_long_ptp2.0,3,8,2.618,0.1,london_ny,bear,long,2.0,4147,1515.9,1.687,1.645,45.43,17/18,113693.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_short_ptpnone,3,8,2.618,0.1,london_ny,bear,short,,3842,282.2,1.116,0.13,35.71,8/18,21168.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_short_ptp1.0,3,8,2.618,0.1,london_ny,bear,short,1.0,3842,1191.2,1.699,1.249,53.46,17/18,89342.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_short_ptp2.0,3,8,2.618,0.1,london_ny,bear,short,2.0,3842,1287.1,1.603,1.128,42.76,16/18,96534.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_long_ptpnone,3,8,2.618,0.1,london_ny,bull_strong,long,,7398,1240.6,1.28,0.572,38.94,15/21,93046.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_long_ptp1.0,3,8,2.618,0.1,london_ny,bull_strong,long,1.0,7398,2975.6,1.944,4.667,55.52,18/21,223168.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_long_ptp2.0,3,8,2.618,0.1,london_ny,bull_strong,long,2.0,7398,3284.8,1.84,4.043,45.5,18/21,246361.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_short_ptpnone,3,8,2.618,0.1,london_ny,bull_strong,short,,7696,299.8,1.061,0.103,34.78,11/21,22487.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_short_ptp1.0,3,8,2.618,0.1,london_ny,bull_strong,short,1.0,7696,2490.3,1.727,2.735,53.24,20/21,186774.0,
lb3_h8_ext2.618_sl0.1_london_ny_bull_strong_short_ptp2.0,3,8,2.618,0.1,london_ny,bull_strong,short,2.0,7696,2509.3,1.585,2.067,42.13,20/21,188199.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_long_ptpnone,3,8,2.618,0.1,london_ny,bear_strong,long,,3303,204.4,1.1,0.083,37.33,9/14,15333.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_long_ptp1.0,3,8,2.618,0.1,london_ny,bear_strong,long,1.0,3303,1139.0,1.794,2.021,54.19,14/14,85424.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_long_ptp2.0,3,8,2.618,0.1,london_ny,bear_strong,long,2.0,3303,1178.0,1.664,1.421,44.54,14/14,88350.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_short_ptpnone,3,8,2.618,0.1,london_ny,bear_strong,short,,3062,233.1,1.121,0.13,36.12,8/14,17484.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_short_ptp1.0,3,8,2.618,0.1,london_ny,bear_strong,short,1.0,3062,953.0,1.701,0.999,53.43,12/14,71473.0,
lb3_h8_ext2.618_sl0.1_london_ny_bear_strong_short_ptp2.0,3,8,2.618,0.1,london_ny,bear_strong,short,2.0,3062,1034.6,1.614,0.906,43.11,12/14,77593.0,
lb3_h12_ext1.0_sl0.02_all_any_long_ptpnone,3,12,1.0,0.02,all,any,long,,20250,988.8,1.067,0.071,35.05,12/21,74161.0,
lb3_h12_ext1.0_sl0.02_all_any_long_ptp1.0,3,12,1.0,0.02,all,any,long,1.0,20250,7491.3,1.797,6.906,56.28,21/21,561848.0,
lb3_h12_ext1.0_sl0.02_all_any_long_ptp2.0,3,12,1.0,0.02,all,any,long,2.0,20250,8534.1,1.689,6.571,44.26,21/21,640061.0,
lb3_h12_ext1.0_sl0.02_all_any_short_ptpnone,3,12,1.0,0.02,all,any,short,,20220,-204.4,0.986,-0.019,32.47,9/21,-15327.0,
lb3_h12_ext1.0_sl0.02_all_any_short_ptp1.0,3,12,1.0,0.02,all,any,short,1.0,20220,6334.8,1.653,4.837,54.43,21/21,475111.0,
lb3_h12_ext1.0_sl0.02_all_any_short_ptp2.0,3,12,1.0,0.02,all,any,short,2.0,20220,7111.0,1.556,3.969,41.79,21/21,533327.0,
lb3_h12_ext1.0_sl0.02_all_bull_long_ptpnone,3,12,1.0,0.02,all,bull,long,,13515,1149.0,1.119,0.159,35.73,13/21,86173.0,
lb3_h12_ext1.0_sl0.02_all_bull_long_ptp1.0,3,12,1.0,0.02,all,bull,long,1.0,13515,5334.5,1.855,5.946,56.54,20/21,400087.0,
lb3_h12_ext1.0_sl0.02_all_bull_long_ptp2.0,3,12,1.0,0.02,all,bull,long,2.0,13515,6135.5,1.752,4.252,44.77,20/21,460160.0,
lb3_h12_ext1.0_sl0.02_all_bull_short_ptpnone,3,12,1.0,0.02,all,bull,short,,13669,-200.9,0.98,-0.023,32.12,11/21,-15069.0,
lb3_h12_ext1.0_sl0.02_all_bull_short_ptp1.0,3,12,1.0,0.02,all,bull,short,1.0,13669,4370.4,1.666,3.349,54.29,21/21,327777.0,
lb3_h12_ext1.0_sl0.02_all_bull_short_ptp2.0,3,12,1.0,0.02,all,bull,short,2.0,13669,4764.7,1.552,2.669,41.44,21/21,357356.0,
lb3_h12_ext1.0_sl0.02_all_bear_long_ptpnone,3,12,1.0,0.02,all,bear,long,,6805,-164.0,0.968,-0.017,33.7,11/18,-12300.0,
lb3_h12_ext1.0_sl0.02_all_bear_long_ptp1.0,3,12,1.0,0.02,all,bear,long,1.0,6805,2171.8,1.681,2.053,55.72,17/18,162883.0,
lb3_h12_ext1.0_sl0.02_all_bear_long_ptp2.0,3,12,1.0,0.02,all,bear,long,2.0,6805,2420.8,1.567,2.113,43.23,17/18,181563.0,
lb3_h12_ext1.0_sl0.02_all_bear_short_ptpnone,3,12,1.0,0.02,all,bear,short,,6633,-22.8,0.995,-0.004,33.2,6/18,-1711.0,
lb3_h12_ext1.0_sl0.02_all_bear_short_ptp1.0,3,12,1.0,0.02,all,bear,short,1.0,6633,1956.8,1.612,2.079,54.52,13/18,146757.0,
lb3_h12_ext1.0_sl0.02_all_bear_short_ptp2.0,3,12,1.0,0.02,all,bear,short,2.0,6633,2338.2,1.555,2.193,42.41,14/18,175368.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_long_ptpnone,3,12,1.0,0.02,all,bull_strong,long,,12443,1098.2,1.123,0.163,35.71,12/21,82368.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_long_ptp1.0,3,12,1.0,0.02,all,bull_strong,long,1.0,12443,4947.1,1.861,5.514,56.56,19/21,371031.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_long_ptp2.0,3,12,1.0,0.02,all,bull_strong,long,2.0,12443,5718.8,1.762,3.963,44.77,19/21,428909.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_short_ptpnone,3,12,1.0,0.02,all,bull_strong,short,,12628,-46.8,0.995,-0.005,32.23,12/21,-3508.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_short_ptp1.0,3,12,1.0,0.02,all,bull_strong,short,1.0,12628,4093.4,1.672,3.137,53.98,21/21,307004.0,
lb3_h12_ext1.0_sl0.02_all_bull_strong_short_ptp2.0,3,12,1.0,0.02,all,bull_strong,short,2.0,12628,4549.0,1.571,2.548,41.44,21/21,341176.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_long_ptpnone,3,12,1.0,0.02,all,bear_strong,long,,5432,-330.6,0.92,-0.037,32.49,5/14,-24797.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_long_ptp1.0,3,12,1.0,0.02,all,bear_strong,long,1.0,5432,1591.7,1.621,1.577,55.06,13/14,119378.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_long_ptp2.0,3,12,1.0,0.02,all,bear_strong,long,2.0,5432,1708.2,1.494,1.491,42.23,13/14,128112.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_short_ptpnone,3,12,1.0,0.02,all,bear_strong,short,,5279,143.4,1.037,0.053,34.1,6/14,10754.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_short_ptp1.0,3,12,1.0,0.02,all,bear_strong,short,1.0,5279,1727.2,1.689,2.406,55.48,11/14,129543.0,
lb3_h12_ext1.0_sl0.02_all_bear_strong_short_ptp2.0,3,12,1.0,0.02,all,bear_strong,short,2.0,5279,2065.4,1.625,2.382,43.27,11/14,154903.0,
lb3_h12_ext1.0_sl0.02_london_any_long_ptpnone,3,12,1.0,0.02,london,any,long,,9133,859.1,1.129,0.155,34.24,14/21,64429.0,
lb3_h12_ext1.0_sl0.02_london_any_long_ptp1.0,3,12,1.0,0.02,london,any,long,1.0,9133,3641.4,1.847,4.626,56.33,21/21,273103.0,
lb3_h12_ext1.0_sl0.02_london_any_long_ptp2.0,3,12,1.0,0.02,london,any,long,2.0,9133,4293.0,1.764,3.981,43.83,21/21,321977.0,
lb3_h12_ext1.0_sl0.02_london_any_short_ptpnone,3,12,1.0,0.02,london,any,short,,9060,426.5,1.064,0.139,32.76,11/21,31986.0,
lb3_h12_ext1.0_sl0.02_london_any_short_ptp1.0,3,12,1.0,0.02,london,any,short,1.0,9060,3559.7,1.854,3.454,56.89,21/21,266975.0,
lb3_h12_ext1.0_sl0.02_london_any_short_ptp2.0,3,12,1.0,0.02,london,any,short,2.0,9060,4058.4,1.729,4.032,43.41,21/21,304380.0,
lb3_h12_ext1.0_sl0.02_london_bull_long_ptpnone,3,12,1.0,0.02,london,bull,long,,6022,795.4,1.183,0.24,34.79,15/21,59653.0,
lb3_h12_ext1.0_sl0.02_london_bull_long_ptp1.0,3,12,1.0,0.02,london,bull,long,1.0,6022,2548.4,1.906,3.325,56.76,20/21,191129.0,
lb3_h12_ext1.0_sl0.02_london_bull_long_ptp2.0,3,12,1.0,0.02,london,bull,long,2.0,6022,3001.1,1.817,2.538,44.09,20/21,225083.0,
lb3_h12_ext1.0_sl0.02_london_bull_short_ptpnone,3,12,1.0,0.02,london,bull,short,,6154,112.5,1.025,0.042,32.0,11/21,8441.0,
lb3_h12_ext1.0_sl0.02_london_bull_short_ptp1.0,3,12,1.0,0.02,london,bull,short,1.0,6154,2298.5,1.793,2.239,56.03,21/21,172388.0,
lb3_h12_ext1.0_sl0.02_london_bull_short_ptp2.0,3,12,1.0,0.02,london,bull,short,2.0,6154,2606.4,1.681,2.599,42.64,21/21,195476.0,
